col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Senator In The General Assembly 4th District - Democrat,,,Governor - Democrat,,,,All
,Art Haywood,Leanna Washington,Brian D Gralnick,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,All
Art Haywood,10,0,0,849,857,411,51,All
Leanna Washington,,14,0,694,717,303,28,All
Brian D Gralnick,,,3,313,344,117,47,All
Allyson Y Schwartz,,,,259,0,0,0,All
Tom Wolf,,,,,188,0,0,All
Robert M Mccord,,,,,,73,0,All
Katie Mcginty,,,,,,,20,All
Total,"2,178","1,756",824,"2,115","2,106",904,146,All
,Senator In The General Assembly 4th District - Democrat,,,Governor - Democrat,,,,1
,Art Haywood,Brian D Gralnick,Leanna Washington,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,1
Art Haywood,1,0,0,92,87,58,3,1
Brian D Gralnick,,0,0,26,17,13,8,1
Leanna Washington,,,0,14,16,6,0,1
Allyson Y Schwartz,,,,7,0,0,0,1
Tom Wolf,,,,,5,0,0,1
Robert M Mccord,,,,,,3,0,1
Katie Mcginty,,,,,,,0,1
Total,241,64,36,139,125,80,11,1
,Senator In The General Assembly 4th District - Democrat,,,Governor - Democrat,,,,2
,Art Haywood,Brian D Gralnick,Leanna Washington,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,2
Art Haywood,1,0,0,96,64,36,3,2
Brian D Gralnick,,0,0,26,19,6,2,2
Leanna Washington,,,0,16,19,6,1,2
Allyson Y Schwartz,,,,7,0,0,0,2
Tom Wolf,,,,,4,0,0,2
Robert M Mccord,,,,,,3,0,2
Katie Mcginty,,,,,,,1,2
Total,200,53,42,145,106,51,7,2
,Senator In The General Assembly 4th District - Democrat,,,Governor - Democrat,,,,3
,Art Haywood,Leanna Washington,Brian D Gralnick,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,3
Art Haywood,1,0,0,35,39,18,2,3
Leanna Washington,,0,0,22,12,6,0,3
Brian D Gralnick,,,0,18,13,4,1,3
Tom Wolf,,,,14,0,0,0,3
Allyson Y Schwartz,,,,,8,0,0,3
Robert M Mccord,,,,,,5,0,3
Katie Mcginty,,,,,,,2,3
Total,95,40,36,89,72,33,5,3
,Governor - Democrat,,,,Senator In The General Assembly 4th District - Democrat,,,4
,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,Art Haywood,Leanna Washington,Brian D Gralnick,4
Allyson Y Schwartz,10,0,0,0,33,30,22,4
Tom Wolf,,2,0,0,32,14,10,4
Robert M Mccord,,,2,0,16,12,7,4
Katie Mcginty,,,,1,2,0,2,4
Art Haywood,,,,,0,0,0,4
Leanna Washington,,,,,,1,0,4
Brian D Gralnick,,,,,,,0,4
Total,95,58,37,5,83,57,41,4
,Senator In The General Assembly 4th District - Democrat,,,Governor - Democrat,,,,5
,Art Haywood,Leanna Washington,Brian D Gralnick,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,5
Art Haywood,0,0,0,22,16,4,2,5
Leanna Washington,,0,0,7,14,5,1,5
Brian D Gralnick,,,0,6,8,4,4,5
Allyson Y Schwartz,,,,4,0,0,0,5
Tom Wolf,,,,,1,0,0,5
Robert M Mccord,,,,,,0,0,5
Katie Mcginty,,,,,,,0,5
Total,44,27,22,39,39,13,7,5
,Governor - Democrat,,,,Senator In The General Assembly 4th District - Democrat,,,6
,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,Art Haywood,Brian D Gralnick,Leanna Washington,6
Allyson Y Schwartz,16,0,0,0,48,31,37,6
Tom Wolf,,15,0,0,31,34,28,6
Robert M Mccord,,,3,0,19,7,5,6
Katie Mcginty,,,,0,1,3,0,6
Art Haywood,,,,,0,0,0,6
Brian D Gralnick,,,,,,1,0,6
Leanna Washington,,,,,,,0,6
Total,132,108,34,4,99,76,70,6
,Senator In The General Assembly 4th District - Democrat,,,Governor - Democrat,,,,7
,Art Haywood,Leanna Washington,Brian D Gralnick,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,7
Art Haywood,0,0,0,39,34,23,5,7
Leanna Washington,,0,0,25,22,9,1,7
Brian D Gralnick,,,0,20,20,9,0,7
Tom Wolf,,,,6,0,0,0,7
Allyson Y Schwartz,,,,,11,0,0,7
Robert M Mccord,,,,,,5,0,7
Katie Mcginty,,,,,,,1,7
Total,101,57,49,90,87,46,7,7
,Senator In The General Assembly 4th District - Democrat,,,Governor - Democrat,,,,8
,Art Haywood,Leanna Washington,Brian D Gralnick,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,8
Art Haywood,0,0,0,33,30,10,1,8
Leanna Washington,,1,0,17,19,6,0,8
Brian D Gralnick,,,0,11,5,9,5,8
Tom Wolf,,,,5,0,0,0,8
Allyson Y Schwartz,,,,,6,0,0,8
Robert M Mccord,,,,,,1,0,8
Katie Mcginty,,,,,,,2,8
Total,74,43,30,66,60,26,8,8
,Senator In The General Assembly 4th District - Democrat,,,Governor - Democrat,,,,9
,Leanna Washington,Art Haywood,Brian D Gralnick,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,9
Leanna Washington,0,0,0,34,23,14,2,9
Art Haywood,,1,0,15,13,5,2,9
Brian D Gralnick,,,0,12,5,1,1,9
Allyson Y Schwartz,,,,10,0,0,0,9
Tom Wolf,,,,,4,0,0,9
Robert M Mccord,,,,,,3,0,9
Katie Mcginty,,,,,,,0,9
Total,73,36,19,71,45,23,5,9
,Senator In The General Assembly 4th District - Democrat,,,Governor - Democrat,,,,10
,Art Haywood,Leanna Washington,Brian D Gralnick,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,10
Art Haywood,1,0,0,34,24,16,0,10
Leanna Washington,,0,0,11,18,9,1,10
Brian D Gralnick,,,0,11,9,2,0,10
Allyson Y Schwartz,,,,15,0,0,0,10
Tom Wolf,,,,,7,0,0,10
Robert M Mccord,,,,,,2,0,10
Katie Mcginty,,,,,,,1,10
Total,75,39,22,71,58,29,2,10
,Governor - Democrat,,,,Senator In The General Assembly 4th District - Democrat,,,11
,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,Leanna Washington,Art Haywood,Brian D Gralnick,11
Tom Wolf,2,0,0,0,24,8,17,11
Allyson Y Schwartz,,7,0,0,14,10,9,11
Robert M Mccord,,,3,0,5,8,0,11
Katie Mcginty,,,,0,0,4,1,11
Leanna Washington,,,,,1,0,0,11
Art Haywood,,,,,,0,0,11
Brian D Gralnick,,,,,,,0,11
Total,51,40,16,5,44,30,27,11
,Senator In The General Assembly 4th District - Democrat,,,Governor - Democrat,,,,12
,Leanna Washington,Art Haywood,Brian D Gralnick,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,12
Leanna Washington,0,0,0,18,18,12,1,12
Art Haywood,,0,0,9,13,9,0,12
Brian D Gralnick,,,0,8,3,1,1,12
Tom Wolf,,,,6,0,0,0,12
Allyson Y Schwartz,,,,,6,0,0,12
Robert M Mccord,,,,,,3,0,12
Katie Mcginty,,,,,,,0,12
Total,49,31,13,41,40,25,2,12
,Governor - Democrat,,,,Senator In The General Assembly 4th District - Democrat,,,13
