col_1,col_2,col_3,col_4,col_5,col_6,division
,Representative In The General Assembly 192nd District - Democrat,Governor - Democrat,,,,All
,Louise Bishop,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,All
Louise Bishop,86,"2,303","1,496",617,113,All
Tom Wolf,,293,0,0,0,All
Allyson Y Schwartz,,,233,0,0,All
Robert M Mccord,,,,98,0,All
Katie Mcginty,,,,,35,All
Total,"4,615","2,596","1,729",715,148,All
,Representative In The General Assembly 192nd District - Democrat,Governor - Democrat,,,,1
,Louise Bishop,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,1
Louise Bishop,3,34,27,5,2,1
Allyson Y Schwartz,,4,0,0,0,1
Tom Wolf,,,6,0,0,1
Robert M Mccord,,,,2,0,1
Katie Mcginty,,,,,0,1
Total,71,38,33,7,2,1
,Representative In The General Assembly 192nd District - Democrat,Governor - Democrat,,,,2
,Louise Bishop,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,2
Louise Bishop,5,40,37,15,2,2
Tom Wolf,,8,0,0,0,2
Allyson Y Schwartz,,,5,0,0,2
Robert M Mccord,,,,1,0,2
Katie Mcginty,,,,,0,2
Total,99,48,42,16,2,2
,Representative In The General Assembly 192nd District - Democrat,Governor - Democrat,,,,3
,Louise Bishop,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,3
Louise Bishop,6,44,28,5,2,3
Tom Wolf,,6,0,0,0,3
Allyson Y Schwartz,,,3,0,0,3
Robert M Mccord,,,,1,0,3
Katie Mcginty,,,,,1,3
Total,85,50,31,6,3,3
,Representative In The General Assembly 192nd District - Democrat,Governor - Democrat,,,,4
,Louise Bishop,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,4
Louise Bishop,2,44,23,8,1,4
Tom Wolf,,6,0,0,0,4
Allyson Y Schwartz,,,3,0,0,4
Robert M Mccord,,,,1,0,4
Katie Mcginty,,,,,1,4
Total,78,50,26,9,2,4
,Representative In The General Assembly 192nd District - Democrat,Governor - Democrat,,,,5
,Louise Bishop,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,5
Louise Bishop,1,41,26,8,0,5
Tom Wolf,,3,0,0,0,5
Allyson Y Schwartz,,,4,0,0,5
Robert M Mccord,,,,1,0,5
Katie Mcginty,,,,,1,5
Total,76,44,30,9,1,5
,Representative In The General Assembly 192nd District - Democrat,Governor - Democrat,,,,6
,Louise Bishop,Tom Wolf,Robert M Mccord,Allyson Y Schwartz,Katie Mcginty,6
Louise Bishop,2,73,21,17,1,6
