col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,Representative In The General Assembly 181st District - Democrat,,,,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,All
,W Curtis Thomas,Emily Rodriguez,Kenneth T Walker Jr,K Williams Medley,Latrice Y Bryant,David Rodriguez,Barbara Carroll,Gwen Collins,Elaine Tomlin,Edward M Lloyd Jr,Karen Voss,Humberto Perez,Louis Agre,Ruth I Birchett,Dawn Thomas,All
W Curtis Thomas,169,0,0,0,237,153,164,156,147,125,98,82,75,81,3,All
Emily Rodriguez,,47,0,0,27,51,25,23,20,16,25,42,22,16,0,All
Kenneth T Walker Jr,,,41,0,24,23,32,35,21,24,24,20,18,20,0,All
K Williams Medley,,,,7,35,26,7,11,9,23,11,11,11,7,3,All
Latrice Y Bryant,,,,,3,152,164,165,159,136,112,91,91,82,0,All
David Rodriguez,,,,,,2,125,120,114,145,115,123,95,90,3,All
Barbara Carroll,,,,,,,0,175,169,103,115,98,86,99,0,All
Gwen Collins,,,,,,,,0,173,113,127,104,99,98,0,All
Elaine Tomlin,,,,,,,,,0,102,112,89,86,94,0,All
Edward M Lloyd Jr,,,,,,,,,,0,101,87,80,78,3,All
Karen Voss,,,,,,,,,,,1,103,101,91,0,All
Humberto Perez,,,,,,,,,,,,0,89,68,0,All
Louis Agre,,,,,,,,,,,,,0,66,0,All
Ruth I Birchett,,,,,,,,,,,,,,1,0,All
Dawn Thomas,,,,,,,,,,,,,,,0,All
Total,526,128,106,58,330,258,231,228,200,190,159,156,126,125,7,All
,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,Representative In The General Assembly 181st District - Democrat,,,,1
,David Rodriguez,Latrice Y Bryant,Humberto Perez,Edward M Lloyd Jr,Elaine Tomlin,Gwen Collins,Karen Voss,Louis Agre,Barbara Carroll,Ruth I Birchett,Dawn Thomas,Emily Rodriguez,W Curtis Thomas,K Williams Medley,Kenneth T Walker Jr,1
David Rodriguez,0,10,10,10,7,7,7,7,6,3,1,13,8,7,0,1
Latrice Y Bryant,,0,6,10,9,9,8,7,6,3,0,3,10,6,2,1
Humberto Perez,,,0,5,6,8,8,7,5,3,0,7,4,3,0,1
Edward M Lloyd Jr,,,,0,5,6,6,6,4,2,1,2,6,5,0,1
Elaine Tomlin,,,,,0,10,9,6,9,4,0,3,7,0,2,1
Gwen Collins,,,,,,0,10,8,8,4,0,4,5,1,2,1
Karen Voss,,,,,,,0,8,6,4,0,4,5,1,1,1
Louis Agre,,,,,,,,0,5,3,0,4,5,1,1,1
Barbara Carroll,,,,,,,,,0,3,0,3,5,0,1,1
Ruth I Birchett,,,,,,,,,,0,0,2,2,0,0,1
Dawn Thomas,,,,,,,,,,,0,0,0,2,0,1
Emily Rodriguez,,,,,,,,,,,,6,0,0,0,1
W Curtis Thomas,,,,,,,,,,,,,7,0,0,1
K Williams Medley,,,,,,,,,,,,,,0,0,1
Kenneth T Walker Jr,,,,,,,,,,,,,,,1,1
Total,28,21,14,13,12,12,11,11,9,4,2,24,22,10,4,1
,Representative In The General Assembly 181st District - Democrat,,,,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,2
,W Curtis Thomas,Emily Rodriguez,Kenneth T Walker Jr,K Williams Medley,David Rodriguez,Latrice Y Bryant,Edward M Lloyd Jr,Barbara Carroll,Gwen Collins,Humberto Perez,Elaine Tomlin,Karen Voss,Ruth I Birchett,Louis Agre,Dawn Thomas,2
W Curtis Thomas,7,0,0,0,11,13,10,7,7,5,6,5,6,4,0,2
Emily Rodriguez,,2,0,0,5,1,1,2,1,4,2,2,1,1,0,2
Kenneth T Walker Jr,,,3,0,2,1,1,2,3,1,1,1,1,1,0,2
K Williams Medley,,,,0,2,2,3,1,1,1,1,1,0,1,0,2
David Rodriguez,,,,,1,11,13,9,9,9,10,9,8,7,0,2
Latrice Y Bryant,,,,,,0,11,6,7,5,7,6,6,5,0,2
Edward M Lloyd Jr,,,,,,,0,8,9,7,9,8,8,7,0,2
Barbara Carroll,,,,,,,,0,8,6,9,7,7,5,0,2
Gwen Collins,,,,,,,,,0,7,8,8,7,7,0,2
Humberto Perez,,,,,,,,,,0,7,7,5,5,0,2
Elaine Tomlin,,,,,,,,,,,0,8,8,6,0,2
Karen Voss,,,,,,,,,,,,0,6,7,0,2
