col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,Representative In Congress 13th District - Democrat,,,,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,All
,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,Elaine Tomlin,David Rodriguez,Latrice Y Bryant,Edward M Lloyd Jr,Humberto Perez,Gwen Collins,Karen Voss,Barbara Carroll,Louis Agre,Ruth I Birchett,Dawn Thomas,All
Brendan F Boyle,107,0,0,0,328,502,348,322,220,218,208,207,176,164,22,All
Marjorie Margolies,,62,0,0,379,147,101,109,131,121,108,102,92,89,7,All
Val Arkoosh,,,35,0,77,96,82,77,48,58,56,50,44,38,5,All
Daylin Leach,,,,15,42,35,24,29,38,30,30,32,22,21,1,All
Elaine Tomlin,,,,,38,382,301,344,304,325,311,314,259,262,20,All
David Rodriguez,,,,,,57,361,399,361,322,309,319,270,251,18,All
Latrice Y Bryant,,,,,,,14,356,254,295,284,276,237,225,13,All
Edward M Lloyd Jr,,,,,,,,15,283,313,299,302,256,234,19,All
Humberto Perez,,,,,,,,,6,293,283,281,261,220,15,All
Gwen Collins,,,,,,,,,,2,329,313,272,245,17,All
Karen Voss,,,,,,,,,,,0,298,268,245,16,All
Barbara Carroll,,,,,,,,,,,,0,251,247,12,All
Louis Agre,,,,,,,,,,,,,2,211,12,All
Ruth I Birchett,,,,,,,,,,,,,,0,8,All
Dawn Thomas,,,,,,,,,,,,,,,1,All
Total,960,549,204,92,873,855,576,560,456,433,405,394,340,318,37,All
,Representative In Congress 13th District - Democrat,,,,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,1
,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,David Rodriguez,Elaine Tomlin,Latrice Y Bryant,Edward M Lloyd Jr,Barbara Carroll,Humberto Perez,Gwen Collins,Louis Agre,Ruth I Birchett,Karen Voss,Dawn Thomas,1
Brendan F Boyle,3,0,0,0,26,15,18,17,14,10,11,11,10,11,1,1
Marjorie Margolies,,3,0,0,14,20,7,8,6,8,8,7,8,5,1,1
Val Arkoosh,,,4,0,1,1,2,2,1,1,1,1,1,1,0,1
Daylin Leach,,,,1,3,4,2,2,3,4,2,2,1,2,0,1
David Rodriguez,,,,,1,22,19,23,21,21,18,17,17,16,1,1
Elaine Tomlin,,,,,,2,14,18,19,16,16,14,16,13,1,1
Latrice Y Bryant,,,,,,,1,20,17,14,17,13,13,15,0,1
Edward M Lloyd Jr,,,,,,,,0,19,16,18,15,15,16,0,1
Barbara Carroll,,,,,,,,,0,19,17,16,18,16,0,1
Humberto Perez,,,,,,,,,,0,15,15,14,14,1,1
Gwen Collins,,,,,,,,,,,0,15,14,17,0,1
Louis Agre,,,,,,,,,,,,1,14,15,1,1
Ruth I Birchett,,,,,,,,,,,,,0,14,1,1
Karen Voss,,,,,,,,,,,,,,0,0,1
Dawn Thomas,,,,,,,,,,,,,,,0,1
Total,47,31,8,7,45,42,31,29,25,24,22,22,20,19,2,1
,Representative In Congress 13th District - Democrat,,,,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,2
,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,David Rodriguez,Latrice Y Bryant,Elaine Tomlin,Humberto Perez,Edward M Lloyd Jr,Barbara Carroll,Gwen Collins,Karen Voss,Louis Agre,Ruth I Birchett,Dawn Thomas,2
Brendan F Boyle,3,0,0,0,21,10,7,8,10,5,6,6,4,4,0,2
Marjorie Margolies,,2,0,0,2,2,3,3,1,2,1,2,2,2,0,2
Val Arkoosh,,,3,0,1,2,2,1,1,1,1,0,1,1,0,2
Daylin Leach,,,,0,3,1,3,2,2,1,1,1,1,0,0,2
David Rodriguez,,,,,2,11,11,13,10,9,8,9,8,7,0,2
Latrice Y Bryant,,,,,,1,9,9,8,7,7,7,7,5,0,2
Elaine Tomlin,,,,,,,0,11,8,8,7,7,7,6,0,2
Humberto Perez,,,,,,,,1,8,8,8,8,8,6,0,2
Edward M Lloyd Jr,,,,,,,,,0,5,6,5,5,3,0,2
Barbara Carroll,,,,,,,,,,0,7,8,7,7,0,2
Gwen Collins,,,,,,,,,,,0,7,7,5,0,2
Karen Voss,,,,,,,,,,,,0,7,6,0,2
Louis Agre,,,,,,,,,,,,,0,5,0,2
Ruth I Birchett,,,,,,,,,,,,,,0,0,2
Dawn Thomas,,,,,,,,,,,,,,,0,2
Total,32,6,5,4,29,16,15,15,14,9,9,9,8,7,0,2
,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,Representative In Congress 13th District - Democrat,,,,3
,David Rodriguez,Elaine Tomlin,Humberto Perez,Edward M Lloyd Jr,Gwen Collins,Barbara Carroll,Karen Voss,Latrice Y Bryant,Louis Agre,Ruth I Birchett,Dawn Thomas,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,3
David Rodriguez,4,5,8,10,5,4,4,5,3,4,0,33,3,1,0,3
Elaine Tomlin,,1,3,5,4,5,3,0,3,4,0,3,8,2,0,3
Humberto Perez,,,0,4,6,3,5,1,5,4,0,5,6,0,0,3
Edward M Lloyd Jr,,,,0,4,4,3,3,3,3,0,7,3,0,0,3
Gwen Collins,,,,,0,3,5,1,5,4,0,2,5,0,0,3
Barbara Carroll,,,,,,0,3,0,3,3,0,1,4,0,1,3
Karen Voss,,,,,,,0,1,5,5,0,2,4,0,0,3
Latrice Y Bryant,,,,,,,,0,0,1,0,5,0,1,0,3
Louis Agre,,,,,,,,,0,4,0,1,5,0,0,3
Ruth I Birchett,,,,,,,,,,0,0,2,4,0,0,3
Dawn Thomas,,,,,,,,,,,0,0,0,1,0,3
Brendan F Boyle,,,,,,,,,,,,4,0,0,0,3
Marjorie Margolies,,,,,,,,,,,,,0,0,0,3
Val Arkoosh,,,,,,,,,,,,,,0,0,3
Daylin Leach,,,,,,,,,,,,,,,0,3
Total,41,14,11,10,7,6,6,6,6,6,1,40,11,4,1,3
,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,Representative In Congress 13th District - Democrat,,,,4
,Elaine Tomlin,David Rodriguez,Humberto Perez,Edward M Lloyd Jr,Latrice Y Bryant,Gwen Collins,Karen Voss,Barbara Carroll,Louis Agre,Ruth I Birchett,Dawn Thomas,Marjorie Margolies,Brendan F Boyle,Val Arkoosh,Daylin Leach,4
Elaine Tomlin,1,4,4,4,3,3,3,3,3,2,0,9,6,5,0,4
David Rodriguez,,1,8,5,5,6,5,5,4,4,0,4,6,4,1,4
Humberto Perez,,,1,4,4,5,4,5,4,4,0,1,2,3,1,4
Edward M Lloyd Jr,,,,0,5,4,3,4,3,3,0,2,3,2,0,4
Latrice Y Bryant,,,,,0,4,3,4,3,4,0,1,4,2,0,4
Gwen Collins,,,,,,0,5,5,4,4,0,2,2,2,0,4
Karen Voss,,,,,,,0,4,3,3,0,3,1,2,0,4
Barbara Carroll,,,,,,,,0,4,4,0,1,2,2,0,4
Louis Agre,,,,,,,,,0,3,0,0,2,2,0,4
Ruth I Birchett,,,,,,,,,,0,0,1,2,1,0,4
Dawn Thomas,,,,,,,,,,,0,0,0,0,0,4
Marjorie Margolies,,,,,,,,,,,,4,0,0,0,4
Brendan F Boyle,,,,,,,,,,,,,1,0,0,4
Val Arkoosh,,,,,,,,,,,,,,0,0,4
Daylin Leach,,,,,,,,,,,,,,,0,4
Total,21,17,9,7,7,6,6,5,4,4,0,17,13,6,1,4
,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,Representative In Congress 13th District - Democrat,,,,5
,David Rodriguez,Latrice Y Bryant,Elaine Tomlin,Edward M Lloyd Jr,Barbara Carroll,Humberto Perez,Karen Voss,Gwen Collins,Ruth I Birchett,Louis Agre,Dawn Thomas,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,5
David Rodriguez,10,22,14,21,14,13,13,12,12,12,0,31,4,1,0,5
Latrice Y Bryant,,2,13,20,13,8,10,10,10,10,0,22,5,2,0,5
Elaine Tomlin,,,3,16,15,10,12,12,10,10,0,16,10,1,1,5
Edward M Lloyd Jr,,,,1,13,8,11,11,8,9,0,20,7,1,0,5
Barbara Carroll,,,,,0,10,14,12,12,11,0,13,3,1,0,5
Humberto Perez,,,,,,1,9,7,7,8,0,11,3,0,0,5
Karen Voss,,,,,,,0,11,11,10,0,12,2,1,0,5
Gwen Collins,,,,,,,,0,8,8,0,11,2,1,0,5
Ruth I Birchett,,,,,,,,,0,9,0,10,2,1,0,5
Louis Agre,,,,,,,,,,0,0,9,2,1,0,5
Dawn Thomas,,,,,,,,,,,0,0,0,0,0,5
Brendan F Boyle,,,,,,,,,,,,4,0,0,0,5
Marjorie Margolies,,,,,,,,,,,,,2,0,0,5
Val Arkoosh,,,,,,,,,,,,,,2,0,5
Daylin Leach,,,,,,,,,,,,,,,0,5
Total,49,32,31,29,18,17,16,14,14,12,0,48,16,4,1,5
,Representative In Congress 13th District - Democrat,,,,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,6
,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,David Rodriguez,Edward M Lloyd Jr,Elaine Tomlin,Latrice Y Bryant,Humberto Perez,Karen Voss,Gwen Collins,Barbara Carroll,Louis Agre,Ruth I Birchett,Dawn Thomas,6
Brendan F Boyle,2,0,0,0,20,15,10,10,6,6,4,3,6,4,3,6
Marjorie Margolies,,2,0,0,5,4,7,3,5,4,5,5,2,3,0,6
Val Arkoosh,,,0,0,4,4,4,3,2,3,3,3,2,3,1,6
Daylin Leach,,,,3,1,0,0,0,1,0,0,0,0,0,0,6
David Rodriguez,,,,,2,12,9,11,7,8,9,8,8,6,4,6
Edward M Lloyd Jr,,,,,,3,17,11,8,11,11,10,7,8,4,6
Elaine Tomlin,,,,,,,0,8,8,10,11,9,6,7,4,6
Latrice Y Bryant,,,,,,,,0,8,8,8,8,7,8,3,6
Humberto Perez,,,,,,,,,1,9,8,6,6,6,3,6
Karen Voss,,,,,,,,,,0,9,8,7,7,4,6
Gwen Collins,,,,,,,,,,,0,9,6,7,4,6
Barbara Carroll,,,,,,,,,,,,0,5,8,2,6
Louis Agre,,,,,,,,,,,,,0,6,3,6
Ruth I Birchett,,,,,,,,,,,,,,0,1,6
Dawn Thomas,,,,,,,,,,,,,,,0,6
Total,34,14,7,5,32,28,23,16,15,13,12,11,10,10,4,6
,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,Representative In Congress 13th District - Democrat,,,,7
,Elaine Tomlin,David Rodriguez,Edward M Lloyd Jr,Gwen Collins,Barbara Carroll,Humberto Perez,Latrice Y Bryant,Karen Voss,Louis Agre,Ruth I Birchett,Dawn Thomas,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,7
Elaine Tomlin,3,8,5,8,9,5,5,8,7,7,0,9,18,2,0,7
David Rodriguez,,4,7,6,7,6,7,6,6,7,0,15,3,4,0,7
Edward M Lloyd Jr,,,0,6,7,3,7,6,5,5,0,10,2,5,2,7
Gwen Collins,,,,0,11,7,6,9,10,7,0,4,5,4,4,7
Barbara Carroll,,,,,0,5,7,8,7,7,0,7,3,3,1,7
