col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,District Attorney - Democrat,,,,,,,All
,Shanese Johnson,Deborah Cianfrani,Stella Tsai,Lucretia C Clemons,Deborah Canty,Vikki Kristiansson,Crystal B Powell,Zac Shaffer,Leon Goodman,Rania Major,Mark B Cohen,Danyl S Patterson,David Conroy,Vincent Furlong,Daniel R Sulman,Vincent Melchiorre,Brian Mclaughlin,John Macoretta,Jennifer Schultz,Wendi Barish,Lawrence J Bozzelli,Terri M Booker,Henry Mcgregor Sias,Mark J Moore,Leonard Deutchman,Jon Marshall,Bill Rice,Christian Dicicco,Dawn M Tancredi,Matthew C Monroe,Betsy Wahl,Lawrence S Krasner,Tariq Karim El Shabazz,Joe Khan,Rich Negrin,Michael W Untermeyer,John O Neill,Teresa Carr Deni,All
Shanese Johnson,7,962,937,889,620,529,808,664,522,580,440,572,499,358,537,500,244,242,311,294,221,326,199,143,66,110,102,4,0,2,0,606,523,282,156,134,58,33,All
Deborah Cianfrani,,4,926,648,500,657,562,528,428,627,413,365,385,431,421,420,399,371,361,309,355,243,358,127,70,89,76,4,1,2,0,529,355,277,199,138,61,35,All
Stella Tsai,,,8,697,502,657,501,553,341,613,368,444,457,419,557,474,374,376,352,346,355,193,366,114,100,85,64,5,1,2,0,489,395,252,266,121,20,33,All
Lucretia C Clemons,,,,4,489,421,763,629,502,349,261,567,559,192,473,461,158,74,280,305,82,296,111,190,51,120,91,7,0,1,0,559,371,176,121,91,58,27,All
Deborah Canty,,,,,16,533,483,386,536,443,514,341,276,308,242,189,217,213,424,368,168,290,132,155,215,114,102,3,2,1,0,527,364,185,129,77,35,31,All
Vikki Kristiansson,,,,,,3,360,447,472,622,445,253,341,468,161,139,380,452,314,286,364,154,356,74,192,62,45,1,0,1,0,408,307,209,200,115,57,27,All
Crystal B Powell,,,,,,,5,499,442,333,293,487,421,172,337,321,119,81,245,235,77,320,81,162,37,97,85,5,0,1,0,486,345,147,82,64,54,29,All
Zac Shaffer,,,,,,,,5,476,216,309,582,659,181,547,532,153,201,155,152,115,104,95,88,175,78,53,3,1,0,0,412,349,127,94,77,51,17,All
Leon Goodman,,,,,,,,,2,286,417,319,346,245,232,183,191,225,259,276,132,231,157,176,211,116,90,4,2,1,0,426,355,137,112,55,56,14,All
Rania Major,,,,,,,,,,5,392,186,114,453,160,149,384,331,282,243,356,201,334,81,76,74,61,2,0,1,0,347,267,194,165,112,12,29,All
Mark B Cohen,,,,,,,,,,,7,259,216,341,186,154,285,287,247,168,214,176,182,95,164,85,88,3,0,0,0,401,269,169,126,108,13,10,All
Danyl S Patterson,,,,,,,,,,,,1,545,144,390,423,93,139,79,84,46,113,26,88,102,71,58,3,0,1,0,338,295,97,58,69,17,17,All
David Conroy,,,,,,,,,,,,,2,135,417,410,110,125,72,75,53,64,29,69,129,45,36,6,0,0,0,263,260,94,74,58,53,15,All
Vincent Furlong,,,,,,,,,,,,,,3,111,144,387,329,150,128,315,104,312,57,73,64,64,0,0,0,0,290,182,145,131,115,9,4,All
Daniel R Sulman,,,,,,,,,,,,,,,1,463,114,103,156,144,103,80,81,61,79,68,38,3,1,1,0,254,260,116,79,53,16,13,All
Vincent Melchiorre,,,,,,,,,,,,,,,,0,150,98,104,105,95,71,53,49,67,46,38,4,1,1,0,250,228,91,71,77,18,13,All
Brian Mclaughlin,,,,,,,,,,,,,,,,,5,303,153,123,319,97,251,67,63,66,54,2,1,2,0,213,149,138,135,119,17,8,All
John Macoretta,,,,,,,,,,,,,,,,,,6,102,84,353,59,309,41,134,46,32,0,1,0,0,173,187,111,121,86,13,6,All
Jennifer Schultz,,,,,,,,,,,,,,,,,,,0,346,109,177,140,116,120,70,53,0,1,0,0,295,127,131,74,48,15,21,All
Wendi Barish,,,,,,,,,,,,,,,,,,,,0,93,167,111,97,93,54,40,1,1,1,0,256,141,107,79,35,10,18,All
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,,,1,48,296,47,85,36,26,1,0,0,0,176,114,108,141,64,11,7,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,3,71,135,26,76,74,2,0,0,0,244,158,81,43,40,10,18,All
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,0,66,73,33,16,1,0,0,0,205,103,81,107,59,6,2,All
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,1,40,59,58,0,1,1,0,167,73,39,39,22,6,9,All
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,0,41,15,0,2,1,0,101,111,47,49,19,5,3,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,0,40,2,0,0,0,86,64,38,33,22,12,7,All
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,80,56,16,26,21,7,4,All
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,3,1,2,0,0,0,All
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,1,0,2,1,0,0,All
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,2,0,0,All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,All
Lawrence S Krasner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,0,0,0,0,0,0,All
Tariq Karim El Shabazz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,0,0,0,0,0,All
Joe Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,0,0,0,0,All
Rich Negrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,0,0,0,All
Michael W Untermeyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,0,0,All
