col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,Judge Of The Superior Court - Democrat,,,,,District Attorney - Democrat,,,,,,,All
,Maria Mclaughlin,Carolyn H Nichols,Geoff Moulton,Debbie Kunselman,Bill Caye,Rich Negrin,Lawrence S Krasner,Joe Khan,Michael W Untermeyer,Tariq Karim El Shabazz,John O Neill,Teresa Carr Deni,All
Maria Mclaughlin,19,118,87,56,40,220,60,38,23,14,1,2,All
Carolyn H Nichols,,5,91,56,41,48,60,35,13,13,1,3,All
Geoff Moulton,,,2,41,30,26,39,19,7,4,2,2,All
Debbie Kunselman,,,,3,18,13,30,8,6,7,2,2,All
Bill Caye,,,,,1,10,18,13,3,6,1,0,All
Rich Negrin,,,,,,42,0,0,0,0,0,0,All
Lawrence S Krasner,,,,,,,63,0,0,0,0,0,All
Joe Khan,,,,,,,,13,0,0,0,0,All
Michael W Untermeyer,,,,,,,,,8,0,0,0,All
Tariq Karim El Shabazz,,,,,,,,,,12,0,0,All
John O Neill,,,,,,,,,,,3,0,All
Teresa Carr Deni,,,,,,,,,,,,2,All
Total,381,183,104,72,53,288,148,64,38,33,6,5,All
,Judge Of The Superior Court - Democrat,,,,,District Attorney - Democrat,,,,,,,1
,Maria Mclaughlin,Carolyn H Nichols,Geoff Moulton,Debbie Kunselman,Bill Caye,Rich Negrin,Lawrence S Krasner,Joe Khan,Tariq Karim El Shabazz,John O Neill,Michael W Untermeyer,Teresa Carr Deni,1
Maria Mclaughlin,0,6,6,2,1,19,3,2,1,0,0,0,1
Carolyn H Nichols,,0,6,3,1,2,3,2,1,0,0,0,1
Geoff Moulton,,,0,2,1,1,3,1,1,0,0,0,1
Debbie Kunselman,,,,0,0,1,1,0,1,0,0,0,1
Bill Caye,,,,,0,0,1,0,0,0,0,0,1
Rich Negrin,,,,,,2,0,0,0,0,0,0,1
Lawrence S Krasner,,,,,,,4,0,0,0,0,0,1
Joe Khan,,,,,,,,0,0,0,0,0,1
Tariq Karim El Shabazz,,,,,,,,,0,0,0,0,1
John O Neill,,,,,,,,,,0,0,0,1
Michael W Untermeyer,,,,,,,,,,,0,0,1
Teresa Carr Deni,,,,,,,,,,,,0,1
Total,25,8,6,3,1,22,7,3,1,0,0,0,1
,Judge Of The Superior Court - Democrat,,,,,District Attorney - Democrat,,,,,,,2
,Maria Mclaughlin,Carolyn H Nichols,Bill Caye,Debbie Kunselman,Geoff Moulton,Rich Negrin,Joe Khan,Lawrence S Krasner,Michael W Untermeyer,Tariq Karim El Shabazz,Teresa Carr Deni,John O Neill,2
Maria Mclaughlin,2,7,3,3,2,9,4,3,4,0,0,0,2
Carolyn H Nichols,,0,3,3,2,1,2,1,3,1,1,0,2
Bill Caye,,,0,2,2,0,1,1,2,0,0,0,2
Debbie Kunselman,,,,1,1,0,1,0,2,0,0,0,2
Geoff Moulton,,,,,0,0,0,1,2,0,0,0,2
Rich Negrin,,,,,,2,0,0,0,0,0,0,2
Joe Khan,,,,,,,2,0,0,0,0,0,2
Lawrence S Krasner,,,,,,,,0,0,0,0,0,2
Michael W Untermeyer,,,,,,,,,0,0,0,0,2
Tariq Karim El Shabazz,,,,,,,,,,0,0,0,2
Teresa Carr Deni,,,,,,,,,,,0,0,2
John O Neill,,,,,,,,,,,,0,2
Total,22,9,4,4,3,11,6,4,4,1,1,0,2
,Judge Of The Superior Court - Democrat,,,,,District Attorney - Democrat,,,,,,,3
,Maria Mclaughlin,Carolyn H Nichols,Geoff Moulton,Bill Caye,Debbie Kunselman,Rich Negrin,Tariq Karim El Shabazz,Joe Khan,Lawrence S Krasner,Michael W Untermeyer,John O Neill,Teresa Carr Deni,3
Maria Mclaughlin,1,1,1,1,0,8,2,1,0,0,0,0,3
Carolyn H Nichols,,0,1,1,0,0,1,0,1,1,0,0,3
Geoff Moulton,,,0,1,0,1,1,0,0,0,0,0,3
Bill Caye,,,,0,0,0,1,0,0,0,0,0,3
Debbie Kunselman,,,,,0,0,0,0,0,0,0,0,3
Rich Negrin,,,,,,0,0,0,0,0,0,0,3
Tariq Karim El Shabazz,,,,,,,0,0,0,0,0,0,3
Joe Khan,,,,,,,,0,0,0,0,0,3
Lawrence S Krasner,,,,,,,,,0,0,0,0,3
Michael W Untermeyer,,,,,,,,,,0,0,0,3
John O Neill,,,,,,,,,,,0,0,3
Teresa Carr Deni,,,,,,,,,,,,0,3
Total,12,3,2,1,0,9,2,1,1,1,0,0,3
,Judge Of The Superior Court - Democrat,,,,,District Attorney - Democrat,,,,,,,4
,Maria Mclaughlin,Carolyn H Nichols,Geoff Moulton,Bill Caye,Debbie Kunselman,Rich Negrin,Lawrence S Krasner,Joe Khan,John O Neill,Michael W Untermeyer,Tariq Karim El Shabazz,Teresa Carr Deni,4
Maria Mclaughlin,0,1,1,1,0,5,4,1,0,0,0,0,4
Carolyn H Nichols,,0,2,1,0,2,0,1,0,0,0,0,4
Geoff Moulton,,,0,1,0,1,0,1,0,0,0,0,4
Bill Caye,,,,0,0,0,0,1,0,0,0,0,4
Debbie Kunselman,,,,,0,0,0,0,0,0,0,0,4
Rich Negrin,,,,,,3,0,0,0,0,0,0,4
Lawrence S Krasner,,,,,,,0,0,0,0,0,0,4
Joe Khan,,,,,,,,0,0,0,0,0,4
John O Neill,,,,,,,,,0,0,0,0,4
Michael W Untermeyer,,,,,,,,,,0,0,0,4
Tariq Karim El Shabazz,,,,,,,,,,,0,0,4
Teresa Carr Deni,,,,,,,,,,,,0,4
Total,10,3,2,1,0,10,4,1,0,0,0,0,4
