col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Deborah Cianfrani,Daniel R Sulman,Zac Shaffer,Stella Tsai,Vikki Kristiansson,Rania Major,Mark B Cohen,Henry Mcgregor Sias,Vincent Furlong,Shanese Johnson,Jennifer Schultz,John Macoretta,Brian Mclaughlin,Lucretia C Clemons,Terri M Booker,Wendi Barish,Deborah Canty,Lawrence J Bozzelli,Leon Goodman,Leonard Deutchman,Vincent Melchiorre,Mark J Moore,Crystal B Powell,Danyl S Patterson,David Conroy,Jon Marshall,Bill Rice,Christian Dicicco,Matthew C Monroe,Betsy Wahl,Dawn M Tancredi,All
Deborah Cianfrani,21,174,163,70,52,46,30,34,34,33,29,37,35,19,15,21,19,30,12,8,10,10,17,8,8,6,4,0,0,0,0,All
Daniel R Sulman,,7,167,25,17,16,12,9,11,13,14,8,4,16,5,14,7,4,12,5,16,4,5,5,8,3,2,0,0,0,0,All
Zac Shaffer,,,0,35,28,24,13,19,16,12,13,8,4,16,6,16,12,5,15,14,13,7,5,8,6,3,3,0,0,0,0,All
Stella Tsai,,,,12,73,61,30,53,50,36,37,39,32,32,16,38,29,31,23,22,15,13,15,12,11,6,3,0,0,0,0,All
Vikki Kristiansson,,,,,7,60,19,52,49,30,25,43,26,22,6,28,22,31,13,18,8,7,7,4,4,1,0,0,0,0,0,All
Rania Major,,,,,,12,28,40,47,32,22,30,31,16,12,20,19,31,8,17,7,5,8,7,2,3,2,0,0,0,0,All
Mark B Cohen,,,,,,,13,12,23,26,18,16,22,8,10,11,17,15,15,7,9,10,11,8,5,5,5,0,0,0,0,All
Henry Mcgregor Sias,,,,,,,,6,41,13,11,28,23,15,5,12,6,23,8,15,6,7,2,4,3,4,1,0,0,0,0,All
Vincent Furlong,,,,,,,,,2,23,7,35,25,5,9,9,10,26,9,15,9,6,3,0,4,3,1,0,0,0,0,All
Shanese Johnson,,,,,,,,,,8,19,18,13,19,12,18,24,14,15,1,14,11,13,13,7,3,4,0,0,0,0,All
Jennifer Schultz,,,,,,,,,,,3,5,10,27,13,32,25,7,18,8,8,17,17,6,4,4,4,0,0,0,0,All
John Macoretta,,,,,,,,,,,,7,25,5,3,10,10,31,10,8,4,4,1,3,4,2,2,0,0,0,0,All
Brian Mclaughlin,,,,,,,,,,,,,9,8,6,5,5,25,8,5,3,5,7,4,2,4,3,0,0,0,0,All
Lucretia C Clemons,,,,,,,,,,,,,,2,11,23,19,5,15,7,13,13,14,12,9,5,2,0,0,0,0,All
Terri M Booker,,,,,,,,,,,,,,,19,15,13,4,8,4,10,10,9,7,4,3,3,0,0,0,0,All
Wendi Barish,,,,,,,,,,,,,,,,0,25,6,15,8,14,10,9,4,3,3,3,0,0,0,0,All
Deborah Canty,,,,,,,,,,,,,,,,,3,7,14,8,8,11,12,9,4,4,5,0,0,0,0,All
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,3,7,6,3,1,2,2,2,4,1,0,0,0,0,All
Leon Goodman,,,,,,,,,,,,,,,,,,,4,7,12,15,9,11,3,6,3,0,0,0,0,All
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,1,7,4,1,3,1,5,0,0,0,0,0,All
Vincent Melchiorre,,,,,,,,,,,,,,,,,,,,,1,10,6,11,6,5,2,0,0,0,0,All
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,2,9,10,5,3,5,0,0,0,0,All
Crystal B Powell,,,,,,,,,,,,,,,,,,,,,,,2,7,4,3,3,0,0,0,0,All
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,,0,7,3,3,0,1,0,0,All
David Conroy,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,0,0,0,0,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,0,All
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,All
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,All
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,285,218,212,134,107,104,73,71,71,70,64,62,60,53,53,53,50,48,45,33,33,30,28,23,20,13,10,1,1,0,0,All
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Terri M Booker,Deborah Cianfrani,Stella Tsai,Zac Shaffer,Vikki Kristiansson,Daniel R Sulman,Henry Mcgregor Sias,John Macoretta,Lawrence J Bozzelli,Leon Goodman,Mark B Cohen,Mark J Moore,Rania Major,Shanese Johnson,Vincent Furlong,Brian Mclaughlin,Jennifer Schultz,Leonard Deutchman,Bill Rice,Crystal B Powell,Danyl S Patterson,Deborah Canty,Jon Marshall,Lucretia C Clemons,Wendi Barish,Betsy Wahl,Christian Dicicco,David Conroy,Dawn M Tancredi,Matthew C Monroe,Vincent Melchiorre,1
Terri M Booker,16,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Deborah Cianfrani,,0,3,3,2,2,2,2,1,1,0,1,2,1,1,2,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1
Stella Tsai,,,0,3,3,1,3,3,2,2,2,1,3,2,3,1,0,2,1,0,1,1,1,0,1,0,0,0,0,0,0,1
Zac Shaffer,,,,0,2,2,2,2,1,1,2,1,2,1,2,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Vikki Kristiansson,,,,,1,0,3,2,1,0,0,0,3,0,2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Daniel R Sulman,,,,,,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Henry Mcgregor Sias,,,,,,,0,2,1,0,0,0,3,0,2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1
John Macoretta,,,,,,,,0,2,1,1,0,2,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Lawrence J Bozzelli,,,,,,,,,1,1,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Leon Goodman,,,,,,,,,,0,2,2,0,3,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
Mark B Cohen,,,,,,,,,,,0,2,0,2,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1
Mark J Moore,,,,,,,,,,,,0,0,2,0,1,2,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
Rania Major,,,,,,,,,,,,,0,0,2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Shanese Johnson,,,,,,,,,,,,,,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
Vincent Furlong,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Brian Mclaughlin,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
Jennifer Schultz,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
Leonard Deutchman,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Bill Rice,,,,,,,,,,,,,,,,,,,0,0,1,1,1,0,0,0,0,0,0,0,0,1
Crystal B Powell,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,1
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,1
Deborah Canty,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1
Lucretia C Clemons,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
Wendi Barish,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
David Conroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Vincent Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,20,9,6,6,5,3,3,3,3,3,3,3,3,3,3,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,Deborah Cianfrani,Daniel R Sulman,Zac Shaffer,Jennifer Schultz,Leon Goodman,Mark B Cohen,Rania Major,Shanese Johnson,Brian Mclaughlin,Crystal B Powell,Stella Tsai,Vikki Kristiansson,Wendi Barish,Deborah Canty,John Macoretta,Jon Marshall,Henry Mcgregor Sias,Terri M Booker,Vincent Furlong,Vincent Melchiorre,Danyl S Patterson,Lawrence J Bozzelli,Leonard Deutchman,Lucretia C Clemons,Betsy Wahl,Bill Rice,Christian Dicicco,David Conroy,Dawn M Tancredi,Mark J Moore,Matthew C Monroe,2
Deborah Cianfrani,2,7,8,3,3,4,2,4,3,3,4,4,2,2,1,2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,2
Daniel R Sulman,,0,8,1,2,1,2,1,0,0,1,1,1,2,1,1,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,2
Zac Shaffer,,,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,2
Jennifer Schultz,,,,2,3,2,1,2,2,3,2,2,3,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
Leon Goodman,,,,,0,3,0,2,2,2,2,2,2,2,2,2,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,2
Mark B Cohen,,,,,,1,1,3,3,2,3,3,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Rania Major,,,,,,,1,2,1,1,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Shanese Johnson,,,,,,,,1,2,2,3,3,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Brian Mclaughlin,,,,,,,,,1,2,2,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Crystal B Powell,,,,,,,,,,1,2,2,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Stella Tsai,,,,,,,,,,,0,4,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Vikki Kristiansson,,,,,,,,,,,,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Wendi Barish,,,,,,,,,,,,,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
Deborah Canty,,,,,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
John Macoretta,,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
Jon Marshall,,,,,,,,,,,,,,,,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
