col_1,col_2,col_3,col_4,col_5,col_6,division
,Judge Of The Superior Court - Democrat,,,,,All
,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Debbie Kunselman,Bill Caye,All
Carolyn H Nichols,367,763,554,382,186,All
Maria Mclaughlin,,139,529,375,175,All
Geoff Moulton,,,47,297,125,All
Debbie Kunselman,,,,32,94,All
Bill Caye,,,,,13,All
Total,"1,185",929,622,453,228,All
,Judge Of The Superior Court - Democrat,,,,,1
,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Debbie Kunselman,Bill Caye,1
Carolyn H Nichols,13,19,16,8,5,1
Maria Mclaughlin,,1,16,7,5,1
Geoff Moulton,,,1,5,3,1
Debbie Kunselman,,,,0,2,1
Bill Caye,,,,,1,1
Total,33,20,17,8,6,1
,Judge Of The Superior Court - Democrat,,,,,2
,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Bill Caye,Debbie Kunselman,2
Carolyn H Nichols,10,13,12,6,5,2
Maria Mclaughlin,,3,7,2,3,2
Geoff Moulton,,,2,5,5,2
Bill Caye,,,,0,4,2
Debbie Kunselman,,,,,1,2
Total,30,16,15,9,8,2
,Judge Of The Superior Court - Democrat,,,,,3
,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Debbie Kunselman,Bill Caye,3
Carolyn H Nichols,18,18,12,7,5,3
Maria Mclaughlin,,6,13,8,5,3
Geoff Moulton,,,1,6,2,3
Debbie Kunselman,,,,0,4,3
Bill Caye,,,,,0,3
Total,37,25,15,9,6,3
,Judge Of The Superior Court - Democrat,,,,,4
,Carolyn H Nichols,Maria Mclaughlin,Debbie Kunselman,Geoff Moulton,Bill Caye,4
Carolyn H Nichols,16,24,16,15,6,4
Maria Mclaughlin,,1,16,15,6,4
Debbie Kunselman,,,2,11,6,4
Geoff Moulton,,,,0,1,4
Bill Caye,,,,,0,4
Total,40,25,19,15,7,4
,Judge Of The Superior Court - Democrat,,,,,5
,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Debbie Kunselman,Bill Caye,5
Carolyn H Nichols,6,10,7,6,1,5
Maria Mclaughlin,,1,7,6,1,5
Geoff Moulton,,,0,5,1,5
Debbie Kunselman,,,,0,0,5
Bill Caye,,,,,0,5
Total,16,11,7,6,1,5
,Judge Of The Superior Court - Democrat,,,,,6
,Maria Mclaughlin,Carolyn H Nichols,Geoff Moulton,Debbie Kunselman,Bill Caye,6
Maria Mclaughlin,7,28,22,18,9,6
Carolyn H Nichols,,6,21,16,8,6
Geoff Moulton,,,0,13,6,6
Debbie Kunselman,,,,1,5,6
Bill Caye,,,,,0,6
Total,37,34,22,20,10,6
,Judge Of The Superior Court - Democrat,,,,,7
,Maria Mclaughlin,Carolyn H Nichols,Geoff Moulton,Debbie Kunselman,Bill Caye,7
Maria Mclaughlin,8,18,15,13,3,7
Carolyn H Nichols,,4,17,15,5,7
Geoff Moulton,,,1,14,5,7
Debbie Kunselman,,,,1,2,7
Bill Caye,,,,,0,7
Total,26,24,18,16,5,7
,Judge Of The Superior Court - Democrat,,,,,8
,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Debbie Kunselman,Bill Caye,8
Carolyn H Nichols,5,19,13,11,7,8
Maria Mclaughlin,,3,12,10,6,8
Geoff Moulton,,,2,8,5,8
Debbie Kunselman,,,,0,3,8
Bill Caye,,,,,0,8
Total,25,22,15,11,7,8
,Judge Of The Superior Court - Democrat,,,,,9
,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Bill Caye,Debbie Kunselman,9
Carolyn H Nichols,7,28,26,17,14,9
Maria Mclaughlin,,3,23,14,11,9
Geoff Moulton,,,1,15,12,9
Bill Caye,,,,0,6,9
Debbie Kunselman,,,,,0,9
Total,38,31,27,18,15,9
,Judge Of The Superior Court - Democrat,,,,,10
,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Debbie Kunselman,Bill Caye,10
Carolyn H Nichols,9,37,32,23,4,10
Maria Mclaughlin,,9,30,22,4,10
Geoff Moulton,,,2,21,2,10
Debbie Kunselman,,,,2,2,10
Bill Caye,,,,,0,10
Total,48,46,34,25,4,10
,Judge Of The Superior Court - Democrat,,,,,11
,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Debbie Kunselman,Bill Caye,11
Carolyn H Nichols,24,33,19,16,11,11
Maria Mclaughlin,,3,18,15,10,11
Geoff Moulton,,,2,10,6,11
Debbie Kunselman,,,,2,5,11
Bill Caye,,,,,2,11
Total,58,36,21,18,13,11
,Judge Of The Superior Court - Democrat,,,,,12
,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Debbie Kunselman,Bill Caye,12
Carolyn H Nichols,6,22,12,8,5,12
Maria Mclaughlin,,6,11,8,5,12
Geoff Moulton,,,3,8,4,12
Debbie Kunselman,,,,4,2,12
Bill Caye,,,,,0,12
Total,29,28,16,13,6,12
,Judge Of The Superior Court - Democrat,,,,,13
,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Debbie Kunselman,Bill Caye,13
Carolyn H Nichols,9,15,9,6,6,13
Maria Mclaughlin,,5,9,6,6,13
Geoff Moulton,,,1,2,4,13
Debbie Kunselman,,,,1,2,13
Bill Caye,,,,,0,13
Total,24,20,10,7,6,13
,Judge Of The Superior Court - Democrat,,,,,14
,Maria Mclaughlin,Carolyn H Nichols,Geoff Moulton,Debbie Kunselman,Bill Caye,14
Maria Mclaughlin,5,4,3,2,1,14
Carolyn H Nichols,,3,3,2,2,14
Geoff Moulton,,,2,2,1,14
Debbie Kunselman,,,,1,0,14
Bill Caye,,,,,0,14
Total,9,8,5,3,2,14
,Judge Of The Superior Court - Democrat,,,,,15
,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Debbie Kunselman,Bill Caye,15
Carolyn H Nichols,12,35,20,17,10,15
Maria Mclaughlin,,0,19,17,10,15
Geoff Moulton,,,0,8,3,15
Debbie Kunselman,,,,0,7,15
Bill Caye,,,,,0,15
Total,48,37,20,18,11,15
,Judge Of The Superior Court - Democrat,,,,,16
,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Debbie Kunselman,Bill Caye,16
Carolyn H Nichols,11,27,13,4,3,16
Maria Mclaughlin,,4,12,4,3,16
Geoff Moulton,,,1,3,2,16
Debbie Kunselman,,,,1,2,16
Bill Caye,,,,,0,16
Total,39,31,14,6,4,16
,Judge Of The Superior Court - Democrat,,,,,17
,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Debbie Kunselman,Bill Caye,17
Carolyn H Nichols,9,17,14,8,7,17
Maria Mclaughlin,,8,14,9,8,17
Geoff Moulton,,,0,7,6,17
Debbie Kunselman,,,,0,3,17
Bill Caye,,,,,0,17
Total,27,26,15,9,8,17
,Judge Of The Superior Court - Democrat,,,,,18
,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Debbie Kunselman,Bill Caye,18
Carolyn H Nichols,12,20,21,14,11,18
Maria Mclaughlin,,2,15,11,10,18
Geoff Moulton,,,0,9,7,18
Debbie Kunselman,,,,1,4,18
Bill Caye,,,,,2,18
Total,41,23,22,16,13,18
,Judge Of The Superior Court - Democrat,,,,,19
,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Debbie Kunselman,Bill Caye,19
Carolyn H Nichols,17,35,29,20,6,19
Maria Mclaughlin,,7,29,19,7,19
Geoff Moulton,,,4,15,4,19
Debbie Kunselman,,,,1,3,19
Bill Caye,,,,,0,19
Total,55,45,34,23,7,19
,Judge Of The Superior Court - Democrat,,,,,20
,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Debbie Kunselman,Bill Caye,20
Carolyn H Nichols,13,35,29,17,7,20
Maria Mclaughlin,,2,29,17,7,20
Geoff Moulton,,,0,16,5,20
Debbie Kunselman,,,,1,2,20
Bill Caye,,,,,0,20
Total,49,38,31,20,8,20
,Judge Of The Superior Court - Democrat,,,,,21
,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Debbie Kunselman,Bill Caye,21
Carolyn H Nichols,15,36,24,18,4,21
Maria Mclaughlin,,8,24,21,4,21
Geoff Moulton,,,3,11,2,21
Debbie Kunselman,,,,2,3,21
Bill Caye,,,,,1,21
Total,52,47,28,25,7,21
,Judge Of The Superior Court - Democrat,,,,,22
,Carolyn H Nichols,Maria Mclaughlin,Bill Caye,Geoff Moulton,Debbie Kunselman,22
Carolyn H Nichols,9,32,9,11,7,22
Maria Mclaughlin,,7,10,11,7,22
Bill Caye,,,0,5,4,22
Geoff Moulton,,,,1,5,22
Debbie Kunselman,,,,,2,22
Total,41,40,12,12,11,22
,Judge Of The Superior Court - Democrat,,,,,23
,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Debbie Kunselman,Bill Caye,23
Carolyn H Nichols,16,27,15,11,0,23
Maria Mclaughlin,,4,14,12,0,23
Geoff Moulton,,,1,9,0,23
Debbie Kunselman,,,,0,0,23
Bill Caye,,,,,1,23
Total,45,32,17,12,1,23
