col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,District Attorney - Democrat,,,,,,,All
,Shanese Johnson,Vikki Kristiansson,Deborah Cianfrani,Stella Tsai,Leon Goodman,Lucretia C Clemons,Zac Shaffer,Rania Major,Crystal B Powell,Vincent Furlong,David Conroy,Mark B Cohen,Brian Mclaughlin,Danyl S Patterson,John Macoretta,Vincent Melchiorre,Daniel R Sulman,Deborah Canty,Lawrence J Bozzelli,Jennifer Schultz,Henry Mcgregor Sias,Wendi Barish,Terri M Booker,Mark J Moore,Jon Marshall,Leonard Deutchman,Bill Rice,Dawn M Tancredi,Matthew C Monroe,Betsy Wahl,Christian Dicicco,Lawrence S Krasner,Tariq Karim El Shabazz,Rich Negrin,Joe Khan,Michael W Untermeyer,John O Neill,Teresa Carr Deni,All
Shanese Johnson,4,177,248,183,145,184,165,120,166,86,128,93,60,102,68,91,98,76,52,66,40,57,66,33,26,18,21,0,2,0,1,82,97,66,60,38,53,8,All
Vikki Kristiansson,,4,220,168,145,134,127,193,116,151,106,90,124,63,121,45,32,69,105,64,100,58,44,18,21,15,8,0,1,0,1,79,58,110,52,61,36,5,All
Deborah Cianfrani,,,1,229,115,150,148,161,140,120,125,74,101,76,114,79,92,69,114,69,109,52,55,18,27,18,8,0,2,0,1,73,59,95,54,43,52,8,All
Stella Tsai,,,,3,73,110,117,147,74,114,89,75,104,104,121,98,123,51,103,55,99,61,31,14,13,14,7,0,2,0,0,66,58,114,58,35,16,6,All
Leon Goodman,,,,,1,142,154,59,128,51,110,76,39,62,30,60,74,74,22,64,30,71,52,37,28,34,25,1,1,1,1,75,76,55,34,11,39,6,All
Lucretia C Clemons,,,,,,1,179,79,153,39,155,46,56,117,25,111,78,58,8,54,13,65,54,34,29,5,15,0,1,0,1,76,66,49,27,32,41,3,All
Zac Shaffer,,,,,,,0,63,126,48,175,50,48,134,20,134,112,49,9,42,16,48,26,12,24,20,14,1,1,1,1,62,67,43,24,27,44,2,All
Rania Major,,,,,,,,4,51,147,43,72,122,48,112,39,33,56,111,58,103,47,26,24,22,12,11,0,0,0,0,56,51,70,37,46,9,4,All
Crystal B Powell,,,,,,,,,1,32,108,59,20,79,21,46,42,68,8,52,12,45,65,35,30,6,17,0,1,0,0,71,44,34,23,17,42,4,All
Vincent Furlong,,,,,,,,,,1,41,76,121,44,102,37,28,38,105,24,96,21,22,12,8,15,10,0,0,0,0,44,30,55,35,46,9,0,All
David Conroy,,,,,,,,,,,0,35,30,119,12,96,72,26,6,13,5,23,16,10,13,7,8,1,2,0,1,47,32,29,16,27,42,2,All
Mark B Cohen,,,,,,,,,,,,3,59,32,43,24,34,57,41,38,37,31,29,21,16,13,11,1,1,0,0,59,31,43,36,25,6,5,All
Brian Mclaughlin,,,,,,,,,,,,,1,36,90,37,18,26,94,20,81,18,13,7,10,10,6,0,0,0,0,27,33,69,29,31,3,1,All
Danyl S Patterson,,,,,,,,,,,,,,3,14,100,81,42,2,18,3,34,22,20,15,2,13,1,1,0,0,44,40,34,15,24,9,1,All
John Macoretta,,,,,,,,,,,,,,,2,18,27,29,101,28,98,16,17,8,7,17,10,0,0,0,0,33,25,66,32,24,5,0,All
Vincent Melchiorre,,,,,,,,,,,,,,,,1,94,28,4,32,5,44,18,11,11,22,7,1,2,1,0,29,48,34,17,24,10,2,All
Daniel R Sulman,,,,,,,,,,,,,,,,,1,47,16,31,19,48,16,10,13,27,11,1,2,1,0,34,54,34,21,8,8,2,All
Deborah Canty,,,,,,,,,,,,,,,,,,2,20,71,20,59,45,20,14,25,21,0,1,1,0,52,46,25,22,14,2,8,All
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,0,17,96,12,8,4,4,10,6,0,0,0,0,23,17,53,23,24,3,1,All
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,0,20,65,35,20,11,22,10,0,1,1,0,42,37,25,19,10,7,6,All
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,0,10,16,13,7,14,7,0,0,0,0,28,16,49,25,17,4,1,All
Wendi Barish,,,,,,,,,,,,,,,,,,,,,,0,32,17,7,16,4,1,1,1,0,37,40,22,9,8,6,2,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,1,31,15,11,18,0,0,0,0,42,30,14,14,10,6,4,All
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,0,18,3,10,0,0,0,0,18,17,6,9,5,3,3,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,0,5,14,0,0,0,0,14,11,8,9,7,7,1,All
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,1,1,1,1,11,18,3,14,2,2,2,All
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,10,13,5,4,5,3,3,All
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,1,0,0,0,All
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,1,0,All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,All
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,All
Lawrence S Krasner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,0,0,0,0,0,0,All
Tariq Karim El Shabazz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,0,0,0,0,0,All
Rich Negrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,0,0,0,0,All
Joe Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0,0,0,All
Michael W Untermeyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0,0,All
John O Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,All
Teresa Carr Deni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,All
Total,436,424,412,383,313,311,292,289,248,228,218,212,201,194,193,182,179,175,148,147,146,132,124,64,62,53,44,3,3,1,1,253,240,227,183,154,73,15,All
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,District Attorney - Democrat,,,,,,,1
