col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,District Attorney - Democrat,,,,,,,All
,Vikki Kristiansson,David Conroy,Stella Tsai,Vincent Furlong,Lawrence J Bozzelli,Deborah Cianfrani,Vincent Melchiorre,Zac Shaffer,Jennifer Schultz,John Macoretta,Deborah Canty,Wendi Barish,Lucretia C Clemons,Henry Mcgregor Sias,Daniel R Sulman,Brian Mclaughlin,Rania Major,Mark B Cohen,Leon Goodman,Crystal B Powell,Shanese Johnson,Leonard Deutchman,Terri M Booker,Mark J Moore,Danyl S Patterson,Jon Marshall,Bill Rice,Matthew C Monroe,Dawn M Tancredi,Betsy Wahl,Christian Dicicco,Lawrence S Krasner,John O Neill,Rich Negrin,Joe Khan,Michael W Untermeyer,Tariq Karim El Shabazz,Teresa Carr Deni,All
Vikki Kristiansson,2,609,944,770,648,586,496,719,628,553,606,584,551,528,510,355,502,250,278,365,287,144,138,138,86,82,30,1,1,1,1,741,400,183,207,132,15,29,All
David Conroy,,52,239,617,442,250,616,606,155,325,166,141,240,102,395,181,152,146,139,276,74,90,57,90,82,63,49,1,1,1,0,196,883,155,93,117,17,16,All
Stella Tsai,,,2,378,465,572,206,377,656,389,627,625,600,567,372,362,423,244,312,176,345,151,148,128,109,86,44,3,0,0,1,795,97,175,208,75,30,27,All
Vincent Furlong,,,,7,603,430,578,518,191,490,205,160,142,253,371,343,313,229,135,264,153,81,67,63,48,46,49,1,1,0,0,281,473,187,122,152,10,11,All
Lawrence J Bozzelli,,,,,3,490,440,377,265,525,267,247,193,305,277,392,340,241,192,95,136,127,49,72,29,77,41,1,0,0,0,342,263,234,141,156,9,14,All
Deborah Cianfrani,,,,,,6,367,243,384,350,347,303,207,277,212,352,514,295,121,176,311,69,146,57,55,38,47,2,0,0,1,395,154,200,146,172,19,30,All
Vincent Melchiorre,,,,,,,20,554,136,270,125,104,155,98,387,175,188,173,114,259,86,67,53,45,68,36,45,1,0,0,0,177,436,152,87,178,18,24,All
Zac Shaffer,,,,,,,,3,249,286,230,242,332,232,498,163,172,180,194,266,106,95,49,81,97,64,30,0,1,1,0,364,403,95,80,99,23,11,All
Jennifer Schultz,,,,,,,,,2,183,594,574,453,329,197,207,262,184,223,182,233,147,149,140,40,77,38,0,0,0,1,604,60,105,124,48,18,20,All
John Macoretta,,,,,,,,,,2,184,152,149,290,147,323,215,203,141,68,106,83,47,65,30,49,25,1,2,1,0,240,275,169,112,81,13,13,All
Deborah Canty,,,,,,,,,,,1,542,421,251,194,199,251,169,229,169,234,156,140,119,64,86,32,0,0,0,1,519,59,98,121,47,25,29,All
Wendi Barish,,,,,,,,,,,,4,465,304,218,148,211,120,223,144,205,124,122,139,55,74,23,1,0,0,1,565,43,83,112,27,24,21,All
Lucretia C Clemons,,,,,,,,,,,,,1,342,245,89,130,95,231,187,160,115,118,158,107,89,32,0,0,0,1,556,94,49,111,18,21,12,All
Henry Mcgregor Sias,,,,,,,,,,,,,,0,216,276,211,192,182,50,124,86,54,89,55,39,22,2,0,0,0,525,43,109,115,41,7,4,All
Daniel R Sulman,,,,,,,,,,,,,,,1,137,155,130,174,180,82,91,29,47,73,51,30,2,0,0,0,278,259,71,70,94,17,12,All
Brian Mclaughlin,,,,,,,,,,,,,,,,3,216,223,145,44,126,89,55,66,37,60,53,2,0,0,0,245,112,161,125,75,6,13,All
Rania Major,,,,,,,,,,,,,,,,,2,168,78,119,250,46,80,16,20,25,23,1,0,0,0,316,45,116,82,106,14,18,All
Mark B Cohen,,,,,,,,,,,,,,,,,,5,106,70,128,60,62,42,53,29,39,2,1,0,0,227,75,126,94,71,14,13,All
Leon Goodman,,,,,,,,,,,,,,,,,,,0,62,84,107,61,129,52,61,26,2,1,0,0,289,37,63,70,34,27,8,All
Crystal B Powell,,,,,,,,,,,,,,,,,,,,0,130,16,129,52,53,20,25,0,0,1,0,190,215,24,41,18,12,18,All
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,1,29,111,17,48,21,25,1,0,0,0,269,40,58,81,33,21,10,All
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,1,24,56,17,45,15,1,0,0,0,151,23,45,45,17,9,3,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,0,55,50,30,34,0,0,1,1,146,27,24,33,13,15,17,All
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,0,38,62,23,0,0,1,0,140,30,27,41,13,13,4,All
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,,,1,18,18,0,0,1,0,80,44,15,16,18,15,5,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,2,0,0,0,75,24,26,37,10,5,7,All
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,31,34,19,15,15,6,5,All
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,2,1,1,0,0,All
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,1,0,0,All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,All
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,All
Lawrence S Krasner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,0,0,0,0,0,0,All
John O Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,0,0,0,0,0,All
Rich Negrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,0,0,0,0,All
Joe Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,0,0,All
Michael W Untermeyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,0,0,All
Tariq Karim El Shabazz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,All
Teresa Carr Deni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,All
Total,"1,759","1,579","1,430","1,291","1,202","1,151","1,138","1,110",992,940,908,890,871,851,822,756,712,636,536,527,520,296,282,274,198,187,129,5,2,1,1,"1,565","1,124",625,539,413,81,68,All
,District Attorney - Democrat,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Lawrence S Krasner,Joe Khan,Rich Negrin,Michael W Untermeyer,John O Neill,Tariq Karim El Shabazz,Teresa Carr Deni,Stella Tsai,Vikki Kristiansson,Jennifer Schultz,Deborah Canty,Vincent Melchiorre,Wendi Barish,Deborah Cianfrani,David Conroy,Lawrence J Bozzelli,Henry Mcgregor Sias,Lucretia C Clemons,Vincent Furlong,John Macoretta,Mark B Cohen,Shanese Johnson,Brian Mclaughlin,Rania Major,Leonard Deutchman,Zac Shaffer,Crystal B Powell,Daniel R Sulman,Terri M Booker,Leon Goodman,Danyl S Patterson,Jon Marshall,Mark J Moore,Betsy Wahl,Bill Rice,Christian Dicicco,Dawn M Tancredi,Matthew C Monroe,1
Lawrence S Krasner,3,0,0,0,0,0,0,15,16,15,17,8,16,8,4,9,10,12,5,6,8,8,4,5,7,5,6,2,5,4,4,2,2,0,0,0,0,0,1
Joe Khan,,2,0,0,0,0,0,7,6,3,2,3,3,4,3,3,4,3,5,2,2,1,3,4,1,2,0,0,1,1,0,0,0,0,0,0,0,0,1
Rich Negrin,,,2,0,0,0,0,3,1,2,1,4,0,3,2,4,1,0,3,4,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Michael W Untermeyer,,,,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1
John O Neill,,,,,0,0,0,0,0,0,0,4,0,1,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tariq Karim El Shabazz,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Teresa Carr Deni,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Stella Tsai,,,,,,,,0,18,16,14,8,14,8,3,6,9,12,6,4,5,5,6,7,4,3,6,3,4,3,4,1,1,0,0,0,0,0,1
Vikki Kristiansson,,,,,,,,,0,16,15,6,13,9,3,6,7,9,7,6,7,8,4,8,4,3,6,0,5,3,4,0,1,0,0,0,0,0,1
Jennifer Schultz,,,,,,,,,,0,16,4,14,8,3,4,4,8,2,3,5,6,2,5,4,1,5,2,5,3,3,0,1,0,0,0,0,0,1
Deborah Canty,,,,,,,,,,,0,5,15,8,4,6,4,10,4,5,7,6,3,4,7,3,5,2,5,3,3,1,2,0,0,0,0,0,1
Vincent Melchiorre,,,,,,,,,,,,0,2,7,6,7,5,2,8,6,6,3,5,2,0,2,3,1,2,2,4,1,0,0,0,0,0,0,1
Wendi Barish,,,,,,,,,,,,,0,5,4,6,7,13,1,2,3,5,2,4,6,3,3,2,5,3,1,2,2,0,0,0,0,0,1
Deborah Cianfrani,,,,,,,,,,,,,,0,3,7,4,2,4,8,6,5,5,6,1,2,2,1,4,2,0,0,0,0,0,0,0,0,1
David Conroy,,,,,,,,,,,,,,,0,4,1,4,4,2,2,1,2,0,4,3,0,2,1,1,0,1,1,0,0,0,0,0,1
