col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,District Attorney - Democrat,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Lawrence S Krasner,Tariq Karim El Shabazz,Joe Khan,Michael W Untermeyer,Rich Negrin,John O Neill,Teresa Carr Deni,Vikki Kristiansson,Stella Tsai,Deborah Cianfrani,Deborah Canty,Shanese Johnson,Lucretia C Clemons,Zac Shaffer,Jennifer Schultz,Vincent Furlong,Leon Goodman,Rania Major,Wendi Barish,Crystal B Powell,Henry Mcgregor Sias,Mark B Cohen,John Macoretta,Daniel R Sulman,Brian Mclaughlin,Lawrence J Bozzelli,David Conroy,Danyl S Patterson,Terri M Booker,Leonard Deutchman,Vincent Melchiorre,Mark J Moore,Jon Marshall,Bill Rice,Dawn M Tancredi,Matthew C Monroe,Betsy Wahl,Christian Dicicco,All
Lawrence S Krasner,103,0,0,0,0,0,0,294,292,162,209,139,234,156,219,110,142,121,199,114,170,108,95,125,90,88,71,52,69,64,46,59,36,24,0,0,1,0,All
Tariq Karim El Shabazz,,36,0,0,0,0,0,67,45,41,55,57,28,51,22,36,57,33,19,58,16,58,36,22,19,19,35,47,20,35,21,16,8,14,1,1,0,0,All
Joe Khan,,,41,0,0,0,0,56,71,60,64,51,42,38,51,47,34,46,43,46,35,43,30,24,35,24,17,11,25,19,14,22,16,14,1,1,0,0,All
Michael W Untermeyer,,,,20,0,0,0,55,64,65,22,60,13,43,13,66,24,40,6,33,22,38,29,36,25,29,18,20,6,4,31,7,7,3,1,1,0,0,All
Rich Negrin,,,,,15,0,0,65,75,48,26,39,20,20,18,43,31,47,22,18,39,24,39,10,45,38,15,8,9,7,9,8,6,7,1,1,0,1,All
John O Neill,,,,,,3,0,15,10,11,4,11,13,14,4,10,13,4,3,11,3,8,5,0,7,5,13,1,3,2,1,3,1,0,0,0,0,0,All
Teresa Carr Deni,,,,,,,0,9,9,8,7,9,8,3,7,2,0,5,6,5,2,4,1,3,0,1,2,5,6,2,1,3,4,5,0,0,0,0,All
Vikki Kristiansson,,,,,,,,3,388,263,235,204,223,211,202,197,165,180,195,137,203,143,179,136,124,139,128,87,44,87,69,43,28,14,1,0,1,0,All
Stella Tsai,,,,,,,,,3,265,211,198,222,170,226,205,114,185,201,116,207,96,146,152,128,137,82,46,61,63,75,56,37,18,2,1,1,0,All
Deborah Cianfrani,,,,,,,,,,1,129,196,95,103,117,175,81,177,100,126,123,100,108,71,112,111,54,45,51,21,64,35,22,20,2,1,0,0,All
Deborah Canty,,,,,,,,,,,2,127,167,128,189,84,137,107,177,110,83,119,88,76,61,60,90,71,65,89,34,55,41,28,1,3,0,1,All
Shanese Johnson,,,,,,,,,,,,0,111,89,110,129,84,145,90,138,61,90,57,72,65,51,47,55,58,19,53,32,24,31,2,1,1,0,All
Lucretia C Clemons,,,,,,,,,,,,,1,137,187,48,116,75,192,123,118,66,47,101,41,45,68,46,69,47,34,72,39,28,0,0,1,0,All
Zac Shaffer,,,,,,,,,,,,,,1,91,108,133,34,93,106,88,103,78,123,35,32,117,81,15,65,74,29,21,14,1,2,0,0,All
Jennifer Schultz,,,,,,,,,,,,,,,0,52,81,101,212,97,113,67,45,86,43,46,33,31,67,58,40,59,35,19,0,1,0,0,All
Vincent Furlong,,,,,,,,,,,,,,,,1,68,122,44,90,121,81,124,71,121,118,55,37,27,26,55,22,16,19,1,0,1,0,All
Leon Goodman,,,,,,,,,,,,,,,,,0,44,71,79,57,116,81,60,48,47,95,68,47,77,36,65,23,27,1,1,0,0,All
Rania Major,,,,,,,,,,,,,,,,,,0,86,85,109,83,106,33,108,104,10,24,51,20,23,14,21,19,2,0,0,1,All
Wendi Barish,,,,,,,,,,,,,,,,,,,0,84,108,45,41,77,32,41,39,29,50,53,28,47,23,11,0,1,0,0,All
Crystal B Powell,,,,,,,,,,,,,,,,,,,,2,31,70,18,45,29,18,52,61,64,12,44,39,20,31,0,0,0,1,All
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,0,55,132,88,105,112,22,17,27,28,25,29,13,4,2,1,0,0,All
Mark B Cohen,,,,,,,,,,,,,,,,,,,,,,2,95,47,59,52,60,69,45,54,33,27,21,31,1,0,0,0,All
John Macoretta,,,,,,,,,,,,,,,,,,,,,,,0,49,114,114,59,44,14,62,17,18,12,10,2,1,0,0,All
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,,,0,34,31,57,30,19,29,57,20,17,12,1,0,1,0,All
Brian Mclaughlin,,,,,,,,,,,,,,,,,,,,,,,,,0,116,25,12,22,23,19,27,25,18,3,1,0,1,All
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,13,13,26,10,22,19,8,1,1,0,0,All
David Conroy,,,,,,,,,,,,,,,,,,,,,,,,,,,0,70,18,62,30,22,20,11,0,0,1,1,All
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,24,41,30,22,15,19,0,0,0,0,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,13,35,22,25,0,0,1,1,All
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,25,18,7,0,1,0,0,All
Vincent Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,7,9,1,1,0,0,All
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,33,22,0,0,0,1,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,0,0,0,1,All
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,All
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,All
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,644,213,210,161,142,28,21,584,579,404,398,373,363,341,336,330,309,301,299,295,294,293,247,227,225,207,178,155,141,138,125,118,79,67,4,4,1,1,All
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,District Attorney - Democrat,,,,,,,1
