col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,division
,Justice Of The Supreme Court - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Dwayne Woodruff,Vikki Kristiansson,Mark B Cohen,Lucretia C Clemons,Crystal B Powell,Vincent Furlong,Shanese Johnson,Deborah Canty,John Macoretta,Zac Shaffer,Leon Goodman,Stella Tsai,Deborah Cianfrani,David Conroy,Vincent Melchiorre,Rania Major,Danyl S Patterson,Jennifer Schultz,Terri M Booker,Brian Mclaughlin,Wendi Barish,Lawrence J Bozzelli,Daniel R Sulman,Mark J Moore,Henry Mcgregor Sias,Leonard Deutchman,Jon Marshall,Bill Rice,Dawn M Tancredi,Christian Dicicco,Matthew C Monroe,Betsy Wahl,All
Dwayne Woodruff,152,"1,423","1,233","1,144","1,124","1,054",983,920,"1,002",905,822,781,751,755,675,654,549,470,428,393,384,359,300,303,316,173,162,161,4,7,6,3,All
Vikki Kristiansson,,22,794,731,670,815,425,479,863,750,417,488,440,637,484,389,258,248,136,219,200,225,122,70,206,125,57,39,3,3,2,0,All
Mark B Cohen,,,35,572,594,648,441,493,627,551,432,291,295,474,461,288,286,197,215,165,131,142,128,124,98,122,78,97,3,4,2,2,All
Lucretia C Clemons,,,,22,789,543,443,411,460,572,371,314,295,558,474,237,255,244,236,97,228,71,107,177,89,39,78,77,3,3,3,3,All
Crystal B Powell,,,,,8,500,526,451,447,558,424,216,303,546,474,207,351,200,286,69,170,65,105,185,54,16,67,69,4,3,3,3,All
Vincent Furlong,,,,,,10,285,261,705,522,218,314,280,469,457,303,144,107,107,211,72,178,93,62,167,48,61,74,0,2,0,1,All
Shanese Johnson,,,,,,,20,481,211,230,437,334,418,174,194,378,307,211,272,147,170,149,145,171,102,38,79,88,4,1,2,2,All
Deborah Canty,,,,,,,,31,206,299,469,315,286,255,171,290,337,287,246,119,244,99,147,159,82,132,81,76,4,5,1,0,All
John Macoretta,,,,,,,,,4,556,208,287,237,467,437,223,145,76,54,169,51,231,100,37,163,108,35,37,0,1,1,1,All
Zac Shaffer,,,,,,,,,,12,356,177,177,584,506,147,217,115,53,79,91,85,149,52,52,118,45,32,1,1,1,0,All
Leon Goodman,,,,,,,,,,,15,187,257,287,176,184,312,186,222,110,177,84,120,197,95,136,71,67,1,0,5,2,All
Stella Tsai,,,,,,,,,,,,14,370,106,119,381,89,245,120,200,219,221,132,83,207,53,56,38,5,1,0,1,All
Deborah Cianfrani,,,,,,,,,,,,,9,125,135,345,113,230,163,204,184,235,106,100,209,37,47,49,4,3,3,1,All
David Conroy,,,,,,,,,,,,,,0,397,90,213,58,51,53,39,33,47,42,19,73,37,37,0,2,1,0,All
Vincent Melchiorre,,,,,,,,,,,,,,,2,121,157,63,96,58,65,63,103,78,21,35,33,28,2,1,0,0,All
Rania Major,,,,,,,,,,,,,,,,2,133,180,135,223,135,218,95,72,167,47,59,59,2,1,0,1,All
Danyl S Patterson,,,,,,,,,,,,,,,,,24,63,154,66,66,60,71,115,26,59,55,41,2,1,2,1,All
Jennifer Schultz,,,,,,,,,,,,,,,,,,2,142,82,250,64,97,96,90,59,39,37,4,1,1,1,All
Terri M Booker,,,,,,,,,,,,,,,,,,,9,57,134,17,46,159,52,14,56,67,3,1,2,1,All
