col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,District Attorney - Democrat,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Lawrence S Krasner,Rich Negrin,Joe Khan,Tariq Karim El Shabazz,Michael W Untermeyer,John O Neill,Teresa Carr Deni,Rania Major,Vikki Kristiansson,Stella Tsai,Vincent Furlong,Deborah Cianfrani,Shanese Johnson,Mark B Cohen,Lucretia C Clemons,Deborah Canty,Zac Shaffer,John Macoretta,Crystal B Powell,Brian Mclaughlin,Lawrence J Bozzelli,Henry Mcgregor Sias,Daniel R Sulman,Leon Goodman,Vincent Melchiorre,Jennifer Schultz,Wendi Barish,Danyl S Patterson,Terri M Booker,David Conroy,Leonard Deutchman,Mark J Moore,Jon Marshall,Bill Rice,Christian Dicicco,Matthew C Monroe,Dawn M Tancredi,Betsy Wahl,All
Lawrence S Krasner,47,0,0,0,0,0,0,95,116,92,81,62,105,80,100,74,81,32,82,50,29,49,58,50,38,42,49,62,55,30,26,26,19,12,0,1,0,0,All
Rich Negrin,,26,0,0,0,0,0,82,93,91,90,70,33,34,36,20,53,60,16,53,64,52,46,13,49,20,12,11,8,40,11,7,9,2,1,1,0,0,All
Joe Khan,,,25,0,0,0,0,57,48,50,48,64,52,50,22,34,18,39,25,30,36,27,12,25,15,27,24,11,20,8,16,10,6,9,0,0,0,1,All
Tariq Karim El Shabazz,,,,24,0,0,0,42,30,32,24,32,47,37,34,45,30,20,38,18,13,11,24,31,15,27,21,21,15,11,12,15,8,10,0,1,1,0,All
Michael W Untermeyer,,,,,20,0,0,34,21,26,20,35,28,35,8,19,7,24,11,17,16,20,13,9,5,7,10,4,5,7,1,2,3,2,2,0,0,0,All
John O Neill,,,,,,0,0,4,3,6,3,3,2,5,7,1,2,2,3,3,2,1,0,4,2,3,2,2,1,1,1,2,1,2,0,0,0,0,All
Teresa Carr Deni,,,,,,,0,4,2,4,1,4,4,4,4,6,0,2,6,1,2,1,0,1,1,4,1,2,2,1,0,3,1,1,0,0,0,0,All
Rania Major,,,,,,,,2,187,170,158,176,133,117,82,86,75,133,78,110,130,123,57,37,35,50,61,43,39,29,28,21,25,13,0,0,1,0,All
Vikki Kristiansson,,,,,,,,,4,154,190,131,117,93,81,69,97,112,81,91,115,112,77,42,53,47,53,55,46,52,28,18,12,6,1,0,1,0,All
Stella Tsai,,,,,,,,,,1,126,152,95,69,57,71,53,118,43,99,106,121,33,35,36,50,45,28,28,14,33,18,14,11,2,1,0,0,All
Vincent Furlong,,,,,,,,,,,1,126,84,75,44,46,69,118,42,92,113,114,71,34,48,38,19,27,24,46,23,9,16,12,1,0,0,0,All
Deborah Cianfrani,,,,,,,,,,,,2,101,90,52,78,32,138,39,104,110,108,35,33,32,57,46,17,29,18,17,22,18,12,3,0,0,1,All
Shanese Johnson,,,,,,,,,,,,,0,105,106,89,59,58,112,53,55,54,46,59,33,46,63,58,68,14,15,27,23,12,2,0,1,0,All
Mark B Cohen,,,,,,,,,,,,,,1,67,83,54,64,72,49,38,38,46,54,24,42,43,47,24,27,19,19,15,17,1,0,1,0,All
Lucretia C Clemons,,,,,,,,,,,,,,,2,54,80,10,108,21,23,17,58,39,59,42,57,50,55,43,12,26,16,10,0,0,1,0,All
Deborah Canty,,,,,,,,,,,,,,,,0,54,42,78,35,20,22,51,59,34,66,53,52,48,26,27,25,20,22,3,1,1,0,All
Zac Shaffer,,,,,,,,,,,,,,,,,0,19,64,17,18,21,88,50,91,32,46,44,27,64,32,10,16,7,0,1,1,1,All
John Macoretta,,,,,,,,,,,,,,,,,,3,13,95,102,108,29,21,16,27,14,7,10,12,17,8,9,6,0,0,0,0,All
Crystal B Powell,,,,,,,,,,,,,,,,,,,0,24,16,12,35,53,23,37,50,60,70,27,12,25,19,13,2,0,1,0,All
Brian Mclaughlin,,,,,,,,,,,,,,,,,,,,1,93,86,23,31,18,25,19,10,13,15,18,10,9,6,1,0,0,0,All
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,,,0,98,22,17,18,20,12,7,9,13,14,11,10,6,1,0,0,0,All
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,0,14,21,11,14,10,6,9,9,21,10,9,5,0,0,0,0,All
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,,1,33,78,27,29,20,21,54,23,7,10,6,0,0,1,0,All
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,0,25,42,36,34,30,17,28,28,16,14,1,1,1,1,All
Vincent Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,0,20,22,23,16,57,19,7,11,8,0,1,0,1,All
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,,,,,,0,45,13,28,13,26,17,10,9,0,1,0,0,All
Wendi Barish,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,23,6,22,17,8,2,1,1,2,0,All
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,19,5,16,10,8,1,0,1,0,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,7,20,10,12,1,0,0,1,All
David Conroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,10,1,0,0,0,All
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,5,6,0,1,0,1,All
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,8,0,0,0,0,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,0,0,1,All
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,1,All
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,All
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,All
