col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,division
,Judge Of The Superior Court - Democrat,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Debbie Kunselman,Bill Caye,Mark B Cohen,Stella Tsai,Deborah Cianfrani,Shanese Johnson,Vikki Kristiansson,Zac Shaffer,Deborah Canty,Lucretia C Clemons,Crystal B Powell,David Conroy,Leon Goodman,John Macoretta,Rania Major,Danyl S Patterson,Daniel R Sulman,Vincent Melchiorre,Jennifer Schultz,Vincent Furlong,Brian Mclaughlin,Henry Mcgregor Sias,Leonard Deutchman,Lawrence J Bozzelli,Wendi Barish,Terri M Booker,Mark J Moore,Jon Marshall,Bill Rice,Matthew C Monroe,Christian Dicicco,Dawn M Tancredi,Betsy Wahl,All
Carolyn H Nichols,34,"1,190",943,638,350,797,771,738,707,542,441,503,505,478,389,417,429,511,380,338,271,321,361,305,291,168,263,260,238,201,97,88,5,3,2,0,All
Maria Mclaughlin,,20,924,620,340,714,688,664,629,505,422,485,456,428,368,359,401,468,357,334,264,295,340,293,258,160,250,233,211,171,99,92,4,2,1,0,All
Geoff Moulton,,,6,510,255,552,724,728,635,416,484,356,482,428,428,281,336,386,293,414,348,230,305,241,231,123,221,164,147,123,67,60,4,2,1,0,All
Debbie Kunselman,,,,4,144,334,427,398,379,257,314,282,286,237,246,216,186,223,239,260,222,187,146,124,109,127,111,169,119,80,52,47,4,2,2,0,All
Bill Caye,,,,,2,219,179,160,167,140,116,197,129,139,89,160,121,168,79,112,82,131,112,95,74,75,69,107,84,72,54,49,3,1,2,0,All
Mark B Cohen,,,,,,122,332,355,368,447,356,466,251,280,324,389,364,302,326,162,113,217,197,158,149,240,134,115,149,128,69,66,3,0,2,0,All
Stella Tsai,,,,,,,4,697,568,324,365,214,395,315,314,128,256,329,188,378,303,173,249,181,199,48,192,141,91,66,39,28,1,1,1,0,All
Deborah Cianfrani,,,,,,,,1,566,313,359,212,388,342,314,135,239,340,181,353,313,194,235,205,228,51,208,146,113,73,33,23,3,0,1,0,All
Shanese Johnson,,,,,,,,,13,203,366,243,441,385,312,158,141,252,214,347,315,163,143,115,89,47,81,129,127,104,42,46,3,0,0,0,All
Vikki Kristiansson,,,,,,,,,,5,281,375,110,141,244,288,452,318,229,80,35,136,223,182,211,227,208,106,51,46,25,19,3,1,1,0,All
Zac Shaffer,,,,,,,,,,,3,306,314,278,502,315,225,65,345,352,341,88,61,40,25,227,27,76,35,50,26,17,3,1,0,0,All
Deborah Canty,,,,,,,,,,,,9,193,218,242,361,246,200,256,114,67,212,98,64,65,259,70,161,122,99,54,46,3,2,2,0,All
