col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,Judge Of The Superior Court - Democrat,,,,,District Attorney - Democrat,,,,,,,All
,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Debbie Kunselman,Bill Caye,Lawrence S Krasner,Tariq Karim El Shabazz,Rich Negrin,Joe Khan,Michael W Untermeyer,John O Neill,Teresa Carr Deni,All
Carolyn H Nichols,26,763,554,382,186,339,287,182,146,125,24,14,All
Maria Mclaughlin,,11,529,375,175,302,223,125,112,89,23,11,All
Geoff Moulton,,,8,297,125,186,157,90,84,52,7,6,All
Debbie Kunselman,,,,3,94,151,146,48,47,32,5,9,All
Bill Caye,,,,,4,83,44,17,37,30,7,3,All
Lawrence S Krasner,,,,,,96,0,0,0,0,0,0,All
Tariq Karim El Shabazz,,,,,,,110,0,0,0,0,0,All
Rich Negrin,,,,,,,,32,0,0,0,0,All
Joe Khan,,,,,,,,,45,0,0,0,All
Michael W Untermeyer,,,,,,,,,,45,0,0,All
John O Neill,,,,,,,,,,,9,0,All
Teresa Carr Deni,,,,,,,,,,,,2,All
Total,"1,185",929,622,453,228,505,460,248,242,199,36,18,All
,Judge Of The Superior Court - Democrat,,,,,District Attorney - Democrat,,,,,,,1
,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Debbie Kunselman,Bill Caye,Lawrence S Krasner,Rich Negrin,Tariq Karim El Shabazz,Joe Khan,Michael W Untermeyer,John O Neill,Teresa Carr Deni,1
Carolyn H Nichols,1,19,16,8,5,8,8,6,7,2,1,0,1
Maria Mclaughlin,,0,16,7,5,6,4,4,3,2,1,0,1
Geoff Moulton,,,0,5,3,4,5,3,3,1,1,0,1
Debbie Kunselman,,,,0,2,2,0,3,2,1,0,0,1
Bill Caye,,,,,0,3,1,0,0,1,1,0,1
Lawrence S Krasner,,,,,,1,0,0,0,0,0,0,1
Rich Negrin,,,,,,,1,0,0,0,0,0,1
Tariq Karim El Shabazz,,,,,,,,3,0,0,0,0,1
Joe Khan,,,,,,,,,0,0,0,0,1
Michael W Untermeyer,,,,,,,,,,0,0,0,1
John O Neill,,,,,,,,,,,0,0,1
Teresa Carr Deni,,,,,,,,,,,,0,1
Total,33,20,17,8,6,10,10,10,7,2,1,0,1
,Judge Of The Superior Court - Democrat,,,,,District Attorney - Democrat,,,,,,,2
,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Bill Caye,Debbie Kunselman,Tariq Karim El Shabazz,Lawrence S Krasner,Joe Khan,Rich Negrin,Teresa Carr Deni,Michael W Untermeyer,John O Neill,2
Carolyn H Nichols,1,13,12,6,5,9,9,2,4,2,1,0,2
Maria Mclaughlin,,1,7,2,3,5,5,2,1,1,0,0,2
Geoff Moulton,,,2,5,5,2,5,1,3,1,0,0,2
Bill Caye,,,,0,4,5,2,1,0,1,0,0,2
Debbie Kunselman,,,,,0,3,3,0,1,1,0,0,2
Tariq Karim El Shabazz,,,,,,2,0,0,0,0,0,0,2
Lawrence S Krasner,,,,,,,4,0,0,0,0,0,2
Joe Khan,,,,,,,,2,0,0,0,0,2
Rich Negrin,,,,,,,,,0,0,0,0,2
Teresa Carr Deni,,,,,,,,,,0,0,0,2
Michael W Untermeyer,,,,,,,,,,,0,0,2
John O Neill,,,,,,,,,,,,0,2
Total,30,16,15,9,8,15,14,5,4,2,1,0,2
,Judge Of The Superior Court - Democrat,,,,,District Attorney - Democrat,,,,,,,3
,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Debbie Kunselman,Bill Caye,Lawrence S Krasner,Rich Negrin,Tariq Karim El Shabazz,Michael W Untermeyer,Joe Khan,John O Neill,Teresa Carr Deni,3
Carolyn H Nichols,0,18,12,7,5,9,12,6,4,4,0,1,3
Maria Mclaughlin,,0,13,8,5,6,5,6,3,3,0,1,3
Geoff Moulton,,,0,6,2,2,4,4,2,2,0,1,3
Debbie Kunselman,,,,0,4,2,0,3,3,0,0,1,3
Bill Caye,,,,,0,3,0,0,3,0,0,0,3
Lawrence S Krasner,,,,,,3,0,0,0,0,0,0,3
Rich Negrin,,,,,,,1,0,0,0,0,0,3
Tariq Karim El Shabazz,,,,,,,,6,0,0,0,0,3
Michael W Untermeyer,,,,,,,,,4,0,0,0,3
Joe Khan,,,,,,,,,,2,0,0,3
John O Neill,,,,,,,,,,,1,0,3
Teresa Carr Deni,,,,,,,,,,,,0,3
Total,37,25,15,9,6,15,14,14,10,7,1,1,3
,Judge Of The Superior Court - Democrat,,,,,District Attorney - Democrat,,,,,,,4
,Carolyn H Nichols,Maria Mclaughlin,Debbie Kunselman,Geoff Moulton,Bill Caye,Lawrence S Krasner,Rich Negrin,Tariq Karim El Shabazz,Michael W Untermeyer,Joe Khan,John O Neill,Teresa Carr Deni,4
Carolyn H Nichols,1,24,16,15,6,15,8,7,5,4,0,0,4
Maria Mclaughlin,,0,16,15,6,9,4,6,4,2,0,0,4
Debbie Kunselman,,,0,11,6,6,4,4,3,2,0,0,4
Geoff Moulton,,,,0,1,3,4,3,4,1,0,0,4
Bill Caye,,,,,0,4,0,1,0,2,0,0,4
Lawrence S Krasner,,,,,,2,0,0,0,0,0,0,4
Rich Negrin,,,,,,,4,0,0,0,0,0,4
Tariq Karim El Shabazz,,,,,,,,1,0,0,0,0,4
Michael W Untermeyer,,,,,,,,,2,0,0,0,4
Joe Khan,,,,,,,,,,1,0,0,4
John O Neill,,,,,,,,,,,1,0,4
Teresa Carr Deni,,,,,,,,,,,,0,4
Total,40,25,19,15,7,19,13,8,7,6,1,0,4
,Judge Of The Superior Court - Democrat,,,,,District Attorney - Democrat,,,,,,,5
,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Debbie Kunselman,Bill Caye,Lawrence S Krasner,Tariq Karim El Shabazz,Michael W Untermeyer,Rich Negrin,Joe Khan,John O Neill,Teresa Carr Deni,5
Carolyn H Nichols,0,10,7,6,1,13,2,1,0,0,0,0,5
Maria Mclaughlin,,0,7,6,1,8,2,1,0,0,0,0,5
Geoff Moulton,,,0,5,1,4,2,1,0,0,0,0,5
Debbie Kunselman,,,,0,0,3,2,1,0,0,0,0,5
Bill Caye,,,,,0,1,0,0,0,0,0,0,5
Lawrence S Krasner,,,,,,1,0,0,0,0,0,0,5
Tariq Karim El Shabazz,,,,,,,0,0,0,0,0,0,5
Michael W Untermeyer,,,,,,,,0,0,0,0,0,5
Rich Negrin,,,,,,,,,1,0,0,0,5
Joe Khan,,,,,,,,,,0,0,0,5
John O Neill,,,,,,,,,,,0,0,5
Teresa Carr Deni,,,,,,,,,,,,0,5
Total,16,11,7,6,1,15,2,1,1,0,0,0,5
,Judge Of The Superior Court - Democrat,,,,,District Attorney - Democrat,,,,,,,6
,Maria Mclaughlin,Carolyn H Nichols,Geoff Moulton,Debbie Kunselman,Bill Caye,Lawrence S Krasner,Joe Khan,Michael W Untermeyer,Rich Negrin,Tariq Karim El Shabazz,John O Neill,Teresa Carr Deni,6
Maria Mclaughlin,0,28,22,18,9,19,7,4,4,2,0,0,6
Carolyn H Nichols,,0,21,16,8,16,5,5,4,3,0,0,6
Geoff Moulton,,,0,13,6,11,4,1,3,2,0,0,6
Debbie Kunselman,,,,0,5,12,3,2,1,2,0,0,6
Bill Caye,,,,,0,6,1,1,2,0,0,0,6
Lawrence S Krasner,,,,,,4,0,0,0,0,0,0,6
Joe Khan,,,,,,,0,0,0,0,0,0,6
Michael W Untermeyer,,,,,,,,1,0,0,0,0,6
Rich Negrin,,,,,,,,,0,0,0,0,6
Tariq Karim El Shabazz,,,,,,,,,,0,0,0,6
John O Neill,,,,,,,,,,,0,0,6
Teresa Carr Deni,,,,,,,,,,,,0,6
Total,37,34,22,20,10,25,8,8,5,3,0,0,6
,District Attorney - Democrat,,,,,,,Judge Of The Superior Court - Democrat,,,,,7
,Lawrence S Krasner,Joe Khan,Tariq Karim El Shabazz,Rich Negrin,John O Neill,Michael W Untermeyer,Teresa Carr Deni,Maria Mclaughlin,Carolyn H Nichols,Geoff Moulton,Debbie Kunselman,Bill Caye,7
Lawrence S Krasner,6,0,0,0,0,0,0,19,16,13,13,2,7
Joe Khan,,0,0,0,0,0,0,4,5,3,2,2,7
Tariq Karim El Shabazz,,,0,0,0,0,0,2,1,0,0,0,7
Rich Negrin,,,,0,0,0,0,1,1,1,1,1,7
John O Neill,,,,,1,0,0,0,0,0,0,0,7
Michael W Untermeyer,,,,,,0,0,0,0,1,0,0,7
Teresa Carr Deni,,,,,,,0,0,0,0,0,0,7
Maria Mclaughlin,,,,,,,,0,18,15,13,3,7
Carolyn H Nichols,,,,,,,,,1,17,15,5,7
Geoff Moulton,,,,,,,,,,0,14,5,7
Debbie Kunselman,,,,,,,,,,,0,2,7
Bill Caye,,,,,,,,,,,,0,7
Total,26,7,3,2,1,1,0,26,24,18,16,5,7
,Judge Of The Superior Court - Democrat,,,,,District Attorney - Democrat,,,,,,,8
,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Debbie Kunselman,Bill Caye,Lawrence S Krasner,Tariq Karim El Shabazz,Joe Khan,Rich Negrin,Michael W Untermeyer,John O Neill,Teresa Carr Deni,8
Carolyn H Nichols,0,19,13,11,7,14,6,2,1,2,0,0,8
Maria Mclaughlin,,0,12,10,6,13,3,2,3,1,0,0,8
Geoff Moulton,,,1,8,5,9,1,2,1,1,0,0,8
Debbie Kunselman,,,,0,3,9,0,1,0,1,0,0,8
Bill Caye,,,,,0,4,1,2,0,0,0,0,8
Lawrence S Krasner,,,,,,2,0,0,0,0,0,0,8
Tariq Karim El Shabazz,,,,,,,4,0,0,0,0,0,8
Joe Khan,,,,,,,,1,0,0,0,0,8
Rich Negrin,,,,,,,,,1,0,0,0,8
Michael W Untermeyer,,,,,,,,,,1,0,0,8
John O Neill,,,,,,,,,,,0,0,8
Teresa Carr Deni,,,,,,,,,,,,0,8
Total,25,22,15,11,7,17,10,4,4,3,0,0,8
,Judge Of The Superior Court - Democrat,,,,,District Attorney - Democrat,,,,,,,9
,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Bill Caye,Debbie Kunselman,Lawrence S Krasner,Michael W Untermeyer,Tariq Karim El Shabazz,John O Neill,Rich Negrin,Joe Khan,Teresa Carr Deni,9
Carolyn H Nichols,0,28,26,17,14,17,9,8,1,3,0,0,9
Maria Mclaughlin,,0,23,14,11,14,7,5,2,2,1,0,9
Geoff Moulton,,,0,15,12,11,7,6,1,2,0,0,9
Bill Caye,,,,0,6,10,5,2,1,0,0,0,9
Debbie Kunselman,,,,,0,7,2,5,0,1,0,0,9
Lawrence S Krasner,,,,,,2,0,0,0,0,0,0,9
Michael W Untermeyer,,,,,,,0,0,0,0,0,0,9
Tariq Karim El Shabazz,,,,,,,,1,0,0,0,0,9
John O Neill,,,,,,,,,1,0,0,0,9
Rich Negrin,,,,,,,,,,0,0,0,9
Joe Khan,,,,,,,,,,,0,0,9
Teresa Carr Deni,,,,,,,,,,,,0,9
Total,38,31,27,18,15,22,9,9,3,3,1,0,9
,Judge Of The Superior Court - Democrat,,,,,District Attorney - Democrat,,,,,,,10
