col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,District Attorney - Democrat,,,,,,,All
,Vikki Kristiansson,Stella Tsai,Wendi Barish,Lucretia C Clemons,Leon Goodman,Jennifer Schultz,Henry Mcgregor Sias,Zac Shaffer,Daniel R Sulman,John Macoretta,Deborah Canty,Deborah Cianfrani,Lawrence J Bozzelli,Mark B Cohen,Rania Major,David Conroy,Vincent Furlong,Brian Mclaughlin,Shanese Johnson,Leonard Deutchman,Crystal B Powell,Terri M Booker,Mark J Moore,Vincent Melchiorre,Danyl S Patterson,Jon Marshall,Bill Rice,Matthew C Monroe,Christian Dicicco,Dawn M Tancredi,Betsy Wahl,Lawrence S Krasner,Joe Khan,Rich Negrin,Michael W Untermeyer,John O Neill,Tariq Karim El Shabazz,Teresa Carr Deni,All
Vikki Kristiansson,6,"2,471","1,896","1,921","1,399","1,257","1,334","1,253","1,284","1,340","1,033",816,760,493,675,741,586,542,553,355,292,250,238,129,167,128,37,2,1,1,1,"1,512","1,078",469,113,32,34,33,All
Stella Tsai,,9,"1,928","1,767","1,190","1,319","1,206","1,285","1,350","1,096","1,077",888,793,514,707,747,574,549,556,334,321,245,259,163,165,135,44,2,0,1,1,"1,549",973,462,105,32,46,39,All
Wendi Barish,,,3,"1,513","1,134","1,255",738,"1,113","1,114",834,"1,065",663,552,397,473,715,353,337,427,370,312,248,238,147,109,130,35,1,0,1,1,"1,247",782,327,100,35,36,31,All
Lucretia C Clemons,,,,0,"1,205",926,"1,029","1,115","1,043",933,770,354,413,258,275,740,233,214,292,261,294,211,271,104,150,134,42,1,0,0,0,"1,163",811,281,55,20,31,27,All
Leon Goodman,,,,,2,499,677,956,948,944,383,205,398,325,178,674,257,258,177,263,93,105,195,108,78,87,42,1,1,1,1,747,707,243,76,21,21,5,All
Jennifer Schultz,,,,,,1,602,532,482,399,"1,022",684,358,382,496,215,296,321,454,317,345,287,251,117,87,123,43,2,1,1,0,966,446,244,63,24,28,37,All
Henry Mcgregor Sias,,,,,,,1,658,640,753,424,340,450,344,286,178,413,376,196,184,85,72,172,120,124,64,26,2,0,0,0,935,538,224,47,16,18,10,All
Zac Shaffer,,,,,,,,0,"1,102",640,350,187,341,372,143,660,200,202,109,181,56,54,125,148,113,82,36,0,0,1,1,813,559,215,76,22,17,8,All
Daniel R Sulman,,,,,,,,,0,709,339,179,370,320,152,644,234,224,130,222,58,53,88,133,115,64,33,1,1,0,1,792,554,217,69,15,17,11,All
John Macoretta,,,,,,,,,,2,283,302,447,213,272,492,397,376,169,198,40,54,99,79,64,66,27,3,0,0,1,627,611,246,65,22,15,9,All
Deborah Canty,,,,,,,,,,,0,582,360,253,444,181,291,276,408,244,286,212,188,98,76,114,33,2,0,0,0,746,374,201,52,19,28,32,All
Deborah Cianfrani,,,,,,,,,,,,0,345,367,650,45,343,342,455,90,290,228,60,106,63,41,36,2,0,0,0,556,345,165,70,22,28,28,All
Lawrence J Bozzelli,,,,,,,,,,,,,1,243,287,250,440,445,143,225,38,46,111,91,47,79,29,1,0,0,0,440,353,226,73,27,18,10,All
Mark B Cohen,,,,,,,,,,,,,,1,292,76,241,259,220,132,89,92,63,104,97,48,47,2,0,0,0,443,273,142,93,19,24,6,All
Rania Major,,,,,,,,,,,,,,,1,35,314,286,429,87,213,138,42,75,51,35,37,3,1,0,0,465,243,140,53,10,40,23,All
David Conroy,,,,,,,,,,,,,,,,1,135,111,27,151,36,33,90,63,30,78,29,0,0,0,1,376,390,134,37,15,6,5,All
Vincent Furlong,,,,,,,,,,,,,,,,,2,462,181,163,62,53,68,100,43,45,41,1,1,0,0,364,263,194,67,20,17,13,All
Brian Mclaughlin,,,,,,,,,,,,,,,,,,0,155,138,63,54,106,97,41,75,44,1,0,0,0,380,248,190,62,22,18,9,All
Shanese Johnson,,,,,,,,,,,,,,,,,,,0,74,232,182,47,52,89,28,32,2,0,0,0,429,189,87,33,8,36,19,All
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,0,21,58,102,70,57,58,27,0,1,1,0,294,156,106,27,12,7,3,All
Crystal B Powell,,,,,,,,,,,,,,,,,,,,,0,201,63,36,66,31,35,0,0,0,0,259,106,58,18,9,23,17,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,0,64,39,86,38,33,0,0,0,0,245,96,37,15,7,22,11,All
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,0,36,37,96,34,0,0,1,0,217,111,59,8,10,9,4,All
Vincent Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,1,36,26,28,0,0,0,0,160,95,48,30,17,9,9,All
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,,,0,26,36,0,0,0,0,170,66,19,14,3,11,0,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,0,0,0,0,100,82,39,14,6,4,3,All
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,55,34,13,7,9,9,2,All
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,2,0,0,0,0,0,All
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,0,0,All
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,0,0,0,0,All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,All
Lawrence S Krasner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,0,0,0,0,0,0,All
Joe Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,0,0,0,0,0,All
Rich Negrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,0,0,0,0,All
Michael W Untermeyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,0,0,0,All
John O Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,All
Tariq Karim El Shabazz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,All
Teresa Carr Deni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,All
Total,"3,292","3,230","2,572","2,391","1,824","1,819","1,799","1,714","1,685","1,606","1,459","1,224","1,155","1,010",983,969,946,934,806,607,490,434,420,374,283,251,129,4,2,2,1,"2,660","1,789",855,289,96,91,63,All
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,District Attorney - Democrat,,,,,,,1
