col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,division
,Justice Of The Supreme Court - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Dwayne Woodruff,Stella Tsai,Deborah Cianfrani,Shanese Johnson,Mark B Cohen,Lucretia C Clemons,Vikki Kristiansson,Rania Major,Deborah Canty,Daniel R Sulman,Zac Shaffer,Danyl S Patterson,Vincent Furlong,Crystal B Powell,Vincent Melchiorre,Leon Goodman,John Macoretta,David Conroy,Henry Mcgregor Sias,Wendi Barish,Jennifer Schultz,Brian Mclaughlin,Lawrence J Bozzelli,Terri M Booker,Mark J Moore,Jon Marshall,Leonard Deutchman,Bill Rice,Matthew C Monroe,Dawn M Tancredi,Betsy Wahl,Christian Dicicco,All
Dwayne Woodruff,42,277,240,226,171,151,150,145,131,134,137,125,116,113,97,91,100,99,91,83,83,86,82,59,29,27,26,15,4,2,0,0,All
Stella Tsai,,5,198,159,71,101,111,97,75,101,96,85,64,67,80,52,69,79,64,56,53,49,53,31,10,14,10,7,3,2,0,0,All
Deborah Cianfrani,,,4,158,67,97,91,96,69,91,83,82,66,65,75,30,61,63,55,48,47,47,53,29,6,8,8,6,4,2,0,0,All
Shanese Johnson,,,,6,80,103,66,74,67,83,88,94,52,75,79,35,33,65,33,42,44,32,27,34,19,9,4,8,2,1,0,0,All
Mark B Cohen,,,,,14,46,52,54,58,50,39,44,64,45,20,43,33,24,30,33,38,32,27,31,18,20,12,13,1,0,0,0,All
Lucretia C Clemons,,,,,,0,37,30,55,71,85,94,20,64,70,41,14,69,13,36,34,11,10,26,16,9,7,8,0,0,0,0,All
Vikki Kristiansson,,,,,,,0,84,65,21,34,23,60,39,8,40,66,20,68,40,45,49,50,19,7,9,12,3,1,1,0,0,All
Rania Major,,,,,,,,1,59,24,18,17,63,39,8,27,58,11,55,37,44,55,55,32,13,10,6,8,3,1,0,0,All
Deborah Canty,,,,,,,,,1,33,37,32,24,61,24,38,17,19,22,54,58,18,14,39,18,14,17,8,2,2,1,0,All
Daniel R Sulman,,,,,,,,,,0,87,68,28,32,76,32,15,66,15,25,24,12,10,12,6,12,11,4,1,2,1,0,All
Zac Shaffer,,,,,,,,,,,0,84,27,47,87,38,14,83,16,26,17,18,13,13,7,6,11,4,3,3,1,0,All
Danyl S Patterson,,,,,,,,,,,,2,12,61,72,27,6,73,2,13,5,8,6,11,8,3,2,5,1,1,0,0,All
Vincent Furlong,,,,,,,,,,,,,1,18,12,22,55,15,54,12,19,52,49,16,10,13,3,7,0,0,0,0,All
Crystal B Powell,,,,,,,,,,,,,,1,33,31,5,39,4,25,29,10,6,27,17,10,7,7,1,0,0,0,All
Vincent Melchiorre,,,,,,,,,,,,,,,0,21,4,60,9,13,11,6,6,7,2,5,10,3,2,2,0,0,All
Leon Goodman,,,,,,,,,,,,,,,,3,21,25,20,33,22,15,17,14,13,15,15,10,0,1,0,0,All
John Macoretta,,,,,,,,,,,,,,,,,2,6,54,13,17,48,53,13,3,6,5,2,2,1,0,0,All
David Conroy,,,,,,,,,,,,,,,,,,0,2,11,6,10,5,7,6,4,4,3,2,1,1,0,All
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,0,13,17,49,51,8,8,3,12,1,0,0,0,0,All
Wendi Barish,,,,,,,,,,,,,,,,,,,,3,45,12,13,17,11,12,10,7,4,2,1,0,All
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,2,10,10,26,8,7,11,6,0,0,0,0,All
Brian Mclaughlin,,,,,,,,,,,,,,,,,,,,,,0,46,11,6,6,9,3,2,0,0,0,All
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,,,,,0,7,4,6,8,2,2,0,0,0,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,6,10,11,6,9,1,0,0,0,All
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,1,11,3,8,0,0,0,0,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,3,1,1,0,All
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,0,0,All
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,All
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,0,All
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,569,294,259,251,212,162,161,156,152,151,150,139,129,126,109,107,106,103,99,99,95,90,88,73,38,34,31,21,7,4,1,0,All
,Justice Of The Supreme Court - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Dwayne Woodruff,Stella Tsai,Vikki Kristiansson,Jennifer Schultz,Mark B Cohen,Deborah Canty,Rania Major,Shanese Johnson,Wendi Barish,Deborah Cianfrani,Daniel R Sulman,John Macoretta,Zac Shaffer,David Conroy,Lucretia C Clemons,Vincent Furlong,Brian Mclaughlin,Crystal B Powell,Lawrence J Bozzelli,Henry Mcgregor Sias,Terri M Booker,Danyl S Patterson,Jon Marshall,Leon Goodman,Leonard Deutchman,Mark J Moore,Vincent Melchiorre,Bill Rice,Betsy Wahl,Christian Dicicco,Dawn M Tancredi,Matthew C Monroe,1
Dwayne Woodruff,3,19,19,14,14,13,13,12,13,11,9,9,8,7,7,7,6,6,6,5,5,3,3,2,2,2,2,1,0,0,0,0,1
Stella Tsai,,0,14,11,7,11,10,8,8,11,7,3,5,5,4,1,2,5,2,2,3,1,1,2,0,1,2,0,0,0,0,0,1
Vikki Kristiansson,,,0,12,8,13,11,8,10,9,4,5,5,3,3,2,4,5,4,4,4,1,1,1,1,0,0,0,0,0,0,0,1
Jennifer Schultz,,,,1,7,10,9,5,9,7,4,3,4,4,2,1,1,5,1,1,4,0,1,1,2,0,0,1,0,0,0,0,1
Mark B Cohen,,,,,1,6,6,3,5,1,6,4,5,4,0,2,3,3,2,3,2,1,2,0,2,0,0,1,0,0,0,0,1
Deborah Canty,,,,,,0,7,5,7,6,4,2,5,3,3,0,2,5,1,2,4,1,1,1,1,0,0,0,0,0,0,0,1
Rania Major,,,,,,,0,6,7,7,4,4,2,4,2,4,3,5,4,3,2,0,0,1,0,0,0,0,0,0,0,0,1
Shanese Johnson,,,,,,,,1,7,8,3,4,3,2,4,2,4,1,2,3,2,2,0,0,0,1,2,0,0,0,0,0,1
Wendi Barish,,,,,,,,,0,7,1,3,2,1,2,1,3,3,2,1,2,2,1,1,1,0,0,1,0,0,0,0,1
Deborah Cianfrani,,,,,,,,,,1,2,3,2,2,4,1,2,2,2,2,2,1,0,1,0,1,2,0,0,0,0,0,1
Daniel R Sulman,,,,,,,,,,,0,1,6,6,2,1,2,2,1,1,0,1,0,1,1,1,2,1,0,0,0,0,1
John Macoretta,,,,,,,,,,,,0,2,0,1,2,3,0,2,3,1,1,1,0,1,0,0,0,0,0,0,0,1
Zac Shaffer,,,,,,,,,,,,,0,5,3,0,2,1,0,1,1,2,0,0,2,1,2,1,0,0,0,0,1
David Conroy,,,,,,,,,,,,,,0,3,1,1,3,0,0,1,1,0,0,1,1,2,1,0,0,0,0,1
Lucretia C Clemons,,,,,,,,,,,,,,,0,2,2,2,0,1,2,2,1,0,0,2,2,0,0,0,0,0,1
Vincent Furlong,,,,,,,,,,,,,,,,0,3,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,1
Brian Mclaughlin,,,,,,,,,,,,,,,,,0,0,3,4,1,1,0,0,1,0,0,1,0,0,0,0,1
Crystal B Powell,,,,,,,,,,,,,,,,,,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,1,0,0,0,0,0,0,0,1
Terri M Booker,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,0,0,0,1
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1
Vincent Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,41,19,19,15,15,13,13,13,13,12,9,9,8,7,7,7,6,6,6,5,5,4,3,2,2,2,2,1,0,0,0,0,1
,Justice Of The Supreme Court - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,Dwayne Woodruff,Stella Tsai,Vikki Kristiansson,Leon Goodman,Crystal B Powell,Daniel R Sulman,Deborah Canty,Deborah Cianfrani,Jennifer Schultz,John Macoretta,Lucretia C Clemons,Zac Shaffer,Mark B Cohen,Rania Major,Shanese Johnson,Vincent Furlong,Wendi Barish,Brian Mclaughlin,Danyl S Patterson,Henry Mcgregor Sias,Lawrence J Bozzelli,David Conroy,Terri M Booker,Jon Marshall,Mark J Moore,Vincent Melchiorre,Dawn M Tancredi,Leonard Deutchman,Betsy Wahl,Bill Rice,Christian Dicicco,Matthew C Monroe,2
Dwayne Woodruff,4,15,12,11,7,7,7,8,8,8,7,6,6,6,6,5,6,5,4,5,5,4,4,3,3,1,0,1,0,0,0,0,2
Stella Tsai,,0,5,8,3,6,5,5,7,7,6,3,5,2,3,3,5,1,2,3,4,2,3,3,2,1,0,1,0,0,0,0,2
Vikki Kristiansson,,,0,3,5,1,4,5,4,5,3,3,2,5,3,3,3,5,2,3,3,3,3,2,1,0,0,0,0,0,0,0,2
Leon Goodman,,,,0,3,6,3,1,2,3,3,6,2,2,1,2,2,2,3,1,2,4,0,2,2,2,1,0,0,0,0,0,2
Crystal B Powell,,,,,1,0,2,3,3,2,4,4,1,2,4,2,2,3,3,1,2,2,2,0,1,0,0,0,0,0,0,0,2
Daniel R Sulman,,,,,,0,3,2,2,3,1,2,2,0,0,1,1,0,1,1,1,2,0,2,1,2,1,1,0,0,0,0,2
Deborah Canty,,,,,,,0,3,5,3,4,2,1,0,1,0,4,2,0,2,1,1,1,1,2,1,1,1,0,0,0,0,2
Deborah Cianfrani,,,,,,,,0,4,3,3,0,2,2,2,1,2,1,1,1,1,1,4,2,0,0,0,0,0,0,0,0,2
Jennifer Schultz,,,,,,,,,0,4,5,1,3,1,2,1,4,2,1,3,3,0,3,1,2,0,0,1,0,0,0,0,2
John Macoretta,,,,,,,,,,0,2,2,3,2,2,4,1,1,0,3,5,1,2,3,1,0,0,1,0,0,0,0,2
Lucretia C Clemons,,,,,,,,,,,0,3,1,0,3,1,5,2,3,1,2,1,2,0,1,1,0,0,0,0,0,0,2
Zac Shaffer,,,,,,,,,,,,0,0,2,2,2,2,2,3,2,2,3,0,0,2,2,1,0,0,0,0,0,2
Mark B Cohen,,,,,,,,,,,,,0,2,2,2,0,1,1,2,1,0,2,2,1,0,0,1,0,0,0,0,2
Rania Major,,,,,,,,,,,,,,0,1,1,0,3,2,2,1,2,2,1,1,0,0,0,0,0,0,0,2
Shanese Johnson,,,,,,,,,,,,,,,0,2,1,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2
Vincent Furlong,,,,,,,,,,,,,,,,0,0,0,0,1,3,0,1,2,0,0,0,0,0,0,0,0,2
Wendi Barish,,,,,,,,,,,,,,,,,0,2,1,1,1,1,1,0,1,1,0,0,0,0,0,0,2
Brian Mclaughlin,,,,,,,,,,,,,,,,,,0,2,1,1,2,1,0,1,0,0,0,0,0,0,0,2
