col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,District Attorney - Democrat,,,,,,,All
,Vikki Kristiansson,Shanese Johnson,Lucretia C Clemons,Zac Shaffer,Vincent Furlong,David Conroy,Vincent Melchiorre,Stella Tsai,Deborah Cianfrani,Deborah Canty,Mark B Cohen,Leon Goodman,Rania Major,Crystal B Powell,John Macoretta,Danyl S Patterson,Brian Mclaughlin,Lawrence J Bozzelli,Terri M Booker,Jennifer Schultz,Henry Mcgregor Sias,Wendi Barish,Daniel R Sulman,Leonard Deutchman,Mark J Moore,Jon Marshall,Bill Rice,Dawn M Tancredi,Matthew C Monroe,Christian Dicicco,Betsy Wahl,Lawrence S Krasner,Tariq Karim El Shabazz,John O Neill,Joe Khan,Rich Negrin,Michael W Untermeyer,Teresa Carr Deni,All
Vikki Kristiansson,4,641,502,590,759,526,393,398,364,398,332,334,387,229,375,214,233,252,131,166,237,125,95,124,40,49,28,2,2,0,0,345,232,240,178,141,81,14,All
Shanese Johnson,,4,569,476,605,417,443,358,382,319,261,222,311,281,159,177,170,142,190,188,122,150,120,49,82,70,53,4,0,1,0,367,210,238,162,103,61,21,All
Lucretia C Clemons,,,2,627,430,758,578,231,230,228,177,227,160,281,64,218,88,43,184,135,71,127,124,37,110,68,50,1,1,2,1,330,179,423,75,47,39,14,All
Zac Shaffer,,,,5,459,703,676,198,175,309,263,316,132,216,152,273,99,70,99,97,48,95,180,131,49,40,30,1,1,2,0,279,229,354,88,62,41,6,All
Vincent Furlong,,,,,5,438,398,321,323,234,270,205,322,164,266,125,245,234,117,92,243,71,71,49,32,46,46,2,1,1,0,278,170,228,176,122,73,7,All
David Conroy,,,,,,3,551,156,138,236,223,245,87,203,127,277,84,45,99,58,28,48,108,99,56,34,45,1,1,1,0,233,172,427,50,53,47,5,All
Vincent Melchiorre,,,,,,,3,160,158,158,130,161,102,145,71,167,81,62,96,75,34,86,155,56,52,38,31,1,1,1,0,222,138,325,65,53,41,7,All
Stella Tsai,,,,,,,,3,452,224,204,178,360,160,267,119,228,251,102,169,251,171,163,43,45,51,31,3,3,1,1,220,151,52,159,158,59,15,All
Deborah Cianfrani,,,,,,,,,6,218,201,188,361,186,260,105,231,253,133,180,266,149,127,39,64,50,28,2,1,0,1,230,116,61,155,114,61,16,All
Deborah Canty,,,,,,,,,,2,344,330,195,272,171,223,107,91,166,219,64,175,108,147,66,53,41,1,2,1,0,313,208,33,86,60,41,18,All
Mark B Cohen,,,,,,,,,,,4,286,211,195,213,173,164,138,120,131,113,80,83,124,63,59,52,1,0,0,0,253,178,39,119,79,63,9,All
Leon Goodman,,,,,,,,,,,,1,156,235,200,220,91,109,130,139,116,133,119,152,96,46,34,4,3,0,0,253,194,37,103,43,29,5,All
Rania Major,,,,,,,,,,,,,8,140,241,87,241,253,100,134,227,104,72,38,40,43,28,0,2,0,0,184,121,25,148,112,56,11,All
Crystal B Powell,,,,,,,,,,,,,,2,47,206,55,39,193,142,57,110,64,25,106,64,52,0,0,0,0,257,116,54,62,38,29,21,All
John Macoretta,,,,,,,,,,,,,,,4,100,197,255,50,61,227,51,53,119,26,23,21,2,2,0,0,115,126,25,114,106,43,2,All
Danyl S Patterson,,,,,,,,,,,,,,,,3,49,25,81,46,22,44,84,79,62,42,30,0,0,1,1,176,123,80,40,25,24,7,All
Brian Mclaughlin,,,,,,,,,,,,,,,,,1,209,58,67,191,45,55,37,32,31,24,1,0,1,1,101,83,29,80,106,60,4,All
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,2,35,59,222,49,44,30,24,22,19,1,1,1,0,81,93,16,94,101,44,3,All
Terri M Booker,,,,,,,,,,,,,,,,,,,5,103,53,94,47,30,74,57,54,1,1,0,0,163,107,33,51,23,24,8,All
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,3,65,164,83,58,47,35,24,2,1,0,1,162,78,19,53,39,23,14,All
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,0,63,45,35,41,22,12,2,1,0,1,114,52,15,84,85,28,4,All
Wendi Barish,,,,,,,,,,,,,,,,,,,,,,0,87,40,44,27,17,0,1,0,1,135,76,9,49,32,16,10,All
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,,0,53,24,26,17,2,2,1,0,87,85,44,36,34,22,5,All
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,0,22,12,13,2,1,0,0,60,88,11,34,17,14,0,All
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,1,35,33,0,1,0,0,96,27,17,26,15,9,5,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,0,33,1,0,1,0,50,32,18,18,11,13,4,All
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,44,29,16,19,3,5,2,All
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,1,0,1,1,0,0,All
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,1,0,0,0,All
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,All
Lawrence S Krasner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,0,0,0,0,0,0,All
Tariq Karim El Shabazz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,0,0,0,0,0,All
John O Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0,0,0,0,All
Joe Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,0,0,0,All
Rich Negrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0,0,All
Michael W Untermeyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,0,All
Teresa Carr Deni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,All
Total,"1,299","1,212","1,150","1,123","1,110","1,037",905,843,788,777,763,686,675,598,555,498,478,447,418,401,395,332,328,231,202,151,118,5,4,3,1,"1,118",738,536,493,373,271,42,All
,District Attorney - Democrat,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Lawrence S Krasner,Tariq Karim El Shabazz,Joe Khan,John O Neill,Michael W Untermeyer,Rich Negrin,Teresa Carr Deni,Mark B Cohen,Deborah Canty,Shanese Johnson,Lucretia C Clemons,David Conroy,Deborah Cianfrani,Leon Goodman,Terri M Booker,Vikki Kristiansson,Vincent Melchiorre,Jennifer Schultz,Rania Major,Stella Tsai,Zac Shaffer,Brian Mclaughlin,Crystal B Powell,Daniel R Sulman,Danyl S Patterson,Lawrence J Bozzelli,John Macoretta,Vincent Furlong,Wendi Barish,Jon Marshall,Leonard Deutchman,Mark J Moore,Henry Mcgregor Sias,Bill Rice,Betsy Wahl,Christian Dicicco,Dawn M Tancredi,Matthew C Monroe,1
Lawrence S Krasner,8,0,0,0,0,0,0,3,5,3,3,4,3,1,2,3,0,0,2,0,2,2,0,0,1,2,3,2,0,0,1,1,0,1,0,0,0,0,1
Tariq Karim El Shabazz,,1,0,0,0,0,0,4,5,6,4,2,5,5,5,3,4,4,3,5,4,4,4,5,3,2,1,2,4,1,2,0,2,0,0,0,0,0,1
Joe Khan,,,2,0,0,0,0,2,0,2,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1
John O Neill,,,,1,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Michael W Untermeyer,,,,,0,0,0,2,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rich Negrin,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Teresa Carr Deni,,,,,,,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1
Mark B Cohen,,,,,,,,0,5,5,1,2,4,6,2,5,6,5,5,2,2,4,2,3,3,5,3,3,2,2,2,3,1,0,0,0,0,0,1
Deborah Canty,,,,,,,,,0,5,3,2,3,4,4,4,3,5,1,1,3,2,2,3,2,3,2,2,4,0,3,1,1,1,0,0,0,0,1
Shanese Johnson,,,,,,,,,,0,4,3,6,4,4,4,2,3,3,4,2,4,4,3,0,4,2,3,3,0,1,2,1,0,0,0,0,0,1
Lucretia C Clemons,,,,,,,,,,,0,8,4,1,5,2,1,1,0,3,2,1,4,2,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1
David Conroy,,,,,,,,,,,,0,3,2,3,1,1,0,0,2,3,1,2,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1
Deborah Cianfrani,,,,,,,,,,,,,0,1,6,3,1,1,5,5,2,4,3,2,2,2,3,5,0,2,0,1,1,0,0,0,0,0,1
Leon Goodman,,,,,,,,,,,,,,0,1,4,4,3,1,1,3,3,2,4,1,3,1,0,3,0,3,1,1,0,0,0,0,0,1
Terri M Booker,,,,,,,,,,,,,,,0,2,1,2,2,5,2,1,4,2,2,0,1,2,1,2,0,1,1,1,0,0,0,0,1
Vikki Kristiansson,,,,,,,,,,,,,,,,0,2,1,3,1,2,3,3,3,2,4,3,3,1,0,1,1,0,0,0,0,0,0,1
Vincent Melchiorre,,,,,,,,,,,,,,,,,0,4,3,1,3,2,2,3,1,4,2,0,2,2,1,2,2,0,0,0,0,0,1
Jennifer Schultz,,,,,,,,,,,,,,,,,,0,2,2,1,1,2,2,2,2,1,1,4,2,2,1,1,0,0,0,0,0,1
Rania Major,,,,,,,,,,,,,,,,,,,0,3,2,4,1,1,2,3,4,4,0,3,0,1,1,0,0,0,0,0,1
Stella Tsai,,,,,,,,,,,,,,,,,,,,0,2,2,3,1,1,0,1,2,1,2,0,0,1,0,0,0,0,0,1
Zac Shaffer,,,,,,,,,,,,,,,,,,,,,0,1,1,3,1,1,2,0,1,1,2,0,1,0,0,0,0,0,1
Brian Mclaughlin,,,,,,,,,,,,,,,,,,,,,,0,1,2,0,3,2,3,1,0,1,0,0,0,0,0,0,0,1
Crystal B Powell,,,,,,,,,,,,,,,,,,,,,,,0,3,2,1,1,1,1,1,0,2,0,0,0,0,0,0,1
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,0,1,2,0,2,1,0,0,0,0,0,0,1
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,2,0,2,1,1,0,0,0,0,0,0,1
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,0,0,1,1,0,0,0,0,0,1
John Macoretta,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,1,1,1,0,0,0,0,0,1
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1
Wendi Barish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,1,0,0,0,0,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,0,1
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,16,13,5,4,2,1,1,12,11,11,10,9,9,8,8,8,8,7,7,7,7,6,6,6,6,6,5,5,4,3,3,3,2,1,0,0,0,0,1
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,District Attorney - Democrat,,,,,,,2
,Zac Shaffer,Crystal B Powell,Deborah Canty,Lucretia C Clemons,Rania Major,Shanese Johnson,Vikki Kristiansson,Mark B Cohen,Stella Tsai,David Conroy,Deborah Cianfrani,Vincent Melchiorre,Jennifer Schultz,Leon Goodman,Terri M Booker,Brian Mclaughlin,Lawrence J Bozzelli,Vincent Furlong,Daniel R Sulman,Danyl S Patterson,Henry Mcgregor Sias,John Macoretta,Wendi Barish,Mark J Moore,Jon Marshall,Bill Rice,Leonard Deutchman,Christian Dicicco,Betsy Wahl,Dawn M Tancredi,Matthew C Monroe,Lawrence S Krasner,Tariq Karim El Shabazz,Michael W Untermeyer,Rich Negrin,Joe Khan,John O Neill,Teresa Carr Deni,2
Zac Shaffer,0,8,7,11,2,7,5,4,7,12,5,10,3,4,2,3,1,1,3,2,1,2,2,2,1,0,0,1,0,0,0,5,3,1,0,1,3,0,2
Crystal B Powell,,0,12,7,7,10,5,10,6,4,5,4,8,7,8,5,2,1,4,4,1,2,4,5,2,1,1,0,0,0,0,10,4,0,0,2,1,1,2
Deborah Canty,,,0,6,8,8,8,9,10,4,6,5,9,4,7,4,6,3,3,4,5,2,5,5,1,1,0,0,0,0,0,7,4,1,0,2,0,3,2
Lucretia C Clemons,,,,0,5,9,2,7,5,10,4,9,2,5,7,1,1,1,2,5,1,1,3,4,2,3,2,1,0,0,0,6,2,0,0,1,2,2,2
Rania Major,,,,,2,5,8,6,8,1,7,2,4,4,6,4,4,5,3,3,4,4,2,2,0,0,0,0,0,0,0,4,6,0,2,1,0,2,2
Shanese Johnson,,,,,,0,4,8,5,4,8,5,5,6,7,3,2,4,3,4,1,1,4,4,2,0,0,0,0,0,0,8,3,0,1,2,1,1,2
Vikki Kristiansson,,,,,,,0,6,9,1,9,2,6,5,2,2,4,6,3,1,4,4,4,0,1,0,0,0,0,0,0,4,4,1,2,2,1,1,2
Mark B Cohen,,,,,,,,0,2,2,3,5,3,7,5,4,2,4,1,3,1,2,3,4,1,1,1,0,0,0,0,6,6,1,0,2,0,0,2
Stella Tsai,,,,,,,,,0,6,10,3,6,1,3,4,5,5,4,3,5,4,4,2,0,1,1,0,0,0,0,5,2,1,2,2,1,2,2
David Conroy,,,,,,,,,,1,4,7,2,1,1,1,1,0,2,3,1,2,0,3,0,1,1,1,0,0,0,3,2,0,0,1,2,0,2
Deborah Cianfrani,,,,,,,,,,,0,2,6,4,3,3,4,7,3,1,5,3,3,1,2,0,0,0,0,0,0,6,2,0,2,3,1,1,2
Vincent Melchiorre,,,,,,,,,,,,0,0,3,2,2,1,2,2,2,1,0,2,2,1,0,0,1,0,0,0,2,3,1,0,0,2,1,2
Jennifer Schultz,,,,,,,,,,,,,0,3,5,3,5,2,3,0,4,2,5,1,3,1,0,0,0,0,0,5,3,0,0,2,0,2,2
Leon Goodman,,,,,,,,,,,,,,0,5,4,1,1,3,1,0,3,1,1,1,1,1,0,0,0,0,6,5,0,0,0,0,0,2
Terri M Booker,,,,,,,,,,,,,,,0,3,2,1,3,3,1,0,4,3,2,2,1,0,0,0,0,5,4,0,0,0,0,2,2
Brian Mclaughlin,,,,,,,,,,,,,,,,0,4,4,2,0,2,3,1,0,1,1,1,0,0,0,0,3,4,1,1,1,0,0,2
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,0,3,0,0,5,3,2,0,1,1,0,0,0,0,0,2,2,2,1,1,0,1,2
Vincent Furlong,,,,,,,,,,,,,,,,,,0,1,0,3,2,3,0,1,0,0,0,0,0,0,1,3,1,2,1,0,1,2
Daniel R Sulman,,,,,,,,,,,,,,,,,,,0,3,1,1,0,1,1,1,1,0,0,0,0,1,3,0,0,0,1,1,2
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,1,1,0,0,0,0,3,1,0,0,0,1,0,2
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,0,2,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,2,2
John Macoretta,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2,3,0,2,0,0,0,2
Wendi Barish,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,0,0,0,0,0,3,0,1,0,1,0,2,2
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,4,2,0,0,0,0,0,2
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,0,1,0,1,2
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,0,1,1,0,0,0,0,1,2
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,2
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,2
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2
Lawrence S Krasner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,2
Tariq Karim El Shabazz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,2
Michael W Untermeyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,2
Rich Negrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2
Joe Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2
John O Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
Teresa Carr Deni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,20,19,19,19,18,17,17,16,16,15,15,14,13,11,11,10,10,9,7,7,7,7,7,6,4,3,2,1,0,0,0,17,15,8,6,4,3,3,2
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,District Attorney - Democrat,,,,,,,3
,Zac Shaffer,David Conroy,Lucretia C Clemons,Vincent Melchiorre,Stella Tsai,Danyl S Patterson,Mark B Cohen,Deborah Cianfrani,Leon Goodman,Shanese Johnson,Vikki Kristiansson,Deborah Canty,John Macoretta,Daniel R Sulman,Rania Major,Vincent Furlong,Leonard Deutchman,Brian Mclaughlin,Wendi Barish,Terri M Booker,Crystal B Powell,Jennifer Schultz,Lawrence J Bozzelli,Henry Mcgregor Sias,Mark J Moore,Jon Marshall,Bill Rice,Dawn M Tancredi,Betsy Wahl,Christian Dicicco,Matthew C Monroe,Lawrence S Krasner,John O Neill,Tariq Karim El Shabazz,Joe Khan,Rich Negrin,Michael W Untermeyer,Teresa Carr Deni,3
Zac Shaffer,0,61,55,56,18,28,15,13,22,13,14,16,10,16,5,3,10,2,8,4,5,3,3,0,3,0,1,0,0,0,0,20,36,16,2,1,1,1,3
David Conroy,,1,57,50,18,28,16,11,20,14,13,17,9,13,5,3,9,2,6,4,4,4,2,0,2,0,0,1,0,0,0,17,35,13,2,1,1,1,3
Lucretia C Clemons,,,0,51,17,21,6,14,12,14,7,7,3,14,3,1,1,1,8,4,4,3,1,0,0,1,0,0,0,0,0,14,37,10,2,0,1,0,3
Vincent Melchiorre,,,,0,17,20,5,11,12,14,6,7,3,15,3,3,2,2,7,4,3,3,3,0,1,0,1,0,0,0,0,14,31,12,1,0,0,1,3
Stella Tsai,,,,,0,14,11,22,8,20,9,8,8,16,10,9,1,7,11,4,2,3,4,6,2,2,0,1,0,0,0,10,5,9,5,5,3,0,3
Danyl S Patterson,,,,,,0,11,10,14,11,9,13,6,11,3,5,8,1,6,4,5,3,0,0,1,2,0,0,0,0,0,12,10,7,3,1,1,1,3
Mark B Cohen,,,,,,,0,13,15,6,17,18,13,1,8,8,10,5,4,3,1,1,3,4,4,0,1,0,0,0,0,15,3,7,5,2,1,1,3
Deborah Cianfrani,,,,,,,,0,4,18,8,7,6,9,9,8,1,6,3,5,4,4,4,5,3,2,0,0,0,0,0,14,7,3,3,3,3,0,3
Leon Goodman,,,,,,,,,0,6,15,13,12,7,5,3,11,3,7,5,4,4,4,0,2,3,1,1,0,0,0,12,3,11,2,1,1,0,3
Shanese Johnson,,,,,,,,,,0,6,5,4,9,8,6,1,5,4,7,3,6,3,2,2,3,0,1,0,0,0,11,6,3,2,1,2,0,3
Vikki Kristiansson,,,,,,,,,,,0,13,14,2,9,6,8,6,2,2,3,2,3,5,1,1,0,0,0,0,0,11,3,6,2,2,1,0,3
Deborah Canty,,,,,,,,,,,,0,9,4,6,4,10,1,4,1,2,2,0,0,4,1,0,0,0,0,0,8,3,6,2,2,2,1,3
John Macoretta,,,,,,,,,,,,,0,1,6,7,8,3,2,1,0,1,5,4,2,1,1,1,0,0,0,7,1,5,2,3,2,0,3
Daniel R Sulman,,,,,,,,,,,,,,0,2,0,2,0,7,1,1,3,0,0,0,1,0,0,0,0,0,3,3,9,1,0,2,0,3
Rania Major,,,,,,,,,,,,,,,0,8,1,5,4,2,2,3,3,4,3,3,0,0,0,0,0,7,1,2,0,5,2,1,3
Vincent Furlong,,,,,,,,,,,,,,,,0,0,5,2,0,1,0,4,5,2,1,1,0,0,0,0,6,0,2,1,4,2,1,3
Leonard Deutchman,,,,,,,,,,,,,,,,,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,5,2,3,1,0,1,0,3
