col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,District Attorney - Democrat,,,,,,,All
,Stella Tsai,Vikki Kristiansson,Lucretia C Clemons,Henry Mcgregor Sias,Wendi Barish,Deborah Canty,Daniel R Sulman,Leon Goodman,Zac Shaffer,Jennifer Schultz,John Macoretta,Mark B Cohen,Rania Major,Deborah Cianfrani,Shanese Johnson,Vincent Furlong,Brian Mclaughlin,Leonard Deutchman,Lawrence J Bozzelli,Crystal B Powell,Mark J Moore,David Conroy,Terri M Booker,Vincent Melchiorre,Danyl S Patterson,Jon Marshall,Bill Rice,Matthew C Monroe,Dawn M Tancredi,Christian Dicicco,Betsy Wahl,Lawrence S Krasner,Joe Khan,Rich Negrin,John O Neill,Tariq Karim El Shabazz,Michael W Untermeyer,Teresa Carr Deni,All
Stella Tsai,1,"2,195","1,703","1,743","1,751","1,674","1,728","1,489","1,423",647,457,379,377,421,309,295,253,238,264,169,146,138,122,107,82,61,43,4,3,0,0,"1,174","1,089",296,76,48,48,15,All
Vikki Kristiansson,,2,"1,673","1,770","1,706","1,634","1,629","1,557","1,418",585,499,338,329,360,243,276,230,236,252,141,128,149,83,78,74,49,36,3,3,1,0,"1,044","1,082",267,84,35,48,13,All
Lucretia C Clemons,,,1,"1,415","1,428","1,331","1,335","1,308","1,214",473,355,271,200,195,204,145,117,168,131,177,164,140,120,74,129,61,39,0,0,1,0,954,833,168,49,60,26,10,All
Henry Mcgregor Sias,,,,0,"1,374","1,285","1,430","1,374","1,285",310,373,189,161,170,88,182,158,105,165,53,91,70,41,63,43,29,18,3,2,0,0,835,865,162,50,21,34,5,All
Wendi Barish,,,,,0,"1,548","1,412","1,327","1,286",536,221,215,205,246,182,126,100,135,134,140,107,99,100,60,31,45,25,3,2,0,0,807,842,182,51,21,27,11,All
Deborah Canty,,,,,,1,"1,351","1,378","1,186",437,229,247,242,264,244,137,124,166,146,167,120,105,114,58,82,50,32,3,3,1,0,792,825,180,50,42,30,11,All
Daniel R Sulman,,,,,,,0,"1,324","1,307",331,266,229,115,111,96,133,118,162,114,51,79,103,46,78,55,40,30,5,2,0,0,807,836,173,51,25,25,6,All
Leon Goodman,,,,,,,,0,"1,203",214,310,226,118,92,128,141,103,172,133,83,138,97,73,68,68,45,31,4,2,1,0,690,825,172,44,45,26,5,All
