col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,division
Stella Tsai,,,,,,,,,,4,312,377,251,232,125,213,194,90,217,171,110,101,159,159,164,166,158,174,110,135,160,55,36,32,24,15,1,3,2,0,All
Shanese Johnson,,,,,,,,,,,25,333,189,210,137,240,193,149,168,105,126,164,129,87,155,144,149,85,104,84,85,91,70,48,22,37,1,3,1,0,All
Deborah Cianfrani,,,,,,,,,,,,9,241,250,119,189,168,111,157,183,94,134,173,169,123,135,141,172,111,87,160,67,50,39,21,13,2,2,0,0,All
Vikki Kristiansson,,,,,,,,,,,,,2,236,173,106,110,124,66,176,121,100,174,152,70,42,76,146,101,99,145,43,24,33,24,10,1,1,0,2,All
Rania Major,,,,,,,,,,,,,,2,89,83,70,133,56,177,89,90,189,166,51,34,23,153,81,70,166,50,46,29,16,21,0,1,1,0,All
Leon Goodman,,,,,,,,,,,,,,,10,149,143,113,112,60,115,112,72,56,107,96,108,54,95,114,44,57,57,43,48,24,4,3,0,2,All
Lucretia C Clemons,,,,,,,,,,,,,,,,5,199,72,170,33,82,169,26,29,199,159,187,40,75,104,15,63,66,36,17,27,2,2,1,0,All
Zac Shaffer,,,,,,,,,,,,,,,,,5,82,196,34,82,104,42,26,184,189,189,26,58,90,25,21,19,27,30,10,3,3,1,1,All
Mark B Cohen,,,,,,,,,,,,,,,,,,21,65,85,99,92,91,86,63,42,48,62,70,57,60,45,36,30,20,21,1,1,1,2,All
Daniel R Sulman,,,,,,,,,,,,,,,,,,,0,43,69,65,35,35,148,181,153,26,58,98,27,22,18,17,28,8,3,2,2,0,All
John Macoretta,,,,,,,,,,,,,,,,,,,,4,49,28,146,157,16,30,21,154,50,35,160,20,21,20,25,12,1,2,0,0,All
Deborah Canty,,,,,,,,,,,,,,,,,,,,,6,95,43,46,51,40,40,28,114,91,35,51,45,32,42,18,2,3,2,2,All
Crystal B Powell,,,,,,,,,,,,,,,,,,,,,,2,45,32,110,51,101,29,76,66,15,74,56,33,12,20,0,0,1,1,All
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,3,152,32,31,30,138,39,25,151,21,26,16,11,14,1,3,0,0,All
Brian Mclaughlin,,,,,,,,,,,,,,,,,,,,,,,,6,19,21,11,142,46,33,148,19,15,16,18,9,0,1,0,0,All
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,,,3,143,178,8,21,57,7,15,22,19,4,18,1,1,2,1,All
Vincent Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,2,145,18,40,72,15,22,16,15,26,13,2,2,1,0,All
David Conroy,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,21,48,9,19,15,18,9,11,1,1,1,1,All
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,45,38,142,29,32,12,18,8,2,2,1,0,All
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,115,33,65,47,30,36,14,3,2,1,1,All
Wendi Barish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,43,32,19,32,12,3,2,0,0,All
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,10,16,23,1,1,1,1,1,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,50,22,10,23,1,0,0,0,All
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,31,11,23,2,0,1,0,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,16,1,0,0,2,All
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,3,2,0,1,All
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,All
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,All
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,741,593,408,214,136,79,5,1,1,650,612,569,482,418,411,390,358,334,322,309,291,286,286,278,275,269,261,253,242,233,231,158,132,93,76,60,7,6,3,3,All
,Judge Of The Municipal Court - Democrat,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Marissa Brumbach,Matt Wolf,Sherman Toppin,George Twardy,Bill Rice,Jon Marshall,Betsy Wahl,Christian Dicicco,Crystal B Powell,Rania Major,Vikki Kristiansson,Mark B Cohen,Shanese Johnson,Stella Tsai,Deborah Cianfrani,Vincent Furlong,Leon Goodman,Lucretia C Clemons,Brian Mclaughlin,Crystal B Powell,John Macoretta,Danyl S Patterson,Henry Mcgregor Sias,Deborah Canty,Jennifer Schultz,Lawrence J Bozzelli,Zac Shaffer,David Conroy,Terri M Booker,Wendi Barish,Daniel R Sulman,Vincent Melchiorre,Jon Marshall,Mark J Moore,Bill Rice,Betsy Wahl,Christian Dicicco,Dawn M Tancredi,Leonard Deutchman,Matthew C Monroe,1
Marissa Brumbach,0,7,6,1,0,0,0,0,0,10,11,6,8,7,9,7,3,7,8,6,4,6,6,3,4,5,3,2,3,3,3,2,0,0,0,0,0,0,0,0,1
Matt Wolf,,0,0,1,0,0,0,0,0,5,4,3,2,8,7,6,2,2,6,2,4,1,4,1,3,3,1,2,2,0,3,1,0,0,0,0,0,0,0,0,1
Sherman Toppin,,,0,3,0,1,0,0,0,5,7,5,4,2,2,2,4,6,1,6,1,7,0,5,2,0,4,2,1,3,0,2,1,0,1,0,0,0,0,0,1
George Twardy,,,,0,1,0,0,0,0,1,3,2,2,2,2,4,4,1,2,3,2,2,3,3,2,1,2,2,0,1,0,2,2,0,1,0,0,0,0,0,1
Bill Rice,,,,,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
Jon Marshall,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Betsy Wahl,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Christian Dicicco,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Crystal B Powell,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rania Major,,,,,,,,,,0,11,7,7,8,7,7,0,6,7,4,5,5,5,2,1,6,3,1,1,3,1,2,0,0,0,0,0,0,0,0,1
Vikki Kristiansson,,,,,,,,,,,0,8,7,7,6,6,2,5,6,6,4,7,5,4,1,5,5,3,1,3,1,2,0,0,0,0,0,0,0,0,1
Mark B Cohen,,,,,,,,,,,,0,7,2,4,2,4,6,3,6,1,6,1,5,1,2,5,3,2,3,1,1,0,1,0,0,0,0,0,0,1
Shanese Johnson,,,,,,,,,,,,,0,4,4,6,4,6,5,7,3,5,3,2,2,3,3,2,4,4,1,1,1,1,0,0,0,0,0,0,1
Stella Tsai,,,,,,,,,,,,,,0,6,6,0,1,7,1,5,1,6,2,1,6,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
Deborah Cianfrani,,,,,,,,,,,,,,,0,7,4,4,7,2,6,1,6,2,4,5,0,1,3,2,2,1,0,0,0,0,0,0,0,0,1
Vincent Furlong,,,,,,,,,,,,,,,,0,4,3,8,2,6,1,6,1,3,5,1,2,2,1,2,3,2,0,1,0,0,0,0,0,1
Leon Goodman,,,,,,,,,,,,,,,,,1,4,2,5,2,3,2,5,5,0,2,3,4,2,1,2,2,1,1,0,0,0,0,0,1
Lucretia C Clemons,,,,,,,,,,,,,,,,,,0,2,6,3,7,1,3,3,1,3,1,4,4,2,2,1,1,1,0,0,0,0,0,1
Brian Mclaughlin,,,,,,,,,,,,,,,,,,,0,1,4,1,5,1,2,5,0,1,2,0,1,2,0,0,0,0,0,0,0,0,1
Crystal B Powell,,,,,,,,,,,,,,,,,,,,0,0,8,1,4,3,0,5,4,3,4,1,1,1,1,0,0,0,0,0,0,1
John Macoretta,,,,,,,,,,,,,,,,,,,,,0,0,5,1,2,6,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,0,0,4,1,0,5,3,2,3,1,1,0,1,0,0,0,0,0,0,1
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,0,0,2,5,0,0,1,2,1,1,1,0,0,0,0,0,0,0,1
Deborah Canty,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,2,2,2,0,0,2,1,1,1,0,0,0,0,0,1
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,2,2,2,1,3,2,0,1,0,0,0,0,0,1
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Zac Shaffer,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,2,2,0,0,0,0,0,0,0,0,0,1
David Conroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,1
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,1,0,0,0,0,0,0,1
Wendi Barish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,0,0,0,1
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1
Vincent Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0,0,0,0,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,16,13,10,6,2,1,0,0,0,14,14,13,13,13,12,12,11,11,10,10,10,9,9,8,7,7,7,5,5,5,4,4,2,2,1,0,0,0,0,0,1
,Judge Of The Municipal Court - Democrat,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,Matt Wolf,Marissa Brumbach,Sherman Toppin,George Twardy,Jon Marshall,Bill Rice,Betsy Wahl,Christian Dicicco,Crystal B Powell,Shanese Johnson,Vikki Kristiansson,Leon Goodman,Rania Major,Stella Tsai,Mark B Cohen,Brian Mclaughlin,Deborah Cianfrani,John Macoretta,Daniel R Sulman,Deborah Canty,Lawrence J Bozzelli,Lucretia C Clemons,Wendi Barish,Mark J Moore,Zac Shaffer,Crystal B Powell,Danyl S Patterson,David Conroy,Jennifer Schultz,Leonard Deutchman,Henry Mcgregor Sias,Terri M Booker,Jon Marshall,Vincent Melchiorre,Vincent Furlong,Bill Rice,Christian Dicicco,Dawn M Tancredi,Betsy Wahl,Matthew C Monroe,2
Matt Wolf,0,6,1,1,0,0,0,0,0,8,5,4,5,10,5,6,6,5,4,2,5,2,3,0,3,0,3,3,1,0,3,1,0,2,2,0,0,0,0,0,2
Marissa Brumbach,,0,0,1,0,2,0,0,0,5,6,2,6,6,5,3,4,3,3,0,6,2,2,1,2,1,1,0,1,1,3,1,1,1,2,0,0,1,0,0,2
Sherman Toppin,,,0,2,2,0,0,0,0,0,1,4,0,1,3,0,1,0,2,3,0,2,3,0,3,1,2,2,2,2,0,1,0,2,0,0,1,0,0,0,2
George Twardy,,,,0,1,1,0,0,0,2,3,4,2,2,5,2,1,3,2,3,2,2,2,2,1,3,1,2,4,1,0,1,1,0,0,0,1,0,0,0,2
Jon Marshall,,,,,0,2,0,0,0,1,2,4,1,0,0,1,0,1,3,2,0,1,2,3,1,1,0,0,2,1,0,1,0,1,0,0,0,0,0,0,2
Bill Rice,,,,,,0,0,0,0,3,1,2,1,1,2,1,1,1,1,1,1,2,1,3,1,3,0,0,0,1,1,1,2,0,0,0,0,1,0,0,2
Betsy Wahl,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Christian Dicicco,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Crystal B Powell,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Shanese Johnson,,,,,,,,,,0,6,4,7,6,7,5,6,5,3,3,4,4,2,2,2,2,1,2,1,1,2,2,3,1,1,1,0,0,0,0,2
Vikki Kristiansson,,,,,,,,,,,0,4,8,5,5,4,5,7,4,2,5,2,1,2,1,1,1,1,2,1,2,1,1,0,2,1,1,0,0,0,2
Leon Goodman,,,,,,,,,,,,0,4,4,4,3,1,2,6,5,2,3,4,2,4,2,3,3,4,2,0,1,0,3,0,0,1,0,0,0,2
Rania Major,,,,,,,,,,,,,0,5,6,6,6,5,3,1,5,2,1,1,1,1,0,1,2,1,2,1,1,0,2,0,0,0,0,0,2
Stella Tsai,,,,,,,,,,,,,,0,5,2,5,5,5,1,5,3,4,0,4,1,3,3,2,0,3,0,1,2,1,0,0,0,0,0,2
Mark B Cohen,,,,,,,,,,,,,,,0,4,5,4,2,4,5,2,2,1,2,3,1,2,3,1,1,1,2,0,1,0,1,0,0,0,2
Brian Mclaughlin,,,,,,,,,,,,,,,,0,3,4,1,1,3,2,1,2,0,1,0,0,1,1,2,0,1,0,2,0,0,0,0,0,2
Deborah Cianfrani,,,,,,,,,,,,,,,,,0,3,1,2,3,1,0,0,1,1,0,0,1,1,2,1,1,0,2,0,0,0,0,0,2
John Macoretta,,,,,,,,,,,,,,,,,,0,2,2,4,3,1,3,0,1,0,1,2,1,2,0,2,0,1,1,0,0,0,0,2
Daniel R Sulman,,,,,,,,,,,,,,,,,,,0,1,2,3,5,1,4,0,3,2,3,1,0,1,0,3,0,0,0,0,0,0,2
Deborah Canty,,,,,,,,,,,,,,,,,,,,0,1,1,1,2,2,2,1,2,3,3,0,1,1,1,0,1,1,0,0,0,2
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,1,2,1,3,0,0,0,2,0,0,1,0,0,2
Lucretia C Clemons,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,2,2,1,1,1,0,0,3,2,0,1,0,0,0,0,2
Wendi Barish,,,,,,,,,,,,,,,,,,,,,,,0,1,4,1,3,2,2,1,0,0,1,3,0,0,0,0,0,0,2
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,1,2,1,0,2,0,0,1,0,1,0,0,2
Zac Shaffer,,,,,,,,,,,,,,,,,,,,,,,,,0,2,4,3,1,1,0,0,1,3,0,0,1,0,0,0,2
Crystal B Powell,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,2
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,0,0,0,0,2,0,0,1,0,0,0,2
David Conroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,1,0,0,1,0,0,0,2
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0,1,0,0,0,0,0,0,2
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,0,1,0,1,0,0,2
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,1,0,0,2
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,2
Vincent Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,15,10,8,7,6,5,0,0,0,14,13,12,12,12,11,9,9,9,8,7,7,7,7,6,6,5,5,5,5,5,4,4,3,3,2,1,1,1,0,0,2
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,,3
,Vikki Kristiansson,Shanese Johnson,Rania Major,Zac Shaffer,Stella Tsai,Danyl S Patterson,Lucretia C Clemons,John Macoretta,Crystal B Powell,Deborah Cianfrani,Vincent Furlong,Brian Mclaughlin,David Conroy,Lawrence J Bozzelli,Mark B Cohen,Wendi Barish,Jennifer Schultz,Deborah Canty,Leon Goodman,Vincent Melchiorre,Daniel R Sulman,Henry Mcgregor Sias,Terri M Booker,Mark J Moore,Bill Rice,Jon Marshall,Betsy Wahl,Christian Dicicco,Dawn M Tancredi,Leonard Deutchman,Matthew C Monroe,Matt Wolf,Sherman Toppin,Marissa Brumbach,George Twardy,Bill Rice,Jon Marshall,Betsy Wahl,Christian Dicicco,Crystal B Powell,3
Vikki Kristiansson,0,12,16,12,7,10,10,8,7,6,11,7,5,8,7,7,3,4,4,3,2,5,0,1,0,1,0,0,0,0,0,7,14,10,4,2,0,0,0,0,3
Shanese Johnson,,1,14,12,7,12,11,7,10,7,5,3,4,4,7,7,4,5,2,5,3,1,1,2,1,1,0,0,0,0,0,6,12,11,3,2,1,0,0,0,3
Rania Major,,,0,10,7,10,9,8,6,9,11,8,4,8,5,5,2,3,2,4,0,5,0,2,1,0,0,0,0,0,0,7,11,9,3,1,1,0,0,0,3
Zac Shaffer,,,,1,4,14,13,2,9,3,4,1,8,2,7,8,2,3,4,6,4,0,0,1,0,0,0,0,0,0,0,4,13,10,2,1,0,0,0,0,3
Stella Tsai,,,,,0,4,4,6,2,7,5,5,2,6,0,2,2,2,2,2,3,4,1,1,0,0,0,0,0,0,0,14,3,6,3,1,0,0,0,0,3
Danyl S Patterson,,,,,,0,14,2,9,4,4,2,8,1,7,5,1,2,4,6,4,0,0,1,0,0,0,0,0,0,0,5,13,9,1,0,0,0,0,0,3
Lucretia C Clemons,,,,,,,0,1,8,4,3,1,7,0,6,5,1,0,3,6,4,0,1,1,0,0,0,0,0,0,0,4,12,8,0,0,0,0,0,0,3
John Macoretta,,,,,,,,1,3,7,7,7,0,7,2,2,3,3,1,1,1,5,1,1,1,1,0,0,0,0,0,7,2,7,4,2,1,0,0,0,3
Crystal B Powell,,,,,,,,,0,3,1,0,3,0,8,6,2,4,2,2,3,0,1,0,0,1,0,0,0,0,0,2,10,8,2,1,0,0,0,0,3
Deborah Cianfrani,,,,,,,,,,0,6,7,2,7,1,0,2,2,0,2,2,5,1,0,0,0,0,0,0,0,0,9,2,7,2,0,0,0,0,0,3
Vincent Furlong,,,,,,,,,,,0,7,4,6,1,0,0,1,2,4,0,5,0,1,1,0,0,0,0,0,0,6,4,3,4,0,1,0,0,0,3
Brian Mclaughlin,,,,,,,,,,,,0,1,7,0,0,1,1,0,1,0,5,0,0,0,0,0,0,0,0,0,8,1,4,2,0,0,0,0,0,3
David Conroy,,,,,,,,,,,,,0,1,2,1,1,2,4,5,4,0,0,0,0,0,0,0,0,0,0,3,7,3,2,0,0,0,0,0,3
Lawrence J Bozzelli,,,,,,,,,,,,,,0,0,2,3,3,1,0,1,5,0,0,0,0,0,0,0,0,0,7,1,5,3,1,0,0,0,0,3
Mark B Cohen,,,,,,,,,,,,,,,0,5,1,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,8,6,2,1,0,0,0,0,3
Wendi Barish,,,,,,,,,,,,,,,,0,3,3,1,0,1,0,1,0,0,0,0,0,0,0,0,1,6,7,2,1,0,0,0,0,3
Jennifer Schultz,,,,,,,,,,,,,,,,,1,5,1,0,2,0,2,0,0,1,0,0,0,0,0,2,2,3,2,2,0,0,0,0,3
Deborah Canty,,,,,,,,,,,,,,,,,,0,2,0,2,0,1,0,0,1,0,0,0,0,0,1,4,3,3,2,0,0,0,0,3
Leon Goodman,,,,,,,,,,,,,,,,,,,0,2,3,0,0,2,1,0,0,0,0,0,0,2,5,1,3,0,1,0,0,0,3
Vincent Melchiorre,,,,,,,,,,,,,,,,,,,,0,3,0,0,1,1,0,0,0,0,0,0,3,4,2,1,0,1,0,0,0,3
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,4,3,3,1,1,0,0,0,0,3
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,5,0,3,1,0,0,0,0,0,3
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,3
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,3
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,3
Matt Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,6,2,0,0,0,0,0,3
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,1,2,0,0,0,0,3
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,0,0,0,0,3
George Twardy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,3
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3
Crystal B Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,24,22,20,19,17,16,16,14,12,12,12,9,9,9,9,9,8,7,7,7,6,5,3,2,1,1,0,0,0,0,0,22,19,18,7,3,1,0,0,0,3
,Judge Of The Municipal Court - Democrat,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
