col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Judge Of The Commonwealth Court - Democrat,,,,,,District Attorney - Democrat,,,,,,,All
,Ellen Ceisler,Timothy Barry,Joe Cosgrove,Todd Eagen,Irene M Clark,Bryan Barbin,Joe Khan,Lawrence S Krasner,Rich Negrin,Michael W Untermeyer,John O Neill,Tariq Karim El Shabazz,Teresa Carr Deni,All
Ellen Ceisler,5,68,88,64,41,7,95,105,47,53,60,45,18,All
Timothy Barry,,5,81,16,4,4,55,34,67,43,21,16,7,All
Joe Cosgrove,,,2,11,3,0,66,33,55,35,32,11,4,All
Todd Eagen,,,,1,1,2,47,22,19,24,16,8,6,All
Irene M Clark,,,,,0,0,12,17,5,5,7,6,6,All
Bryan Barbin,,,,,,0,6,2,4,3,0,0,2,All
Joe Khan,,,,,,,41,0,0,0,0,0,0,All
Lawrence S Krasner,,,,,,,,36,0,0,0,0,0,All
Rich Negrin,,,,,,,,,42,0,0,0,0,All
Michael W Untermeyer,,,,,,,,,,38,0,0,0,All
John O Neill,,,,,,,,,,,37,0,0,All
Tariq Karim El Shabazz,,,,,,,,,,,,12,0,All
Teresa Carr Deni,,,,,,,,,,,,,13,All
Total,433,252,244,143,59,17,230,173,170,143,124,74,42,All
,Judge Of The Commonwealth Court - Democrat,,,,,,District Attorney - Democrat,,,,,,,1
,Ellen Ceisler,Timothy Barry,Joe Cosgrove,Irene M Clark,Todd Eagen,Bryan Barbin,Lawrence S Krasner,Rich Negrin,Joe Khan,Tariq Karim El Shabazz,John O Neill,Michael W Untermeyer,Teresa Carr Deni,1
Ellen Ceisler,0,4,1,3,1,0,7,2,2,2,1,1,0,1
Timothy Barry,,0,4,0,0,0,3,4,2,2,0,0,0,1
Joe Cosgrove,,,1,0,0,0,1,2,0,2,0,0,0,1
Irene M Clark,,,,0,0,0,2,0,0,0,1,0,0,1
Todd Eagen,,,,,0,1,0,1,0,0,0,1,0,1
Bryan Barbin,,,,,,0,0,0,0,0,0,1,0,1
Lawrence S Krasner,,,,,,,0,0,0,0,0,0,0,1
Rich Negrin,,,,,,,,1,0,0,0,0,0,1
Joe Khan,,,,,,,,,0,0,0,0,0,1
Tariq Karim El Shabazz,,,,,,,,,,1,0,0,0,1
John O Neill,,,,,,,,,,,1,0,0,1
Michael W Untermeyer,,,,,,,,,,,,0,0,1
Teresa Carr Deni,,,,,,,,,,,,,0,1
Total,15,12,7,3,2,1,8,7,4,4,2,2,0,1
,Judge Of The Commonwealth Court - Democrat,,,,,,District Attorney - Democrat,,,,,,,2
,Ellen Ceisler,Timothy Barry,Joe Cosgrove,Irene M Clark,Todd Eagen,Bryan Barbin,Joe Khan,Lawrence S Krasner,Tariq Karim El Shabazz,Michael W Untermeyer,Rich Negrin,John O Neill,Teresa Carr Deni,2
Ellen Ceisler,0,3,4,1,0,0,4,4,3,1,1,1,0,2
Timothy Barry,,0,1,0,1,0,2,3,2,1,1,0,0,2
Joe Cosgrove,,,0,1,0,0,5,0,0,1,0,1,0,2
Irene M Clark,,,,0,0,0,1,0,1,1,0,0,0,2
Todd Eagen,,,,,0,0,0,0,0,1,0,0,0,2
Bryan Barbin,,,,,,0,0,0,0,0,0,0,0,2
Joe Khan,,,,,,,2,0,0,0,0,0,0,2
Lawrence S Krasner,,,,,,,,3,0,0,0,0,0,2
Tariq Karim El Shabazz,,,,,,,,,0,0,0,0,0,2
Michael W Untermeyer,,,,,,,,,,0,0,0,0,2
Rich Negrin,,,,,,,,,,,0,0,0,2
John O Neill,,,,,,,,,,,,0,0,2
Teresa Carr Deni,,,,,,,,,,,,,0,2
Total,14,9,7,3,1,0,10,8,4,3,2,1,0,2
,Judge Of The Commonwealth Court - Democrat,,,,,,District Attorney - Democrat,,,,,,,3
,Timothy Barry,Todd Eagen,Ellen Ceisler,Joe Cosgrove,Irene M Clark,Bryan Barbin,Joe Khan,Lawrence S Krasner,Rich Negrin,Michael W Untermeyer,John O Neill,Tariq Karim El Shabazz,Teresa Carr Deni,3
Timothy Barry,0,3,1,6,0,0,3,2,4,2,1,1,0,3
Todd Eagen,,0,5,1,0,0,3,4,3,2,0,1,0,3
Ellen Ceisler,,,0,1,2,0,5,4,2,0,0,0,1,3
