col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,division
,City Controller - Democrat,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Rebecca Rhynhart,Alan L Butkovitz,Bobbie T Curry,Vikki Kristiansson,Stella Tsai,Wendi Barish,Lucretia C Clemons,Leon Goodman,Jennifer Schultz,Henry Mcgregor Sias,Zac Shaffer,Daniel R Sulman,John Macoretta,Deborah Canty,Deborah Cianfrani,Lawrence J Bozzelli,Mark B Cohen,Rania Major,David Conroy,Vincent Furlong,Brian Mclaughlin,Shanese Johnson,Leonard Deutchman,Crystal B Powell,Terri M Booker,Mark J Moore,Vincent Melchiorre,Danyl S Patterson,Jon Marshall,Bill Rice,Matthew C Monroe,Christian Dicicco,Dawn M Tancredi,Betsy Wahl,All
Rebecca Rhynhart,444,0,0,"2,453","2,347","1,912","1,745","1,209","1,455","1,369","1,101","1,094","1,095","1,238",963,882,666,774,594,681,695,611,433,392,303,312,235,178,182,87,4,1,2,0,All
Alan L Butkovitz,,108,0,711,758,571,597,551,299,379,581,547,452,195,226,231,310,181,349,227,205,150,120,92,87,95,111,62,60,36,0,1,0,1,All
Bobbie T Curry,,,1,13,13,6,7,4,6,8,3,4,10,4,9,10,2,7,3,10,11,6,5,0,0,2,3,0,1,1,0,0,0,0,All
Vikki Kristiansson,,,,15,"2,471","1,896","1,921","1,399","1,257","1,334","1,253","1,284","1,340","1,033",816,760,493,675,741,586,542,553,355,292,250,238,129,167,128,37,2,1,1,1,All
Stella Tsai,,,,,41,"1,928","1,767","1,190","1,319","1,206","1,285","1,350","1,096","1,077",888,793,514,707,747,574,549,556,334,321,245,259,163,165,135,44,2,0,1,1,All
Wendi Barish,,,,,,10,"1,513","1,134","1,255",738,"1,113","1,114",834,"1,065",663,552,397,473,715,353,337,427,370,312,248,238,147,109,130,35,1,0,1,1,All
Lucretia C Clemons,,,,,,,1,"1,205",926,"1,029","1,115","1,043",933,770,354,413,258,275,740,233,214,292,261,294,211,271,104,150,134,42,1,0,0,0,All
Leon Goodman,,,,,,,,2,499,677,956,948,944,383,205,398,325,178,674,257,258,177,263,93,105,195,108,78,87,42,1,1,1,1,All
