col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Judge Of The Municipal Court - Democrat,,,,,,,,,All
,Marissa Brumbach,Matt Wolf,George Twardy,Sherman Toppin,Jon Marshall,Bill Rice,Betsy Wahl,Christian Dicicco,Crystal B Powell,All
Marissa Brumbach,108,89,74,50,34,13,1,0,0,All
Matt Wolf,,140,29,27,30,13,0,0,0,All
George Twardy,,,84,27,8,2,0,0,0,All
Sherman Toppin,,,,53,23,5,0,0,0,All
Jon Marshall,,,,,40,10,2,0,0,All
Bill Rice,,,,,,16,0,1,0,All
Betsy Wahl,,,,,,,1,0,0,All
Christian Dicicco,,,,,,,,0,0,All
Crystal B Powell,,,,,,,,,0,All
Total,369,328,224,185,147,60,4,1,0,All
,Judge Of The Municipal Court - Democrat,,,,,,,,,1
,Matt Wolf,Marissa Brumbach,Jon Marshall,Sherman Toppin,George Twardy,Bill Rice,Betsy Wahl,Christian Dicicco,Crystal B Powell,1
Matt Wolf,6,1,0,4,1,1,0,0,0,1
Marissa Brumbach,,3,3,1,2,1,0,0,0,1
Jon Marshall,,,2,1,1,3,0,0,0,1
Sherman Toppin,,,,3,0,0,0,0,0,1
George Twardy,,,,,3,0,0,0,0,1
Bill Rice,,,,,,0,0,0,0,1
Betsy Wahl,,,,,,,0,0,0,1
Christian Dicicco,,,,,,,,0,0,1
Crystal B Powell,,,,,,,,,0,1
Total,13,11,10,9,7,5,0,0,0,1
,Judge Of The Municipal Court - Democrat,,,,,,,,,2
,George Twardy,Marissa Brumbach,Matt Wolf,Sherman Toppin,Jon Marshall,Bill Rice,Betsy Wahl,Christian Dicicco,Crystal B Powell,2
George Twardy,12,5,1,8,2,0,0,0,0,2
Marissa Brumbach,,8,7,1,0,1,0,0,0,2
Matt Wolf,,,6,5,2,0,0,0,0,2
Sherman Toppin,,,,4,2,0,0,0,0,2
Jon Marshall,,,,,1,1,1,0,0,2
Bill Rice,,,,,,2,0,0,0,2
Betsy Wahl,,,,,,,0,0,0,2
Christian Dicicco,,,,,,,,0,0,2
Crystal B Powell,,,,,,,,,0,2
Total,28,22,21,20,9,4,1,0,0,2
,Judge Of The Municipal Court - Democrat,,,,,,,,,3
,Marissa Brumbach,Matt Wolf,Jon Marshall,George Twardy,Sherman Toppin,Betsy Wahl,Bill Rice,Christian Dicicco,Crystal B Powell,3
Marissa Brumbach,2,2,1,3,1,0,0,0,0,3
Matt Wolf,,3,2,2,0,0,0,0,0,3
Jon Marshall,,,3,0,0,0,0,0,0,3
George Twardy,,,,0,0,0,0,0,0,3
Sherman Toppin,,,,,1,0,0,0,0,3
Betsy Wahl,,,,,,0,0,0,0,3
Bill Rice,,,,,,,0,0,0,3
Christian Dicicco,,,,,,,,0,0,3
Crystal B Powell,,,,,,,,,0,3
Total,9,9,6,5,2,0,0,0,0,3
,Judge Of The Municipal Court - Democrat,,,,,,,,,4
,Marissa Brumbach,George Twardy,Matt Wolf,Jon Marshall,Bill Rice,Sherman Toppin,Betsy Wahl,Christian Dicicco,Crystal B Powell,4
Marissa Brumbach,7,3,2,2,1,0,0,0,0,4
George Twardy,,3,2,0,0,0,0,0,0,4
Matt Wolf,,,4,0,0,0,0,0,0,4
Jon Marshall,,,,2,0,1,0,0,0,4
Bill Rice,,,,,0,1,0,0,0,4
Sherman Toppin,,,,,,0,0,0,0,4
Betsy Wahl,,,,,,,0,0,0,4
Christian Dicicco,,,,,,,,0,0,4
Crystal B Powell,,,,,,,,,0,4
Total,15,8,8,5,2,2,0,0,0,4
,Judge Of The Municipal Court - Democrat,,,,,,,,,5
,Marissa Brumbach,Jon Marshall,Matt Wolf,Sherman Toppin,George Twardy,Bill Rice,Betsy Wahl,Christian Dicicco,Crystal B Powell,5
Marissa Brumbach,8,2,4,0,1,0,0,0,0,5
Jon Marshall,,2,2,1,0,0,0,0,0,5
Matt Wolf,,,1,0,0,0,0,0,0,5
Sherman Toppin,,,,3,0,0,0,0,0,5
George Twardy,,,,,2,0,0,0,0,5
Bill Rice,,,,,,2,0,0,0,5
Betsy Wahl,,,,,,,0,0,0,5
Christian Dicicco,,,,,,,,0,0,5
Crystal B Powell,,,,,,,,,0,5
Total,15,7,7,4,3,2,0,0,0,5
,Judge Of The Municipal Court - Democrat,,,,,,,,,6
,Marissa Brumbach,Sherman Toppin,Matt Wolf,Bill Rice,Jon Marshall,Betsy Wahl,Christian Dicicco,Crystal B Powell,George Twardy,6
Marissa Brumbach,1,2,3,1,0,0,0,0,0,6
Sherman Toppin,,2,1,0,1,0,0,0,0,6
Matt Wolf,,,1,0,0,0,0,0,0,6
Bill Rice,,,,1,0,0,0,0,0,6
Jon Marshall,,,,,1,0,0,0,0,6
Betsy Wahl,,,,,,0,0,0,0,6
Christian Dicicco,,,,,,,0,0,0,6
Crystal B Powell,,,,,,,,0,0,6
George Twardy,,,,,,,,,0,6
Total,7,6,5,2,2,0,0,0,0,6
,Judge Of The Municipal Court - Democrat,,,,,,,,,7
,George Twardy,Marissa Brumbach,Matt Wolf,Jon Marshall,Bill Rice,Sherman Toppin,Betsy Wahl,Christian Dicicco,Crystal B Powell,7
George Twardy,7,4,1,0,0,0,0,0,0,7
Marissa Brumbach,,5,3,0,0,0,0,0,0,7
Matt Wolf,,,3,3,0,1,0,0,0,7
Jon Marshall,,,,1,0,0,0,0,0,7
Bill Rice,,,,,2,0,0,0,0,7
Sherman Toppin,,,,,,0,0,0,0,7
Betsy Wahl,,,,,,,0,0,0,7
Christian Dicicco,,,,,,,,0,0,7
Crystal B Powell,,,,,,,,,0,7
Total,12,12,11,4,2,1,0,0,0,7
,Judge Of The Municipal Court - Democrat,,,,,,,,,8
,Marissa Brumbach,Matt Wolf,George Twardy,Sherman Toppin,Bill Rice,Jon Marshall,Betsy Wahl,Christian Dicicco,Crystal B Powell,8
Marissa Brumbach,3,3,2,1,1,0,0,0,0,8
Matt Wolf,,2,1,1,1,1,0,0,0,8
George Twardy,,,1,1,0,0,0,0,0,8
Sherman Toppin,,,,2,0,0,0,0,0,8
Bill Rice,,,,,0,0,0,0,0,8
Jon Marshall,,,,,,1,0,0,0,8
Betsy Wahl,,,,,,,0,0,0,8
Christian Dicicco,,,,,,,,0,0,8
Crystal B Powell,,,,,,,,,0,8
Total,10,9,5,5,2,2,0,0,0,8
,Judge Of The Municipal Court - Democrat,,,,,,,,,9
,Marissa Brumbach,Matt Wolf,Sherman Toppin,George Twardy,Bill Rice,Jon Marshall,Betsy Wahl,Christian Dicicco,Crystal B Powell,9
Marissa Brumbach,0,4,11,4,2,3,0,0,0,9
Matt Wolf,,15,2,2,1,0,0,0,0,9
Sherman Toppin,,,2,0,0,0,0,0,0,9
George Twardy,,,,4,1,0,0,0,0,9
Bill Rice,,,,,1,0,0,0,0,9
Jon Marshall,,,,,,0,0,0,0,9
Betsy Wahl,,,,,,,0,0,0,9
Christian Dicicco,,,,,,,,0,0,9
Crystal B Powell,,,,,,,,,0,9
Total,24,24,15,11,5,3,0,0,0,9
,Judge Of The Municipal Court - Democrat,,,,,,,,,10
,Marissa Brumbach,Matt Wolf,George Twardy,Sherman Toppin,Jon Marshall,Bill Rice,Betsy Wahl,Christian Dicicco,Crystal B Powell,10
Marissa Brumbach,4,4,3,4,1,1,0,0,0,10
Matt Wolf,,7,1,0,0,1,0,0,0,10
George Twardy,,,4,1,0,0,0,0,0,10
Sherman Toppin,,,,1,3,0,0,0,0,10
Jon Marshall,,,,,2,0,1,0,0,10
Bill Rice,,,,,,0,0,0,0,10
Betsy Wahl,,,,,,,0,0,0,10
Christian Dicicco,,,,,,,,0,0,10
Crystal B Powell,,,,,,,,,0,10
Total,17,13,9,9,7,2,1,0,0,10
,Judge Of The Municipal Court - Democrat,,,,,,,,,11
,Marissa Brumbach,Matt Wolf,George Twardy,Jon Marshall,Betsy Wahl,Bill Rice,Christian Dicicco,Crystal B Powell,Sherman Toppin,11
Marissa Brumbach,1,3,2,0,0,0,0,0,0,11
Matt Wolf,,1,0,0,0,0,0,0,0,11
George Twardy,,,0,0,0,0,0,0,0,11
Jon Marshall,,,,1,0,0,0,0,0,11
Betsy Wahl,,,,,0,0,0,0,0,11
Bill Rice,,,,,,0,0,0,0,11
Christian Dicicco,,,,,,,0,0,0,11
Crystal B Powell,,,,,,,,0,0,11
Sherman Toppin,,,,,,,,,0,11
Total,6,4,2,1,0,0,0,0,0,11
,Judge Of The Municipal Court - Democrat,,,,,,,,,12
,Marissa Brumbach,Matt Wolf,George Twardy,Bill Rice,Jon Marshall,Sherman Toppin,Betsy Wahl,Christian Dicicco,Crystal B Powell,12
Marissa Brumbach,3,3,3,1,0,0,0,0,0,12
Matt Wolf,,4,0,2,1,0,0,0,0,12
George Twardy,,,1,0,1,1,0,0,0,12
Bill Rice,,,,1,0,0,0,0,0,12
Jon Marshall,,,,,1,0,0,0,0,12
Sherman Toppin,,,,,,0,0,0,0,12
Betsy Wahl,,,,,,,0,0,0,12
Christian Dicicco,,,,,,,,0,0,12
Crystal B Powell,,,,,,,,,0,12
Total,10,10,6,4,3,1,0,0,0,12
,Judge Of The Municipal Court - Democrat,,,,,,,,,13
,Marissa Brumbach,Matt Wolf,George Twardy,Jon Marshall,Sherman Toppin,Betsy Wahl,Bill Rice,Christian Dicicco,Crystal B Powell,13
Marissa Brumbach,4,3,4,1,3,0,0,0,0,13
Matt Wolf,,8,1,3,0,0,0,0,0,13
George Twardy,,,5,0,0,0,0,0,0,13
Jon Marshall,,,,2,3,0,0,0,0,13
Sherman Toppin,,,,,0,0,0,0,0,13
Betsy Wahl,,,,,,0,0,0,0,13
Bill Rice,,,,,,,0,0,0,13
Christian Dicicco,,,,,,,,0,0,13
Crystal B Powell,,,,,,,,,0,13
Total,15,15,10,9,6,0,0,0,0,13
,Judge Of The Municipal Court - Democrat,,,,,,,,,14
,Marissa Brumbach,Matt Wolf,George Twardy,Sherman Toppin,Jon Marshall,Betsy Wahl,Bill Rice,Christian Dicicco,Crystal B Powell,14
Marissa Brumbach,7,4,3,2,3,0,0,0,0,14
Matt Wolf,,6,2,2,0,0,0,0,0,14
George Twardy,,,2,0,0,0,0,0,0,14
Sherman Toppin,,,,3,0,0,0,0,0,14
Jon Marshall,,,,,3,0,0,0,0,14
Betsy Wahl,,,,,,1,0,0,0,14
Bill Rice,,,,,,,1,0,0,14
Christian Dicicco,,,,,,,,0,0,14
Crystal B Powell,,,,,,,,,0,14
Total,19,14,7,7,6,1,1,0,0,14
,Judge Of The Municipal Court - Democrat,,,,,,,,,15
,Marissa Brumbach,Matt Wolf,George Twardy,Sherman Toppin,Jon Marshall,Bill Rice,Betsy Wahl,Christian Dicicco,Crystal B Powell,15
Marissa Brumbach,7,2,1,3,2,1,1,0,0,15
Matt Wolf,,11,1,0,1,0,0,0,0,15
George Twardy,,,9,0,1,0,0,0,0,15
Sherman Toppin,,,,3,1,0,0,0,0,15
Jon Marshall,,,,,0,0,0,0,0,15
Bill Rice,,,,,,1,0,0,0,15
Betsy Wahl,,,,,,,0,0,0,15
Christian Dicicco,,,,,,,,0,0,15
Crystal B Powell,,,,,,,,,0,15
Total,17,15,12,7,5,2,1,0,0,15
,Judge Of The Municipal Court - Democrat,,,,,,,,,16
,Marissa Brumbach,Matt Wolf,George Twardy,Sherman Toppin,Bill Rice,Jon Marshall,Betsy Wahl,Christian Dicicco,Crystal B Powell,16
Marissa Brumbach,4,4,7,3,0,0,0,0,0,16
Matt Wolf,,6,1,1,2,1,0,0,0,16
George Twardy,,,5,1,0,0,0,0,0,16
Sherman Toppin,,,,2,0,0,0,0,0,16
Bill Rice,,,,,0,2,0,0,0,16
Jon Marshall,,,,,,1,0,0,0,16
Betsy Wahl,,,,,,,0,0,0,16
Christian Dicicco,,,,,,,,0,0,16
Crystal B Powell,,,,,,,,,0,16
Total,18,15,14,7,4,4,0,0,0,16
,Judge Of The Municipal Court - Democrat,,,,,,,,,17
,Marissa Brumbach,George Twardy,Matt Wolf,Jon Marshall,Sherman Toppin,Bill Rice,Betsy Wahl,Christian Dicicco,Crystal B Powell,17
Marissa Brumbach,0,4,2,0,1,0,0,0,0,17
George Twardy,,0,0,1,0,0,0,0,0,17
Matt Wolf,,,1,1,0,0,0,0,0,17
Jon Marshall,,,,0,0,1,0,0,0,17
Sherman Toppin,,,,,1,0,0,0,0,17
Bill Rice,,,,,,0,0,0,0,17
Betsy Wahl,,,,,,,0,0,0,17
Christian Dicicco,,,,,,,,0,0,17
Crystal B Powell,,,,,,,,,0,17
Total,7,5,4,3,2,1,0,0,0,17
,Judge Of The Municipal Court - Democrat,,,,,,,,,18
,Marissa Brumbach,Matt Wolf,George Twardy,Jon Marshall,Sherman Toppin,Bill Rice,Betsy Wahl,Christian Dicicco,Crystal B Powell,18
Marissa Brumbach,9,4,5,1,0,1,0,0,0,18
Matt Wolf,,5,2,0,1,0,0,0,0,18
George Twardy,,,0,0,0,1,0,0,0,18
Jon Marshall,,,,2,1,0,0,0,0,18
Sherman Toppin,,,,,1,0,0,0,0,18
Bill Rice,,,,,,0,0,0,0,18
Betsy Wahl,,,,,,,0,0,0,18
Christian Dicicco,,,,,,,,0,0,18
Crystal B Powell,,,,,,,,,0,18
Total,20,12,8,4,3,2,0,0,0,18
,Judge Of The Municipal Court - Democrat,,,,,,,,,19
,Marissa Brumbach,Jon Marshall,Matt Wolf,George Twardy,Sherman Toppin,Bill Rice,Betsy Wahl,Christian Dicicco,Crystal B Powell,19
Marissa Brumbach,8,3,2,5,2,0,0,0,0,19
Jon Marshall,,4,3,0,3,0,0,0,0,19
Matt Wolf,,,2,0,0,1,0,0,0,19
George Twardy,,,,2,0,0,0,0,0,19
Sherman Toppin,,,,,2,0,0,0,0,19
Bill Rice,,,,,,0,0,0,0,19
Betsy Wahl,,,,,,,0,0,0,19
Christian Dicicco,,,,,,,,0,0,19
Crystal B Powell,,,,,,,,,0,19
Total,20,13,8,7,7,1,0,0,0,19
,Judge Of The Municipal Court - Democrat,,,,,,,,,20
,Matt Wolf,Marissa Brumbach,Jon Marshall,George Twardy,Bill Rice,Sherman Toppin,Betsy Wahl,Christian Dicicco,Crystal B Powell,20
Matt Wolf,5,3,0,2,0,0,0,0,0,20
Marissa Brumbach,,3,1,0,2,0,0,0,0,20
Jon Marshall,,,3,0,0,0,0,0,0,20
George Twardy,,,,1,0,0,0,0,0,20
Bill Rice,,,,,0,0,0,0,0,20
Sherman Toppin,,,,,,2,0,0,0,20
Betsy Wahl,,,,,,,0,0,0,20
Christian Dicicco,,,,,,,,0,0,20
Crystal B Powell,,,,,,,,,0,20
Total,10,9,4,3,2,2,0,0,0,20
,Judge Of The Municipal Court - Democrat,,,,,,,,,21
,Matt Wolf,Marissa Brumbach,George Twardy,Sherman Toppin,Jon Marshall,Bill Rice,Betsy Wahl,Christian Dicicco,Crystal B Powell,21
Matt Wolf,8,6,2,1,3,0,0,0,0,21
Marissa Brumbach,,4,2,1,3,0,0,0,0,21
George Twardy,,,3,3,0,0,0,0,0,21
Sherman Toppin,,,,3,0,0,0,0,0,21
Jon Marshall,,,,,1,0,0,0,0,21
Bill Rice,,,,,,2,0,0,0,21
Betsy Wahl,,,,,,,0,0,0,21
Christian Dicicco,,,,,,,,0,0,21
Crystal B Powell,,,,,,,,,0,21
Total,20,16,10,8,7,2,0,0,0,21
,Judge Of The Municipal Court - Democrat,,,,,,,,,22
,Marissa Brumbach,George Twardy,Matt Wolf,Sherman Toppin,Jon Marshall,Bill Rice,Betsy Wahl,Christian Dicicco,Crystal B Powell,22
Marissa Brumbach,4,6,5,0,4,0,0,0,0,22
George Twardy,,7,1,1,1,0,0,0,0,22
Matt Wolf,,,6,2,0,0,0,0,0,22
Sherman Toppin,,,,4,1,2,0,0,0,22
Jon Marshall,,,,,2,1,0,0,0,22
Bill Rice,,,,,,1,0,0,0,22
Betsy Wahl,,,,,,,0,0,0,22
Christian Dicicco,,,,,,,,0,0,22
Crystal B Powell,,,,,,,,,0,22
Total,19,16,14,10,9,4,0,0,0,22
,Judge Of The Municipal Court - Democrat,,,,,,,,,23
,Matt Wolf,Marissa Brumbach,George Twardy,Jon Marshall,Sherman Toppin,Bill Rice,Betsy Wahl,Christian Dicicco,Crystal B Powell,23
Matt Wolf,13,8,3,4,1,0,0,0,0,23
Marissa Brumbach,,8,2,1,1,0,0,0,0,23
George Twardy,,,4,0,1,0,0,0,0,23
Jon Marshall,,,,2,2,1,0,0,0,23
Sherman Toppin,,,,,1,2,0,0,0,23
Bill Rice,,,,,,0,0,0,0,23
Betsy Wahl,,,,,,,0,0,0,23
Christian Dicicco,,,,,,,,0,0,23
Crystal B Powell,,,,,,,,,0,23
Total,29,20,10,10,8,3,0,0,0,23
,Judge Of The Municipal Court - Democrat,,,,,,,,,24
,Sherman Toppin,Matt Wolf,Marissa Brumbach,George Twardy,Jon Marshall,Bill Rice,Christian Dicicco,Betsy Wahl,Crystal B Powell,24
Sherman Toppin,10,2,12,10,3,0,0,0,0,24
Matt Wolf,,10,2,1,3,4,0,0,0,24
Marissa Brumbach,,,0,1,2,0,0,0,0,24
George Twardy,,,,3,0,0,0,0,0,24
Jon Marshall,,,,,2,1,0,0,0,24
Bill Rice,,,,,,1,1,0,0,24
Christian Dicicco,,,,,,,0,0,0,24
Betsy Wahl,,,,,,,,0,0,24
Crystal B Powell,,,,,,,,,0,24
Total,37,22,17,15,11,7,1,0,0,24
,Judge Of The Municipal Court - Democrat,,,,,,,,,25
,Matt Wolf,Marissa Brumbach,George Twardy,Sherman Toppin,Jon Marshall,Bill Rice,Betsy Wahl,Christian Dicicco,Crystal B Powell,25
Matt Wolf,6,5,2,3,0,0,0,0,0,25
Marissa Brumbach,,5,2,1,1,0,0,0,0,25
George Twardy,,,6,0,1,0,0,0,0,25
Sherman Toppin,,,,3,0,0,0,0,0,25
Jon Marshall,,,,,1,0,0,0,0,25
Bill Rice,,,,,,1,0,0,0,25
Betsy Wahl,,,,,,,0,0,0,25
Christian Dicicco,,,,,,,,0,0,25
Crystal B Powell,,,,,,,,,0,25
Total,16,14,11,7,3,1,0,0,0,25
