col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,City Controller - Democrat,,,District Attorney - Democrat,,,,,,,All
,Rebecca Rhynhart,Alan L Butkovitz,Bobbie T Curry,Joe Khan,Lawrence S Krasner,Rich Negrin,John O Neill,Michael W Untermeyer,Tariq Karim El Shabazz,Teresa Carr Deni,All
Rebecca Rhynhart,27,0,0,"1,091","1,071",530,183,118,93,66,All
Alan L Butkovitz,,12,0,529,525,292,195,102,47,18,All
Bobbie T Curry,,,1,6,6,5,3,2,1,0,All
Joe Khan,,,,178,0,0,0,0,0,0,All
Lawrence S Krasner,,,,,122,0,0,0,0,0,All
Rich Negrin,,,,,,69,0,0,0,0,All
John O Neill,,,,,,,48,0,0,0,All
Michael W Untermeyer,,,,,,,,16,0,0,All
Tariq Karim El Shabazz,,,,,,,,,15,0,All
Teresa Carr Deni,,,,,,,,,,4,All
Total,"3,179","1,720",24,"1,804","1,724",896,429,238,156,88,All
,City Controller - Democrat,,,District Attorney - Democrat,,,,,,,1
,Rebecca Rhynhart,Alan L Butkovitz,Bobbie T Curry,Lawrence S Krasner,Joe Khan,Rich Negrin,John O Neill,Teresa Carr Deni,Tariq Karim El Shabazz,Michael W Untermeyer,1
Rebecca Rhynhart,0,0,0,31,24,11,2,2,1,0,1
Alan L Butkovitz,,0,0,15,12,7,4,0,0,0,1
Bobbie T Curry,,,0,0,0,0,0,0,0,0,1
Lawrence S Krasner,,,,5,0,0,0,0,0,0,1
Joe Khan,,,,,1,0,0,0,0,0,1
Rich Negrin,,,,,,1,0,0,0,0,1
John O Neill,,,,,,,0,0,0,0,1
Teresa Carr Deni,,,,,,,,0,0,0,1
Tariq Karim El Shabazz,,,,,,,,,0,0,1
Michael W Untermeyer,,,,,,,,,,0,1
Total,71,38,0,51,37,19,6,2,1,0,1
,City Controller - Democrat,,,District Attorney - Democrat,,,,,,,2
,Rebecca Rhynhart,Alan L Butkovitz,Bobbie T Curry,Joe Khan,Lawrence S Krasner,Rich Negrin,John O Neill,Michael W Untermeyer,Tariq Karim El Shabazz,Teresa Carr Deni,2
Rebecca Rhynhart,0,0,0,31,28,11,2,1,1,0,2
Alan L Butkovitz,,0,0,9,6,1,6,3,0,0,2
Bobbie T Curry,,,0,0,0,0,0,0,0,0,2
Joe Khan,,,,1,0,0,0,0,0,0,2
Lawrence S Krasner,,,,,4,0,0,0,0,0,2
Rich Negrin,,,,,,0,0,0,0,0,2
John O Neill,,,,,,,1,0,0,0,2
Michael W Untermeyer,,,,,,,,0,0,0,2
Tariq Karim El Shabazz,,,,,,,,,0,0,2
Teresa Carr Deni,,,,,,,,,,0,2
Total,74,25,0,41,38,12,9,4,1,0,2
,City Controller - Democrat,,,District Attorney - Democrat,,,,,,,3
,Rebecca Rhynhart,Alan L Butkovitz,Bobbie T Curry,Joe Khan,Lawrence S Krasner,Rich Negrin,Tariq Karim El Shabazz,Michael W Untermeyer,John O Neill,Teresa Carr Deni,3
Rebecca Rhynhart,1,0,0,18,14,9,10,2,2,1,3
Alan L Butkovitz,,0,0,11,14,4,3,5,2,0,3
Bobbie T Curry,,,0,0,2,1,0,0,0,0,3
Joe Khan,,,,5,0,0,0,0,0,0,3
Lawrence S Krasner,,,,,1,0,0,0,0,0,3
Rich Negrin,,,,,,1,0,0,0,0,3
Tariq Karim El Shabazz,,,,,,,1,0,0,0,3
Michael W Untermeyer,,,,,,,,0,0,0,3
John O Neill,,,,,,,,,0,0,3
Teresa Carr Deni,,,,,,,,,,0,3
Total,57,39,3,34,31,15,14,7,4,1,3
,City Controller - Democrat,,,District Attorney - Democrat,,,,,,,4
,Rebecca Rhynhart,Alan L Butkovitz,Bobbie T Curry,Joe Khan,Lawrence S Krasner,Rich Negrin,John O Neill,Michael W Untermeyer,Teresa Carr Deni,Tariq Karim El Shabazz,4
Rebecca Rhynhart,0,0,0,14,14,5,0,2,0,0,4
Alan L Butkovitz,,0,0,4,5,3,2,0,1,0,4
Bobbie T Curry,,,0,0,0,0,0,0,0,0,4
Joe Khan,,,,3,0,0,0,0,0,0,4
Lawrence S Krasner,,,,,0,0,0,0,0,0,4
Rich Negrin,,,,,,1,0,0,0,0,4
John O Neill,,,,,,,1,0,0,0,4
Michael W Untermeyer,,,,,,,,0,0,0,4
Teresa Carr Deni,,,,,,,,,0,0,4
Tariq Karim El Shabazz,,,,,,,,,,0,4
Total,35,15,0,21,19,9,3,2,1,0,4
,City Controller - Democrat,,,District Attorney - Democrat,,,,,,,5
,Rebecca Rhynhart,Alan L Butkovitz,Bobbie T Curry,Lawrence S Krasner,Joe Khan,Rich Negrin,Michael W Untermeyer,John O Neill,Tariq Karim El Shabazz,Teresa Carr Deni,5
Rebecca Rhynhart,1,0,0,37,31,16,6,2,4,1,5
Alan L Butkovitz,,0,0,12,16,11,5,5,1,1,5
Bobbie T Curry,,,0,0,0,0,0,0,0,0,5
Lawrence S Krasner,,,,5,0,0,0,0,0,0,5
Joe Khan,,,,,5,0,0,0,0,0,5
Rich Negrin,,,,,,3,0,0,0,0,5
Michael W Untermeyer,,,,,,,1,0,0,0,5
John O Neill,,,,,,,,0,0,0,5
Tariq Karim El Shabazz,,,,,,,,,0,0,5
Teresa Carr Deni,,,,,,,,,,0,5
Total,98,51,0,54,52,30,12,7,5,2,5
,City Controller - Democrat,,,District Attorney - Democrat,,,,,,,6
,Rebecca Rhynhart,Alan L Butkovitz,Bobbie T Curry,Lawrence S Krasner,Joe Khan,Rich Negrin,John O Neill,Teresa Carr Deni,Tariq Karim El Shabazz,Michael W Untermeyer,6
Rebecca Rhynhart,0,0,0,35,13,10,1,2,1,0,6
Alan L Butkovitz,,0,0,3,4,1,2,0,0,0,6
Bobbie T Curry,,,0,0,0,0,0,0,0,0,6
Lawrence S Krasner,,,,2,0,0,0,0,0,0,6
Joe Khan,,,,,0,0,0,0,0,0,6
Rich Negrin,,,,,,0,0,0,0,0,6
John O Neill,,,,,,,1,0,0,0,6
Teresa Carr Deni,,,,,,,,0,0,0,6
Tariq Karim El Shabazz,,,,,,,,,0,0,6
Michael W Untermeyer,,,,,,,,,,0,6
Total,62,10,0,40,17,11,4,2,1,0,6
,City Controller - Democrat,,,District Attorney - Democrat,,,,,,,7
,Rebecca Rhynhart,Alan L Butkovitz,Bobbie T Curry,Lawrence S Krasner,Joe Khan,John O Neill,Rich Negrin,Teresa Carr Deni,Tariq Karim El Shabazz,Michael W Untermeyer,7
