col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Justice Of The Supreme Court - Democrat,Judge Of The Commonwealth Court - Democrat,,,,,,All
,Dwayne Woodruff,Ellen Ceisler,Joe Cosgrove,Timothy Barry,Todd Eagen,Irene M Clark,Bryan Barbin,All
Dwayne Woodruff,"15,048","75,402","36,872","28,772","24,319","11,101","1,865",All
Ellen Ceisler,,"5,718","18,413","10,857","21,100","9,025",885,All
Joe Cosgrove,,,"1,617","9,020","1,868",756,398,All
Timothy Barry,,,,"1,106","1,208",784,292,All
Todd Eagen,,,,,640,352,136,All
Irene M Clark,,,,,,362,256,All
Bryan Barbin,,,,,,,129,All
Total,"122,230","84,247","40,188","30,890","26,469","12,264","2,247",All
