col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,division
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,5,75,31,49,48,0,1,1,1,110,242,78,32,82,5,All
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,10,35,37,31,0,0,0,0,114,184,59,25,44,4,All
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,2,21,14,1,1,0,0,86,111,52,36,21,6,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,1,28,0,0,0,0,55,104,47,20,34,7,All
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,34,82,40,13,26,6,All
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,4,1,2,1,0,All
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,3,1,0,1,0,All
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,0,1,0,0,0,All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,0,0,0,All
Joe Cosgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,983,251,58,21,4,All
Ellen Ceisler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,203,106,153,11,All
Timothy Barry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,24,18,5,All
Todd Eagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,3,All
Irene M Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,All
Bryan Barbin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,847","1,808","1,735","1,540","1,235","1,108","1,085","1,068",951,885,781,769,763,722,552,485,454,423,374,366,355,345,333,275,210,158,117,6,5,3,2,"1,833","1,832",755,261,232,35,All
,Judge Of The Commonwealth Court - Democrat,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Joe Cosgrove,Ellen Ceisler,Timothy Barry,Todd Eagen,Irene M Clark,Bryan Barbin,Vikki Kristiansson,Stella Tsai,Vincent Furlong,Deborah Cianfrani,Daniel R Sulman,Shanese Johnson,Zac Shaffer,Lucretia C Clemons,Mark B Cohen,Rania Major,Jennifer Schultz,David Conroy,Deborah Canty,John Macoretta,Vincent Melchiorre,Leon Goodman,Crystal B Powell,Brian Mclaughlin,Danyl S Patterson,Lawrence J Bozzelli,Henry Mcgregor Sias,Wendi Barish,Mark J Moore,Terri M Booker,Bill Rice,Leonard Deutchman,Jon Marshall,Betsy Wahl,Christian Dicicco,Dawn M Tancredi,Matthew C Monroe,1
Joe Cosgrove,0,34,9,2,0,0,49,45,37,36,25,15,24,22,10,15,14,21,11,15,19,8,4,8,3,10,12,10,6,4,2,2,2,0,0,0,0,1
Ellen Ceisler,,0,6,5,4,0,33,33,27,25,36,25,26,30,17,14,21,22,14,11,20,12,9,6,11,5,7,12,7,7,4,5,4,0,0,0,0,1
Timothy Barry,,,1,0,1,0,10,9,7,7,2,14,2,1,6,11,7,0,4,11,0,4,3,9,2,10,7,1,1,3,1,1,3,0,0,0,0,1
Todd Eagen,,,,0,0,1,3,2,3,2,4,2,6,1,4,4,4,4,5,0,2,3,2,2,2,0,0,2,1,3,4,2,1,0,0,0,0,1
Irene M Clark,,,,,0,1,3,5,1,4,1,5,1,2,3,5,4,0,1,2,0,0,4,1,3,1,1,2,1,0,2,1,1,0,0,0,0,1
Bryan Barbin,,,,,,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1
Vikki Kristiansson,,,,,,,0,46,42,40,24,13,28,20,11,16,12,24,12,15,19,8,5,9,4,9,10,6,2,1,1,1,0,0,0,0,0,1
Stella Tsai,,,,,,,,1,36,38,24,14,21,19,12,16,14,19,7,12,17,3,7,7,3,10,10,8,4,3,2,1,2,0,0,0,0,1
Vincent Furlong,,,,,,,,,0,31,21,7,20,16,8,13,5,17,5,10,18,4,2,9,3,8,9,2,2,2,1,1,0,0,0,0,0,1
Deborah Cianfrani,,,,,,,,,,0,20,8,19,16,4,12,7,19,5,10,15,1,2,5,2,6,7,2,1,2,2,0,1,0,0,0,0,1
Daniel R Sulman,,,,,,,,,,,0,12,22,19,7,9,9,18,7,6,19,4,2,2,6,3,3,6,4,2,3,3,1,0,0,0,0,1
Shanese Johnson,,,,,,,,,,,,1,8,11,16,15,18,4,11,12,3,5,8,4,9,7,4,8,3,5,3,3,3,0,0,0,0,1
Zac Shaffer,,,,,,,,,,,,,0,16,6,5,6,22,12,4,21,7,4,2,5,1,0,3,1,3,3,3,0,0,0,0,0,1
Lucretia C Clemons,,,,,,,,,,,,,,0,9,5,9,17,7,2,15,7,8,1,8,0,2,7,3,5,1,2,2,0,0,0,0,1
Mark B Cohen,,,,,,,,,,,,,,,1,11,11,5,9,10,2,7,7,2,7,3,3,4,2,6,3,2,3,0,0,0,0,1
Rania Major,,,,,,,,,,,,,,,,1,12,3,8,15,2,4,6,10,4,12,11,3,3,4,3,0,2,0,0,0,0,1
Jennifer Schultz,,,,,,,,,,,,,,,,,0,5,11,9,3,8,6,2,3,5,4,11,5,4,3,4,5,0,0,0,0,1
David Conroy,,,,,,,,,,,,,,,,,,0,6,1,15,5,2,1,4,0,0,1,1,2,1,0,1,0,0,0,0,1
Deborah Canty,,,,,,,,,,,,,,,,,,,1,5,3,9,8,1,5,2,2,8,2,5,2,3,0,0,0,0,0,1
John Macoretta,,,,,,,,,,,,,,,,,,,,0,1,4,1,10,2,13,11,4,1,1,2,3,2,0,0,0,0,1
Vincent Melchiorre,,,,,,,,,,,,,,,,,,,,,1,3,1,0,2,0,0,3,1,1,1,2,0,0,0,0,0,1
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,1,5,2,5,1,3,4,3,1,3,4,2,0,0,0,0,1
Crystal B Powell,,,,,,,,,,,,,,,,,,,,,,,1,2,7,1,0,6,2,4,3,2,2,0,0,0,0,1
Brian Mclaughlin,,,,,,,,,,,,,,,,,,,,,,,,0,1,9,9,1,1,0,1,1,1,0,0,0,0,1
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,2,2,3,4,2,2,0,0,0,0,1
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,2,1,2,1,2,3,0,0,0,0,1
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,0,0,2,2,0,0,0,0,1
Wendi Barish,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,2,2,5,2,0,0,0,0,1
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,3,0,0,0,0,1
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,0,0,0,0,1
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,0,0,0,0,1
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,0,0,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,62,61,27,9,6,2,61,57,47,46,40,39,33,32,28,28,27,26,24,23,23,20,16,15,15,15,14,14,10,10,7,7,6,0,0,0,0,1
,Judge Of The Commonwealth Court - Democrat,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,Joe Cosgrove,Ellen Ceisler,Timothy Barry,Todd Eagen,Irene M Clark,Bryan Barbin,Stella Tsai,Deborah Cianfrani,Vikki Kristiansson,Vincent Furlong,Daniel R Sulman,Zac Shaffer,David Conroy,Lucretia C Clemons,Vincent Melchiorre,Mark B Cohen,Rania Major,Leon Goodman,Shanese Johnson,Brian Mclaughlin,Deborah Canty,Jennifer Schultz,John Macoretta,Crystal B Powell,Henry Mcgregor Sias,Lawrence J Bozzelli,Wendi Barish,Leonard Deutchman,Terri M Booker,Danyl S Patterson,Mark J Moore,Bill Rice,Jon Marshall,Christian Dicicco,Dawn M Tancredi,Betsy Wahl,Matthew C Monroe,2
Joe Cosgrove,1,52,9,0,1,1,71,69,67,66,49,51,50,43,43,14,11,10,13,13,7,5,12,6,8,11,4,6,4,3,3,2,2,1,1,0,0,2
Ellen Ceisler,,1,1,5,4,0,52,52,47,45,53,44,41,37,37,11,10,10,12,7,12,11,6,9,4,5,7,7,9,3,3,1,2,0,0,0,0,2
Timothy Barry,,,2,2,0,0,7,6,6,8,3,1,1,1,2,4,7,4,2,4,1,3,4,2,5,3,2,0,1,1,1,0,0,0,0,0,0,2
Todd Eagen,,,,0,2,1,5,2,5,2,6,4,2,2,2,2,6,7,1,1,6,5,2,5,2,0,5,3,1,1,1,1,0,0,0,0,0,2
Irene M Clark,,,,,1,0,7,5,4,2,3,3,3,2,4,2,4,0,3,2,1,5,0,3,0,0,3,2,4,0,1,1,0,0,0,0,0,2
Bryan Barbin,,,,,,0,2,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,2
Stella Tsai,,,,,,,1,72,65,60,47,43,43,39,39,11,15,7,15,13,6,9,12,7,7,9,7,5,6,3,3,2,2,1,0,0,0,2
Deborah Cianfrani,,,,,,,,0,69,61,49,49,45,42,40,9,13,4,11,8,5,8,10,4,9,7,7,2,6,1,2,1,0,1,0,0,0,2
Vikki Kristiansson,,,,,,,,,0,61,45,48,47,38,38,13,15,9,8,7,10,9,9,8,7,7,4,4,4,4,3,1,0,1,0,0,0,2
Vincent Furlong,,,,,,,,,,0,49,46,43,39,40,8,9,9,5,6,5,5,7,3,5,7,3,3,1,4,2,2,1,0,1,0,0,2
Daniel R Sulman,,,,,,,,,,,0,45,40,35,40,8,6,8,7,3,7,8,3,3,3,3,6,5,2,1,0,1,1,0,0,0,0,2
Zac Shaffer,,,,,,,,,,,,0,45,39,45,9,5,7,4,4,9,8,3,5,2,1,6,5,2,4,1,1,0,1,1,0,0,2
David Conroy,,,,,,,,,,,,,0,41,38,10,2,7,1,4,6,4,2,7,1,2,1,2,2,6,3,0,0,1,0,0,0,2
Lucretia C Clemons,,,,,,,,,,,,,,0,35,7,4,5,4,2,1,2,1,4,2,2,3,3,3,2,5,1,0,0,1,0,0,2
Vincent Melchiorre,,,,,,,,,,,,,,,0,7,3,2,1,5,2,4,2,2,1,2,3,4,0,1,1,1,0,1,1,0,0,2
Mark B Cohen,,,,,,,,,,,,,,,,2,8,8,5,6,4,5,3,7,1,3,2,5,3,4,2,0,1,0,0,0,0,2
Rania Major,,,,,,,,,,,,,,,,,0,5,8,9,6,8,9,7,8,6,5,4,4,1,2,1,0,0,0,0,0,2
Leon Goodman,,,,,,,,,,,,,,,,,,0,5,6,6,5,5,8,6,2,5,5,3,5,4,0,0,0,0,0,0,2
Shanese Johnson,,,,,,,,,,,,,,,,,,,1,4,4,7,3,5,2,2,6,2,5,1,2,1,0,0,0,0,0,2
Brian Mclaughlin,,,,,,,,,,,,,,,,,,,,0,0,2,10,6,7,7,2,5,3,1,1,0,1,0,0,0,0,2
Deborah Canty,,,,,,,,,,,,,,,,,,,,,0,9,1,7,1,0,5,2,2,4,0,1,1,0,1,0,0,2
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,,0,1,6,2,0,8,4,5,1,2,0,0,0,0,0,0,2
John Macoretta,,,,,,,,,,,,,,,,,,,,,,,1,3,9,6,0,3,3,1,1,0,1,0,0,0,0,2
Crystal B Powell,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,6,3,5,4,3,0,1,0,0,0,0,2
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,,0,5,2,1,3,0,2,0,0,0,0,0,0,2
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,5,1,1,0,1,1,0,0,0,0,2
Wendi Barish,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,0,2,0,0,0,0,0,0,2
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,1,1,0,0,0,0,2
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,1,1,0,0,0,0,2
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,2
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,2
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,94,73,17,12,9,2,90,83,81,77,61,61,57,50,49,26,23,20,19,17,17,17,17,16,12,12,12,11,11,7,6,3,2,1,1,0,0,2
,Judge Of The Commonwealth Court - Democrat,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
,Ellen Ceisler,Joe Cosgrove,Timothy Barry,Irene M Clark,Todd Eagen,Bryan Barbin,Stella Tsai,Deborah Cianfrani,Vikki Kristiansson,Lucretia C Clemons,Vincent Furlong,David Conroy,Daniel R Sulman,Zac Shaffer,Crystal B Powell,Leon Goodman,Deborah Canty,Vincent Melchiorre,Shanese Johnson,Wendi Barish,Jennifer Schultz,Henry Mcgregor Sias,Terri M Booker,Brian Mclaughlin,John Macoretta,Rania Major,Lawrence J Bozzelli,Mark B Cohen,Mark J Moore,Danyl S Patterson,Jon Marshall,Leonard Deutchman,Bill Rice,Matthew C Monroe,Dawn M Tancredi,Betsy Wahl,Christian Dicicco,3
Ellen Ceisler,1,32,7,7,5,0,40,35,31,42,25,28,27,26,22,20,19,21,15,20,16,13,13,10,10,9,7,8,11,5,6,3,4,1,1,0,0,3
Joe Cosgrove,,1,5,1,2,0,42,38,36,27,33,24,25,25,8,7,6,17,7,6,6,10,6,9,7,7,8,7,2,2,2,1,3,1,1,0,0,3
Timothy Barry,,,0,1,1,0,13,8,9,2,10,3,2,1,3,4,5,1,3,2,3,9,4,7,8,8,7,3,2,2,1,2,1,0,0,0,0,3
Irene M Clark,,,,0,0,3,8,8,5,4,1,4,5,3,5,2,8,4,7,5,4,0,5,3,4,3,4,3,1,0,2,1,0,1,0,0,0,3
Todd Eagen,,,,,0,0,6,4,2,2,2,6,4,2,5,5,5,2,5,1,4,1,2,1,2,2,1,2,1,5,2,1,0,1,0,0,0,3
Bryan Barbin,,,,,,0,1,2,2,0,0,0,1,1,0,0,2,2,1,1,0,0,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,3
Stella Tsai,,,,,,,1,46,46,28,32,27,28,23,13,8,17,22,11,11,12,15,10,13,13,14,13,9,4,2,4,2,3,2,1,0,0,3
Deborah Cianfrani,,,,,,,,0,42,29,31,23,20,23,15,8,11,22,11,13,10,12,12,8,9,11,10,10,7,2,2,2,1,2,0,0,0,3
Vikki Kristiansson,,,,,,,,,0,24,29,22,19,21,4,5,11,19,7,9,6,11,4,10,10,10,13,9,3,1,1,2,1,1,0,0,0,3
Lucretia C Clemons,,,,,,,,,,0,19,24,22,24,17,11,10,17,9,14,11,8,9,3,2,5,1,5,8,4,2,2,0,1,0,0,0,3
Vincent Furlong,,,,,,,,,,,0,17,16,18,4,4,6,15,6,4,5,9,3,6,9,9,9,3,1,2,1,0,0,0,0,0,0,3
David Conroy,,,,,,,,,,,,0,24,21,12,5,7,18,10,4,3,1,4,5,3,0,2,3,2,5,1,2,1,0,0,0,0,3
Daniel R Sulman,,,,,,,,,,,,,0,21,10,6,8,18,8,5,3,1,2,4,2,2,3,4,2,3,3,1,1,1,0,0,0,3
Zac Shaffer,,,,,,,,,,,,,,0,8,5,4,23,6,8,3,2,4,1,2,0,4,4,1,4,2,2,1,0,0,0,0,3
Crystal B Powell,,,,,,,,,,,,,,,1,13,10,4,11,10,8,5,12,1,2,4,3,5,6,7,3,2,2,0,0,0,0,3
Leon Goodman,,,,,,,,,,,,,,,,3,7,2,5,9,10,6,8,3,4,4,2,4,8,5,4,3,1,0,0,0,0,3
Deborah Canty,,,,,,,,,,,,,,,,,0,4,12,11,9,5,8,5,6,6,6,7,5,3,4,2,2,1,1,0,0,3
Vincent Melchiorre,,,,,,,,,,,,,,,,,,0,5,3,1,1,1,1,2,1,3,2,0,1,1,1,0,0,0,0,0,3
Shanese Johnson,,,,,,,,,,,,,,,,,,,4,3,2,2,4,2,5,7,4,5,3,6,2,0,0,2,0,0,0,3
Wendi Barish,,,,,,,,,,,,,,,,,,,,0,13,7,10,3,3,3,2,5,7,1,3,2,2,0,0,0,0,3
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,0,7,9,2,3,4,2,4,4,1,3,2,1,0,1,0,0,3
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,0,6,9,10,8,9,2,5,1,2,1,2,0,1,0,0,3
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,1,2,3,2,2,5,5,2,2,2,4,0,1,0,0,3
Brian Mclaughlin,,,,,,,,,,,,,,,,,,,,,,,,0,12,8,6,2,2,0,2,2,2,1,0,0,0,3
John Macoretta,,,,,,,,,,,,,,,,,,,,,,,,,0,10,8,5,2,1,3,2,2,1,0,0,0,3
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,6,1,0,1,0,0,2,0,0,0,3
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,1,1,0,1,1,0,1,0,0,3
Mark B Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,2,2,2,1,0,0,3
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,1,1,0,0,0,0,3
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,3
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,3
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,3
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,68,53,19,13,10,3,65,58,51,47,42,36,34,33,30,28,26,26,25,23,20,19,19,17,17,17,16,16,11,9,7,5,4,2,1,0,0,3
,Judge Of The Commonwealth Court - Democrat,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,Ellen Ceisler,Joe Cosgrove,Timothy Barry,Irene M Clark,Todd Eagen,Bryan Barbin,Stella Tsai,Vincent Furlong,Vikki Kristiansson,Deborah Cianfrani,Lucretia C Clemons,Mark B Cohen,Zac Shaffer,Daniel R Sulman,Rania Major,Shanese Johnson,Leon Goodman,David Conroy,Vincent Melchiorre,Deborah Canty,Brian Mclaughlin,Jennifer Schultz,Crystal B Powell,Danyl S Patterson,Lawrence J Bozzelli,John Macoretta,Henry Mcgregor Sias,Mark J Moore,Terri M Booker,Wendi Barish,Jon Marshall,Leonard Deutchman,Bill Rice,Betsy Wahl,Christian Dicicco,Dawn M Tancredi,Matthew C Monroe,4
Ellen Ceisler,1,30,9,4,5,1,34,31,30,26,34,18,26,27,14,17,18,24,19,19,7,13,14,13,4,6,3,8,8,8,4,6,3,0,0,0,0,4
Joe Cosgrove,,1,11,1,1,0,39,34,33,31,27,15,25,24,14,12,9,21,18,10,10,7,8,6,10,7,10,5,6,7,3,5,2,0,0,0,0,4
Timothy Barry,,,1,1,2,1,17,12,12,12,5,9,4,4,17,12,10,2,1,6,14,9,6,5,8,9,9,6,5,5,4,1,3,0,0,0,0,4
Irene M Clark,,,,0,0,0,4,2,1,2,4,3,1,1,3,4,5,1,1,3,1,1,2,2,1,1,1,1,2,1,3,0,0,0,0,0,0,4
Todd Eagen,,,,,0,0,0,2,4,2,2,5,4,2,1,1,5,3,1,4,1,0,3,3,1,2,1,1,0,1,1,1,0,0,0,0,0,4
Bryan Barbin,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4
Stella Tsai,,,,,,,1,35,32,34,31,11,22,24,15,15,11,21,19,11,9,7,7,5,7,7,8,6,4,9,2,2,1,0,0,0,0,4
Vincent Furlong,,,,,,,,0,32,34,25,10,21,18,14,13,9,21,18,9,12,7,9,7,8,8,10,1,4,1,2,2,3,0,0,0,0,4
Vikki Kristiansson,,,,,,,,,0,31,24,11,22,26,15,9,8,22,20,10,10,9,6,5,8,10,8,4,5,5,3,3,1,0,0,0,0,4
Deborah Cianfrani,,,,,,,,,,0,22,11,17,23,13,11,5,19,20,8,10,9,3,4,10,7,10,2,1,2,3,3,2,0,0,0,0,4
Lucretia C Clemons,,,,,,,,,,,0,12,26,22,6,11,12,20,22,11,3,4,12,6,0,2,0,6,5,7,3,0,0,0,0,0,0,4
Mark B Cohen,,,,,,,,,,,,1,12,5,9,12,11,6,5,12,6,8,9,8,7,5,5,4,4,5,3,2,2,0,0,0,0,4
Zac Shaffer,,,,,,,,,,,,,0,18,3,3,11,22,19,8,4,3,9,5,1,2,1,4,3,6,2,0,1,0,0,0,0,4
Daniel R Sulman,,,,,,,,,,,,,,0,4,2,5,21,17,4,1,5,2,2,2,4,2,3,2,5,1,2,1,0,0,0,0,4
Rania Major,,,,,,,,,,,,,,,1,14,7,2,2,8,12,12,6,6,12,10,11,4,6,3,4,5,2,0,0,0,0,4
Shanese Johnson,,,,,,,,,,,,,,,,1,7,2,2,6,6,8,9,8,5,4,5,5,4,2,3,3,1,0,0,0,0,4
