col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,Judge Of The Superior Court - Democrat,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,,All
,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Debbie Kunselman,Bill Caye,Matt Wolf,Marissa Brumbach,Sherman Toppin,George Twardy,Jon Marshall,Bill Rice,Betsy Wahl,Christian Dicicco,Crystal B Powell,All
Carolyn H Nichols,55,538,337,239,144,408,314,239,134,80,31,0,0,0,All
Maria Mclaughlin,,36,328,228,138,353,279,210,121,73,29,0,0,0,All
Geoff Moulton,,,6,162,80,199,209,86,94,44,15,0,0,0,All
Debbie Kunselman,,,,8,75,141,151,84,50,51,14,1,0,0,All
Bill Caye,,,,,2,81,60,80,29,48,17,1,0,0,All
Matt Wolf,,,,,,24,154,120,34,31,8,0,0,0,All
Marissa Brumbach,,,,,,,9,52,51,19,8,0,0,0,All
Sherman Toppin,,,,,,,,37,28,24,7,0,0,0,All
George Twardy,,,,,,,,,4,5,3,0,0,0,All
Jon Marshall,,,,,,,,,,4,7,0,0,0,All
Bill Rice,,,,,,,,,,,1,1,0,0,All
Betsy Wahl,,,,,,,,,,,,0,0,0,All
Christian Dicicco,,,,,,,,,,,,,0,0,All
Crystal B Powell,,,,,,,,,,,,,,0,All
Total,807,681,378,277,175,505,363,326,159,119,39,1,0,0,All
,Judge Of The Superior Court - Democrat,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,,1
,Maria Mclaughlin,Carolyn H Nichols,Geoff Moulton,Bill Caye,Debbie Kunselman,Matt Wolf,Marissa Brumbach,Sherman Toppin,George Twardy,Jon Marshall,Bill Rice,Betsy Wahl,Christian Dicicco,Crystal B Powell,1
Maria Mclaughlin,3,20,7,5,3,12,9,8,7,5,2,0,0,0,1
Carolyn H Nichols,,1,6,5,3,12,8,7,6,4,1,0,0,0,1
Geoff Moulton,,,0,1,1,5,4,1,2,1,0,0,0,0,1
Bill Caye,,,,0,2,3,4,0,1,2,1,0,0,0,1
Debbie Kunselman,,,,,2,3,0,0,0,2,1,0,0,0,1
Matt Wolf,,,,,,2,5,2,0,2,1,0,0,0,1
