col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,division
Jennifer Schultz,,,,,,,0,12,4,10,10,8,8,6,7,5,8,5,5,6,5,2,2,1,2,4,2,4,1,1,1,1,1,0,0,0,0,1
Stella Tsai,,,,,,,,0,4,9,9,9,10,7,6,3,6,7,2,3,4,3,2,3,1,2,2,2,1,1,0,1,0,0,0,0,0,1
Vincent Furlong,,,,,,,,,2,0,3,2,3,2,6,3,1,3,2,2,4,3,1,4,3,1,3,2,2,1,2,1,0,0,0,0,0,1
Lucretia C Clemons,,,,,,,,,,0,7,9,7,6,3,3,8,4,4,4,1,2,1,0,1,2,0,2,1,1,0,1,2,0,0,0,0,1
Vikki Kristiansson,,,,,,,,,,,0,6,5,2,6,2,6,2,5,4,2,4,2,2,2,2,0,2,1,1,0,1,2,0,0,0,0,1
Wendi Barish,,,,,,,,,,,,0,9,6,4,4,7,3,3,3,0,2,2,2,0,2,1,1,1,1,0,1,1,0,0,0,0,1
Deborah Canty,,,,,,,,,,,,,0,4,4,3,4,3,2,3,1,1,2,2,0,2,2,2,1,1,0,1,0,0,0,0,0,1
Henry Mcgregor Sias,,,,,,,,,,,,,,0,3,5,5,4,0,1,1,1,1,2,1,1,2,1,2,1,0,1,0,0,0,0,0,1
Deborah Cianfrani,,,,,,,,,,,,,,,0,2,1,3,2,2,3,3,3,4,2,4,2,3,2,0,1,1,0,0,0,0,0,1
Lawrence J Bozzelli,,,,,,,,,,,,,,,,0,4,3,2,0,2,1,2,1,1,1,2,0,1,2,1,0,1,0,0,0,0,1
Leon Goodman,,,,,,,,,,,,,,,,,0,2,4,4,0,1,0,0,1,1,0,1,1,1,1,0,2,0,0,0,0,1
Zac Shaffer,,,,,,,,,,,,,,,,,,0,1,0,4,3,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1
Leonard Deutchman,,,,,,,,,,,,,,,,,,,0,4,1,2,0,0,1,1,0,1,1,1,1,1,2,0,0,0,0,1
Mark J Moore,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,1,1,1,3,1,1,0,1,1,0,0,0,0,1
Vincent Melchiorre,,,,,,,,,,,,,,,,,,,,,0,2,0,1,1,1,2,1,0,1,1,0,0,0,0,0,0,1
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,1,0,1,0,2,1,0,0,0,0,1
Rania Major,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,0,2,0,0,0,0,0,0,0,0,1
Brian Mclaughlin,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,2,0,0,0,1,0,0,0,0,1
Crystal B Powell,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,1,0,0,0,0,0,0,1
Mark B Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,1,0,0,0,0,0,0,0,1
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,0,1
John Macoretta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
David Conroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,26,9,8,8,5,0,17,16,15,12,12,12,11,11,10,10,10,8,6,6,6,5,5,5,4,4,4,4,3,3,2,2,2,0,0,0,0,1
,Judge Of The Commonwealth Court - Democrat,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,Timothy Barry,Ellen Ceisler,Joe Cosgrove,Irene M Clark,Todd Eagen,Bryan Barbin,Brian Mclaughlin,Deborah Cianfrani,Stella Tsai,Vincent Furlong,Rania Major,Shanese Johnson,Lawrence J Bozzelli,Vikki Kristiansson,Jennifer Schultz,John Macoretta,Mark B Cohen,Daniel R Sulman,Henry Mcgregor Sias,Wendi Barish,Bill Rice,Deborah Canty,Leon Goodman,Lucretia C Clemons,Vincent Melchiorre,Zac Shaffer,Crystal B Powell,David Conroy,Leonard Deutchman,Danyl S Patterson,Jon Marshall,Terri M Booker,Betsy Wahl,Christian Dicicco,Dawn M Tancredi,Mark J Moore,Matthew C Monroe,2
Timothy Barry,1,4,5,0,0,0,9,6,2,4,4,5,4,4,2,4,4,2,3,3,2,1,2,1,2,3,0,1,2,0,1,1,0,0,0,0,0,2
Ellen Ceisler,,0,1,1,1,0,4,4,4,6,5,3,0,3,3,0,3,3,2,3,2,2,1,3,2,2,1,1,0,1,1,0,0,0,0,0,0,2
Joe Cosgrove,,,0,0,0,0,4,4,4,3,3,4,5,2,2,4,2,2,2,1,1,1,3,1,1,1,0,1,2,0,0,1,0,0,0,0,0,2
Irene M Clark,,,,0,0,0,0,1,1,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,2
Todd Eagen,,,,,0,0,0,1,2,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Bryan Barbin,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Brian Mclaughlin,,,,,,,0,6,2,4,4,4,3,3,2,5,4,2,3,3,1,1,1,1,1,3,0,0,1,0,1,0,0,0,0,0,0,2
Deborah Cianfrani,,,,,,,,0,3,4,5,5,4,4,3,4,3,0,4,4,2,2,1,1,3,2,1,2,1,1,0,1,0,0,0,0,0,2
Stella Tsai,,,,,,,,,0,4,3,3,1,3,2,2,2,2,2,1,0,3,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,2
Vincent Furlong,,,,,,,,,,0,5,2,2,3,2,2,3,2,3,2,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,2
Rania Major,,,,,,,,,,,0,2,2,3,2,2,3,2,4,3,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2
Shanese Johnson,,,,,,,,,,,,0,3,3,2,3,2,1,2,2,2,2,2,1,2,1,1,2,2,1,0,1,0,0,0,0,0,2
Lawrence J Bozzelli,,,,,,,,,,,,,0,2,2,3,1,0,2,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,2
Vikki Kristiansson,,,,,,,,,,,,,,0,1,2,1,0,3,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
Jennifer Schultz,,,,,,,,,,,,,,,0,1,1,1,0,2,0,1,1,1,2,2,2,1,0,1,0,0,0,0,0,0,0,2
John Macoretta,,,,,,,,,,,,,,,,0,2,1,2,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
Mark B Cohen,,,,,,,,,,,,,,,,,0,1,2,2,0,2,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,2
Daniel R Sulman,,,,,,,,,,,,,,,,,,0,0,0,0,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Wendi Barish,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2
Bill Rice,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,2
Deborah Canty,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,2
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,1,2,0,0,1,0,0,0,0,0,2
Lucretia C Clemons,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Vincent Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,1,1,0,1,0,0,0,0,0,2
Zac Shaffer,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2
Crystal B Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,2
David Conroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0,0,0,0,0,2
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,2
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,12,11,8,2,2,0,10,9,8,8,7,7,6,6,5,5,5,4,4,4,3,3,3,3,3,3,2,2,2,1,1,1,0,0,0,0,0,2
,Judge Of The Commonwealth Court - Democrat,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
,Ellen Ceisler,Joe Cosgrove,Timothy Barry,Todd Eagen,Irene M Clark,Bryan Barbin,Vikki Kristiansson,Stella Tsai,Jennifer Schultz,Deborah Canty,Vincent Furlong,Deborah Cianfrani,Henry Mcgregor Sias,Wendi Barish,Lawrence J Bozzelli,Mark B Cohen,Rania Major,Brian Mclaughlin,Lucretia C Clemons,Leon Goodman,Zac Shaffer,Daniel R Sulman,John Macoretta,David Conroy,Shanese Johnson,Vincent Melchiorre,Leonard Deutchman,Mark J Moore,Crystal B Powell,Danyl S Patterson,Bill Rice,Jon Marshall,Terri M Booker,Betsy Wahl,Christian Dicicco,Dawn M Tancredi,Matthew C Monroe,3
Ellen Ceisler,2,12,11,5,5,0,25,26,21,19,18,16,14,15,13,9,12,12,12,11,10,11,8,9,10,8,8,7,6,4,3,3,2,0,0,0,0,3
Joe Cosgrove,,1,0,0,0,0,9,9,6,4,6,2,5,5,4,2,3,6,6,4,5,5,2,3,3,1,2,2,1,2,1,2,0,0,0,0,0,3
Timothy Barry,,,0,0,0,0,7,6,4,4,6,5,5,1,5,3,5,5,1,2,1,0,6,1,1,0,2,3,1,0,1,1,0,0,0,0,0,3
Todd Eagen,,,,0,0,0,1,4,3,3,1,3,1,2,1,1,1,1,2,0,4,4,1,3,3,5,1,0,1,2,0,0,0,0,0,0,0,3
Irene M Clark,,,,,0,1,3,2,4,5,3,3,1,3,1,3,0,1,1,3,1,1,0,2,1,2,1,0,1,1,1,0,1,0,0,0,0,3
Bryan Barbin,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Vikki Kristiansson,,,,,,,0,21,17,17,11,12,12,12,13,7,12,8,8,6,3,7,8,5,7,3,8,3,5,0,1,2,2,0,0,0,0,3
Stella Tsai,,,,,,,,0,14,13,13,12,8,10,10,5,10,6,9,9,7,8,7,8,5,4,5,3,5,1,2,2,1,0,0,0,0,3
Jennifer Schultz,,,,,,,,,0,16,6,8,7,10,8,7,8,5,8,7,7,7,3,3,4,5,6,3,4,3,1,2,2,0,0,0,0,3
Deborah Canty,,,,,,,,,,0,6,8,6,12,6,6,6,5,4,5,4,5,3,4,4,5,8,2,4,2,2,1,1,0,0,0,0,3
Vincent Furlong,,,,,,,,,,,0,8,8,5,9,6,5,7,4,6,5,4,7,6,3,2,4,2,1,2,2,0,0,0,0,0,0,3
Deborah Cianfrani,,,,,,,,,,,,0,5,7,5,5,7,6,4,3,3,3,5,4,6,6,3,1,3,1,0,0,1,0,0,0,0,3
Henry Mcgregor Sias,,,,,,,,,,,,,0,5,9,9,7,5,6,1,5,2,6,2,3,3,2,3,1,1,1,0,0,0,0,0,0,3
Wendi Barish,,,,,,,,,,,,,,0,4,3,3,2,5,4,4,4,2,3,5,3,6,0,2,1,0,1,1,0,0,0,0,3
Lawrence J Bozzelli,,,,,,,,,,,,,,,0,6,8,6,3,4,2,3,6,2,3,2,5,1,0,2,0,1,1,0,0,0,0,3
Mark B Cohen,,,,,,,,,,,,,,,,0,5,4,1,4,2,1,5,2,2,4,2,1,0,2,1,0,0,0,0,0,0,3
Rania Major,,,,,,,,,,,,,,,,,0,5,3,5,2,3,5,2,3,1,4,2,2,1,0,1,1,0,0,0,0,3
Brian Mclaughlin,,,,,,,,,,,,,,,,,,0,2,2,3,3,5,2,4,2,3,2,1,1,1,2,0,0,0,0,0,3
Lucretia C Clemons,,,,,,,,,,,,,,,,,,,0,3,7,5,2,3,4,2,0,2,3,2,1,1,1,0,0,0,0,3
Leon Goodman,,,,,,,,,,,,,,,,,,,,0,2,3,3,5,1,1,3,1,1,3,1,2,1,0,0,0,0,3
Zac Shaffer,,,,,,,,,,,,,,,,,,,,,0,6,0,4,3,3,1,2,2,2,1,1,0,0,0,0,0,3
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,0,1,4,5,4,3,0,1,2,1,1,1,0,0,0,0,3
John Macoretta,,,,,,,,,,,,,,,,,,,,,,,0,2,1,2,0,1,1,2,1,1,0,0,0,0,0,3
David Conroy,,,,,,,,,,,,,,,,,,,,,,,,0,2,3,3,1,2,2,1,1,0,0,0,0,0,3
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,0,4,2,0,1,1,0,0,2,0,0,0,0,3
Vincent Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,3,1,0,0,0,0,0,0,3
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,0,3
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,2,1,0,0,0,0,0,3
Crystal B Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,1,0,0,0,0,3
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,3
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,3
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,46,16,12,7,6,2,30,29,25,21,20,18,18,16,15,14,14,13,13,12,12,11,11,10,10,10,9,7,6,5,3,3,2,0,0,0,0,3
,Judge Of The Commonwealth Court - Democrat,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,Ellen Ceisler,Joe Cosgrove,Timothy Barry,Todd Eagen,Irene M Clark,Bryan Barbin,Vincent Furlong,Vikki Kristiansson,Deborah Cianfrani,Jennifer Schultz,Stella Tsai,Vincent Melchiorre,Deborah Canty,Brian Mclaughlin,John Macoretta,Mark B Cohen,Lawrence J Bozzelli,Wendi Barish,Henry Mcgregor Sias,Rania Major,Shanese Johnson,Leon Goodman,Zac Shaffer,Daniel R Sulman,David Conroy,Lucretia C Clemons,Leonard Deutchman,Mark J Moore,Crystal B Powell,Terri M Booker,Danyl S Patterson,Jon Marshall,Betsy Wahl,Bill Rice,Christian Dicicco,Dawn M Tancredi,Matthew C Monroe,4
Ellen Ceisler,1,9,5,5,5,0,10,17,14,14,15,11,13,11,8,9,10,10,7,6,6,5,5,6,6,8,6,6,6,5,4,2,0,0,0,0,0,4
Joe Cosgrove,,0,7,0,0,0,9,10,10,8,8,6,8,5,6,6,8,5,7,4,5,5,3,2,3,3,4,4,2,2,1,2,0,0,0,0,0,4
Timothy Barry,,,0,1,0,0,7,4,7,7,3,6,5,6,9,8,7,3,3,3,2,4,3,2,1,1,2,3,1,2,1,1,0,0,0,0,0,4
Todd Eagen,,,,0,0,0,5,3,2,4,2,2,5,3,3,3,3,5,2,1,1,1,3,3,1,2,1,0,1,0,2,0,0,0,0,0,0,4
Irene M Clark,,,,,0,0,1,4,3,4,4,1,2,2,1,2,1,1,1,3,2,1,0,1,1,1,1,1,2,2,0,1,0,0,0,0,0,4
Bryan Barbin,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Vincent Furlong,,,,,,,3,10,10,9,7,7,7,7,8,8,9,5,6,4,5,5,7,6,4,3,3,2,0,1,3,1,0,0,0,0,0,4
Vikki Kristiansson,,,,,,,,0,12,10,14,7,12,6,6,5,11,9,7,4,7,5,3,6,5,7,4,3,5,5,2,2,0,0,0,0,0,4
Deborah Cianfrani,,,,,,,,,0,10,10,11,7,9,8,10,8,6,3,8,9,4,5,3,6,2,2,4,5,4,3,0,0,0,0,0,0,4
Jennifer Schultz,,,,,,,,,,0,11,6,12,6,9,10,6,10,4,6,6,5,2,5,1,5,3,4,4,3,1,2,0,0,0,0,0,4
Stella Tsai,,,,,,,,,,,0,4,11,5,4,5,4,8,7,7,7,1,2,5,2,6,3,2,3,4,1,2,0,0,0,0,0,4
Vincent Melchiorre,,,,,,,,,,,,0,3,9,10,7,6,4,3,3,2,4,7,3,6,2,3,5,2,4,2,0,0,0,0,0,0,4
Deborah Canty,,,,,,,,,,,,,0,4,3,6,7,9,6,5,4,4,1,4,2,5,4,3,3,3,2,3,0,0,0,0,0,4
Brian Mclaughlin,,,,,,,,,,,,,,1,10,7,10,3,5,5,1,4,3,3,1,2,3,3,2,2,1,1,0,0,0,0,0,4
John Macoretta,,,,,,,,,,,,,,,0,10,9,6,5,3,1,5,5,3,2,2,1,3,1,2,1,0,0,0,0,0,0,4
Mark B Cohen,,,,,,,,,,,,,,,,0,7,4,2,6,3,5,3,3,2,0,0,2,0,3,1,0,0,0,0,0,0,4
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,0,3,6,2,1,7,2,3,2,3,4,2,2,2,1,2,0,0,0,0,0,4
