col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,District Attorney - Democrat,,,,,,,All
,Stella Tsai,Deborah Cianfrani,Shanese Johnson,Vikki Kristiansson,Mark B Cohen,Zac Shaffer,Rania Major,Daniel R Sulman,Crystal B Powell,Deborah Canty,Henry Mcgregor Sias,Wendi Barish,Vincent Furlong,Lucretia C Clemons,Danyl S Patterson,Brian Mclaughlin,Jennifer Schultz,John Macoretta,Lawrence J Bozzelli,Vincent Melchiorre,David Conroy,Leon Goodman,Terri M Booker,Mark J Moore,Leonard Deutchman,Jon Marshall,Bill Rice,Matthew C Monroe,Betsy Wahl,Dawn M Tancredi,Christian Dicicco,Lawrence S Krasner,Joe Khan,Tariq Karim El Shabazz,Rich Negrin,Michael W Untermeyer,Teresa Carr Deni,John O Neill,All
Stella Tsai,2,248,201,188,80,142,131,137,114,101,138,112,94,112,111,101,94,96,96,96,103,56,31,25,22,20,12,1,0,0,0,171,62,50,63,28,28,5,All
Deborah Cianfrani,,3,205,139,74,95,137,92,119,79,98,66,90,59,91,93,70,89,87,75,82,41,40,22,10,15,17,0,0,0,0,116,46,38,51,30,34,5,All
Shanese Johnson,,,2,103,75,88,109,97,126,82,61,66,70,70,101,57,62,61,52,76,80,48,42,25,9,19,19,1,1,0,0,124,47,44,31,23,34,4,All
Vikki Kristiansson,,,,1,59,65,111,52,59,87,114,77,87,78,44,77,86,95,81,11,34,44,21,12,21,18,5,2,1,0,0,125,31,19,42,17,10,4,All
Mark B Cohen,,,,,2,59,64,52,52,59,46,41,69,42,36,52,45,36,40,25,23,48,29,23,12,15,19,2,0,0,0,90,31,38,26,26,7,1,All
Zac Shaffer,,,,,,1,30,119,76,68,47,66,28,73,92,25,45,16,24,106,85,66,17,18,19,14,8,0,0,0,0,104,25,30,16,14,21,3,All
Rania Major,,,,,,,1,36,42,62,84,49,82,41,23,90,56,81,78,16,8,32,22,15,10,11,17,2,0,0,0,64,38,23,42,22,10,1,All
Daniel R Sulman,,,,,,,,0,59,43,43,55,31,50,81,25,43,23,22,91,81,51,10,13,16,11,6,0,0,0,0,84,28,27,12,20,19,3,All
Crystal B Powell,,,,,,,,,1,72,17,47,31,67,91,19,48,15,9,59,71,43,47,23,3,22,17,1,0,0,0,95,19,22,12,8,28,6,All
Deborah Canty,,,,,,,,,,0,43,96,35,81,38,31,90,17,25,25,24,51,40,17,16,15,6,0,0,0,0,101,29,20,14,8,10,4,All
Henry Mcgregor Sias,,,,,,,,,,,0,50,83,53,18,82,47,87,82,13,10,24,14,15,10,6,2,0,0,0,0,87,28,13,34,19,1,1,All
Wendi Barish,,,,,,,,,,,,0,30,80,31,26,89,21,27,32,22,56,31,15,28,17,6,0,1,0,0,85,35,20,12,14,10,3,All
Vincent Furlong,,,,,,,,,,,,,0,23,21,82,30,77,78,11,16,32,12,16,16,10,8,0,1,0,0,54,26,16,38,26,7,5,All
