col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,division
,Judge Of The Superior Court - Democrat,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Debbie Kunselman,Bill Caye,Vikki Kristiansson,Stella Tsai,Shanese Johnson,Deborah Cianfrani,Vincent Furlong,Lucretia C Clemons,Zac Shaffer,Daniel R Sulman,Rania Major,David Conroy,Vincent Melchiorre,Deborah Canty,Danyl S Patterson,Wendi Barish,Crystal B Powell,Jennifer Schultz,Henry Mcgregor Sias,Leon Goodman,John Macoretta,Mark B Cohen,Lawrence J Bozzelli,Brian Mclaughlin,Terri M Booker,Mark J Moore,Leonard Deutchman,Jon Marshall,Bill Rice,Matthew C Monroe,Dawn M Tancredi,Christian Dicicco,Betsy Wahl,All
Carolyn H Nichols,14,728,620,483,130,526,570,441,442,306,344,308,297,235,230,225,214,223,215,208,203,194,180,170,156,152,146,99,84,46,48,34,2,2,1,0,All
Maria Mclaughlin,,9,616,478,135,483,553,400,427,271,316,284,296,216,228,222,213,198,207,183,195,188,165,157,130,143,140,93,69,50,44,32,2,2,0,0,All
Geoff Moulton,,,0,420,94,414,474,341,370,235,263,268,277,174,218,206,161,189,151,142,153,164,132,152,106,129,124,62,65,46,38,22,1,2,1,0,All
Debbie Kunselman,,,,2,63,320,381,286,292,165,227,232,244,129,188,193,150,151,162,128,158,109,113,93,63,86,76,65,52,38,36,23,2,1,1,0,All
Bill Caye,,,,,1,72,75,69,67,45,61,41,45,55,25,28,69,29,49,51,58,33,43,39,46,26,32,34,24,25,18,22,2,1,0,0,All
Vikki Kristiansson,,,,,,12,396,255,286,352,206,197,172,181,136,123,148,110,159,112,141,163,106,140,82,131,113,51,50,28,25,11,1,2,0,0,All
Stella Tsai,,,,,,,4,336,382,210,243,229,261,174,187,187,147,147,156,109,148,169,100,145,68,132,118,57,47,29,23,14,1,1,0,0,All
Shanese Johnson,,,,,,,,5,331,155,190,203,206,138,177,174,111,160,92,146,98,56,64,66,79,47,51,60,35,17,25,21,1,0,1,0,All
Deborah Cianfrani,,,,,,,,,2,181,167,179,188,177,164,172,99,130,93,112,97,110,50,108,62,104,97,59,23,15,14,10,2,1,0,0,All
Vincent Furlong,,,,,,,,,,2,57,95,97,120,90,90,46,55,28,49,38,108,56,118,53,108,105,24,16,18,18,13,1,0,1,0,All
Lucretia C Clemons,,,,,,,,,,,2,182,147,85,133,123,124,150,145,152,118,75,90,36,63,31,34,60,61,18,23,20,1,1,1,0,All
Zac Shaffer,,,,,,,,,,,,1,232,38,202,206,51,172,81,74,54,45,69,26,48,25,22,13,33,24,17,6,3,1,0,0,All
Daniel R Sulman,,,,,,,,,,,,,0,31,182,193,61,144,65,56,53,51,64,34,31,34,30,16,15,21,15,8,2,0,0,0,All
Rania Major,,,,,,,,,,,,,,2,21,25,88,35,86,82,74,94,34,104,65,93,99,48,15,13,13,14,0,1,0,0,All
David Conroy,,,,,,,,,,,,,,,0,173,35,162,26,64,20,17,41,17,26,12,20,14,17,7,15,5,0,1,0,0,All
Vincent Melchiorre,,,,,,,,,,,,,,,,1,26,142,33,51,21,14,39,12,22,12,23,12,14,18,13,5,2,0,0,0,All
Deborah Canty,,,,,,,,,,,,,,,,,0,41,132,93,121,41,71,33,50,36,30,52,29,28,18,14,2,1,0,0,All
Danyl S Patterson,,,,,,,,,,,,,,,,,,0,38,83,20,12,48,10,45,11,13,20,20,9,12,11,0,1,0,0,All
