col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,division
,Judge Of The Superior Court - Democrat,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Debbie Kunselman,Bill Caye,Stella Tsai,Vikki Kristiansson,Lucretia C Clemons,Jennifer Schultz,Henry Mcgregor Sias,Deborah Canty,Wendi Barish,Zac Shaffer,Daniel R Sulman,Leon Goodman,Deborah Cianfrani,Shanese Johnson,Mark B Cohen,Rania Major,Crystal B Powell,John Macoretta,Vincent Furlong,David Conroy,Lawrence J Bozzelli,Terri M Booker,Brian Mclaughlin,Danyl S Patterson,Leonard Deutchman,Mark J Moore,Vincent Melchiorre,Jon Marshall,Bill Rice,Dawn M Tancredi,Christian Dicicco,Matthew C Monroe,Betsy Wahl,All
Carolyn H Nichols,41,"2,673","2,126","1,863",473,"2,071","1,974","1,769","1,379","1,320","1,204","1,156","1,050",971,924,941,801,679,718,680,559,552,485,441,477,404,389,327,378,305,192,103,5,5,1,1,All
Maria Mclaughlin,,34,"2,165","1,897",471,"2,065","1,984","1,654","1,334","1,220","1,191","1,034","1,029",988,836,814,745,628,693,547,567,530,473,454,393,408,339,345,320,289,196,101,4,5,0,1,All
Geoff Moulton,,,6,"1,626",282,"1,695","1,601","1,373","1,072","1,060",899,820,881,877,681,605,549,466,474,390,471,432,417,360,269,322,302,262,253,233,162,81,4,4,1,0,All
Debbie Kunselman,,,,13,265,"1,524","1,431","1,239","1,149",911,942,891,748,771,634,603,535,369,466,375,391,344,360,315,277,267,222,264,239,235,138,58,5,5,1,1,All
Bill Caye,,,,,2,296,264,194,221,128,246,182,132,125,169,210,207,191,197,153,132,169,96,112,121,127,85,87,73,85,56,53,0,0,1,0,All
Stella Tsai,,,,,,16,"1,759","1,453","1,132","1,140",894,915,830,926,599,678,580,355,530,338,435,389,325,355,223,303,195,200,209,199,102,40,4,2,0,0,All
Vikki Kristiansson,,,,,,,20,"1,413","1,069","1,081",940,843,896,832,684,552,460,489,564,340,541,393,352,397,192,290,243,299,182,166,95,22,3,0,1,0,All
Lucretia C Clemons,,,,,,,,8,"1,047","1,021",766,880,821,762,663,409,371,266,272,468,219,193,317,163,317,122,231,160,325,195,104,47,3,1,0,0,All
