col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,District Attorney - Democrat,,,,,,,All
,Lawrence S Krasner,Tariq Karim El Shabazz,Michael W Untermeyer,Joe Khan,Rich Negrin,John O Neill,Teresa Carr Deni,All
Lawrence S Krasner,248,0,0,0,0,0,0,All
Tariq Karim El Shabazz,,209,0,0,0,0,0,All
Michael W Untermeyer,,,200,0,0,0,0,All
Joe Khan,,,,139,0,0,0,All
Rich Negrin,,,,,108,0,0,All
John O Neill,,,,,,46,0,All
Teresa Carr Deni,,,,,,,6,All
Total,248,209,200,139,108,46,6,All
,District Attorney - Democrat,,,,,,,1
,Lawrence S Krasner,Michael W Untermeyer,Tariq Karim El Shabazz,Joe Khan,Rich Negrin,John O Neill,Teresa Carr Deni,1
Lawrence S Krasner,17,0,0,0,0,0,0,1
Michael W Untermeyer,,11,0,0,0,0,0,1
Tariq Karim El Shabazz,,,11,0,0,0,0,1
Joe Khan,,,,8,0,0,0,1
Rich Negrin,,,,,5,0,0,1
John O Neill,,,,,,0,0,1
Teresa Carr Deni,,,,,,,0,1
Total,17,11,11,8,5,0,0,1
,District Attorney - Democrat,,,,,,,2
,Michael W Untermeyer,Lawrence S Krasner,Joe Khan,Tariq Karim El Shabazz,Rich Negrin,John O Neill,Teresa Carr Deni,2
Michael W Untermeyer,20,0,0,0,0,0,0,2
Lawrence S Krasner,,17,0,0,0,0,0,2
Joe Khan,,,11,0,0,0,0,2
Tariq Karim El Shabazz,,,,7,0,0,0,2
Rich Negrin,,,,,6,0,0,2
John O Neill,,,,,,1,0,2
Teresa Carr Deni,,,,,,,1,2
Total,20,17,11,7,6,1,1,2
,District Attorney - Democrat,,,,,,,3
,Lawrence S Krasner,Michael W Untermeyer,Tariq Karim El Shabazz,Rich Negrin,Joe Khan,John O Neill,Teresa Carr Deni,3
Lawrence S Krasner,12,0,0,0,0,0,0,3
Michael W Untermeyer,,11,0,0,0,0,0,3
Tariq Karim El Shabazz,,,11,0,0,0,0,3
Rich Negrin,,,,4,0,0,0,3
Joe Khan,,,,,3,0,0,3
John O Neill,,,,,,1,0,3
Teresa Carr Deni,,,,,,,0,3
Total,12,11,11,4,3,1,0,3
,District Attorney - Democrat,,,,,,,4
