col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Judge Of The Commonwealth Court - Republican,,Judge Of The Superior Court - Republican,,,,,All
,Christine Fizzano Cannon,Paul Lalley,Emil Giordano,Craig Stedman,Wade A Kagarise,Paula A Patrick,Mary Murray,All
Christine Fizzano Cannon,109,"5,946","6,020","5,815","5,012","4,135","2,493",All
Paul Lalley,,40,"5,925","5,708","4,945","3,850","2,434",All
Emil Giordano,,,188,"5,665","4,970","3,660","2,126",All
Craig Stedman,,,,107,"4,889","3,518","2,113",All
Wade A Kagarise,,,,,40,"2,854","1,524",All
Paula A Patrick,,,,,,387,"1,916",All
Mary Murray,,,,,,,64,All
Total,"7,595","7,174","7,359","6,861","5,726","5,393","2,995",All
