col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Judge Of The Commonwealth Court - Democrat,,,,,,District Attorney - Democrat,,,,,,,All
,Ellen Ceisler,Joe Cosgrove,Timothy Barry,Todd Eagen,Irene M Clark,Bryan Barbin,Lawrence S Krasner,Joe Khan,Rich Negrin,Michael W Untermeyer,John O Neill,Tariq Karim El Shabazz,Teresa Carr Deni,All
Ellen Ceisler,5,396,175,271,192,16,951,256,102,72,44,17,20,All
Joe Cosgrove,,2,104,59,10,6,391,134,77,42,31,11,10,All
Timothy Barry,,,4,12,6,3,183,77,61,24,6,7,6,All
Todd Eagen,,,,4,2,1,219,46,33,47,6,3,2,All
Irene M Clark,,,,,0,1,157,37,11,5,5,3,5,All
Bryan Barbin,,,,,,0,19,4,0,3,2,0,1,All
Lawrence S Krasner,,,,,,,235,0,0,0,0,0,0,All
Joe Khan,,,,,,,,65,0,0,0,0,0,All
Rich Negrin,,,,,,,,,53,0,0,0,0,All
Michael W Untermeyer,,,,,,,,,,55,0,0,0,All
John O Neill,,,,,,,,,,,27,0,0,All
Tariq Karim El Shabazz,,,,,,,,,,,,7,0,All
Teresa Carr Deni,,,,,,,,,,,,,4,All
Total,"1,471",702,370,361,224,29,"1,365",412,232,167,88,34,30,All
,District Attorney - Democrat,,,,,,,Judge Of The Commonwealth Court - Democrat,,,,,,1
,Lawrence S Krasner,Joe Khan,Rich Negrin,Michael W Untermeyer,John O Neill,Tariq Karim El Shabazz,Teresa Carr Deni,Ellen Ceisler,Joe Cosgrove,Todd Eagen,Timothy Barry,Irene M Clark,Bryan Barbin,1
Lawrence S Krasner,30,0,0,0,0,0,0,106,49,21,19,12,1,1
Joe Khan,,5,0,0,0,0,0,17,11,6,7,2,0,1
Rich Negrin,,,3,0,0,0,0,14,8,7,6,2,0,1
Michael W Untermeyer,,,,3,0,0,0,5,7,2,2,0,0,1
John O Neill,,,,,0,0,0,6,4,1,0,0,0,1
