col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Judge Of The Superior Court - Democrat,,,,,City Controller - Democrat,,,All
,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Debbie Kunselman,Bill Caye,Rebecca Rhynhart,Alan L Butkovitz,Bobbie T Curry,All
Carolyn H Nichols,"3,017","79,658","60,743","47,637","17,636","56,416","37,172","1,251",All
Maria Mclaughlin,,"2,464","62,040","48,197","17,739","56,436","38,116",944,All
Geoff Moulton,,,961,"40,881","12,758","40,076","27,720",707,All
Debbie Kunselman,,,,737,"8,828","33,400","17,823",490,All
Bill Caye,,,,,295,"11,813","7,789",249,All
Rebecca Rhynhart,,,,,,"7,251",0,0,All
Alan L Butkovitz,,,,,,,"5,559",0,All
Bobbie T Curry,,,,,,,,152,All
Total,"101,656","101,526","71,995","54,325","20,963","78,161","54,874","1,693",All
