col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,District Attorney - Democrat,,,,,,,All
,Stella Tsai,Deborah Cianfrani,Vikki Kristiansson,Vincent Furlong,Zac Shaffer,Daniel R Sulman,Lucretia C Clemons,Vincent Melchiorre,Deborah Canty,David Conroy,Shanese Johnson,Mark B Cohen,Rania Major,Brian Mclaughlin,John Macoretta,Lawrence J Bozzelli,Leon Goodman,Henry Mcgregor Sias,Crystal B Powell,Jennifer Schultz,Wendi Barish,Terri M Booker,Mark J Moore,Danyl S Patterson,Jon Marshall,Leonard Deutchman,Bill Rice,Christian Dicicco,Dawn M Tancredi,Matthew C Monroe,Betsy Wahl,Lawrence S Krasner,Joe Khan,Rich Negrin,Tariq Karim El Shabazz,Michael W Untermeyer,Teresa Carr Deni,John O Neill,All
Stella Tsai,2,434,430,367,236,248,225,215,108,202,125,92,154,118,117,113,59,122,53,72,67,37,25,20,19,23,13,2,1,0,0,290,74,104,60,29,13,4,All
Deborah Cianfrani,,0,402,372,217,220,224,205,102,186,118,102,145,121,114,116,49,113,56,74,61,42,27,19,18,20,17,2,1,0,0,280,68,71,49,25,10,4,All
Vikki Kristiansson,,,0,358,237,234,219,204,99,209,102,94,139,111,113,111,61,100,57,67,49,30,17,32,11,13,12,1,0,0,0,279,61,76,43,25,12,6,All
Vincent Furlong,,,,1,210,215,194,197,72,188,81,88,110,101,95,89,45,97,38,47,30,21,21,24,18,14,10,2,0,0,0,262,58,57,39,17,4,4,All
Zac Shaffer,,,,,0,231,198,216,52,205,29,65,27,19,13,20,43,20,35,29,32,14,14,28,14,17,11,1,1,1,0,197,37,28,33,9,5,3,All
Daniel R Sulman,,,,,,1,196,215,63,196,43,53,31,24,25,30,44,30,27,35,37,12,14,16,15,24,5,1,1,2,0,194,37,26,34,9,3,3,All
Lucretia C Clemons,,,,,,,1,177,69,190,59,56,38,17,10,13,39,20,58,47,39,34,26,27,17,3,11,3,2,0,0,200,30,16,44,4,7,3,All
Vincent Melchiorre,,,,,,,,1,48,186,32,42,29,19,18,20,42,13,20,24,25,15,14,15,8,18,8,1,1,1,0,177,28,28,24,7,4,1,All
Deborah Canty,,,,,,,,,3,38,92,78,63,38,32,39,74,31,74,82,73,38,27,32,21,22,14,0,2,2,0,107,41,15,60,13,10,4,All
David Conroy,,,,,,,,,,1,19,41,13,11,7,6,34,14,37,12,12,13,8,27,10,4,7,0,1,0,0,175,27,15,18,6,3,3,All
Shanese Johnson,,,,,,,,,,,2,82,97,63,53,55,56,45,74,67,55,50,27,25,23,8,21,1,1,0,0,92,33,43,42,19,9,4,All
Mark B Cohen,,,,,,,,,,,,4,62,65,43,46,61,42,57,59,35,21,20,31,24,17,14,1,1,0,0,78,57,30,30,28,4,2,All
Rania Major,,,,,,,,,,,,,3,112,104,111,45,98,43,44,44,24,19,16,13,13,14,1,0,0,0,65,33,74,33,16,8,3,All
Brian Mclaughlin,,,,,,,,,,,,,,3,102,104,39,88,21,28,18,12,12,13,17,18,10,1,0,0,0,41,40,52,27,23,2,4,All
John Macoretta,,,,,,,,,,,,,,,1,107,23,98,9,17,9,7,7,9,6,16,8,1,0,0,0,36,38,61,18,14,1,2,All
Lawrence J Bozzelli,,,,,,,,,,,,,,,,0,31,99,10,26,16,6,7,8,14,14,10,0,1,0,0,33,31,55,26,12,0,3,All
Leon Goodman,,,,,,,,,,,,,,,,,2,31,52,44,41,25,30,34,20,23,17,0,2,2,0,70,29,17,36,4,2,2,All
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,0,12,20,19,11,7,7,10,11,4,0,1,0,0,36,30,51,19,8,2,1,All
Crystal B Powell,,,,,,,,,,,,,,,,,,,1,48,41,55,31,37,23,4,16,1,1,0,0,69,18,9,28,5,8,2,All
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,0,64,31,16,14,18,18,11,0,1,1,0,52,22,11,24,11,13,4,All
Wendi Barish,,,,,,,,,,,,,,,,,,,,,0,29,19,8,13,14,10,0,1,1,0,51,22,4,29,6,7,3,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,1,21,12,17,4,13,2,0,0,0,30,16,8,18,1,10,0,All
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,1,12,13,6,15,1,0,0,0,30,11,5,18,4,5,0,All
