col_1,col_2,col_3,col_4,col_5,col_6,division
,Judge Of The Superior Court - Republican,,,,,All
,Emil Giordano,Craig Stedman,Paula A Patrick,Wade A Kagarise,Mary Murray,All
Emil Giordano,9,40,26,30,20,All
Craig Stedman,,5,24,28,22,All
Paula A Patrick,,,8,16,15,All
Wade A Kagarise,,,,1,14,All
Mary Murray,,,,,2,All
Total,54,49,39,34,28,All
,Judge Of The Superior Court - Republican,,,,,1
,Craig Stedman,Emil Giordano,Mary Murray,Paula A Patrick,Wade A Kagarise,1
Craig Stedman,0,1,1,1,0,1
Emil Giordano,,0,1,1,0,1
Mary Murray,,,0,1,0,1
Paula A Patrick,,,,0,0,1
Wade A Kagarise,,,,,0,1
Total,1,1,1,1,0,1
,Judge Of The Superior Court - Republican,,,,,2
,Emil Giordano,Craig Stedman,Mary Murray,Paula A Patrick,Wade A Kagarise,2
Emil Giordano,1,0,0,0,0,2
Craig Stedman,,0,0,0,0,2
Mary Murray,,,0,0,0,2
Paula A Patrick,,,,0,0,2
Wade A Kagarise,,,,,0,2
Total,1,0,0,0,0,2
,Judge Of The Superior Court - Republican,,,,,3
,Mary Murray,Paula A Patrick,Wade A Kagarise,Craig Stedman,Emil Giordano,3
Mary Murray,0,1,1,0,0,3
Paula A Patrick,,0,1,0,0,3
Wade A Kagarise,,,0,0,0,3
Craig Stedman,,,,0,0,3
Emil Giordano,,,,,0,3
Total,1,1,1,0,0,3
,Judge Of The Superior Court - Republican,,,,,4
,Craig Stedman,Emil Giordano,Mary Murray,Paula A Patrick,Wade A Kagarise,4
Craig Stedman,0,1,1,1,0,4
Emil Giordano,,0,1,1,0,4
Mary Murray,,,0,1,0,4
Paula A Patrick,,,,0,0,4
Wade A Kagarise,,,,,0,4
Total,1,1,1,1,0,4
,Judge Of The Superior Court - Republican,,,,,6
,Paula A Patrick,Craig Stedman,Emil Giordano,Mary Murray,Wade A Kagarise,6
Paula A Patrick,1,0,0,0,0,6
Craig Stedman,,0,0,0,0,6
Emil Giordano,,,0,0,0,6
Mary Murray,,,,0,0,6
Wade A Kagarise,,,,,0,6
Total,1,0,0,0,0,6
,Judge Of The Superior Court - Republican,,,,,7
,Emil Giordano,Craig Stedman,Mary Murray,Paula A Patrick,Wade A Kagarise,7
