col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,division
,Judge Of The Superior Court - Democrat,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Maria Mclaughlin,Carolyn H Nichols,Geoff Moulton,Debbie Kunselman,Bill Caye,Stella Tsai,Deborah Cianfrani,Vikki Kristiansson,Vincent Furlong,Zac Shaffer,Daniel R Sulman,Lucretia C Clemons,Vincent Melchiorre,Deborah Canty,David Conroy,Shanese Johnson,Mark B Cohen,Rania Major,Brian Mclaughlin,John Macoretta,Lawrence J Bozzelli,Leon Goodman,Henry Mcgregor Sias,Crystal B Powell,Jennifer Schultz,Wendi Barish,Terri M Booker,Mark J Moore,Danyl S Patterson,Jon Marshall,Leonard Deutchman,Bill Rice,Christian Dicicco,Dawn M Tancredi,Matthew C Monroe,Betsy Wahl,All
Maria Mclaughlin,17,449,536,221,143,491,465,448,409,266,267,266,244,200,220,195,180,197,171,143,142,122,131,113,123,97,71,55,58,41,36,35,3,1,1,0,All
Carolyn H Nichols,,13,355,217,144,348,292,279,233,151,148,155,126,188,108,199,177,209,153,142,141,129,128,124,118,103,73,55,59,47,33,36,2,1,0,0,All
Geoff Moulton,,,4,175,108,436,425,421,384,252,251,242,222,145,207,139,132,163,135,120,121,94,110,85,89,66,48,36,48,35,27,23,2,0,0,0,All
Debbie Kunselman,,,,1,74,162,143,147,111,76,89,80,62,117,43,88,83,98,70,59,71,73,65,62,88,75,41,28,27,25,28,20,0,1,3,0,All
Bill Caye,,,,,0,94,92,81,75,61,60,39,68,71,44,68,68,60,55,43,49,64,48,40,51,44,29,25,19,24,28,21,0,1,1,0,All
Stella Tsai,,,,,,6,434,430,367,236,248,225,215,108,202,125,92,154,118,117,113,59,122,53,72,67,37,25,20,19,23,13,2,1,0,0,All
Deborah Cianfrani,,,,,,,3,402,372,217,220,224,205,102,186,118,102,145,121,114,116,49,113,56,74,61,42,27,19,18,20,17,2,1,0,0,All
Vikki Kristiansson,,,,,,,,4,358,237,234,219,204,99,209,102,94,139,111,113,111,61,100,57,67,49,30,17,32,11,13,12,1,0,0,0,All
Vincent Furlong,,,,,,,,,1,210,215,194,197,72,188,81,88,110,101,95,89,45,97,38,47,30,21,21,24,18,14,10,2,0,0,0,All
Zac Shaffer,,,,,,,,,,1,231,198,216,52,205,29,65,27,19,13,20,43,20,35,29,32,14,14,28,14,17,11,1,1,1,0,All
Daniel R Sulman,,,,,,,,,,,1,196,215,63,196,43,53,31,24,25,30,44,30,27,35,37,12,14,16,15,24,5,1,1,2,0,All
Lucretia C Clemons,,,,,,,,,,,,9,177,69,190,59,56,38,17,10,13,39,20,58,47,39,34,26,27,17,3,11,3,2,0,0,All
Vincent Melchiorre,,,,,,,,,,,,,0,48,186,32,42,29,19,18,20,42,13,20,24,25,15,14,15,8,18,8,1,1,1,0,All
Deborah Canty,,,,,,,,,,,,,,13,38,92,78,63,38,32,39,74,31,74,82,73,38,27,32,21,22,14,0,2,2,0,All
David Conroy,,,,,,,,,,,,,,,0,19,41,13,11,7,6,34,14,37,12,12,13,8,27,10,4,7,0,1,0,0,All
Shanese Johnson,,,,,,,,,,,,,,,,4,82,97,63,53,55,56,45,74,67,55,50,27,25,23,8,21,1,1,0,0,All
Mark B Cohen,,,,,,,,,,,,,,,,,9,62,65,43,46,61,42,57,59,35,21,20,31,24,17,14,1,1,0,0,All
Rania Major,,,,,,,,,,,,,,,,,,2,112,104,111,45,98,43,44,44,24,19,16,13,13,14,1,0,0,0,All
Brian Mclaughlin,,,,,,,,,,,,,,,,,,,2,102,104,39,88,21,28,18,12,12,13,17,18,10,1,0,0,0,All
John Macoretta,,,,,,,,,,,,,,,,,,,,0,107,23,98,9,17,9,7,7,9,6,16,8,1,0,0,0,All
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,,,1,31,99,10,26,16,6,7,8,14,14,10,0,1,0,0,All
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,0,31,52,44,41,25,30,34,20,23,17,0,2,2,0,All
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,0,12,20,19,11,7,7,10,11,4,0,1,0,0,All
Crystal B Powell,,,,,,,,,,,,,,,,,,,,,,,,0,48,41,55,31,37,23,4,16,1,1,0,0,All
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,,,,,0,64,31,16,14,18,18,11,0,1,1,0,All
Wendi Barish,,,,,,,,,,,,,,,,,,,,,,,,,,1,29,19,8,13,14,10,0,1,1,0,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,12,17,4,13,2,0,0,0,All
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,12,13,6,15,1,0,0,0,All
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,6,5,1,0,0,0,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,8,0,0,0,0,All
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,0,1,0,All
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,All
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,All
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,All
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,816,658,634,264,184,603,537,524,464,326,320,314,282,259,257,255,247,247,205,181,169,168,158,145,142,122,87,75,74,56,48,42,3,3,3,0,All
,Judge Of The Superior Court - Democrat,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Maria Mclaughlin,Carolyn H Nichols,Geoff Moulton,Bill Caye,Debbie Kunselman,Stella Tsai,Deborah Cianfrani,Vincent Furlong,Vikki Kristiansson,Vincent Melchiorre,Daniel R Sulman,David Conroy,Deborah Canty,Brian Mclaughlin,Henry Mcgregor Sias,Lucretia C Clemons,Zac Shaffer,John Macoretta,Rania Major,Mark B Cohen,Lawrence J Bozzelli,Shanese Johnson,Crystal B Powell,Leon Goodman,Wendi Barish,Danyl S Patterson,Mark J Moore,Terri M Booker,Jennifer Schultz,Bill Rice,Jon Marshall,Leonard Deutchman,Betsy Wahl,Christian Dicicco,Dawn M Tancredi,Matthew C Monroe,1
Maria Mclaughlin,1,20,18,8,7,21,19,17,15,12,9,10,10,7,8,8,7,8,7,4,6,6,5,4,4,3,3,4,3,0,1,1,0,0,0,0,1
Carolyn H Nichols,,0,12,9,8,17,14,12,13,7,7,9,9,8,8,7,5,7,8,5,4,6,5,4,5,3,2,4,3,1,1,1,0,0,0,0,1
Geoff Moulton,,,0,4,4,17,15,13,11,8,8,8,4,7,6,7,5,6,4,3,5,2,3,2,1,1,1,2,1,0,0,0,0,0,0,0,1
Bill Caye,,,,0,5,8,6,2,5,4,3,4,6,4,2,3,2,3,3,1,1,3,2,2,4,2,0,2,2,1,0,0,0,0,0,0,1
Debbie Kunselman,,,,,0,8,6,3,6,2,4,3,5,2,4,3,2,2,4,0,1,2,2,2,3,1,0,2,3,0,0,0,0,0,0,0,1
Stella Tsai,,,,,,0,18,16,16,11,12,10,7,6,7,8,8,6,7,3,4,5,3,2,4,2,1,3,2,0,0,0,0,0,0,0,1
