col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,District Attorney - Democrat,,,,,,,All
,Vikki Kristiansson,Stella Tsai,Vincent Furlong,Mark B Cohen,Lucretia C Clemons,Zac Shaffer,Deborah Cianfrani,Daniel R Sulman,Crystal B Powell,Deborah Canty,Shanese Johnson,Brian Mclaughlin,Rania Major,Vincent Melchiorre,David Conroy,Jennifer Schultz,Leon Goodman,Lawrence J Bozzelli,John Macoretta,Wendi Barish,Henry Mcgregor Sias,Terri M Booker,Mark J Moore,Danyl S Patterson,Jon Marshall,Leonard Deutchman,Bill Rice,Dawn M Tancredi,Betsy Wahl,Matthew C Monroe,Christian Dicicco,Lawrence S Krasner,Rich Negrin,Joe Khan,Tariq Karim El Shabazz,Michael W Untermeyer,John O Neill,Teresa Carr Deni,All
Vikki Kristiansson,3,442,408,191,276,294,217,255,239,175,144,153,195,212,243,149,110,149,144,109,140,65,40,60,34,40,16,0,1,0,0,176,136,123,77,59,28,15,All
Stella Tsai,,4,346,186,274,242,233,242,226,180,164,177,198,194,197,154,103,150,139,127,136,81,53,36,39,39,25,1,0,0,0,158,145,117,85,67,23,15,All
Vincent Furlong,,,0,184,228,276,171,234,206,100,120,170,147,224,234,86,109,129,138,54,115,47,47,49,38,28,24,0,0,0,0,134,125,103,68,57,36,9,All
Mark B Cohen,,,,10,100,116,162,91,113,173,147,156,141,72,78,133,129,104,99,79,86,98,53,57,50,36,46,0,0,0,0,147,102,118,65,73,38,7,All
Lucretia C Clemons,,,,,0,226,71,219,244,119,122,47,77,198,214,90,84,33,38,87,38,82,71,51,40,17,26,2,0,0,0,145,60,59,72,35,17,4,All
Zac Shaffer,,,,,,1,53,253,195,95,51,37,57,226,234,64,108,31,52,54,20,37,38,47,34,32,17,2,0,1,0,112,64,63,53,32,28,7,All
Deborah Cianfrani,,,,,,,1,53,77,145,151,173,183,58,38,135,66,143,129,105,122,73,40,24,31,25,24,0,1,0,0,84,95,91,47,42,19,12,All
Daniel R Sulman,,,,,,,,0,166,74,51,57,55,213,198,56,73,30,39,54,27,41,28,20,33,37,22,0,0,0,0,93,63,56,50,33,26,6,All
Crystal B Powell,,,,,,,,,2,121,102,34,77,158,191,74,89,20,21,68,21,87,48,69,31,5,21,0,0,0,0,129,43,43,59,32,16,11,All
Deborah Canty,,,,,,,,,,2,150,77,117,47,58,176,111,63,55,135,52,87,45,60,37,49,32,1,0,1,0,131,59,64,67,21,12,14,All
Shanese Johnson,,,,,,,,,,,1,95,138,38,35,104,72,76,63,78,61,90,53,51,42,20,31,1,0,0,0,118,59,64,81,33,7,5,All
Brian Mclaughlin,,,,,,,,,,,,0,139,59,46,74,66,147,137,49,116,37,33,23,30,31,29,1,0,0,0,54,105,68,31,40,28,8,All
Rania Major,,,,,,,,,,,,,1,35,27,103,67,125,106,70,112,64,28,23,28,24,22,1,1,0,0,93,90,62,55,25,9,3,All
Vincent Melchiorre,,,,,,,,,,,,,,0,199,52,62,36,35,42,21,29,29,21,21,30,21,2,0,1,0,63,66,50,50,27,28,5,All
David Conroy,,,,,,,,,,,,,,,0,33,69,31,37,28,19,28,33,46,23,16,22,1,0,0,0,81,48,45,39,29,33,9,All
Jennifer Schultz,,,,,,,,,,,,,,,,1,80,57,53,132,56,69,44,21,33,54,27,1,0,1,0,82,58,63,49,16,14,13,All
