col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Judge Of The Court Of Common Pleas - Republican,Judge Of The Superior Court - Republican,,,,,All
,Vincent Furlong,Craig Stedman,Emil Giordano,Wade A Kagarise,Paula A Patrick,Mary Murray,All
Vincent Furlong,2,110,106,99,82,43,All
Craig Stedman,,3,97,90,66,35,All
Emil Giordano,,,3,89,66,32,All
Wade A Kagarise,,,,1,62,25,All
Paula A Patrick,,,,,3,27,All
Mary Murray,,,,,,0,All
Total,141,120,116,105,89,43,All
,Judge Of The Superior Court - Republican,,,,,Judge Of The Court Of Common Pleas - Republican,2
,Craig Stedman,Emil Giordano,Mary Murray,Paula A Patrick,Wade A Kagarise,Vincent Furlong,2
Craig Stedman,0,1,1,1,0,1,2
Emil Giordano,,0,1,1,0,1,2
Mary Murray,,,0,1,0,1,2
Paula A Patrick,,,,0,0,1,2
Wade A Kagarise,,,,,0,0,2
Vincent Furlong,,,,,,0,2
Total,1,1,1,1,0,1,2
,Judge Of The Superior Court - Republican,,,,,Judge Of The Court Of Common Pleas - Republican,3
,Craig Stedman,Emil Giordano,Wade A Kagarise,Mary Murray,Paula A Patrick,Vincent Furlong,3
Craig Stedman,0,2,2,1,0,2,3
Emil Giordano,,0,2,1,0,2,3
Wade A Kagarise,,,0,1,0,2,3
Mary Murray,,,,0,0,1,3
Paula A Patrick,,,,,0,0,3
Vincent Furlong,,,,,,0,3
Total,2,2,2,1,0,2,3
,Judge Of The Superior Court - Republican,,,,,Judge Of The Court Of Common Pleas - Republican,4
,Craig Stedman,Emil Giordano,Paula A Patrick,Mary Murray,Wade A Kagarise,Vincent Furlong,4
Craig Stedman,0,3,3,2,2,4,4
Emil Giordano,,0,3,1,2,3,4
Paula A Patrick,,,0,1,2,3,4
Mary Murray,,,,0,0,2,4
Wade A Kagarise,,,,,0,2,4
Vincent Furlong,,,,,,0,4
Total,4,3,3,2,2,4,4
,Judge Of The Superior Court - Republican,,,,,Judge Of The Court Of Common Pleas - Republican,5
,Craig Stedman,Emil Giordano,Wade A Kagarise,Mary Murray,Paula A Patrick,Vincent Furlong,5
Craig Stedman,0,3,3,2,1,4,5
Emil Giordano,,0,2,2,0,2,5
Wade A Kagarise,,,0,2,0,3,5
Mary Murray,,,,0,0,2,5
Paula A Patrick,,,,,0,1,5
Vincent Furlong,,,,,,0,5
Total,5,3,3,2,1,4,5
,Judge Of The Court Of Common Pleas - Republican,Judge Of The Superior Court - Republican,,,,,6
,Vincent Furlong,Emil Giordano,Paula A Patrick,Wade A Kagarise,Craig Stedman,Mary Murray,6
Vincent Furlong,0,4,4,4,3,3,6
Emil Giordano,,0,2,2,2,1,6
Paula A Patrick,,,0,4,2,2,6
Wade A Kagarise,,,,0,2,2,6
Craig Stedman,,,,,0,0,6
Mary Murray,,,,,,0,6
Total,7,4,4,4,3,3,6
,Judge Of The Court Of Common Pleas - Republican,Judge Of The Superior Court - Republican,,,,,7
,Vincent Furlong,Craig Stedman,Emil Giordano,Paula A Patrick,Mary Murray,Wade A Kagarise,7
Vincent Furlong,0,4,4,2,2,1,7
Craig Stedman,,0,3,2,2,1,7
Emil Giordano,,,0,2,2,1,7
Paula A Patrick,,,,1,2,0,7
Mary Murray,,,,,0,0,7
Wade A Kagarise,,,,,,0,7
Total,5,4,4,3,2,1,7
,Judge Of The Superior Court - Republican,,,,,Judge Of The Court Of Common Pleas - Republican,8
,Craig Stedman,Emil Giordano,Wade A Kagarise,Paula A Patrick,Mary Murray,Vincent Furlong,8
Craig Stedman,1,7,8,6,1,6,8
Emil Giordano,,0,8,6,1,7,8
Wade A Kagarise,,,0,7,2,7,8
Paula A Patrick,,,,0,2,5,8
Mary Murray,,,,,0,2,8
Vincent Furlong,,,,,,0,8
Total,9,9,9,7,2,8,8
,Judge Of The Superior Court - Republican,,,,,Judge Of The Court Of Common Pleas - Republican,9
,Craig Stedman,Emil Giordano,Mary Murray,Paula A Patrick,Wade A Kagarise,Vincent Furlong,9
Craig Stedman,0,0,0,0,0,1,9
Emil Giordano,,0,0,0,0,0,9
Mary Murray,,,0,0,0,0,9
Paula A Patrick,,,,0,0,0,9
Wade A Kagarise,,,,,0,0,9
Vincent Furlong,,,,,,0,9
Total,1,0,0,0,0,1,9
,Judge Of The Superior Court - Republican,,,,,Judge Of The Court Of Common Pleas - Republican,10
,Craig Stedman,Emil Giordano,Wade A Kagarise,Paula A Patrick,Mary Murray,Vincent Furlong,10
Craig Stedman,0,4,4,3,2,5,10
Emil Giordano,,0,3,2,1,4,10
Wade A Kagarise,,,0,2,1,4,10
Paula A Patrick,,,,0,2,3,10
Mary Murray,,,,,0,2,10
Vincent Furlong,,,,,,0,10
Total,5,4,4,3,2,5,10
,Judge Of The Superior Court - Republican,,,,,Judge Of The Court Of Common Pleas - Republican,11
,Emil Giordano,Craig Stedman,Wade A Kagarise,Paula A Patrick,Mary Murray,Vincent Furlong,11
Emil Giordano,1,2,2,1,0,2,11
Craig Stedman,,0,2,1,0,2,11
Wade A Kagarise,,,0,1,0,2,11
Paula A Patrick,,,,0,0,1,11
Mary Murray,,,,,0,0,11
Vincent Furlong,,,,,,0,11
Total,3,2,2,1,0,2,11
,Judge Of The Superior Court - Republican,,,,,Judge Of The Court Of Common Pleas - Republican,12
,Emil Giordano,Paula A Patrick,Craig Stedman,Mary Murray,Wade A Kagarise,Vincent Furlong,12
Emil Giordano,0,5,5,4,4,5,12
Paula A Patrick,,2,3,3,3,4,12
Craig Stedman,,,1,2,3,3,12
Mary Murray,,,,0,2,4,12
Wade A Kagarise,,,,,0,3,12
Vincent Furlong,,,,,,0,12
Total,7,7,6,4,4,5,12
,Judge Of The Superior Court - Republican,,,,,Judge Of The Court Of Common Pleas - Republican,13
,Paula A Patrick,Wade A Kagarise,Craig Stedman,Emil Giordano,Mary Murray,Vincent Furlong,13
Paula A Patrick,0,2,1,1,1,3,13
Wade A Kagarise,,0,1,1,1,2,13
Craig Stedman,,,0,0,1,1,13
Emil Giordano,,,,0,0,1,13
Mary Murray,,,,,0,1,13
Vincent Furlong,,,,,,0,13
Total,3,2,1,1,1,3,13
,Judge Of The Court Of Common Pleas - Republican,Judge Of The Superior Court - Republican,,,,,14
,Vincent Furlong,Craig Stedman,Emil Giordano,Wade A Kagarise,Paula A Patrick,Mary Murray,14
Vincent Furlong,0,7,6,7,5,4,14
Craig Stedman,,0,5,6,4,4,14
Emil Giordano,,,1,5,3,2,14
Wade A Kagarise,,,,0,4,3,14
Paula A Patrick,,,,,0,3,14
Mary Murray,,,,,,0,14
Total,8,7,7,7,5,4,14
,Judge Of The Court Of Common Pleas - Republican,Judge Of The Superior Court - Republican,,,,,15
