col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Vikki Kristiansson,Stella Tsai,Deborah Cianfrani,Vincent Furlong,Zac Shaffer,Mark B Cohen,Lucretia C Clemons,Shanese Johnson,Daniel R Sulman,John Macoretta,David Conroy,Leon Goodman,Rania Major,Vincent Melchiorre,Deborah Canty,Leonard Deutchman,Brian Mclaughlin,Danyl S Patterson,Henry Mcgregor Sias,Lawrence J Bozzelli,Crystal B Powell,Wendi Barish,Terri M Booker,Jennifer Schultz,Mark J Moore,Jon Marshall,Bill Rice,Matthew C Monroe,Dawn M Tancredi,Christian Dicicco,Betsy Wahl,All
Vikki Kristiansson,25,361,363,324,262,149,181,118,194,185,221,119,145,183,119,124,103,82,112,104,55,42,37,45,23,17,9,1,0,1,1,All
Stella Tsai,,65,367,310,209,89,200,114,221,126,176,71,149,197,63,78,98,44,109,108,42,69,29,56,35,17,21,2,1,2,1,All
Deborah Cianfrani,,,20,304,193,105,189,127,209,131,167,73,162,186,68,65,96,31,112,106,66,53,55,61,34,16,12,1,0,1,1,All
Vincent Furlong,,,,10,194,86,153,94,187,107,162,50,120,182,50,56,89,27,95,93,33,17,23,23,23,18,13,0,1,2,1,All
Zac Shaffer,,,,,2,95,170,57,207,80,223,130,36,200,97,110,29,86,13,23,43,46,24,28,18,13,9,2,3,0,0,All
Mark B Cohen,,,,,,55,55,103,46,115,68,116,96,31,114,75,60,84,47,50,61,36,33,33,32,21,16,0,0,1,0,All
Lucretia C Clemons,,,,,,,10,85,165,28,172,84,51,145,59,33,19,65,20,19,84,60,55,50,53,26,24,0,0,1,1,All
Shanese Johnson,,,,,,,,27,49,72,29,97,123,25,93,33,67,54,49,61,81,53,58,58,44,22,23,1,0,1,0,All
Daniel R Sulman,,,,,,,,,10,36,162,59,47,199,47,65,26,30,20,23,19,48,18,35,17,8,4,2,2,0,0,All
John Macoretta,,,,,,,,,,22,56,89,116,21,82,66,104,61,102,114,23,20,20,22,24,15,9,1,0,0,0,All
David Conroy,,,,,,,,,,,0,99,15,158,68,87,5,84,3,11,37,25,23,14,17,11,10,1,1,0,0,All
Leon Goodman,,,,,,,,,,,,11,48,53,108,89,40,103,33,28,69,63,51,55,56,22,21,3,2,0,0,All
Rania Major,,,,,,,,,,,,,15,24,57,25,103,31,97,112,47,41,30,46,22,9,18,0,0,0,0,All
Vincent Melchiorre,,,,,,,,,,,,,,1,30,58,15,22,13,16,11,33,19,21,13,10,7,2,3,0,0,All
Deborah Canty,,,,,,,,,,,,,,,8,79,23,89,15,23,59,47,41,61,34,18,12,2,0,1,0,All
Leonard Deutchman,,,,,,,,,,,,,,,,23,14,57,12,18,12,29,10,28,13,11,4,0,1,0,0,All
Brian Mclaughlin,,,,,,,,,,,,,,,,,8,10,90,101,19,22,16,17,24,11,8,0,0,0,0,All
Danyl S Patterson,,,,,,,,,,,,,,,,,,10,1,8,49,36,24,16,24,16,14,0,0,1,1,All
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,11,94,19,22,19,22,21,2,4,0,0,0,0,All
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,,3,13,21,9,11,21,10,9,0,0,0,0,All
Crystal B Powell,,,,,,,,,,,,,,,,,,,,,3,47,62,40,52,20,19,0,0,1,1,All
Wendi Barish,,,,,,,,,,,,,,,,,,,,,,1,37,60,32,15,10,2,3,0,0,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,11,40,44,13,12,0,1,1,0,All
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,,,,3,40,8,7,1,1,0,0,All
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,5,18,20,1,1,1,0,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,2,14,0,1,0,0,All
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,1,0,All
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,All
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,All
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,561,558,518,412,355,340,323,308,307,292,282,276,261,252,237,211,176,174,171,169,157,135,133,126,115,58,49,4,3,2,1,All
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Stella Tsai,Deborah Cianfrani,Mark B Cohen,Leon Goodman,Lucretia C Clemons,Vikki Kristiansson,Zac Shaffer,Daniel R Sulman,David Conroy,Vincent Furlong,Jennifer Schultz,John Macoretta,Shanese Johnson,Crystal B Powell,Henry Mcgregor Sias,Vincent Melchiorre,Wendi Barish,Brian Mclaughlin,Deborah Canty,Leonard Deutchman,Rania Major,Bill Rice,Danyl S Patterson,Lawrence J Bozzelli,Mark J Moore,Terri M Booker,Jon Marshall,Betsy Wahl,Christian Dicicco,Dawn M Tancredi,Matthew C Monroe,1
Stella Tsai,1,9,4,2,6,6,6,5,5,6,3,2,3,2,1,4,2,1,1,1,3,1,1,2,0,0,1,0,0,0,0,1
Deborah Cianfrani,,1,2,3,7,6,6,5,5,5,4,1,2,3,3,4,3,1,1,1,2,0,1,1,2,2,0,0,0,0,0,1
Mark B Cohen,,,4,2,1,2,2,0,1,0,1,2,2,2,0,0,1,0,2,2,1,1,2,1,0,0,1,0,0,0,0,1
Leon Goodman,,,,1,2,2,2,0,1,1,2,3,0,3,2,0,2,2,1,2,0,1,2,0,2,2,0,0,0,0,0,1
Lucretia C Clemons,,,,,0,4,5,5,5,3,3,0,0,3,2,4,2,0,0,0,0,1,0,0,2,2,0,0,0,0,0,1
Vikki Kristiansson,,,,,,0,5,4,5,3,0,3,1,0,1,4,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1
Zac Shaffer,,,,,,,0,5,6,3,1,1,0,1,0,4,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,1
Daniel R Sulman,,,,,,,,1,5,3,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
David Conroy,,,,,,,,,0,3,1,1,0,0,0,4,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
Vincent Furlong,,,,,,,,,,0,2,1,1,0,1,2,1,1,1,0,2,0,0,1,0,0,0,0,0,0,0,1
Jennifer Schultz,,,,,,,,,,,0,1,2,2,2,0,4,0,1,0,2,0,0,1,2,2,1,0,0,0,0,1
John Macoretta,,,,,,,,,,,,0,1,0,1,0,1,2,1,1,2,0,1,2,0,0,1,0,0,0,0,1
Shanese Johnson,,,,,,,,,,,,,2,0,0,0,2,0,1,0,2,0,0,1,0,0,1,0,0,0,0,1
Crystal B Powell,,,,,,,,,,,,,,0,2,0,2,0,0,1,0,1,1,0,2,2,0,0,0,0,0,1
Henry Mcgregor Sias,,,,,,,,,,,,,,,1,0,2,1,0,0,1,0,0,1,2,2,0,0,0,0,0,1
Vincent Melchiorre,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Wendi Barish,,,,,,,,,,,,,,,,,0,0,1,0,2,0,0,1,2,2,1,0,0,0,0,1
Brian Mclaughlin,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
Deborah Canty,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0,0,0,0,0,0,0,0,1
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,1,0,0,2,0,0,0,0,0,0,0,0,1
Rania Major,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,1,0,0,0,0,1
Bill Rice,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,0,0,1
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,13,12,10,9,8,8,7,6,6,6,5,5,5,4,4,4,4,3,3,3,3,2,2,2,2,2,1,0,0,0,0,1
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,Vikki Kristiansson,Deborah Cianfrani,Stella Tsai,Zac Shaffer,Vincent Furlong,Daniel R Sulman,Shanese Johnson,Terri M Booker,John Macoretta,Lucretia C Clemons,Mark B Cohen,Vincent Melchiorre,Leon Goodman,David Conroy,Leonard Deutchman,Rania Major,Crystal B Powell,Deborah Canty,Lawrence J Bozzelli,Wendi Barish,Brian Mclaughlin,Jennifer Schultz,Mark J Moore,Danyl S Patterson,Henry Mcgregor Sias,Jon Marshall,Bill Rice,Dawn M Tancredi,Matthew C Monroe,Betsy Wahl,Christian Dicicco,2
Vikki Kristiansson,1,27,24,22,20,17,12,12,12,14,10,13,7,15,10,11,7,7,8,7,7,5,2,4,5,1,0,0,0,0,0,2
Deborah Cianfrani,,2,23,16,19,19,11,11,12,14,4,14,8,14,5,10,7,4,8,2,6,8,2,1,4,1,0,0,0,0,0,2
Stella Tsai,,,2,17,20,19,4,8,6,11,1,16,5,14,7,5,1,1,7,3,4,3,2,0,4,1,0,1,1,0,0,2
Zac Shaffer,,,,0,15,20,7,10,6,14,5,16,9,17,10,4,5,4,1,6,1,4,2,4,1,1,0,1,1,0,0,2
Vincent Furlong,,,,,1,17,8,10,5,10,4,13,2,11,2,5,3,4,5,2,4,2,4,0,3,2,0,0,0,0,0,2
Daniel R Sulman,,,,,,1,2,8,5,12,1,17,4,14,8,2,1,2,3,2,2,6,1,0,2,1,0,1,1,0,0,2
Shanese Johnson,,,,,,,1,7,4,6,10,2,10,2,5,7,9,8,3,9,5,5,5,4,0,1,0,0,0,0,0,2
Terri M Booker,,,,,,,,4,6,6,3,7,5,4,3,2,5,3,0,3,3,2,3,1,0,1,0,0,0,0,0,2
John Macoretta,,,,,,,,,1,3,8,2,9,3,7,8,3,3,9,1,7,3,1,1,6,0,0,0,0,0,0,2
Lucretia C Clemons,,,,,,,,,,1,2,8,5,13,3,1,8,2,0,3,2,0,1,2,0,1,0,0,0,0,0,2
Mark B Cohen,,,,,,,,,,,3,1,8,1,5,6,5,6,5,5,5,3,4,3,1,1,0,0,0,0,0,2
Vincent Melchiorre,,,,,,,,,,,,0,4,10,4,2,0,0,2,2,1,3,1,0,1,1,0,1,1,0,0,2
Leon Goodman,,,,,,,,,,,,,0,5,7,1,6,3,3,6,5,4,5,3,1,1,0,1,1,0,0,2
David Conroy,,,,,,,,,,,,,,0,5,0,4,2,0,1,0,1,1,2,0,0,0,1,1,0,0,2
Leonard Deutchman,,,,,,,,,,,,,,,0,4,1,5,4,4,3,6,1,1,2,0,0,0,0,0,0,2
Rania Major,,,,,,,,,,,,,,,,0,4,5,9,5,5,5,1,2,4,0,0,0,0,0,0,2
Crystal B Powell,,,,,,,,,,,,,,,,,0,3,1,4,4,0,3,3,0,1,0,0,0,0,0,2
Deborah Canty,,,,,,,,,,,,,,,,,,0,2,4,2,4,2,2,0,0,0,0,0,0,0,2
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,0,1,8,2,1,0,6,0,0,0,0,0,0,2
Wendi Barish,,,,,,,,,,,,,,,,,,,,0,2,4,2,3,0,1,0,1,1,0,0,2
Brian Mclaughlin,,,,,,,,,,,,,,,,,,,,,0,1,2,0,5,0,0,0,0,0,0,2
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,2
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,2
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,2
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,2
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,2
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,41,39,31,30,29,28,25,23,21,20,20,20,19,18,15,15,12,12,12,12,11,11,8,6,6,3,1,1,1,0,0,2
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
