col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,District Attorney - Democrat,,,,,,,All
,Stella Tsai,Vikki Kristiansson,Deborah Cianfrani,Vincent Furlong,Jennifer Schultz,Brian Mclaughlin,Deborah Canty,Lawrence J Bozzelli,Henry Mcgregor Sias,Wendi Barish,Mark B Cohen,John Macoretta,Rania Major,Shanese Johnson,Zac Shaffer,Lucretia C Clemons,Vincent Melchiorre,Daniel R Sulman,Leon Goodman,David Conroy,Crystal B Powell,Mark J Moore,Leonard Deutchman,Terri M Booker,Danyl S Patterson,Jon Marshall,Bill Rice,Dawn M Tancredi,Betsy Wahl,Christian Dicicco,Matthew C Monroe,Lawrence S Krasner,Joe Khan,Rich Negrin,Michael W Untermeyer,John O Neill,Tariq Karim El Shabazz,Teresa Carr Deni,All
Stella Tsai,2,208,159,116,132,74,117,90,101,107,59,80,102,97,83,88,56,80,52,51,43,25,27,27,27,18,6,0,0,0,0,116,72,36,47,17,10,6,All
Vikki Kristiansson,,2,158,123,121,91,114,106,98,98,64,91,112,89,74,82,53,73,51,58,43,26,35,28,19,16,8,0,0,0,0,104,61,35,45,24,12,5,All
Deborah Cianfrani,,,1,117,88,91,68,89,73,69,65,89,99,94,59,38,72,49,35,42,40,19,16,32,22,8,7,0,0,0,0,72,60,30,51,19,6,6,All
Vincent Furlong,,,,2,52,85,45,87,67,30,60,78,65,60,58,19,63,53,28,48,14,13,15,6,16,8,11,0,0,0,0,39,50,46,49,27,8,2,All
Jennifer Schultz,,,,,0,57,125,55,59,115,54,39,62,57,55,82,37,58,51,38,51,36,28,34,15,18,12,0,0,0,0,101,45,21,15,24,4,4,All
Brian Mclaughlin,,,,,,0,42,95,63,32,57,91,63,35,26,23,38,29,28,30,9,22,19,8,10,19,10,0,0,0,0,43,45,40,28,21,3,1,All
Deborah Canty,,,,,,,0,54,39,100,46,34,54,46,44,62,27,42,46,37,36,26,34,25,19,17,6,1,0,0,0,84,37,13,20,12,7,6,All
Lawrence J Bozzelli,,,,,,,,0,76,41,54,95,72,32,30,28,33,26,47,28,8,16,28,8,9,17,6,0,0,0,0,42,44,37,25,17,5,1,All
