col_1,col_2,col_3,col_4,division
,City Controller - Democrat,,,All
,Rebecca Rhynhart,Alan L Butkovitz,Bobbie T Curry,All
Rebecca Rhynhart,"1,787",0,0,All
Alan L Butkovitz,,833,0,All
Bobbie T Curry,,,19,All
Total,"1,787",833,19,All
,City Controller - Democrat,,,1
,Rebecca Rhynhart,Alan L Butkovitz,Bobbie T Curry,1
Rebecca Rhynhart,81,0,0,1
Alan L Butkovitz,,31,0,1
Bobbie T Curry,,,0,1
Total,81,31,0,1
,City Controller - Democrat,,,2
,Rebecca Rhynhart,Alan L Butkovitz,Bobbie T Curry,2
Rebecca Rhynhart,102,0,0,2
Alan L Butkovitz,,47,0,2
Bobbie T Curry,,,1,2
Total,102,47,1,2
,City Controller - Democrat,,,3
,Rebecca Rhynhart,Alan L Butkovitz,Bobbie T Curry,3
Rebecca Rhynhart,120,0,0,3
Alan L Butkovitz,,61,0,3
Bobbie T Curry,,,0,3
Total,120,61,0,3
,City Controller - Democrat,,,4
,Rebecca Rhynhart,Alan L Butkovitz,Bobbie T Curry,4
Rebecca Rhynhart,89,0,0,4
Alan L Butkovitz,,33,0,4
Bobbie T Curry,,,2,4
Total,89,33,2,4
,City Controller - Democrat,,,5
,Rebecca Rhynhart,Alan L Butkovitz,Bobbie T Curry,5
Rebecca Rhynhart,41,0,0,5
Alan L Butkovitz,,14,0,5
Bobbie T Curry,,,0,5
Total,41,14,0,5
,City Controller - Democrat,,,6
,Rebecca Rhynhart,Alan L Butkovitz,Bobbie T Curry,6
Rebecca Rhynhart,62,0,0,6
Alan L Butkovitz,,17,0,6
Bobbie T Curry,,,0,6
Total,62,17,0,6
,City Controller - Democrat,,,7
,Rebecca Rhynhart,Alan L Butkovitz,Bobbie T Curry,7
Rebecca Rhynhart,44,0,0,7
Alan L Butkovitz,,16,0,7
Bobbie T Curry,,,0,7
Total,44,16,0,7
,City Controller - Democrat,,,8
,Rebecca Rhynhart,Alan L Butkovitz,Bobbie T Curry,8
Rebecca Rhynhart,76,0,0,8
Alan L Butkovitz,,30,0,8
Bobbie T Curry,,,1,8
Total,76,30,1,8
,City Controller - Democrat,,,9
,Rebecca Rhynhart,Alan L Butkovitz,Bobbie T Curry,9
Rebecca Rhynhart,77,0,0,9
Alan L Butkovitz,,50,0,9
Bobbie T Curry,,,0,9
Total,77,50,0,9
,City Controller - Democrat,,,10
,Rebecca Rhynhart,Alan L Butkovitz,Bobbie T Curry,10
Rebecca Rhynhart,108,0,0,10
Alan L Butkovitz,,32,0,10
Bobbie T Curry,,,3,10
Total,108,32,3,10
,City Controller - Democrat,,,11
,Rebecca Rhynhart,Alan L Butkovitz,Bobbie T Curry,11
Rebecca Rhynhart,145,0,0,11
Alan L Butkovitz,,57,0,11
Bobbie T Curry,,,4,11
Total,145,57,4,11
,City Controller - Democrat,,,12
,Rebecca Rhynhart,Alan L Butkovitz,Bobbie T Curry,12
Rebecca Rhynhart,54,0,0,12
Alan L Butkovitz,,23,0,12
Bobbie T Curry,,,1,12
Total,54,23,1,12
,City Controller - Democrat,,,13
,Rebecca Rhynhart,Alan L Butkovitz,Bobbie T Curry,13
Rebecca Rhynhart,82,0,0,13
Alan L Butkovitz,,26,0,13
Bobbie T Curry,,,2,13
Total,82,26,2,13
,City Controller - Democrat,,,14
,Rebecca Rhynhart,Alan L Butkovitz,Bobbie T Curry,14
Rebecca Rhynhart,82,0,0,14
Alan L Butkovitz,,24,0,14
Bobbie T Curry,,,0,14
Total,82,24,0,14
,City Controller - Democrat,,,15
,Rebecca Rhynhart,Alan L Butkovitz,Bobbie T Curry,15
Rebecca Rhynhart,144,0,0,15
Alan L Butkovitz,,49,0,15
Bobbie T Curry,,,0,15
Total,144,49,0,15
,City Controller - Democrat,,,16
,Rebecca Rhynhart,Alan L Butkovitz,Bobbie T Curry,16
Rebecca Rhynhart,63,0,0,16
Alan L Butkovitz,,30,0,16
Bobbie T Curry,,,0,16
Total,63,30,0,16
,City Controller - Democrat,,,17
,Rebecca Rhynhart,Alan L Butkovitz,Bobbie T Curry,17
Rebecca Rhynhart,68,0,0,17
Alan L Butkovitz,,42,0,17
Bobbie T Curry,,,3,17
Total,68,42,3,17
,City Controller - Democrat,,,18
,Alan L Butkovitz,Rebecca Rhynhart,Bobbie T Curry,18
Alan L Butkovitz,81,0,0,18
Rebecca Rhynhart,,60,0,18
Bobbie T Curry,,,0,18
Total,81,60,0,18
,City Controller - Democrat,,,19
,Rebecca Rhynhart,Alan L Butkovitz,Bobbie T Curry,19
Rebecca Rhynhart,95,0,0,19
Alan L Butkovitz,,59,0,19
Bobbie T Curry,,,0,19
Total,95,59,0,19
,City Controller - Democrat,,,20
,Rebecca Rhynhart,Alan L Butkovitz,Bobbie T Curry,20
Rebecca Rhynhart,124,0,0,20
Alan L Butkovitz,,69,0,20
Bobbie T Curry,,,1,20
Total,124,69,1,20
,City Controller - Democrat,,,21
,Rebecca Rhynhart,Alan L Butkovitz,Bobbie T Curry,21
Rebecca Rhynhart,70,0,0,21
Alan L Butkovitz,,42,0,21
Bobbie T Curry,,,1,21
Total,70,42,1,21
