col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Judge Of The Commonwealth Court - Democrat,,,,,,District Attorney - Democrat,,,,,,,All
,Ellen Ceisler,Joe Cosgrove,Timothy Barry,Todd Eagen,Irene M Clark,Bryan Barbin,Lawrence S Krasner,Joe Khan,Tariq Karim El Shabazz,Rich Negrin,Michael W Untermeyer,John O Neill,Teresa Carr Deni,All
Ellen Ceisler,21,840,448,645,415,33,"1,843",851,367,264,73,34,26,All
Joe Cosgrove,,5,274,68,31,9,635,382,147,162,66,16,3,All
Timothy Barry,,,6,39,46,8,373,274,152,115,64,10,7,All
Todd Eagen,,,,2,16,2,539,138,66,41,13,5,4,All
Irene M Clark,,,,,2,9,252,144,84,38,12,2,13,All
Bryan Barbin,,,,,,1,28,17,9,3,4,3,1,All
Lawrence S Krasner,,,,,,,487,0,0,0,0,0,0,All
Joe Khan,,,,,,,,224,0,0,0,0,0,All
Tariq Karim El Shabazz,,,,,,,,,176,0,0,0,0,All
Rich Negrin,,,,,,,,,,85,0,0,0,All
Michael W Untermeyer,,,,,,,,,,,43,0,0,All
John O Neill,,,,,,,,,,,,3,0,All
Teresa Carr Deni,,,,,,,,,,,,,4,All
Total,"3,500","1,425","1,007",819,551,67,"2,669","1,348",682,475,190,46,35,All
,Judge Of The Commonwealth Court - Democrat,,,,,,District Attorney - Democrat,,,,,,,1
,Ellen Ceisler,Joe Cosgrove,Todd Eagen,Timothy Barry,Irene M Clark,Bryan Barbin,Lawrence S Krasner,Joe Khan,Rich Negrin,Michael W Untermeyer,Tariq Karim El Shabazz,Teresa Carr Deni,John O Neill,1
Ellen Ceisler,2,107,106,15,15,1,215,83,23,3,1,2,1,1
Joe Cosgrove,,0,6,8,1,0,81,36,6,2,0,0,1,1
Todd Eagen,,,0,0,0,0,92,18,2,0,0,0,0,1
Timothy Barry,,,,0,3,0,12,11,3,0,2,1,0,1
Irene M Clark,,,,,0,1,12,4,3,0,1,0,0,1
Bryan Barbin,,,,,,0,2,0,0,0,0,0,0,1
Lawrence S Krasner,,,,,,,30,0,0,0,0,0,0,1
Joe Khan,,,,,,,,4,0,0,0,0,0,1
Rich Negrin,,,,,,,,,5,0,0,0,0,1
Michael W Untermeyer,,,,,,,,,,2,0,0,0,1
Tariq Karim El Shabazz,,,,,,,,,,,2,0,0,1
Teresa Carr Deni,,,,,,,,,,,,0,0,1
John O Neill,,,,,,,,,,,,,0,1
Total,332,126,114,29,20,2,260,96,30,5,5,2,1,1
,Judge Of The Commonwealth Court - Democrat,,,,,,District Attorney - Democrat,,,,,,,2
,Ellen Ceisler,Joe Cosgrove,Todd Eagen,Timothy Barry,Irene M Clark,Bryan Barbin,Lawrence S Krasner,Joe Khan,Rich Negrin,Tariq Karim El Shabazz,Michael W Untermeyer,John O Neill,Teresa Carr Deni,2
Ellen Ceisler,0,115,52,25,25,3,163,84,38,10,1,0,0,2
Joe Cosgrove,,0,5,12,0,1,67,53,21,1,0,0,0,2
Todd Eagen,,,0,0,0,1,41,9,7,2,0,0,0,2
Timothy Barry,,,,0,1,0,18,13,8,1,1,0,0,2
Irene M Clark,,,,,0,0,12,8,3,3,0,0,0,2
Bryan Barbin,,,,,,0,3,1,1,0,0,0,0,2
Lawrence S Krasner,,,,,,,20,0,0,0,0,0,0,2
Joe Khan,,,,,,,,14,0,0,0,0,0,2
Rich Negrin,,,,,,,,,7,0,0,0,0,2
Tariq Karim El Shabazz,,,,,,,,,,2,0,0,0,2
Michael W Untermeyer,,,,,,,,,,,0,0,0,2
John O Neill,,,,,,,,,,,,0,0,2
Teresa Carr Deni,,,,,,,,,,,,,0,2
Total,297,143,59,41,26,5,193,112,54,13,1,0,0,2
,Judge Of The Commonwealth Court - Democrat,,,,,,District Attorney - Democrat,,,,,,,3
,Ellen Ceisler,Joe Cosgrove,Timothy Barry,Todd Eagen,Irene M Clark,Bryan Barbin,Lawrence S Krasner,Joe Khan,Rich Negrin,Tariq Karim El Shabazz,Michael W Untermeyer,John O Neill,Teresa Carr Deni,3
Ellen Ceisler,2,30,17,26,18,0,63,36,12,8,3,1,1,3
Joe Cosgrove,,0,5,0,2,2,15,19,5,3,2,1,0,3
Timothy Barry,,,0,1,2,0,12,14,2,2,3,0,0,3
Todd Eagen,,,,0,0,0,19,4,3,0,1,1,0,3
Irene M Clark,,,,,1,0,8,8,0,4,1,0,1,3
Bryan Barbin,,,,,,0,0,0,0,0,1,1,0,3
Lawrence S Krasner,,,,,,,9,0,0,0,0,0,0,3
Joe Khan,,,,,,,,11,0,0,0,0,0,3
Rich Negrin,,,,,,,,,1,0,0,0,0,3
Tariq Karim El Shabazz,,,,,,,,,,6,0,0,0,3
Michael W Untermeyer,,,,,,,,,,,2,0,0,3
John O Neill,,,,,,,,,,,,0,0,3
Teresa Carr Deni,,,,,,,,,,,,,1,3
Total,128,45,33,29,24,2,76,62,17,16,8,2,2,3
,Judge Of The Commonwealth Court - Democrat,,,,,,District Attorney - Democrat,,,,,,,4
,Ellen Ceisler,Joe Cosgrove,Timothy Barry,Todd Eagen,Irene M Clark,Bryan Barbin,Lawrence S Krasner,Joe Khan,Tariq Karim El Shabazz,Rich Negrin,Michael W Untermeyer,Teresa Carr Deni,John O Neill,4
Ellen Ceisler,2,30,18,25,19,2,81,38,11,10,2,2,1,4
Joe Cosgrove,,0,10,1,4,0,31,11,3,7,0,0,1,4
Timothy Barry,,,0,1,1,0,17,10,5,2,0,1,0,4
Todd Eagen,,,,0,1,0,24,2,1,1,1,0,0,4
Irene M Clark,,,,,0,0,14,9,1,0,1,0,0,4
Bryan Barbin,,,,,,0,1,0,1,0,0,0,0,4
