col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,division
,Judge Of The Superior Court - Democrat,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Maria Mclaughlin,Carolyn H Nichols,Geoff Moulton,Debbie Kunselman,Bill Caye,Mark B Cohen,Vincent Furlong,Brian Mclaughlin,Deborah Cianfrani,Stella Tsai,Vikki Kristiansson,Daniel R Sulman,Jennifer Schultz,Deborah Canty,John Macoretta,Lawrence J Bozzelli,Zac Shaffer,David Conroy,Wendi Barish,Rania Major,Leon Goodman,Vincent Melchiorre,Shanese Johnson,Lucretia C Clemons,Henry Mcgregor Sias,Crystal B Powell,Leonard Deutchman,Terri M Booker,Mark J Moore,Bill Rice,Jon Marshall,Danyl S Patterson,Matthew C Monroe,Betsy Wahl,Christian Dicicco,Dawn M Tancredi,All
Maria Mclaughlin,35,994,731,528,302,630,537,496,491,478,477,396,436,386,346,336,330,340,318,325,282,297,292,262,218,219,151,160,121,117,109,93,2,0,1,0,All
Carolyn H Nichols,,27,736,518,297,572,460,430,466,490,435,303,403,377,318,311,261,230,315,311,274,213,260,226,214,189,140,158,119,106,92,85,2,0,0,0,All
Geoff Moulton,,,4,433,230,410,352,338,350,369,348,233,311,279,265,242,206,173,248,253,218,166,192,162,167,136,116,118,87,83,79,70,1,0,0,1,All
Debbie Kunselman,,,,4,141,290,219,219,267,289,258,218,284,264,166,165,155,112,239,166,177,124,131,144,102,110,106,104,72,67,65,45,1,0,0,0,All
Bill Caye,,,,,1,199,166,153,121,126,110,122,147,119,121,104,114,101,92,108,109,96,88,75,54,74,73,54,44,64,53,45,1,0,0,1,All
Mark B Cohen,,,,,,54,290,280,292,209,221,216,248,204,213,188,185,134,170,183,194,143,135,90,101,95,108,95,57,84,67,58,1,0,0,0,All
Vincent Furlong,,,,,,,10,283,244,204,222,198,143,135,217,199,169,170,109,156,138,196,162,111,135,85,83,49,51,64,44,30,1,0,1,1,All
Brian Mclaughlin,,,,,,,,12,248,215,196,135,158,131,228,233,108,115,97,160,127,121,111,61,142,42,75,44,56,60,51,33,1,0,0,0,All
Deborah Cianfrani,,,,,,,,,1,275,256,114,217,199,192,197,83,67,168,222,94,113,136,79,132,94,50,94,33,43,24,28,1,0,0,0,All
Stella Tsai,,,,,,,,,,2,308,134,234,213,170,176,114,91,184,217,106,82,149,141,160,91,59,87,51,25,35,26,2,0,0,0,All
Vikki Kristiansson,,,,,,,,,,,7,135,216,205,183,181,127,97,161,204,106,78,119,120,129,82,67,67,43,23,30,29,1,0,0,1,All
Daniel R Sulman,,,,,,,,,,,,49,153,133,100,97,192,138,122,77,148,145,89,93,59,78,81,32,39,36,36,38,2,0,1,0,All
Jennifer Schultz,,,,,,,,,,,,,4,260,100,97,129,92,221,140,126,82,99,107,65,116,80,103,50,40,44,33,0,0,0,0,All
Deborah Canty,,,,,,,,,,,,,,2,76,94,109,91,201,125,116,77,95,119,58,118,72,91,37,38,32,42,1,1,0,1,All
John Macoretta,,,,,,,,,,,,,,,4,222,77,69,64,146,99,91,88,37,126,25,74,25,29,42,33,26,0,0,0,1,All
Lawrence J Bozzelli,,,,,,,,,,,,,,,,2,86,68,77,147,102,78,84,45,131,21,70,15,39,34,32,15,0,0,0,1,All
Zac Shaffer,,,,,,,,,,,,,,,,,3,125,106,83,148,157,75,93,45,78,77,27,34,33,31,30,2,0,1,1,All
David Conroy,,,,,,,,,,,,,,,,,,5,56,50,84,137,67,113,27,89,52,42,49,44,30,40,1,0,1,0,All
Wendi Barish,,,,,,,,,,,,,,,,,,,4,93,126,58,78,105,56,82,63,73,35,33,36,19,1,0,0,0,All
Rania Major,,,,,,,,,,,,,,,,,,,,1,71,52,135,65,114,63,47,56,21,20,17,16,0,0,0,1,All
Leon Goodman,,,,,,,,,,,,,,,,,,,,,1,83,59,64,53,45,86,43,48,38,35,37,0,1,0,0,All
Vincent Melchiorre,,,,,,,,,,,,,,,,,,,,,,5,85,86,27,71,51,21,31,36,31,26,1,0,1,0,All
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,1,110,68,103,19,52,24,21,17,23,1,0,1,1,All
Lucretia C Clemons,,,,,,,,,,,,,,,,,,,,,,,,0,35,125,28,64,50,29,28,41,2,0,1,0,All
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,,2,15,32,20,29,15,16,16,0,0,0,0,All
Crystal B Powell,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,76,31,31,25,37,1,0,1,0,All
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,23,19,22,8,0,0,0,0,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,39,35,25,30,0,0,0,0,All
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,32,33,25,0,0,0,0,All
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,38,28,0,0,0,0,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,0,0,0,0,All
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,All
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,All
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,477","1,244",828,632,352,848,648,587,578,578,560,542,494,436,427,399,392,391,384,381,372,369,336,295,253,247,200,182,144,137,121,110,3,1,1,1,All
,Judge Of The Superior Court - Democrat,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Maria Mclaughlin,Carolyn H Nichols,Geoff Moulton,Debbie Kunselman,Bill Caye,Mark B Cohen,David Conroy,Vincent Furlong,Zac Shaffer,Daniel R Sulman,Jennifer Schultz,Stella Tsai,Vincent Melchiorre,Deborah Cianfrani,Vikki Kristiansson,Leon Goodman,Brian Mclaughlin,Crystal B Powell,Lawrence J Bozzelli,Lucretia C Clemons,John Macoretta,Rania Major,Wendi Barish,Deborah Canty,Leonard Deutchman,Shanese Johnson,Terri M Booker,Henry Mcgregor Sias,Mark J Moore,Danyl S Patterson,Jon Marshall,Bill Rice,Betsy Wahl,Christian Dicicco,Dawn M Tancredi,Matthew C Monroe,1
Maria Mclaughlin,1,30,24,16,9,18,19,19,18,18,14,15,14,12,14,9,10,11,10,12,9,9,9,8,6,8,5,4,3,1,2,1,0,0,0,0,1
Carolyn H Nichols,,0,25,17,9,14,8,14,12,13,12,11,6,11,11,9,10,6,10,5,10,8,7,10,6,4,4,4,4,1,2,1,0,0,0,0,1
Geoff Moulton,,,0,16,8,12,9,12,11,13,11,11,6,8,11,10,9,7,9,6,8,7,7,9,5,5,3,3,3,1,1,0,0,0,0,0,1
Debbie Kunselman,,,,0,3,8,4,6,8,8,8,7,5,5,7,6,5,5,7,4,5,5,5,7,3,2,3,2,4,0,2,1,0,0,0,0,1
Bill Caye,,,,,0,5,5,5,4,5,4,3,3,3,3,1,5,2,4,2,2,2,2,2,3,3,2,2,2,1,1,1,0,0,0,0,1
Mark B Cohen,,,,,,2,8,9,7,6,5,3,6,6,5,7,5,5,5,4,4,3,7,5,2,4,3,0,0,1,0,0,0,0,0,0,1
David Conroy,,,,,,,0,8,13,11,6,6,12,5,5,4,5,9,2,8,2,2,3,1,2,5,2,0,1,1,1,0,0,0,0,0,1
Vincent Furlong,,,,,,,,0,9,8,5,5,7,8,5,7,7,5,3,5,5,3,5,3,4,5,1,4,1,0,1,1,0,0,0,0,1
Zac Shaffer,,,,,,,,,0,15,5,3,14,5,3,5,5,9,5,5,2,5,3,2,5,3,0,1,1,0,0,0,0,0,0,0,1
Daniel R Sulman,,,,,,,,,,0,5,4,10,3,4,5,5,8,6,6,4,4,2,3,4,5,1,1,2,1,0,0,0,0,0,0,1
Jennifer Schultz,,,,,,,,,,,0,9,2,4,5,6,6,1,3,5,2,3,6,6,3,4,4,1,2,1,2,1,0,0,0,0,1
Stella Tsai,,,,,,,,,,,,0,1,5,7,3,4,2,3,5,3,6,3,4,4,2,5,3,3,1,2,1,0,0,0,0,1
Vincent Melchiorre,,,,,,,,,,,,,0,4,1,2,3,9,2,5,1,3,2,1,0,3,0,0,0,0,0,0,0,0,0,0,1
Deborah Cianfrani,,,,,,,,,,,,,,0,6,2,6,2,4,2,3,4,6,4,1,0,2,1,0,0,0,0,0,0,0,0,1
Vikki Kristiansson,,,,,,,,,,,,,,,0,4,4,2,5,5,5,4,5,4,2,1,2,1,2,0,1,0,0,0,0,0,1
Leon Goodman,,,,,,,,,,,,,,,,0,2,1,3,1,4,2,3,4,2,1,0,1,1,0,1,0,0,0,0,0,1
Brian Mclaughlin,,,,,,,,,,,,,,,,,0,0,5,2,6,4,3,3,4,2,1,2,1,1,0,0,0,0,0,0,1
Crystal B Powell,,,,,,,,,,,,,,,,,,0,2,7,0,1,3,2,0,4,1,0,0,0,0,0,0,0,0,0,1
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,0,2,6,5,3,4,4,2,0,2,2,0,0,0,0,0,0,0,1
Lucretia C Clemons,,,,,,,,,,,,,,,,,,,,0,0,1,5,3,1,4,2,0,2,1,1,0,0,0,0,0,1
John Macoretta,,,,,,,,,,,,,,,,,,,,,0,4,1,3,3,2,0,2,1,0,0,0,0,0,0,0,1
Rania Major,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,2,2,1,2,0,0,0,0,0,0,0,1
Wendi Barish,,,,,,,,,,,,,,,,,,,,,,,0,7,2,2,2,0,0,0,0,0,0,0,0,0,1
Deborah Canty,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,2,0,2,0,1,0,0,0,0,0,1
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,2,3,0,1,1,0,0,0,0,1
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,1
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,0,0,0,0,1
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,0,0,0,0,1
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,50,37,28,18,10,25,22,22,22,21,16,16,16,15,15,13,12,12,12,12,11,11,11,10,9,9,5,4,4,2,2,1,0,0,0,0,1
,Judge Of The Superior Court - Democrat,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,Maria Mclaughlin,Carolyn H Nichols,Geoff Moulton,Debbie Kunselman,Bill Caye,Mark B Cohen,Brian Mclaughlin,Deborah Cianfrani,Vikki Kristiansson,Deborah Canty,Vincent Furlong,David Conroy,John Macoretta,Lawrence J Bozzelli,Stella Tsai,Jennifer Schultz,Wendi Barish,Daniel R Sulman,Henry Mcgregor Sias,Leon Goodman,Lucretia C Clemons,Shanese Johnson,Vincent Melchiorre,Jon Marshall,Leonard Deutchman,Terri M Booker,Mark J Moore,Rania Major,Crystal B Powell,Bill Rice,Danyl S Patterson,Zac Shaffer,Betsy Wahl,Christian Dicicco,Dawn M Tancredi,Matthew C Monroe,2
Maria Mclaughlin,0,29,23,18,10,21,18,13,15,13,13,12,11,12,10,10,10,8,8,8,7,7,7,6,5,6,5,5,4,3,3,3,0,0,0,0,2
Carolyn H Nichols,,0,21,16,9,17,18,14,12,13,9,7,10,10,12,9,10,8,7,8,6,6,7,5,6,5,4,5,3,2,2,3,0,0,0,0,2
