col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Judge Of The Commonwealth Court - Republican,,Judge Of The Superior Court - Republican,,,,,All
,Christine Fizzano Cannon,Paul Lalley,Emil Giordano,Paula A Patrick,Wade A Kagarise,Craig Stedman,Mary Murray,All
Christine Fizzano Cannon,2,20,20,19,21,16,10,All
Paul Lalley,,0,18,16,21,16,9,All
Emil Giordano,,,0,20,22,17,6,All
Paula A Patrick,,,,1,19,15,6,All
Wade A Kagarise,,,,,0,19,9,All
Craig Stedman,,,,,,1,6,All
Mary Murray,,,,,,,0,All
Total,31,22,28,28,26,21,10,All
,Judge Of The Commonwealth Court - Republican,,Judge Of The Superior Court - Republican,,,,,2
,Christine Fizzano Cannon,Paul Lalley,Emil Giordano,Paula A Patrick,Craig Stedman,Mary Murray,Wade A Kagarise,2
Christine Fizzano Cannon,0,0,1,1,0,0,0,2
Paul Lalley,,0,0,0,0,0,0,2
Emil Giordano,,,0,1,0,0,0,2
Paula A Patrick,,,,0,0,0,0,2
Craig Stedman,,,,,0,0,0,2
Mary Murray,,,,,,0,0,2
Wade A Kagarise,,,,,,,0,2
Total,2,0,2,2,0,0,0,2
,Judge Of The Commonwealth Court - Republican,,Judge Of The Superior Court - Republican,,,,,3
,Christine Fizzano Cannon,Paul Lalley,Craig Stedman,Emil Giordano,Mary Murray,Wade A Kagarise,Paula A Patrick,3
Christine Fizzano Cannon,0,1,1,1,1,1,0,3
Paul Lalley,,0,1,1,1,1,0,3
Craig Stedman,,,0,1,1,1,0,3
Emil Giordano,,,,0,1,1,0,3
Mary Murray,,,,,0,1,0,3
Wade A Kagarise,,,,,,0,0,3
Paula A Patrick,,,,,,,0,3
Total,1,1,1,1,1,1,0,3
,Judge Of The Commonwealth Court - Republican,,Judge Of The Superior Court - Republican,,,,,4
,Christine Fizzano Cannon,Paul Lalley,Paula A Patrick,Craig Stedman,Emil Giordano,Mary Murray,Wade A Kagarise,4
Christine Fizzano Cannon,0,0,1,0,0,0,0,4
Paul Lalley,,0,0,0,0,0,0,4
Paula A Patrick,,,0,0,0,0,0,4
Craig Stedman,,,,0,0,0,0,4
Emil Giordano,,,,,0,0,0,4
Mary Murray,,,,,,0,0,4
Wade A Kagarise,,,,,,,0,4
Total,1,0,1,0,0,0,0,4
,Judge Of The Commonwealth Court - Republican,,Judge Of The Superior Court - Republican,,,,,5
,Christine Fizzano Cannon,Paul Lalley,Craig Stedman,Emil Giordano,Paula A Patrick,Wade A Kagarise,Mary Murray,5
Christine Fizzano Cannon,0,4,3,3,3,3,1,5
Paul Lalley,,0,3,3,3,3,1,5
Craig Stedman,,,0,3,2,3,1,5
Emil Giordano,,,,0,2,3,1,5
Paula A Patrick,,,,,0,2,0,5
Wade A Kagarise,,,,,,0,1,5
Mary Murray,,,,,,,0,5
Total,4,4,3,3,3,3,1,5
,Judge Of The Commonwealth Court - Republican,,Judge Of The Superior Court - Republican,,,,,8
,Christine Fizzano Cannon,Paul Lalley,Emil Giordano,Craig Stedman,Paula A Patrick,Wade A Kagarise,Mary Murray,8
Christine Fizzano Cannon,1,1,1,1,0,1,0,8
Paul Lalley,,0,1,1,0,1,0,8
Emil Giordano,,,0,1,1,1,0,8
Craig Stedman,,,,0,0,1,0,8
Paula A Patrick,,,,,0,0,0,8
Wade A Kagarise,,,,,,0,0,8
Mary Murray,,,,,,,0,8
Total,2,1,2,1,1,1,0,8
,Judge Of The Superior Court - Republican,,,,,Judge Of The Commonwealth Court - Republican,,9
,Emil Giordano,Paula A Patrick,Wade A Kagarise,Craig Stedman,Mary Murray,Christine Fizzano Cannon,Paul Lalley,9
Emil Giordano,0,2,2,1,0,1,1,9
Paula A Patrick,,0,2,1,0,1,1,9
Wade A Kagarise,,,0,1,0,1,1,9
Craig Stedman,,,,0,0,1,1,9
Mary Murray,,,,,0,0,0,9
Christine Fizzano Cannon,,,,,,0,1,9
Paul Lalley,,,,,,,0,9
Total,2,2,2,1,0,1,1,9
,Judge Of The Superior Court - Republican,,,,,Judge Of The Commonwealth Court - Republican,,10
,Emil Giordano,Paula A Patrick,Craig Stedman,Wade A Kagarise,Mary Murray,Christine Fizzano Cannon,Paul Lalley,10
Emil Giordano,0,3,2,1,0,2,1,10
Paula A Patrick,,0,2,1,0,2,1,10
Craig Stedman,,,0,1,0,2,1,10
Wade A Kagarise,,,,0,0,1,1,10
Mary Murray,,,,,0,0,0,10
Christine Fizzano Cannon,,,,,,0,1,10
Paul Lalley,,,,,,,0,10
Total,3,3,2,1,0,2,1,10
,Judge Of The Superior Court - Republican,,,,,Judge Of The Commonwealth Court - Republican,,11
,Craig Stedman,Paula A Patrick,Wade A Kagarise,Emil Giordano,Mary Murray,Christine Fizzano Cannon,Paul Lalley,11
Craig Stedman,0,2,2,1,1,1,1,11
Paula A Patrick,,0,2,1,1,1,1,11
Wade A Kagarise,,,0,1,1,1,1,11
Emil Giordano,,,,0,0,0,0,11
Mary Murray,,,,,0,1,1,11
Christine Fizzano Cannon,,,,,,0,1,11
Paul Lalley,,,,,,,0,11
Total,2,2,2,1,1,1,1,11
,Judge Of The Commonwealth Court - Republican,,Judge Of The Superior Court - Republican,,,,,12
,Christine Fizzano Cannon,Paul Lalley,Paula A Patrick,Mary Murray,Wade A Kagarise,Craig Stedman,Emil Giordano,12
Christine Fizzano Cannon,0,2,3,3,2,1,1,12
Paul Lalley,,0,3,2,3,2,2,12
Paula A Patrick,,,0,2,3,2,2,12
Mary Murray,,,,0,2,1,1,12
Wade A Kagarise,,,,,0,2,2,12
Craig Stedman,,,,,,0,1,12
