col_1,col_2,col_3,col_4,division
,City Controller - Republican,Judge Of The Commonwealth Court - Republican,,All
,Michael Tomlinson,Christine Fizzano Cannon,Paul Lalley,All
Michael Tomlinson,15,77,72,All
Christine Fizzano Cannon,,0,64,All
Paul Lalley,,,4,All
Total,105,82,81,All
,City Controller - Republican,Judge Of The Commonwealth Court - Republican,,1
,Michael Tomlinson,Christine Fizzano Cannon,Paul Lalley,1
Michael Tomlinson,0,14,9,1
Christine Fizzano Cannon,,0,8,1
Paul Lalley,,,0,1
Total,16,15,10,1
,City Controller - Republican,Judge Of The Commonwealth Court - Republican,,2
,Michael Tomlinson,Paul Lalley,Christine Fizzano Cannon,2
Michael Tomlinson,0,7,5,2
Paul Lalley,,0,4,2
Christine Fizzano Cannon,,,0,2
Total,8,7,5,2
,City Controller - Republican,Judge Of The Commonwealth Court - Republican,,4
,Michael Tomlinson,Christine Fizzano Cannon,Paul Lalley,4
Michael Tomlinson,3,7,4,4
Christine Fizzano Cannon,,0,5,4
Paul Lalley,,,0,4
Total,10,8,5,4
,City Controller - Republican,Judge Of The Commonwealth Court - Republican,,5
,Michael Tomlinson,Christine Fizzano Cannon,Paul Lalley,5
Michael Tomlinson,1,8,7,5
Christine Fizzano Cannon,,0,7,5
Paul Lalley,,,0,5
Total,9,8,7,5
,Judge Of The Commonwealth Court - Republican,,City Controller - Republican,6
,Christine Fizzano Cannon,Paul Lalley,Michael Tomlinson,6
Christine Fizzano Cannon,0,9,11,6
Paul Lalley,,0,8,6
Michael Tomlinson,,,1,6
Total,12,9,12,6
,City Controller - Republican,Judge Of The Commonwealth Court - Republican,,7
,Michael Tomlinson,Paul Lalley,Christine Fizzano Cannon,7
Michael Tomlinson,1,8,7,7
Paul Lalley,,0,7,7
Christine Fizzano Cannon,,,0,7
Total,9,8,7,7
,City Controller - Republican,Judge Of The Commonwealth Court - Republican,,9
,Michael Tomlinson,Paul Lalley,Christine Fizzano Cannon,9
Michael Tomlinson,1,3,2,9
Paul Lalley,,0,3,9
Christine Fizzano Cannon,,,0,9
Total,4,4,3,9
,Judge Of The Commonwealth Court - Republican,,City Controller - Republican,10
,Paul Lalley,Christine Fizzano Cannon,Michael Tomlinson,10
Paul Lalley,2,5,8,10
Christine Fizzano Cannon,,0,5,10
Michael Tomlinson,,,1,10
Total,10,5,9,10
,City Controller - Republican,Judge Of The Commonwealth Court - Republican,,11
,Michael Tomlinson,Paul Lalley,Christine Fizzano Cannon,11
Michael Tomlinson,1,5,4,11
Paul Lalley,,1,3,11
Christine Fizzano Cannon,,,0,11
Total,7,6,4,11
,City Controller - Republican,Judge Of The Commonwealth Court - Republican,,12
,Michael Tomlinson,Paul Lalley,Christine Fizzano Cannon,12
Michael Tomlinson,3,6,6,12
Paul Lalley,,1,6,12
Christine Fizzano Cannon,,,0,12
Total,9,7,6,12
,Judge Of The Commonwealth Court - Republican,,City Controller - Republican,13
,Christine Fizzano Cannon,Paul Lalley,Michael Tomlinson,13
Christine Fizzano Cannon,0,0,1,13
Paul Lalley,,0,0,13
Michael Tomlinson,,,0,13
Total,1,0,1,13
,Judge Of The Commonwealth Court - Republican,,City Controller - Republican,14
,Christine Fizzano Cannon,Paul Lalley,Michael Tomlinson,14
Christine Fizzano Cannon,0,2,1,14
Paul Lalley,,0,1,14
Michael Tomlinson,,,0,14
Total,2,2,1,14
,City Controller - Republican,Judge Of The Commonwealth Court - Republican,,15
,Michael Tomlinson,Paul Lalley,Christine Fizzano Cannon,15
Michael Tomlinson,0,2,1,15
Paul Lalley,,0,1,15
Christine Fizzano Cannon,,,0,15
Total,2,2,1,15
,Judge Of The Commonwealth Court - Republican,,City Controller - Republican,16
,Christine Fizzano Cannon,Paul Lalley,Michael Tomlinson,16
Christine Fizzano Cannon,0,2,2,16
Paul Lalley,,0,2,16
Michael Tomlinson,,,0,16
Total,2,2,2,16
,City Controller - Republican,Judge Of The Commonwealth Court - Republican,,17
,Michael Tomlinson,Christine Fizzano Cannon,Paul Lalley,17
Michael Tomlinson,3,3,2,17
Christine Fizzano Cannon,,0,2,17
Paul Lalley,,,0,17
Total,6,3,2,17
