col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,division
Leon Goodman,,,,,,,,,,,,,8,148,173,193,241,149,132,150,241,222,108,85,123,81,211,143,64,50,4,0,1,1,All
Rania Major,,,,,,,,,,,,,,1,212,220,197,254,196,84,95,39,205,195,138,68,48,68,45,47,1,0,1,0,All
Wendi Barish,,,,,,,,,,,,,,,1,192,99,97,202,188,74,69,69,93,129,66,82,103,55,26,0,2,1,0,All
Crystal B Powell,,,,,,,,,,,,,,,,4,51,98,62,151,257,176,63,23,192,148,23,113,64,59,1,1,1,0,All
John Macoretta,,,,,,,,,,,,,,,,,6,219,215,92,137,160,175,209,39,51,176,36,37,28,1,0,1,0,All
Vincent Furlong,,,,,,,,,,,,,,,,,,8,188,91,51,74,198,192,71,99,56,48,43,40,3,0,2,0,All
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,0,169,34,46,171,190,70,44,42,70,32,18,0,0,0,0,All
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,1,150,161,63,57,35,170,70,38,29,19,1,0,1,0,All
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,2,291,57,26,63,128,117,66,40,26,0,3,1,0,All
David Conroy,,,,,,,,,,,,,,,,,,,,,,0,47,40,35,130,147,53,30,18,1,1,2,0,All
Brian Mclaughlin,,,,,,,,,,,,,,,,,,,,,,,1,189,56,41,41,45,31,38,2,1,1,0,All
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,,,,,,1,22,33,53,39,32,23,1,0,1,0,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,1,39,25,99,53,62,1,1,0,0,All
Vincent Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,5,52,39,27,22,2,0,0,1,All
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,,0,37,32,18,3,0,0,1,All
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,59,42,2,0,0,1,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,44,3,1,1,1,All
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,0,1,All
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,All
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,All
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,618",970,34,"1,211","1,161",963,951,880,879,826,773,729,718,697,671,646,592,560,529,528,519,466,417,377,364,355,321,294,176,146,6,4,3,2,All
,City Controller - Democrat,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Rebecca Rhynhart,Alan L Butkovitz,Bobbie T Curry,Mark B Cohen,Vikki Kristiansson,Deborah Canty,Shanese Johnson,John Macoretta,Leon Goodman,Stella Tsai,Rania Major,Lucretia C Clemons,Zac Shaffer,David Conroy,Deborah Cianfrani,Crystal B Powell,Danyl S Patterson,Jennifer Schultz,Vincent Furlong,Daniel R Sulman,Leonard Deutchman,Wendi Barish,Brian Mclaughlin,Henry Mcgregor Sias,Lawrence J Bozzelli,Bill Rice,Terri M Booker,Vincent Melchiorre,Jon Marshall,Mark J Moore,Betsy Wahl,Christian Dicicco,Dawn M Tancredi,Matthew C Monroe,1
Rebecca Rhynhart,4,0,0,22,18,17,13,12,13,10,12,10,11,10,9,6,9,8,5,6,5,5,4,3,3,3,4,2,3,2,0,0,0,0,1
Alan L Butkovitz,,1,0,12,9,3,8,8,4,8,6,5,2,5,6,5,4,4,7,4,2,2,5,5,5,2,2,3,0,1,0,0,0,0,1
Bobbie T Curry,,,0,0,0,1,2,1,1,1,1,0,1,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1
Mark B Cohen,,,,0,20,20,14,18,16,8,8,9,15,13,7,6,10,8,6,6,10,3,3,2,4,5,4,2,3,2,0,0,0,0,1
Vikki Kristiansson,,,,,0,16,10,19,14,11,12,7,12,12,11,5,11,6,10,6,8,3,6,5,8,1,2,4,0,0,0,0,0,0,1
Deborah Canty,,,,,,0,11,11,11,4,7,7,15,10,4,6,7,4,3,4,9,5,1,1,2,3,2,1,2,1,0,0,0,0,1
Shanese Johnson,,,,,,,0,9,6,12,10,7,6,5,7,9,5,5,5,5,2,7,4,3,4,4,1,2,4,1,0,0,0,0,1
John Macoretta,,,,,,,,0,13,8,7,1,10,10,6,4,9,2,5,5,8,1,5,4,7,3,1,0,2,0,0,0,0,0,1
Leon Goodman,,,,,,,,,1,1,4,7,13,11,4,7,11,4,1,5,8,4,2,1,0,3,2,0,2,2,0,0,0,0,1
Stella Tsai,,,,,,,,,,1,11,2,1,2,10,5,2,5,7,3,0,4,6,6,6,2,1,3,3,0,0,0,0,0,1
Rania Major,,,,,,,,,,,0,5,4,0,10,4,1,3,7,5,1,4,5,5,6,0,1,1,0,0,0,0,0,0,1
Lucretia C Clemons,,,,,,,,,,,,1,4,4,3,7,4,4,3,2,2,3,1,2,0,3,2,1,2,3,0,0,0,0,1
Zac Shaffer,,,,,,,,,,,,,0,11,1,6,9,0,1,3,9,3,1,0,1,2,1,0,1,0,0,0,0,0,1
David Conroy,,,,,,,,,,,,,,0,1,5,12,0,2,5,7,1,2,1,2,1,1,2,0,0,0,0,0,0,1
Deborah Cianfrani,,,,,,,,,,,,,,,0,1,1,6,6,4,0,4,6,7,5,1,2,2,1,2,0,0,0,0,1
Crystal B Powell,,,,,,,,,,,,,,,,0,5,2,1,4,1,4,1,1,1,2,1,1,3,1,0,0,0,0,1
Danyl S Patterson,,,,,,,,,,,,,,,,,0,0,1,3,5,1,2,1,1,1,0,2,0,0,0,0,0,0,1
Jennifer Schultz,,,,,,,,,,,,,,,,,,0,5,1,0,4,2,2,0,3,2,4,3,3,0,0,0,0,1
Vincent Furlong,,,,,,,,,,,,,,,,,,,0,2,1,2,6,4,5,1,2,5,0,0,0,0,0,0,1
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,0,1,2,3,1,1,0,0,1,0,0,0,0,0,0,1
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,2,2,0,0,0,0,0,0,0,1
Wendi Barish,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,2,2,0,2,1,0,0,0,0,1
Brian Mclaughlin,,,,,,,,,,,,,,,,,,,,,,,0,6,5,1,0,1,1,1,0,0,0,0,1
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,0,5,1,1,1,1,2,0,0,0,0,1
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,4,2,0,0,0,0,1
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,1
Vincent Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,0,1
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,49,20,2,38,31,25,25,23,22,22,21,18,17,16,15,14,14,14,14,11,10,10,9,8,8,6,6,6,5,3,0,0,0,0,1
,City Controller - Democrat,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,Rebecca Rhynhart,Alan L Butkovitz,Bobbie T Curry,Crystal B Powell,Shanese Johnson,Deborah Canty,Leon Goodman,Vikki Kristiansson,Mark B Cohen,Danyl S Patterson,Lucretia C Clemons,Rania Major,David Conroy,Stella Tsai,Zac Shaffer,Jennifer Schultz,Deborah Cianfrani,John Macoretta,Brian Mclaughlin,Terri M Booker,Vincent Furlong,Mark J Moore,Wendi Barish,Jon Marshall,Leonard Deutchman,Henry Mcgregor Sias,Daniel R Sulman,Vincent Melchiorre,Bill Rice,Lawrence J Bozzelli,Dawn M Tancredi,Christian Dicicco,Matthew C Monroe,Betsy Wahl,2
Rebecca Rhynhart,3,0,0,20,23,24,19,26,21,15,15,14,9,16,9,17,12,16,8,10,9,8,7,3,8,6,4,2,2,5,1,0,1,0,2
Alan L Butkovitz,,3,0,21,19,14,16,10,13,17,11,13,14,8,12,4,8,2,10,9,5,3,7,8,3,4,5,5,4,2,0,1,0,0,2
Bobbie T Curry,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Crystal B Powell,,,,0,26,24,24,17,13,27,15,16,20,12,12,15,10,3,9,13,6,9,8,7,2,2,6,5,5,0,1,1,0,0,2
Shanese Johnson,,,,,1,19,14,14,13,15,14,16,11,19,9,12,19,6,6,13,8,7,8,6,1,6,6,5,2,5,1,1,1,0,2
Deborah Canty,,,,,,0,24,25,18,20,14,9,15,12,14,12,9,13,6,9,6,10,11,6,10,3,3,2,5,1,0,0,0,0,2
Leon Goodman,,,,,,,1,21,13,25,9,10,18,5,16,8,2,13,9,7,6,9,5,6,11,3,3,1,3,1,1,0,0,0,2
Vikki Kristiansson,,,,,,,,0,16,18,10,10,12,10,12,8,6,14,9,6,7,7,6,4,8,2,2,1,1,3,0,0,0,0,2
Mark B Cohen,,,,,,,,,0,13,13,8,11,7,10,6,6,10,5,7,9,7,5,4,5,3,3,2,3,2,0,1,0,0,2
Danyl S Patterson,,,,,,,,,,0,8,10,22,7,17,7,5,8,10,6,5,6,1,5,9,1,4,5,1,0,0,1,0,0,2
Lucretia C Clemons,,,,,,,,,,,0,10,3,7,6,13,5,2,4,11,2,8,7,5,2,0,2,0,4,0,0,1,0,0,2
Rania Major,,,,,,,,,,,,0,6,10,6,7,10,5,11,11,10,3,6,6,2,6,1,1,4,5,1,0,1,0,2
David Conroy,,,,,,,,,,,,,0,4,16,4,3,6,6,2,3,3,0,0,7,1,4,5,1,0,0,0,0,0,2
Stella Tsai,,,,,,,,,,,,,,0,8,8,15,6,5,6,7,3,7,1,1,4,7,4,1,4,1,0,1,0,2
Zac Shaffer,,,,,,,,,,,,,,,0,1,6,7,4,2,4,4,2,5,9,0,5,4,2,1,1,0,1,0,2
Jennifer Schultz,,,,,,,,,,,,,,,,0,5,2,2,6,1,4,6,1,0,0,2,1,2,0,0,0,0,0,2
Deborah Cianfrani,,,,,,,,,,,,,,,,,0,3,3,4,5,1,5,1,1,3,4,3,0,3,0,0,0,0,2
John Macoretta,,,,,,,,,,,,,,,,,,1,7,3,5,3,2,3,8,6,3,2,0,6,0,0,0,0,2
Brian Mclaughlin,,,,,,,,,,,,,,,,,,,0,2,6,2,3,4,2,5,1,1,2,5,0,1,0,0,2
Terri M Booker,,,,,,,,,,,,,,,,,,,,0,4,3,7,7,1,3,3,2,2,1,0,1,0,0,2
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,0,1,2,2,0,5,1,2,1,5,1,0,1,0,2
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,0,1,3,2,2,1,0,4,0,0,0,0,0,2
Wendi Barish,,,,,,,,,,,,,,,,,,,,,,,0,3,1,1,2,1,2,1,0,0,0,0,2
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,2,1,4,2,2,1,1,0,2
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,0,0,0,0,0,0,0,2
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,4,0,0,0,0,2
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,0,0,0,0,0,2
Vincent Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,2
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,2
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,2
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,2
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,63,39,0,47,45,42,40,39,38,37,28,28,27,26,25,22,21,21,19,19,16,15,14,13,12,10,9,9,7,7,2,1,1,0,2
,City Controller - Democrat,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
,Rebecca Rhynhart,Alan L Butkovitz,Bobbie T Curry,Shanese Johnson,Deborah Canty,Vikki Kristiansson,Mark B Cohen,Deborah Cianfrani,John Macoretta,Rania Major,Stella Tsai,Leon Goodman,Zac Shaffer,Crystal B Powell,Danyl S Patterson,David Conroy,Vincent Furlong,Daniel R Sulman,Vincent Melchiorre,Brian Mclaughlin,Jennifer Schultz,Lucretia C Clemons,Lawrence J Bozzelli,Henry Mcgregor Sias,Terri M Booker,Leonard Deutchman,Wendi Barish,Mark J Moore,Bill Rice,Jon Marshall,Betsy Wahl,Christian Dicicco,Dawn M Tancredi,Matthew C Monroe,3
Rebecca Rhynhart,6,0,0,15,20,14,15,13,13,15,12,14,8,9,9,7,8,6,5,7,8,9,7,5,6,5,5,5,1,1,0,0,0,0,3
Alan L Butkovitz,,1,0,11,5,6,7,7,7,4,6,4,5,5,4,4,3,5,5,3,3,1,2,3,2,2,3,1,1,1,0,0,0,0,3
Bobbie T Curry,,,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
Shanese Johnson,,,,1,12,12,12,14,7,12,12,8,5,12,8,6,7,8,9,7,5,6,4,4,5,1,4,4,2,2,0,0,0,0,3
Deborah Canty,,,,,0,12,12,8,9,10,6,12,7,9,9,6,4,6,3,3,7,9,1,1,5,6,5,5,2,1,0,0,0,0,3
Vikki Kristiansson,,,,,,0,12,10,16,11,10,9,6,5,7,8,8,3,3,10,7,5,7,7,4,6,4,1,0,1,0,0,0,0,3
Mark B Cohen,,,,,,,1,8,13,7,5,14,6,6,8,6,6,3,2,4,4,5,2,1,3,6,1,3,2,1,0,0,0,0,3
Deborah Cianfrani,,,,,,,,0,9,13,17,5,6,9,4,5,10,8,6,8,4,4,9,9,3,2,5,2,2,0,0,0,0,0,3
John Macoretta,,,,,,,,,0,10,8,10,7,1,7,7,7,3,1,9,3,2,7,7,2,8,3,1,0,1,0,0,0,0,3
Rania Major,,,,,,,,,,0,12,5,3,4,2,0,10,5,3,9,4,3,9,7,4,2,3,1,1,1,0,0,0,0,3
Stella Tsai,,,,,,,,,,,0,3,7,5,4,4,8,7,6,9,3,3,8,8,0,2,2,1,0,0,0,0,0,0,3
Leon Goodman,,,,,,,,,,,,0,9,7,9,5,3,3,2,1,4,6,2,2,4,6,2,3,1,2,0,0,0,0,3
Zac Shaffer,,,,,,,,,,,,,0,5,10,10,1,8,6,0,0,2,2,2,0,6,1,0,0,0,0,0,0,0,3
Crystal B Powell,,,,,,,,,,,,,,0,8,4,1,5,6,0,5,6,0,1,5,0,3,4,2,1,0,0,0,0,3
Danyl S Patterson,,,,,,,,,,,,,,,0,10,0,5,7,1,1,3,0,1,2,4,0,2,0,1,0,0,0,0,3
David Conroy,,,,,,,,,,,,,,,,0,0,6,7,1,0,3,0,1,0,5,2,1,0,0,0,0,0,0,3
Vincent Furlong,,,,,,,,,,,,,,,,,0,2,2,7,2,1,7,5,1,1,1,0,1,1,0,0,0,0,3
Daniel R Sulman,,,,,,,,,,,,,,,,,,0,6,2,0,1,2,2,1,2,2,0,2,0,0,0,0,0,3
Vincent Melchiorre,,,,,,,,,,,,,,,,,,,0,0,1,3,1,1,0,0,2,2,0,0,0,0,0,0,3
Brian Mclaughlin,,,,,,,,,,,,,,,,,,,,0,1,1,8,7,0,1,1,1,0,0,0,0,0,0,3
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,0,5,0,1,5,0,3,3,0,1,0,0,0,0,3
Lucretia C Clemons,,,,,,,,,,,,,,,,,,,,,,0,0,1,2,1,2,5,0,1,0,0,0,0,3
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,,,,,0,7,0,2,2,0,0,0,0,0,0,0,3
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,1,0,0,0,0,0,0,3
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,1,0,3,2,1,2,0,0,0,0,3
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,0,0,0,0,3
Wendi Barish,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,0,0,0,0,0,3
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,43,21,1,30,28,26,24,23,22,21,21,20,17,15,15,14,14,13,13,12,12,12,11,10,9,8,8,6,2,2,0,0,0,0,3
,City Controller - Democrat,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,Rebecca Rhynhart,Alan L Butkovitz,Bobbie T Curry,Shanese Johnson,Crystal B Powell,Stella Tsai,Mark B Cohen,Vikki Kristiansson,Deborah Canty,Leon Goodman,Lucretia C Clemons,Danyl S Patterson,Jennifer Schultz,Rania Major,Zac Shaffer,David Conroy,Deborah Cianfrani,Wendi Barish,Vincent Furlong,Daniel R Sulman,John Macoretta,Terri M Booker,Vincent Melchiorre,Brian Mclaughlin,Lawrence J Bozzelli,Mark J Moore,Henry Mcgregor Sias,Leonard Deutchman,Bill Rice,Jon Marshall,Betsy Wahl,Christian Dicicco,Dawn M Tancredi,Matthew C Monroe,4
Rebecca Rhynhart,5,0,0,26,22,35,33,36,34,25,30,19,27,21,15,15,17,23,13,13,13,15,9,11,10,11,8,7,5,4,0,0,0,0,4
Alan L Butkovitz,,3,0,33,33,23,18,16,17,28,20,27,18,15,21,20,16,8,11,12,11,9,11,7,5,6,5,2,5,4,0,0,0,0,4
Bobbie T Curry,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Shanese Johnson,,,,1,35,25,20,15,35,25,32,23,26,22,15,19,21,17,12,11,4,15,17,8,4,7,2,2,6,3,0,0,0,0,4
Crystal B Powell,,,,,0,24,14,18,29,26,22,31,17,19,19,27,18,11,9,11,6,14,11,8,4,5,1,2,4,3,0,0,0,0,4
Stella Tsai,,,,,,0,16,23,18,15,23,14,15,19,18,9,24,20,12,16,12,11,12,10,11,6,10,3,3,2,0,0,0,0,4
Mark B Cohen,,,,,,,0,23,23,27,15,17,17,15,15,12,13,8,15,8,16,12,7,9,5,9,4,9,6,4,0,0,0,0,4
Vikki Kristiansson,,,,,,,,0,26,22,24,20,23,18,22,18,9,16,13,12,17,5,7,8,11,4,11,6,0,2,0,0,0,0,4
Deborah Canty,,,,,,,,,0,29,28,24,24,17,17,22,13,19,14,7,10,11,8,7,6,9,1,7,3,2,0,0,0,0,4
Leon Goodman,,,,,,,,,,1,19,26,18,13,22,22,10,11,9,10,13,12,6,7,5,11,3,9,4,5,0,0,0,0,4
Lucretia C Clemons,,,,,,,,,,,0,14,24,17,10,9,10,19,11,7,5,14,6,5,2,8,6,1,5,4,0,0,0,0,4
Danyl S Patterson,,,,,,,,,,,,0,9,11,21,28,9,7,6,13,10,8,11,9,4,5,3,5,2,3,0,0,0,0,4
Jennifer Schultz,,,,,,,,,,,,,0,19,10,9,12,20,11,6,10,14,7,8,7,8,6,3,6,4,0,0,0,0,4
Rania Major,,,,,,,,,,,,,,0,7,6,10,12,9,4,3,14,4,11,4,9,5,1,4,0,0,0,0,0,4
Zac Shaffer,,,,,,,,,,,,,,,0,21,11,6,7,16,10,0,11,5,3,0,7,6,0,0,0,0,0,0,4
David Conroy,,,,,,,,,,,,,,,,0,9,2,3,7,10,1,11,4,1,1,1,5,0,1,0,0,0,0,4
Deborah Cianfrani,,,,,,,,,,,,,,,,,0,11,12,10,6,5,10,6,6,3,3,2,2,2,0,0,0,0,4
Wendi Barish,,,,,,,,,,,,,,,,,,0,8,6,4,8,2,3,8,2,6,1,2,3,0,0,0,0,4
Vincent Furlong,,,,,,,,,,,,,,,,,,,1,5,6,6,5,5,6,3,4,1,3,2,0,0,0,0,4
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,0,4,2,9,5,7,2,6,3,0,0,0,0,0,0,4
John Macoretta,,,,,,,,,,,,,,,,,,,,,1,4,0,5,6,3,7,7,2,1,0,0,0,0,4
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,0,2,5,2,9,1,2,5,2,0,0,0,0,4
Vincent Melchiorre,,,,,,,,,,,,,,,,,,,,,,,0,3,1,1,0,2,0,0,0,0,0,0,4
Brian Mclaughlin,,,,,,,,,,,,,,,,,,,,,,,,0,4,1,1,3,3,1,0,0,0,0,4
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,2,2,1,0,0,0,0,4
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,1,0,0,0,0,4
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,4
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,4
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,0,0,0,4
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4
Total,85,66,2,68,60,60,59,57,56,56,52,48,48,38,38,36,34,31,28,26,26,25,22,19,18,18,13,11,10,8,0,0,0,0,4
,City Controller - Democrat,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
,Rebecca Rhynhart,Alan L Butkovitz,Bobbie T Curry,Stella Tsai,Vikki Kristiansson,Deborah Cianfrani,Mark B Cohen,Shanese Johnson,Rania Major,Deborah Canty,John Macoretta,Vincent Furlong,Jennifer Schultz,Brian Mclaughlin,Henry Mcgregor Sias,Wendi Barish,Leon Goodman,Lucretia C Clemons,Danyl S Patterson,David Conroy,Daniel R Sulman,Lawrence J Bozzelli,Zac Shaffer,Crystal B Powell,Leonard Deutchman,Terri M Booker,Vincent Melchiorre,Jon Marshall,Bill Rice,Mark J Moore,Matthew C Monroe,Betsy Wahl,Christian Dicicco,Dawn M Tancredi,5
Rebecca Rhynhart,3,0,0,27,27,24,20,26,22,21,17,16,15,16,15,13,10,12,10,9,9,13,9,10,8,9,6,3,2,2,0,0,0,0,5
Alan L Butkovitz,,4,0,12,9,10,13,9,7,6,8,6,5,6,4,6,8,6,8,8,6,4,8,6,3,2,3,3,3,3,0,0,0,0,5
Bobbie T Curry,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
