col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Justice Of The Supreme Court - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,,All
,Dwayne Woodruff,Marissa Brumbach,Matt Wolf,George Twardy,Sherman Toppin,Jon Marshall,Bill Rice,Betsy Wahl,Crystal B Powell,Christian Dicicco,All
Dwayne Woodruff,"15,468","68,982","46,767","27,381","18,496","13,063","5,467",86,48,41,All
Marissa Brumbach,,"4,195","26,733","17,911","7,510","5,724","1,749",22,19,5,All
Matt Wolf,,,"2,325","4,287","3,783","3,569","1,417",27,9,10,All
George Twardy,,,,"1,788","2,130","1,283",439,3,3,2,All
Sherman Toppin,,,,,"1,636","1,488",794,15,13,4,All
Jon Marshall,,,,,,774,853,28,5,7,All
Bill Rice,,,,,,,427,9,4,10,All
Betsy Wahl,,,,,,,,11,0,2,All
Crystal B Powell,,,,,,,,,5,1,All
Christian Dicicco,,,,,,,,,,7,All
Total,"122,230","77,562","51,905","31,338","21,500","15,131","6,414",130,62,55,All
