col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,division
,Justice Of The Supreme Court - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Dwayne Woodruff,Vikki Kristiansson,Stella Tsai,Lucretia C Clemons,Henry Mcgregor Sias,Leon Goodman,Zac Shaffer,John Macoretta,Daniel R Sulman,Jennifer Schultz,David Conroy,Wendi Barish,Deborah Canty,Deborah Cianfrani,Rania Major,Shanese Johnson,Lawrence J Bozzelli,Vincent Furlong,Crystal B Powell,Mark B Cohen,Brian Mclaughlin,Terri M Booker,Mark J Moore,Leonard Deutchman,Vincent Melchiorre,Danyl S Patterson,Jon Marshall,Bill Rice,Dawn M Tancredi,Christian Dicicco,Betsy Wahl,Matthew C Monroe,All
Dwayne Woodruff,153,"1,177","1,176",981,889,682,690,676,648,544,507,480,428,374,301,288,223,216,221,195,203,146,136,122,109,85,63,36,3,1,0,0,All
Vikki Kristiansson,,6,"1,045",857,772,582,625,626,602,413,471,381,336,272,220,197,169,150,120,110,142,72,69,95,58,56,29,14,2,1,0,0,All
Stella Tsai,,,2,839,768,549,598,614,618,418,452,385,326,261,234,179,178,162,101,99,150,73,74,90,74,50,38,15,1,0,0,0,All
Lucretia C Clemons,,,,4,679,564,600,494,562,378,474,342,269,148,96,136,75,63,156,75,53,90,96,79,54,75,32,13,1,1,0,0,All
Henry Mcgregor Sias,,,,,2,523,564,559,530,252,388,213,150,141,101,58,136,123,51,81,118,42,79,45,48,38,22,9,0,0,0,0,All
Leon Goodman,,,,,,0,492,467,468,163,420,136,132,91,46,73,60,47,82,66,57,54,82,47,32,32,26,10,0,0,0,0,All
Zac Shaffer,,,,,,,0,436,514,165,431,154,97,55,36,51,49,28,56,76,44,25,38,38,59,42,19,8,0,0,0,0,All
John Macoretta,,,,,,,,0,453,124,408,108,85,112,101,62,139,127,25,56,119,18,23,53,30,6,21,11,0,0,0,0,All
Daniel R Sulman,,,,,,,,,0,160,414,148,101,41,29,34,48,50,29,45,46,18,26,51,34,21,18,8,0,0,0,0,All
Jennifer Schultz,,,,,,,,,,3,72,386,318,208,149,144,83,61,135,73,68,96,96,97,53,29,38,11,2,1,0,0,All
David Conroy,,,,,,,,,,,0,65,61,28,13,35,36,28,51,27,27,14,24,43,21,22,18,7,0,0,0,0,All
Wendi Barish,,,,,,,,,,,,2,286,173,142,136,69,53,117,65,60,80,80,83,49,37,27,9,0,1,0,0,All
Deborah Canty,,,,,,,,,,,,,2,164,131,160,80,63,109,65,61,69,61,67,32,34,26,11,1,1,0,0,All
Deborah Cianfrani,,,,,,,,,,,,,,4,212,170,95,105,123,65,91,84,35,20,30,15,8,10,1,1,0,0,All
Rania Major,,,,,,,,,,,,,,,3,143,102,106,80,77,92,51,10,18,22,17,14,9,0,0,0,0,All
Shanese Johnson,,,,,,,,,,,,,,,,5,47,63,111,62,43,61,11,16,27,36,7,13,0,1,0,0,All
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,1,126,14,42,117,11,26,42,23,7,20,11,0,0,0,0,All
Vincent Furlong,,,,,,,,,,,,,,,,,,1,28,48,106,15,19,23,21,12,17,12,0,0,0,0,All
Crystal B Powell,,,,,,,,,,,,,,,,,,,0,47,16,88,38,9,24,43,12,10,0,0,0,0,All
Mark B Cohen,,,,,,,,,,,,,,,,,,,,5,51,31,14,14,28,27,23,17,3,0,0,0,All
Brian Mclaughlin,,,,,,,,,,,,,,,,,,,,,0,14,24,20,22,6,19,9,0,0,0,0,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,0,36,6,6,17,11,16,2,1,0,0,All
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,0,25,9,11,24,10,0,0,0,0,All
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,0,14,3,20,9,0,0,0,0,All
Vincent Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,1,22,5,8,0,0,0,0,All
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,7,0,0,0,0,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,0,0,0,0,All
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,All
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,All
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,750","1,240","1,223","1,039",926,721,718,700,675,575,528,507,456,389,310,307,238,231,228,213,211,150,140,137,121,92,70,39,3,1,0,0,All
,Justice Of The Supreme Court - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Dwayne Woodruff,Vikki Kristiansson,Stella Tsai,Henry Mcgregor Sias,Lucretia C Clemons,John Macoretta,Leon Goodman,Daniel R Sulman,Zac Shaffer,Jennifer Schultz,David Conroy,Wendi Barish,Deborah Canty,Deborah Cianfrani,Rania Major,Lawrence J Bozzelli,Shanese Johnson,Brian Mclaughlin,Terri M Booker,Vincent Furlong,Mark B Cohen,Crystal B Powell,Vincent Melchiorre,Leonard Deutchman,Mark J Moore,Bill Rice,Danyl S Patterson,Jon Marshall,Betsy Wahl,Christian Dicicco,Dawn M Tancredi,Matthew C Monroe,1
Dwayne Woodruff,8,66,60,46,42,33,32,33,33,25,24,19,15,15,14,13,10,8,8,8,6,6,5,4,3,2,2,1,0,0,0,0,1
Vikki Kristiansson,,1,54,44,42,34,32,30,30,22,21,16,14,13,12,9,9,6,7,6,5,4,4,5,3,1,1,1,0,0,0,0,1
Stella Tsai,,,1,43,39,31,29,32,32,22,21,19,14,13,12,10,7,7,4,7,3,4,6,2,3,0,1,0,0,0,0,0,1
Henry Mcgregor Sias,,,,0,35,33,29,32,27,15,22,11,7,7,7,9,3,6,2,6,3,1,4,1,1,2,2,1,0,0,0,0,1
Lucretia C Clemons,,,,,0,24,25,27,26,17,19,15,8,5,4,5,4,1,6,2,2,5,4,2,2,1,2,0,0,0,0,0,1
John Macoretta,,,,,,0,26,21,21,5,20,4,2,5,5,8,1,6,0,7,1,0,1,2,0,1,0,1,0,0,0,0,1
Leon Goodman,,,,,,,0,24,20,8,20,6,3,3,3,4,4,5,1,3,2,2,0,3,1,0,1,0,0,0,0,0,1
Daniel R Sulman,,,,,,,,0,26,11,21,9,6,4,1,4,3,2,2,3,3,2,4,1,0,1,1,0,0,0,0,0,1
Zac Shaffer,,,,,,,,,0,9,20,9,3,5,4,1,2,0,2,0,3,1,6,0,1,0,0,0,0,0,0,0,1
Jennifer Schultz,,,,,,,,,,0,4,16,13,9,8,6,6,2,5,2,4,5,6,4,3,2,2,1,0,0,0,0,1
David Conroy,,,,,,,,,,,0,4,2,3,1,5,0,1,2,1,0,2,0,0,1,1,1,0,0,0,0,0,1
Wendi Barish,,,,,,,,,,,,0,9,6,6,5,1,2,6,1,2,3,5,1,3,0,0,0,0,0,0,0,1
Deborah Canty,,,,,,,,,,,,,1,5,3,4,5,0,2,1,3,1,1,3,2,0,0,0,0,0,0,0,1
Deborah Cianfrani,,,,,,,,,,,,,,0,9,5,3,4,3,3,1,5,3,0,0,0,0,0,0,0,0,0,1
Rania Major,,,,,,,,,,,,,,,0,4,2,3,3,3,1,2,2,1,1,0,0,0,0,0,0,0,1
Lawrence J Bozzelli,,,,,,,,,,,,,,,,0,0,7,2,8,0,2,0,1,1,1,1,0,0,0,0,0,1
Shanese Johnson,,,,,,,,,,,,,,,,,0,0,2,0,3,2,0,2,0,1,0,1,0,0,0,0,1
Brian Mclaughlin,,,,,,,,,,,,,,,,,,0,1,6,0,2,0,0,0,0,1,0,0,0,0,0,1
Terri M Booker,,,,,,,,,,,,,,,,,,,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1
Vincent Furlong,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,1,0,0,0,0,0,1
Mark B Cohen,,,,,,,,,,,,,,,,,,,,,0,0,1,2,0,1,0,1,0,0,0,0,1
Crystal B Powell,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,0,1
Vincent Melchiorre,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0,0,0,0,1
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,86,73,64,49,46,36,36,35,34,27,25,21,17,15,14,13,11,8,8,8,7,6,6,5,3,2,2,1,0,0,0,0,1
,Justice Of The Supreme Court - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,Dwayne Woodruff,Stella Tsai,Vikki Kristiansson,Lucretia C Clemons,Henry Mcgregor Sias,Zac Shaffer,Leon Goodman,Daniel R Sulman,John Macoretta,David Conroy,Wendi Barish,Jennifer Schultz,Deborah Canty,Deborah Cianfrani,Rania Major,Mark J Moore,Vincent Furlong,Crystal B Powell,Lawrence J Bozzelli,Mark B Cohen,Brian Mclaughlin,Shanese Johnson,Terri M Booker,Danyl S Patterson,Vincent Melchiorre,Jon Marshall,Leonard Deutchman,Bill Rice,Dawn M Tancredi,Betsy Wahl,Christian Dicicco,Matthew C Monroe,2
Dwayne Woodruff,10,153,148,136,127,114,103,100,100,84,52,48,34,28,25,21,20,20,19,17,17,15,13,10,10,8,7,4,1,0,0,0,2
Stella Tsai,,0,140,120,120,111,96,101,97,85,35,33,25,17,20,11,15,6,15,11,13,11,4,7,8,6,2,2,0,0,0,0,2
Vikki Kristiansson,,,1,124,117,111,95,95,95,84,40,33,29,15,21,8,14,10,16,13,13,13,4,10,5,1,5,1,1,0,0,0,2
Lucretia C Clemons,,,,0,111,108,97,94,85,84,38,33,20,11,8,14,7,15,7,11,5,5,8,10,4,1,3,0,0,0,0,0,2
Henry Mcgregor Sias,,,,,0,107,98,93,91,78,27,27,12,12,8,14,10,8,11,6,11,2,7,7,2,3,1,1,0,0,0,0,2
Zac Shaffer,,,,,,0,90,96,86,82,20,18,10,3,8,5,3,5,6,12,6,4,0,10,4,2,1,1,0,0,0,0,2
Leon Goodman,,,,,,,0,84,83,80,16,15,12,8,4,14,6,7,7,4,4,1,6,2,2,2,4,1,0,0,0,0,2
Daniel R Sulman,,,,,,,,0,78,79,12,11,6,2,2,5,3,3,4,5,3,2,2,4,1,3,2,3,0,0,0,0,2
John Macoretta,,,,,,,,,0,78,10,9,10,8,9,6,11,1,12,2,11,3,0,1,3,3,3,2,0,0,0,0,2
David Conroy,,,,,,,,,,0,5,5,8,0,1,2,3,1,5,2,0,0,0,0,1,1,4,1,0,0,0,0,2
Wendi Barish,,,,,,,,,,,0,35,23,15,15,12,8,17,8,7,7,12,8,8,5,1,4,1,0,0,0,0,2
Jennifer Schultz,,,,,,,,,,,,0,23,19,10,13,5,15,6,3,3,10,11,3,4,3,2,2,0,0,0,0,2
Deborah Canty,,,,,,,,,,,,,0,12,10,5,6,6,7,4,4,8,4,1,3,2,4,0,0,0,0,0,2
Deborah Cianfrani,,,,,,,,,,,,,,0,15,7,7,13,5,3,6,9,9,0,4,2,1,1,0,0,0,0,2
Rania Major,,,,,,,,,,,,,,,0,1,9,9,7,9,8,13,1,5,4,2,1,0,0,0,0,0,2
Mark J Moore,,,,,,,,,,,,,,,,0,4,7,6,0,3,0,7,0,0,2,1,1,0,0,0,0,2
Vincent Furlong,,,,,,,,,,,,,,,,,0,2,10,4,10,1,2,1,5,3,4,1,0,0,0,0,2
