col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Commonwealth Court - Democrat,,,,,,All
,Vincent Furlong,Brian Mclaughlin,Stella Tsai,Deborah Cianfrani,Vikki Kristiansson,David Conroy,Zac Shaffer,Mark B Cohen,Vincent Melchiorre,Jennifer Schultz,Daniel R Sulman,Deborah Canty,Shanese Johnson,John Macoretta,Wendi Barish,Rania Major,Lawrence J Bozzelli,Lucretia C Clemons,Henry Mcgregor Sias,Leon Goodman,Crystal B Powell,Leonard Deutchman,Terri M Booker,Bill Rice,Mark J Moore,Jon Marshall,Danyl S Patterson,Christian Dicicco,Dawn M Tancredi,Betsy Wahl,Matthew C Monroe,Ellen Ceisler,Joe Cosgrove,Timothy Barry,Todd Eagen,Irene M Clark,Bryan Barbin,All
Vincent Furlong,76,571,443,420,378,463,425,283,359,177,247,178,239,226,164,189,191,167,173,123,130,77,49,80,53,47,41,1,0,0,0,590,404,271,268,70,18,All
Brian Mclaughlin,,52,323,350,328,247,183,314,244,192,146,172,158,245,138,178,213,116,182,130,67,80,60,90,72,63,57,1,0,0,0,474,326,282,192,62,25,All
Stella Tsai,,,5,401,404,226,220,150,234,197,192,199,259,177,197,216,170,172,171,92,136,47,61,40,44,26,29,2,0,0,0,428,271,215,190,65,16,All
Deborah Cianfrani,,,,10,282,169,211,227,228,204,165,206,212,203,166,230,188,74,168,77,163,50,77,57,32,28,44,0,0,0,0,450,244,233,162,81,14,All
Vikki Kristiansson,,,,,2,196,186,163,170,202,134,198,164,188,195,216,175,175,171,88,87,66,56,33,42,32,22,0,0,0,0,384,262,180,133,72,9,All
David Conroy,,,,,,23,359,129,260,79,163,83,135,63,83,43,53,143,41,73,125,42,38,61,40,35,41,2,0,0,0,347,178,85,184,39,13,All
Zac Shaffer,,,,,,,6,145,237,105,215,112,121,85,112,68,70,85,59,90,116,48,25,41,25,26,32,1,1,0,0,380,188,100,163,28,9,All
Mark B Cohen,,,,,,,,9,134,161,104,156,91,145,104,127,120,66,110,107,65,65,52,66,52,42,40,0,0,0,0,325,185,160,100,46,13,All
Vincent Melchiorre,,,,,,,,,3,81,168,94,150,93,88,49,77,119,51,63,93,60,33,48,28,21,31,1,1,0,0,321,155,80,182,34,10,All
Jennifer Schultz,,,,,,,,,,2,101,225,88,83,183,117,80,84,67,82,88,57,69,35,53,37,23,0,1,0,0,319,137,109,69,67,11,All
Daniel R Sulman,,,,,,,,,,,11,88,103,77,103,47,57,70,64,77,87,44,29,32,35,25,19,1,0,0,0,290,135,73,138,19,5,All
Deborah Canty,,,,,,,,,,,,2,106,69,189,122,77,93,61,80,99,60,75,35,44,37,29,1,1,0,0,312,137,102,85,83,6,All
Shanese Johnson,,,,,,,,,,,,,1,66,84,120,61,88,63,51,108,27,42,19,19,16,22,1,0,0,0,228,103,104,144,45,2,All
John Macoretta,,,,,,,,,,,,,,4,56,143,197,20,172,69,17,51,15,28,32,27,12,0,0,0,0,175,198,167,49,28,14,All
Wendi Barish,,,,,,,,,,,,,,,3,94,62,108,50,87,63,40,56,26,40,34,19,0,0,0,0,284,136,86,56,62,3,All
Rania Major,,,,,,,,,,,,,,,,2,142,42,138,61,46,32,41,27,20,17,18,1,0,0,0,185,160,165,40,40,8,All
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,2,38,151,60,17,55,13,27,19,22,12,0,0,0,0,158,169,149,41,18,11,All
Lucretia C Clemons,,,,,,,,,,,,,,,,,,0,38,44,56,31,46,23,46,27,27,0,0,0,0,182,101,32,79,43,1,All
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,2,53,19,39,21,21,27,18,12,0,0,0,0,145,153,137,37,25,9,All
Leon Goodman,,,,,,,,,,,,,,,,,,,,1,32,57,25,28,47,28,27,1,0,0,0,162,83,75,63,19,9,All
Crystal B Powell,,,,,,,,,,,,,,,,,,,,,0,10,59,27,24,20,34,0,0,0,0,201,52,48,95,41,2,All
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,2,21,22,27,16,11,0,1,0,0,88,55,40,38,22,8,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,0,23,31,23,20,1,0,0,0,109,50,26,21,43,4,All
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,0,41,24,19,1,0,0,0,98,44,46,35,22,6,All
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,1,38,20,1,0,0,0,94,50,39,26,16,4,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,0,1,0,0,77,50,31,19,12,3,All
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,64,35,26,28,16,4,All
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,0,1,1,0,All
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,All
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,All
Ellen Ceisler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,271,172,227,100,12,All
Joe Cosgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,158,41,14,11,All
Timothy Barry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,26,16,6,All
Todd Eagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,2,All
Irene M Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,All
Bryan Barbin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,All
Total,"1,244",965,741,728,649,644,599,520,517,415,414,412,386,370,359,351,336,289,287,251,246,162,145,144,134,105,97,2,1,0,0,"1,110",691,502,383,152,44,All
,Judge Of The Commonwealth Court - Democrat,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Ellen Ceisler,Todd Eagen,Joe Cosgrove,Timothy Barry,Irene M Clark,Bryan Barbin,Brian Mclaughlin,Vincent Furlong,Deborah Cianfrani,Vikki Kristiansson,Daniel R Sulman,Mark B Cohen,Stella Tsai,David Conroy,Jennifer Schultz,Leon Goodman,Vincent Melchiorre,Leonard Deutchman,Rania Major,Deborah Canty,John Macoretta,Lucretia C Clemons,Shanese Johnson,Crystal B Powell,Lawrence J Bozzelli,Henry Mcgregor Sias,Mark J Moore,Zac Shaffer,Bill Rice,Danyl S Patterson,Jon Marshall,Terri M Booker,Wendi Barish,Dawn M Tancredi,Betsy Wahl,Christian Dicicco,Matthew C Monroe,1
Ellen Ceisler,1,8,3,0,2,0,10,11,9,7,7,7,4,7,7,7,6,5,5,6,3,4,3,5,2,2,3,4,3,3,3,3,2,1,0,0,0,1
Todd Eagen,,0,0,0,0,0,8,8,4,6,3,3,5,5,3,4,3,2,1,2,1,3,3,3,1,1,1,2,0,1,2,1,0,0,0,0,0,1
Joe Cosgrove,,,0,2,0,0,4,5,2,3,1,4,1,0,1,0,2,1,4,1,3,0,1,0,2,3,1,0,2,0,0,1,0,0,0,0,0,1
Timothy Barry,,,,0,0,0,3,2,2,2,0,1,2,0,0,0,0,0,2,0,2,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1
Irene M Clark,,,,,0,0,0,0,1,0,1,0,0,1,2,1,1,2,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1
Bryan Barbin,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Brian Mclaughlin,,,,,,,1,11,5,8,3,6,6,5,2,5,3,3,4,1,4,3,3,2,3,3,4,1,1,2,1,2,0,0,0,0,0,1
Vincent Furlong,,,,,,,,0,7,9,5,7,6,6,3,4,6,5,5,3,4,4,6,3,4,3,3,2,2,1,2,2,0,0,0,0,0,1
Deborah Cianfrani,,,,,,,,,0,3,3,4,4,3,4,2,2,2,3,3,5,2,4,4,5,3,0,1,1,1,1,0,1,0,0,0,0,1
Vikki Kristiansson,,,,,,,,,,0,2,2,6,3,3,5,3,4,4,2,2,4,1,1,1,3,1,1,1,0,1,0,0,0,0,0,0,1
Daniel R Sulman,,,,,,,,,,,1,2,1,4,1,5,3,1,2,1,3,1,1,1,1,1,1,3,2,1,0,2,1,0,0,0,0,1
Mark B Cohen,,,,,,,,,,,,0,1,3,2,1,3,1,2,3,3,2,3,2,3,1,2,1,1,1,2,2,1,0,0,0,0,1
Stella Tsai,,,,,,,,,,,,,0,2,2,4,3,4,2,1,3,4,2,1,2,2,1,0,0,0,0,0,1,0,0,0,0,1
David Conroy,,,,,,,,,,,,,,0,1,5,3,3,1,2,1,3,2,2,2,0,2,3,1,2,1,1,1,0,0,0,0,1
Jennifer Schultz,,,,,,,,,,,,,,,0,1,2,2,2,5,1,2,0,3,1,2,0,1,1,0,2,0,1,1,0,0,0,1
Leon Goodman,,,,,,,,,,,,,,,,0,2,4,2,1,2,3,0,0,1,1,1,2,1,1,0,1,1,0,0,0,0,1
Vincent Melchiorre,,,,,,,,,,,,,,,,,0,4,1,3,2,3,3,1,1,1,1,3,2,0,1,1,1,1,0,0,0,1
Leonard Deutchman,,,,,,,,,,,,,,,,,,0,1,2,2,2,1,0,2,1,1,1,2,1,1,0,0,1,0,0,0,1
Rania Major,,,,,,,,,,,,,,,,,,,0,2,2,1,1,1,2,3,0,1,1,0,0,1,1,0,0,0,0,1
Deborah Canty,,,,,,,,,,,,,,,,,,,,0,0,3,0,3,1,1,0,2,1,0,2,0,2,1,0,0,0,1
John Macoretta,,,,,,,,,,,,,,,,,,,,,0,0,2,0,4,3,1,0,2,1,0,1,0,0,0,0,0,1
Lucretia C Clemons,,,,,,,,,,,,,,,,,,,,,,0,1,2,0,0,1,1,0,0,1,0,2,0,0,0,0,1
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,0,1,2,1,1,1,0,1,1,1,0,0,0,0,0,1
Crystal B Powell,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,1,1,0,0,0,0,0,0,0,1
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,2,1,2,0,0,0,0,0,1
Zac Shaffer,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,1,0,0,0,1
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,1
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,1
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Wendi Barish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,23,11,6,5,3,0,18,18,13,11,10,10,10,8,8,8,8,7,7,6,6,6,6,5,5,4,4,4,3,3,3,3,2,1,0,0,0,1
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Commonwealth Court - Democrat,,,,,,2
