col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,Judge Of The Superior Court - Democrat,,,,,District Attorney - Democrat,,,,,,,All
,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Debbie Kunselman,Bill Caye,Lawrence S Krasner,Tariq Karim El Shabazz,Joe Khan,Michael W Untermeyer,Rich Negrin,John O Neill,Teresa Carr Deni,All
Carolyn H Nichols,5,746,583,482,174,450,121,125,110,110,22,11,All
Maria Mclaughlin,,5,581,482,168,433,98,114,99,88,19,12,All
Geoff Moulton,,,0,418,116,334,61,78,72,80,11,5,All
Debbie Kunselman,,,,4,100,309,47,76,55,44,9,6,All
Bill Caye,,,,,0,87,33,36,23,19,3,3,All
Lawrence S Krasner,,,,,,101,0,0,0,0,0,0,All
Tariq Karim El Shabazz,,,,,,,63,0,0,0,0,0,All
Joe Khan,,,,,,,,45,0,0,0,0,All
Michael W Untermeyer,,,,,,,,,28,0,0,0,All
Rich Negrin,,,,,,,,,,16,0,0,All
John O Neill,,,,,,,,,,,4,0,All
Teresa Carr Deni,,,,,,,,,,,,7,All
Total,971,882,651,556,207,644,213,210,161,142,28,21,All
,Judge Of The Superior Court - Democrat,,,,,District Attorney - Democrat,,,,,,,1
,Maria Mclaughlin,Carolyn H Nichols,Geoff Moulton,Debbie Kunselman,Bill Caye,Lawrence S Krasner,Joe Khan,Rich Negrin,John O Neill,Tariq Karim El Shabazz,Michael W Untermeyer,Teresa Carr Deni,1
Maria Mclaughlin,0,60,52,44,12,40,11,7,4,3,2,0,1
Carolyn H Nichols,,0,49,38,9,38,10,6,4,3,1,0,1
Geoff Moulton,,,0,41,11,40,10,6,2,1,2,0,1
Debbie Kunselman,,,,0,7,34,6,2,2,1,1,0,1
Bill Caye,,,,,0,6,2,3,1,1,2,0,1
Lawrence S Krasner,,,,,,6,0,0,0,0,0,0,1
Joe Khan,,,,,,,2,0,0,0,0,0,1
Rich Negrin,,,,,,,,0,0,0,0,0,1
John O Neill,,,,,,,,,0,0,0,0,1
Tariq Karim El Shabazz,,,,,,,,,,1,0,0,1
Michael W Untermeyer,,,,,,,,,,,1,0,1
Teresa Carr Deni,,,,,,,,,,,,0,1
Total,67,62,61,46,15,50,16,10,4,4,3,0,1
,Judge Of The Superior Court - Democrat,,,,,District Attorney - Democrat,,,,,,,2
,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Debbie Kunselman,Bill Caye,Lawrence S Krasner,Rich Negrin,Tariq Karim El Shabazz,Joe Khan,Michael W Untermeyer,John O Neill,Teresa Carr Deni,2
Carolyn H Nichols,1,43,33,24,8,17,12,7,6,6,2,0,2
Maria Mclaughlin,,2,34,24,8,16,10,7,4,7,2,0,2
Geoff Moulton,,,0,21,5,14,8,4,3,5,0,0,2
Debbie Kunselman,,,,0,4,15,4,3,3,3,0,0,2
Bill Caye,,,,,0,5,1,2,1,1,0,0,2
Lawrence S Krasner,,,,,,5,0,0,0,0,0,0,2
Rich Negrin,,,,,,,2,0,0,0,0,0,2
Tariq Karim El Shabazz,,,,,,,,3,0,0,0,0,2
Joe Khan,,,,,,,,,3,0,0,0,2
Michael W Untermeyer,,,,,,,,,,1,0,0,2
John O Neill,,,,,,,,,,,1,0,2
Teresa Carr Deni,,,,,,,,,,,,0,2
Total,53,50,36,28,10,27,16,11,9,8,3,0,2
,Judge Of The Superior Court - Democrat,,,,,District Attorney - Democrat,,,,,,,3
,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Debbie Kunselman,Bill Caye,Lawrence S Krasner,Michael W Untermeyer,Rich Negrin,Joe Khan,Tariq Karim El Shabazz,John O Neill,Teresa Carr Deni,3
Carolyn H Nichols,0,61,44,31,14,32,10,12,9,8,5,0,3
Maria Mclaughlin,,1,46,32,15,29,11,10,6,6,5,0,3
Geoff Moulton,,,0,28,11,22,10,8,2,4,2,0,3
Debbie Kunselman,,,,0,4,16,7,6,3,2,1,0,3
Bill Caye,,,,,0,7,2,1,3,2,0,0,3
Lawrence S Krasner,,,,,,5,0,0,0,0,0,0,3
Michael W Untermeyer,,,,,,,3,0,0,0,0,0,3
Rich Negrin,,,,,,,,3,0,0,0,0,3
Joe Khan,,,,,,,,,2,0,0,0,3
Tariq Karim El Shabazz,,,,,,,,,,3,0,0,3
John O Neill,,,,,,,,,,,0,0,3
Teresa Carr Deni,,,,,,,,,,,,0,3
Total,78,70,48,35,15,44,15,15,12,12,5,0,3
,Judge Of The Superior Court - Democrat,,,,,District Attorney - Democrat,,,,,,,4
,Maria Mclaughlin,Carolyn H Nichols,Geoff Moulton,Debbie Kunselman,Bill Caye,Lawrence S Krasner,Tariq Karim El Shabazz,Joe Khan,Michael W Untermeyer,Rich Negrin,John O Neill,Teresa Carr Deni,4
Maria Mclaughlin,2,33,25,20,10,22,10,5,5,3,1,1,4
Carolyn H Nichols,,1,24,19,9,20,9,3,4,4,0,1,4
Geoff Moulton,,,0,16,7,16,6,3,2,1,0,1,4
Debbie Kunselman,,,,0,4,13,4,4,1,2,0,0,4
Bill Caye,,,,,0,6,1,0,0,2,0,1,4
Lawrence S Krasner,,,,,,3,0,0,0,0,0,0,4
Tariq Karim El Shabazz,,,,,,,1,0,0,0,0,0,4
Joe Khan,,,,,,,,2,0,0,0,0,4
Michael W Untermeyer,,,,,,,,,0,0,0,0,4
Rich Negrin,,,,,,,,,,0,0,0,4
John O Neill,,,,,,,,,,,0,0,4
Teresa Carr Deni,,,,,,,,,,,,0,4
