col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,division
,Judge Of The Superior Court - Democrat,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Debbie Kunselman,Bill Caye,Stella Tsai,Deborah Cianfrani,Vikki Kristiansson,Shanese Johnson,Zac Shaffer,Lucretia C Clemons,Deborah Canty,Jennifer Schultz,Daniel R Sulman,Wendi Barish,Crystal B Powell,John Macoretta,Rania Major,Vincent Furlong,Mark B Cohen,David Conroy,Leon Goodman,Vincent Melchiorre,Brian Mclaughlin,Henry Mcgregor Sias,Danyl S Patterson,Lawrence J Bozzelli,Terri M Booker,Leonard Deutchman,Mark J Moore,Jon Marshall,Bill Rice,Christian Dicicco,Matthew C Monroe,Dawn M Tancredi,Betsy Wahl,All
Carolyn H Nichols,40,"1,348","1,110",889,290,"1,005",815,741,695,537,512,506,499,488,485,461,402,411,393,366,378,362,356,323,332,338,280,203,158,177,110,65,3,1,2,0,All
Maria Mclaughlin,,25,"1,102",878,290,976,764,739,643,533,466,487,481,487,472,405,405,377,395,344,378,327,351,337,314,317,282,180,169,156,103,73,2,3,0,0,All
Geoff Moulton,,,10,778,208,828,652,594,527,478,367,378,380,445,384,333,331,302,302,259,334,268,325,262,278,295,236,144,144,125,91,55,2,1,1,0,All
Debbie Kunselman,,,,10,144,705,541,497,435,409,330,366,395,401,374,310,248,210,203,178,285,215,277,174,212,245,168,119,132,98,69,35,1,2,1,0,All
Bill Caye,,,,,3,177,148,137,137,84,99,134,125,78,102,93,80,137,125,126,61,109,86,103,71,50,79,65,59,64,46,45,1,2,1,0,All
Stella Tsai,,,,,,6,672,591,532,427,337,361,376,422,382,299,289,299,265,192,283,190,271,212,267,242,211,114,117,88,55,25,1,0,1,0,All
Deborah Cianfrani,,,,,,,2,394,541,329,171,246,261,318,249,311,229,295,239,191,235,131,273,172,174,230,168,130,75,68,32,23,2,1,1,0,All
Vikki Kristiansson,,,,,,,,15,287,249,331,354,341,206,346,151,310,278,264,195,142,195,76,202,257,86,204,98,126,79,37,21,1,1,1,0,All
Shanese Johnson,,,,,,,,,10,318,176,224,180,294,177,308,145,221,151,143,225,103,249,89,86,248,94,115,45,52,39,35,3,1,0,0,All
Zac Shaffer,,,,,,,,,,3,172,157,149,364,171,254,139,60,101,115,278,151,280,71,95,264,62,41,79,47,27,13,2,1,0,0,All
Lucretia C Clemons,,,,,,,,,,,17,241,277,139,276,170,120,128,96,105,102,168,71,90,154,78,64,106,71,108,57,30,1,0,0,0,All
Deborah Canty,,,,,,,,,,,,0,313,115,304,160,116,172,119,157,113,190,72,103,97,80,95,114,89,73,51,35,2,0,0,0,All
Jennifer Schultz,,,,,,,,,,,,,1,132,327,131,120,173,107,131,70,169,65,110,151,43,99,99,81,89,53,21,1,2,0,0,All
Daniel R Sulman,,,,,,,,,,,,,,1,157,203,125,55,113,81,234,120,262,68,88,225,78,26,74,40,27,13,1,0,0,0,All
Wendi Barish,,,,,,,,,,,,,,,2,127,129,151,121,95,66,174,51,86,135,40,83,94,111,74,41,18,0,1,0,0,All
Crystal B Powell,,,,,,,,,,,,,,,,2,55,109,44,101,217,111,193,49,42,233,22,112,17,69,40,30,1,0,0,0,All
John Macoretta,,,,,,,,,,,,,,,,,7,141,200,122,58,105,53,168,167,47,180,30,92,44,34,16,0,1,1,0,All
