col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,District Attorney - Democrat,,,,,,,All
,Vikki Kristiansson,Stella Tsai,Jennifer Schultz,Lucretia C Clemons,Deborah Canty,Wendi Barish,Daniel R Sulman,Zac Shaffer,Deborah Cianfrani,Brian Mclaughlin,David Conroy,Mark B Cohen,Henry Mcgregor Sias,Vincent Furlong,Rania Major,Shanese Johnson,John Macoretta,Vincent Melchiorre,Lawrence J Bozzelli,Mark J Moore,Leon Goodman,Crystal B Powell,Leonard Deutchman,Terri M Booker,Jon Marshall,Danyl S Patterson,Bill Rice,Dawn M Tancredi,Matthew C Monroe,Betsy Wahl,Christian Dicicco,Joe Khan,Lawrence S Krasner,Rich Negrin,John O Neill,Michael W Untermeyer,Tariq Karim El Shabazz,Teresa Carr Deni,All
Vikki Kristiansson,0,"1,556","1,126","1,080",893,957,711,685,709,547,506,465,766,555,655,523,507,378,467,344,398,360,249,198,105,130,50,3,0,0,0,751,827,360,116,68,36,42,All
Stella Tsai,,1,"1,089","1,048",937,"1,000",746,656,764,518,466,443,713,485,630,515,499,355,491,307,392,376,231,232,122,120,58,1,1,0,0,748,831,335,101,68,55,41,All
Jennifer Schultz,,,4,877,943,983,507,468,662,454,371,506,488,364,551,504,358,264,316,505,326,391,240,272,141,78,90,6,2,0,0,657,737,303,117,68,42,52,All
Lucretia C Clemons,,,,0,685,761,777,775,341,267,641,270,495,261,331,436,219,417,248,427,362,379,199,224,131,169,71,2,0,0,0,644,739,234,75,33,59,32,All
Deborah Canty,,,,,2,851,353,366,544,315,259,332,303,275,412,416,227,164,291,251,355,369,204,244,143,89,60,3,2,0,0,435,580,193,70,52,46,42,All
Wendi Barish,,,,,,0,418,431,511,256,283,236,411,213,352,337,225,203,256,229,325,293,201,192,100,61,37,3,1,0,0,425,607,193,56,41,36,38,All
Daniel R Sulman,,,,,,,0,829,180,290,527,288,387,256,168,143,220,422,206,178,262,140,158,61,76,104,41,2,1,0,0,512,459,160,85,36,28,14,All
Zac Shaffer,,,,,,,,0,156,241,550,289,340,217,158,138,175,412,175,171,285,153,136,58,81,128,44,2,1,0,0,517,457,147,75,31,26,11,All
Deborah Cianfrani,,,,,,,,,1,413,158,373,255,342,544,430,336,189,323,152,141,295,78,214,46,42,53,3,0,0,0,384,369,192,91,70,48,40,All
Brian Mclaughlin,,,,,,,,,,2,368,413,335,524,280,208,415,298,383,199,219,84,159,90,112,60,84,1,1,0,0,366,267,264,162,77,19,13,All
David Conroy,,,,,,,,,,,3,236,170,328,101,120,172,428,198,194,191,143,174,81,103,125,67,1,0,0,0,402,284,210,172,42,25,6,All
Mark B Cohen,,,,,,,,,,,,0,235,342,313,242,283,247,242,175,225,165,109,135,67,88,80,1,0,0,0,373,340,175,88,79,35,14,All
Henry Mcgregor Sias,,,,,,,,,,,,,0,305,297,218,352,141,314,196,236,60,131,61,47,47,38,0,0,0,0,333,456,145,44,46,23,9,All
Vincent Furlong,,,,,,,,,,,,,,0,280,235,362,309,331,147,191,93,136,74,66,47,73,1,1,0,0,313,241,261,137,65,27,12,All
Rania Major,,,,,,,,,,,,,,,1,470,241,113,255,152,132,228,65,139,36,58,44,4,0,0,0,329,342,152,41,42,49,25,All
Shanese Johnson,,,,,,,,,,,,,,,,0,150,115,138,186,152,284,50,189,40,81,50,2,0,0,0,294,339,141,36,43,72,28,All
John Macoretta,,,,,,,,,,,,,,,,,3,147,373,171,177,58,150,58,71,30,62,1,1,0,0,314,211,197,75,66,16,8,All
Vincent Melchiorre,,,,,,,,,,,,,,,,,,1,134,128,115,110,86,63,48,98,54,2,1,0,0,307,223,137,151,39,19,8,All
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,1,137,194,44,171,42,81,30,40,1,0,0,0,276,224,181,70,49,20,6,All
Mark J Moore,,,,,,,,,,,,,,,,,,,,1,194,118,114,108,109,79,64,2,0,0,0,295,240,127,73,32,27,14,All
Leon Goodman,,,,,,,,,,,,,,,,,,,,,2,118,160,100,82,93,58,2,1,0,0,242,321,98,37,24,41,12,All
