col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Justice Of The Supreme Court - Democrat,Judge Of The Superior Court - Democrat,,,,,All
,Dwayne Woodruff,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Debbie Kunselman,Bill Caye,All
Dwayne Woodruff,245,"3,040","2,836","2,206","1,960",506,All
Carolyn H Nichols,,68,"2,673","2,126","1,863",473,All
Maria Mclaughlin,,,67,"2,165","1,897",471,All
Geoff Moulton,,,,8,"1,626",282,All
Debbie Kunselman,,,,,34,265,All
Bill Caye,,,,,,5,All
Total,"3,702","3,259","3,064","2,315","2,098",530,All
,Justice Of The Supreme Court - Democrat,Judge Of The Superior Court - Democrat,,,,,1
,Dwayne Woodruff,Maria Mclaughlin,Carolyn H Nichols,Geoff Moulton,Debbie Kunselman,Bill Caye,1
Dwayne Woodruff,20,239,238,207,188,23,1
Maria Mclaughlin,,3,223,202,185,21,1
Carolyn H Nichols,,,1,194,174,22,1
Geoff Moulton,,,,0,167,14,1
Debbie Kunselman,,,,,0,15,1
Bill Caye,,,,,,1,1
Total,287,250,245,211,193,25,1
,Justice Of The Supreme Court - Democrat,Judge Of The Superior Court - Democrat,,,,,2
,Dwayne Woodruff,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Debbie Kunselman,Bill Caye,2
Dwayne Woodruff,13,160,155,118,115,31,2
Carolyn H Nichols,,2,145,112,111,30,2
Maria Mclaughlin,,,1,118,115,31,2
Geoff Moulton,,,,0,95,14,2
Debbie Kunselman,,,,,2,18,2
Bill Caye,,,,,,0,2
Total,193,170,163,122,121,32,2
,Justice Of The Supreme Court - Democrat,Judge Of The Superior Court - Democrat,,,,,3
,Dwayne Woodruff,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Debbie Kunselman,Bill Caye,3
Dwayne Woodruff,14,139,113,85,63,22,3
Carolyn H Nichols,,8,112,87,67,19,3
Maria Mclaughlin,,,3,89,69,20,3
Geoff Moulton,,,,0,58,16,3
Debbie Kunselman,,,,,3,8,3
Bill Caye,,,,,,0,3
Total,165,157,127,92,74,24,3
,Justice Of The Supreme Court - Democrat,Judge Of The Superior Court - Democrat,,,,,4
,Dwayne Woodruff,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Debbie Kunselman,Bill Caye,4
Dwayne Woodruff,5,55,44,31,24,9,4
Carolyn H Nichols,,2,44,32,22,8,4
Maria Mclaughlin,,,4,30,22,9,4
Geoff Moulton,,,,0,13,4,4
Debbie Kunselman,,,,,2,5,4
Bill Caye,,,,,,0,4
Total,65,61,52,32,27,9,4
,Judge Of The Superior Court - Democrat,,,,,Justice Of The Supreme Court - Democrat,5
