col_1,col_2,col_3,col_4,division
,District Attorney - Republican,Judge Of The Commonwealth Court - Republican,,All
,Beth Grossman,Paul Lalley,Christine Fizzano Cannon,All
Beth Grossman,1,7,5,All
Paul Lalley,,0,4,All
Christine Fizzano Cannon,,,0,All
Total,9,7,5,All
,District Attorney - Republican,Judge Of The Commonwealth Court - Republican,,1
,Beth Grossman,Paul Lalley,Christine Fizzano Cannon,1
Beth Grossman,0,1,0,1
Paul Lalley,,0,0,1
Christine Fizzano Cannon,,,0,1
Total,1,1,0,1
,District Attorney - Republican,Judge Of The Commonwealth Court - Republican,,2
,Beth Grossman,Christine Fizzano Cannon,Paul Lalley,2
Beth Grossman,0,1,1,2
Christine Fizzano Cannon,,0,1,2
Paul Lalley,,,0,2
Total,1,1,1,2
,District Attorney - Republican,Judge Of The Commonwealth Court - Republican,,3
,Beth Grossman,Paul Lalley,Christine Fizzano Cannon,3
Beth Grossman,0,2,0,3
Paul Lalley,,0,0,3
Christine Fizzano Cannon,,,0,3
Total,2,2,0,3
,District Attorney - Republican,Judge Of The Commonwealth Court - Republican,,4
,Beth Grossman,Christine Fizzano Cannon,Paul Lalley,4
Beth Grossman,0,1,1,4
Christine Fizzano Cannon,,0,1,4
Paul Lalley,,,0,4
Total,1,1,1,4
,District Attorney - Republican,Judge Of The Commonwealth Court - Republican,,6
,Beth Grossman,Christine Fizzano Cannon,Paul Lalley,6
Beth Grossman,0,1,1,6
Christine Fizzano Cannon,,0,1,6
Paul Lalley,,,0,6
Total,1,1,1,6
,District Attorney - Republican,Judge Of The Commonwealth Court - Republican,,13
,Beth Grossman,Christine Fizzano Cannon,Paul Lalley,13
Beth Grossman,1,1,1,13
Christine Fizzano Cannon,,0,1,13
Paul Lalley,,,0,13
Total,2,1,1,13
,District Attorney - Republican,Judge Of The Commonwealth Court - Republican,,14
,Beth Grossman,Christine Fizzano Cannon,Paul Lalley,14
Beth Grossman,0,1,0,14
Christine Fizzano Cannon,,0,0,14
Paul Lalley,,,0,14
Total,1,1,0,14
