col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Judge Of The Commonwealth Court - Democrat,,,,,,City Controller - Democrat,,,All
,Ellen Ceisler,Joe Cosgrove,Timothy Barry,Todd Eagen,Irene M Clark,Bryan Barbin,Rebecca Rhynhart,Alan L Butkovitz,Bobbie T Curry,All
Ellen Ceisler,"2,375","18,413","10,857","21,100","9,025",885,"47,159","32,008",656,All
Joe Cosgrove,,"1,339","9,020","1,868",756,398,"22,879","14,328",486,All
Timothy Barry,,,"1,176","1,208",784,292,"18,639","9,452",696,All
Todd Eagen,,,,437,352,136,"11,197","13,359",178,All
Irene M Clark,,,,,283,256,"8,292","3,202",125,All
Bryan Barbin,,,,,,99,"1,222",776,22,All
Rebecca Rhynhart,,,,,,,"11,715",0,0,All
Alan L Butkovitz,,,,,,,,"10,439",0,All
Bobbie T Curry,,,,,,,,,288,All
Total,"84,247","40,188","30,890","26,469","12,264","2,247","78,161","54,874","1,693",All
