col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,division
,Judge Of The Superior Court - Democrat,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Debbie Kunselman,Bill Caye,Stella Tsai,Shanese Johnson,Deborah Cianfrani,Mark B Cohen,Rania Major,Vikki Kristiansson,Vincent Furlong,Crystal B Powell,Zac Shaffer,Daniel R Sulman,Brian Mclaughlin,Lawrence J Bozzelli,Deborah Canty,David Conroy,John Macoretta,Vincent Melchiorre,Henry Mcgregor Sias,Danyl S Patterson,Lucretia C Clemons,Leon Goodman,Jennifer Schultz,Terri M Booker,Wendi Barish,Mark J Moore,Jon Marshall,Leonard Deutchman,Bill Rice,Christian Dicicco,Matthew C Monroe,Betsy Wahl,Dawn M Tancredi,All
Carolyn H Nichols,20,432,309,216,89,321,304,310,201,225,174,171,176,158,148,119,126,116,121,117,122,119,120,111,77,79,81,72,38,33,23,21,1,1,1,0,All
Maria Mclaughlin,,10,302,213,81,275,261,272,185,213,153,155,154,149,140,108,114,104,119,103,116,106,114,90,70,71,72,65,36,28,22,17,1,1,1,0,All
Geoff Moulton,,,5,171,63,227,194,232,107,144,126,124,111,130,121,97,102,73,99,99,105,93,103,52,53,46,36,43,30,22,20,14,1,2,1,0,All
Debbie Kunselman,,,,1,46,159,150,158,57,80,68,44,111,122,117,39,40,71,90,40,100,43,93,51,46,57,38,47,23,20,23,8,1,2,0,0,All
Bill Caye,,,,,0,42,39,51,54,49,40,36,21,39,30,36,32,47,17,31,26,28,13,24,37,27,20,28,19,21,18,13,0,1,0,0,All
Stella Tsai,,,,,,6,180,234,64,134,137,94,95,113,112,84,87,54,91,80,96,90,92,48,26,44,20,38,20,17,14,8,1,0,0,0,All
Shanese Johnson,,,,,,,9,188,107,133,71,71,143,115,105,47,59,60,96,46,96,48,100,76,32,46,59,38,22,17,6,15,1,0,0,0,All
Deborah Cianfrani,,,,,,,,2,80,144,126,114,113,112,108,97,96,62,91,93,98,101,93,43,31,47,33,42,15,19,11,9,1,0,0,0,All
Mark B Cohen,,,,,,,,,15,114,59,104,52,39,46,52,59,47,23,45,27,46,17,49,47,30,47,36,23,13,13,9,0,0,0,0,All
Rania Major,,,,,,,,,,3,128,119,52,35,18,98,110,60,14,86,19,95,19,52,38,41,52,38,20,18,13,7,0,0,0,0,All
Vikki Kristiansson,,,,,,,,,,,2,107,19,22,21,89,91,47,15,92,13,91,9,27,30,35,17,38,13,6,10,4,0,2,0,0,All
Vincent Furlong,,,,,,,,,,,,0,17,26,34,87,100,31,17,86,17,93,10,12,28,16,14,22,11,6,7,3,0,0,0,0,All
Crystal B Powell,,,,,,,,,,,,,2,97,84,6,6,42,83,8,80,9,91,61,29,31,54,27,22,17,2,10,1,0,0,0,All
Zac Shaffer,,,,,,,,,,,,,,1,113,14,13,33,99,14,105,16,94,32,35,28,17,24,15,17,17,7,1,1,0,0,All
Daniel R Sulman,,,,,,,,,,,,,,,0,10,11,30,86,14,99,8,84,20,26,26,11,22,13,10,17,3,1,2,0,0,All
Brian Mclaughlin,,,,,,,,,,,,,,,,0,87,24,9,83,12,86,8,8,24,11,11,16,7,10,7,7,0,1,0,0,All
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,1,17,10,84,12,87,5,13,14,11,14,11,8,12,9,3,0,0,0,0,All
Deborah Canty,,,,,,,,,,,,,,,,,,2,16,15,24,19,23,46,43,55,36,45,13,16,18,11,0,1,0,0,All
David Conroy,,,,,,,,,,,,,,,,,,,4,4,77,4,89,22,15,10,12,14,8,8,4,7,2,0,1,0,All
John Macoretta,,,,,,,,,,,,,,,,,,,,1,17,90,5,8,19,9,8,12,12,7,11,3,0,2,0,0,All
Vincent Melchiorre,,,,,,,,,,,,,,,,,,,,,1,9,73,20,20,22,6,19,4,9,16,6,1,1,0,0,All
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,2,4,10,20,13,11,10,12,5,8,1,0,1,0,0,All
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,1,19,17,10,13,8,6,14,2,5,1,0,0,0,All
Lucretia C Clemons,,,,,,,,,,,,,,,,,,,,,,,,0,24,35,51,31,17,14,6,8,1,0,0,0,All
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,,1,28,32,31,26,12,20,5,1,2,0,0,All
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,,,,,,3,21,44,11,9,12,6,0,1,0,0,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,,2,21,20,14,3,8,1,0,0,0,All
Wendi Barish,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,14,5,12,4,1,1,0,0,All
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,4,6,1,1,0,0,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,9,1,0,0,0,All
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,0,0,0,All
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,All
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,All
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,680,535,372,259,110,361,353,341,273,267,199,195,193,185,172,148,147,146,145,143,142,136,135,120,104,103,102,99,55,43,35,31,2,2,1,0,All
,Judge Of The Superior Court - Democrat,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Carolyn H Nichols,Geoff Moulton,Maria Mclaughlin,Debbie Kunselman,Bill Caye,Stella Tsai,Deborah Cianfrani,Shanese Johnson,Crystal B Powell,Rania Major,Danyl S Patterson,Vikki Kristiansson,Vincent Furlong,David Conroy,Deborah Canty,Leon Goodman,Brian Mclaughlin,Henry Mcgregor Sias,Lawrence J Bozzelli,Mark B Cohen,John Macoretta,Zac Shaffer,Jennifer Schultz,Lucretia C Clemons,Vincent Melchiorre,Wendi Barish,Daniel R Sulman,Jon Marshall,Mark J Moore,Terri M Booker,Betsy Wahl,Bill Rice,Christian Dicicco,Dawn M Tancredi,Leonard Deutchman,Matthew C Monroe,1
Carolyn H Nichols,1,19,20,8,3,17,15,12,9,10,8,7,8,7,7,7,6,6,6,5,4,5,4,3,3,4,2,2,2,2,0,0,0,0,0,0,1
Geoff Moulton,,0,18,9,3,13,13,11,7,9,6,7,7,7,7,6,6,5,6,5,5,5,3,2,4,2,2,2,1,1,0,0,0,0,0,0,1
Maria Mclaughlin,,,1,8,3,13,14,12,7,10,7,7,7,6,7,6,6,5,6,5,4,5,3,2,3,3,2,2,1,1,0,0,0,0,0,0,1
