col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,division
,Judge Of The Superior Court - Democrat,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Maria Mclaughlin,Carolyn H Nichols,Geoff Moulton,Debbie Kunselman,Bill Caye,Vikki Kristiansson,Stella Tsai,Wendi Barish,Lucretia C Clemons,Leon Goodman,Jennifer Schultz,Henry Mcgregor Sias,Zac Shaffer,Daniel R Sulman,John Macoretta,Deborah Canty,Deborah Cianfrani,Lawrence J Bozzelli,Mark B Cohen,Rania Major,David Conroy,Vincent Furlong,Brian Mclaughlin,Shanese Johnson,Leonard Deutchman,Crystal B Powell,Terri M Booker,Mark J Moore,Vincent Melchiorre,Danyl S Patterson,Jon Marshall,Bill Rice,Matthew C Monroe,Christian Dicicco,Dawn M Tancredi,Betsy Wahl,All
Maria Mclaughlin,39,"3,802","3,418","2,816",596,"2,998","2,905","2,328","2,223","1,651","1,644","1,612","1,566","1,558","1,491","1,367","1,103","1,053",853,891,915,839,837,701,517,436,348,381,310,230,230,111,4,1,1,1,All
Carolyn H Nichols,,36,"3,143","2,729",575,"2,716","2,844","2,266","2,022","1,457","1,591","1,452","1,551","1,510","1,267","1,320","1,095",996,828,879,864,779,760,702,473,448,356,366,280,225,210,104,3,1,1,1,All
Geoff Moulton,,,15,"2,537",439,"2,569","2,449","1,936","1,946","1,524","1,303","1,448","1,418","1,411","1,367","1,058",834,860,690,689,824,681,693,524,445,298,268,329,234,204,205,97,4,1,2,1,All
Debbie Kunselman,,,,9,295,"2,130","2,210","1,892","1,657","1,196","1,347","1,002","1,219","1,212","1,006","1,126",788,688,479,611,743,502,512,503,382,358,276,307,182,138,189,62,2,0,1,1,All
Bill Caye,,,,,0,326,348,280,204,193,293,194,172,169,180,241,274,194,209,232,87,211,214,189,99,142,113,72,100,66,47,61,1,1,0,0,All
Vikki Kristiansson,,,,,,16,"2,471","1,896","1,921","1,399","1,257","1,334","1,253","1,284","1,340","1,033",816,760,493,675,741,586,542,553,355,292,250,238,129,167,128,37,2,1,1,1,All
Stella Tsai,,,,,,,50,"1,928","1,767","1,190","1,319","1,206","1,285","1,350","1,096","1,077",888,793,514,707,747,574,549,556,334,321,245,259,163,165,135,44,2,0,1,1,All
Wendi Barish,,,,,,,,19,"1,513","1,134","1,255",738,"1,113","1,114",834,"1,065",663,552,397,473,715,353,337,427,370,312,248,238,147,109,130,35,1,0,1,1,All
