col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,division
Lucretia C Clemons,,,,,,,,,,,,8,232,126,190,313,315,221,67,140,159,45,204,41,66,212,173,87,112,26,75,42,38,2,2,1,3,All
Vincent Furlong,,,,,,,,,,,,,2,248,108,222,226,59,192,92,71,199,52,190,185,198,186,65,41,24,24,25,27,2,3,2,2,All
Rania Major,,,,,,,,,,,,,,6,161,97,127,110,196,106,80,228,97,238,196,28,44,53,73,52,31,41,34,1,4,2,1,All
Deborah Canty,,,,,,,,,,,,,,,7,120,159,193,97,202,156,61,146,66,80,107,52,123,95,93,50,38,37,3,3,4,1,All
Daniel R Sulman,,,,,,,,,,,,,,,,0,194,160,48,109,149,50,141,50,69,181,196,43,34,43,20,27,17,3,1,3,1,All
Crystal B Powell,,,,,,,,,,,,,,,,,1,106,28,126,74,40,99,17,29,198,153,109,117,16,62,42,40,0,3,1,1,All
Jennifer Schultz,,,,,,,,,,,,,,,,,,4,46,117,119,49,204,57,88,29,34,30,78,48,49,29,25,4,3,0,0,All
John Macoretta,,,,,,,,,,,,,,,,,,,9,91,84,180,35,201,183,58,29,57,20,61,26,17,12,3,2,4,0,All
Leon Goodman,,,,,,,,,,,,,,,,,,,,2,145,55,89,53,71,97,48,116,76,87,65,51,44,4,1,3,0,All
Zac Shaffer,,,,,,,,,,,,,,,,,,,,,4,42,132,39,35,94,56,98,38,71,29,13,22,8,3,2,1,All
Brian Mclaughlin,,,,,,,,,,,,,,,,,,,,,,7,32,196,162,21,39,23,29,27,21,26,13,2,0,1,0,All
Wendi Barish,,,,,,,,,,,,,,,,,,,,,,,0,35,46,23,36,40,64,33,38,20,21,4,2,1,0,All
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,,,,,,1,188,17,29,17,19,37,21,23,13,0,4,1,0,All
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,,0,8,17,16,24,29,30,15,9,0,1,0,0,All
David Conroy,,,,,,,,,,,,,,,,,,,,,,,,,,1,148,93,19,43,20,18,11,1,3,1,1,All
Vincent Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,15,27,14,12,11,3,0,3,1,All
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,40,50,28,32,28,1,1,0,0,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,57,35,34,1,2,1,1,All
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,12,11,3,1,1,0,All
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,28,18,0,2,0,0,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25,0,1,0,0,All
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,All
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,All
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,098",565,482,435,194,32,938,760,737,686,681,672,630,547,513,500,477,411,403,399,362,354,334,333,332,329,275,228,212,153,141,107,89,9,8,6,3,All
,Judge Of The Commonwealth Court - Democrat,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Ellen Ceisler,Todd Eagen,Timothy Barry,Joe Cosgrove,Irene M Clark,Bryan Barbin,Stella Tsai,Vikki Kristiansson,Mark B Cohen,Lucretia C Clemons,Shanese Johnson,Daniel R Sulman,Deborah Cianfrani,Deborah Canty,Jennifer Schultz,Zac Shaffer,Leon Goodman,Wendi Barish,Rania Major,Vincent Furlong,Crystal B Powell,John Macoretta,Brian Mclaughlin,David Conroy,Danyl S Patterson,Vincent Melchiorre,Leonard Deutchman,Lawrence J Bozzelli,Mark J Moore,Henry Mcgregor Sias,Jon Marshall,Terri M Booker,Bill Rice,Dawn M Tancredi,Matthew C Monroe,Betsy Wahl,Christian Dicicco,1
Ellen Ceisler,2,36,14,4,7,0,40,38,39,36,34,36,29,26,26,29,23,24,17,20,21,11,10,13,13,13,10,5,9,4,6,6,2,0,1,0,0,1
Todd Eagen,,0,1,4,0,0,27,27,25,22,15,29,16,9,20,25,10,16,6,11,6,6,5,11,6,11,5,1,3,3,1,1,2,1,0,0,0,1
Timothy Barry,,,0,8,1,0,17,17,14,12,15,9,12,16,7,7,11,7,14,10,7,10,9,4,5,3,6,7,3,7,2,4,2,0,1,0,0,1
Joe Cosgrove,,,,0,0,0,11,7,7,7,7,2,8,5,5,2,7,5,8,5,3,9,6,3,1,0,2,6,4,4,3,2,0,1,0,0,0,1
Irene M Clark,,,,,0,1,6,4,4,5,5,2,4,4,4,0,5,3,4,2,4,2,2,0,2,1,2,2,1,1,2,1,0,0,0,0,0,1
Bryan Barbin,,,,,,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Stella Tsai,,,,,,,1,40,31,37,25,35,24,10,26,23,12,24,17,19,17,13,12,8,3,9,4,7,6,9,4,3,0,1,1,0,0,1
Vikki Kristiansson,,,,,,,,0,33,25,18,29,20,16,24,29,14,24,19,15,8,15,11,10,9,6,10,7,3,8,1,1,1,0,0,0,0,1
Mark B Cohen,,,,,,,,,1,26,15,26,13,18,22,25,17,22,9,8,7,14,8,5,7,6,10,3,5,5,4,4,2,1,1,0,0,1
Lucretia C Clemons,,,,,,,,,,1,22,26,16,13,24,23,10,24,7,14,18,9,4,10,6,7,3,4,6,1,3,5,0,0,0,0,0,1
Shanese Johnson,,,,,,,,,,,0,16,26,17,10,7,18,7,14,18,20,9,8,11,11,12,4,4,7,4,6,6,1,0,1,0,0,1
Daniel R Sulman,,,,,,,,,,,,0,14,9,23,28,12,20,8,10,8,3,5,10,5,12,6,4,4,3,2,1,0,0,1,0,0,1
Deborah Cianfrani,,,,,,,,,,,,,0,16,10,7,10,7,17,18,13,7,12,8,6,12,3,7,3,5,2,4,2,0,0,0,0,1
Deborah Canty,,,,,,,,,,,,,,0,12,10,18,11,12,8,12,10,8,9,10,4,12,6,4,3,3,4,3,0,1,0,0,1
Jennifer Schultz,,,,,,,,,,,,,,,1,20,9,23,8,4,6,6,3,3,2,1,4,5,1,0,0,1,0,1,0,0,0,1
Zac Shaffer,,,,,,,,,,,,,,,,1,11,17,4,6,3,8,3,10,8,6,6,1,2,0,0,0,0,0,0,0,0,1
Leon Goodman,,,,,,,,,,,,,,,,,0,5,10,6,8,10,11,5,10,3,10,5,7,5,8,3,2,1,0,0,0,1
Wendi Barish,,,,,,,,,,,,,,,,,,0,5,3,5,3,4,4,2,0,3,4,0,1,1,1,0,0,0,0,0,1
Rania Major,,,,,,,,,,,,,,,,,,,0,11,4,10,12,2,3,0,4,6,3,7,2,3,1,1,0,0,0,1
Vincent Furlong,,,,,,,,,,,,,,,,,,,,0,11,8,6,11,7,11,1,4,1,6,0,0,1,1,1,0,0,1
Crystal B Powell,,,,,,,,,,,,,,,,,,,,,0,4,2,7,5,6,1,0,4,1,2,4,0,0,0,0,0,1
John Macoretta,,,,,,,,,,,,,,,,,,,,,,0,9,5,6,1,7,6,2,5,1,0,0,1,0,0,0,1
Brian Mclaughlin,,,,,,,,,,,,,,,,,,,,,,,0,1,3,2,3,6,2,7,4,2,1,1,0,0,0,1
David Conroy,,,,,,,,,,,,,,,,,,,,,,,,0,7,8,4,2,0,0,0,0,0,0,0,0,0,1
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,,,0,3,5,1,3,2,1,3,1,0,0,0,0,1
Vincent Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,1,0,0,0,0,1,0,0,1
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,2,0,0,0,0,1,0,0,1
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,4,2,0,0,0,0,0,0,1
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,4,4,0,0,0,0,0,1
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,2,0,0,0,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,0,0,0,1
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,72,42,34,19,10,2,62,54,53,49,47,44,39,37,37,36,34,31,29,28,26,25,20,18,17,15,14,12,12,11,9,9,3,1,1,0,0,1
,Judge Of The Commonwealth Court - Democrat,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,Ellen Ceisler,Joe Cosgrove,Timothy Barry,Todd Eagen,Irene M Clark,Bryan Barbin,Vikki Kristiansson,Stella Tsai,Deborah Cianfrani,Deborah Canty,Rania Major,Shanese Johnson,Mark B Cohen,John Macoretta,Lucretia C Clemons,Vincent Furlong,Henry Mcgregor Sias,Leon Goodman,Zac Shaffer,Brian Mclaughlin,Jennifer Schultz,Crystal B Powell,Lawrence J Bozzelli,David Conroy,Daniel R Sulman,Leonard Deutchman,Wendi Barish,Terri M Booker,Danyl S Patterson,Mark J Moore,Vincent Melchiorre,Jon Marshall,Betsy Wahl,Bill Rice,Christian Dicicco,Dawn M Tancredi,Matthew C Monroe,2
Ellen Ceisler,1,8,6,11,8,0,20,28,22,19,17,22,15,9,19,14,11,9,12,6,15,13,7,11,11,5,12,9,6,5,6,5,0,0,0,0,0,2
Joe Cosgrove,,1,11,0,0,0,15,15,15,7,12,8,6,10,6,8,12,5,3,8,5,4,7,0,3,5,3,4,0,4,0,1,0,0,0,0,0,2
Timothy Barry,,,0,1,0,0,12,13,10,9,16,8,10,10,4,9,9,9,6,13,4,6,7,1,3,6,4,3,2,1,1,0,0,0,0,0,0,2
Todd Eagen,,,,0,0,0,5,7,9,4,2,8,4,1,6,7,2,2,5,2,4,4,1,7,7,0,2,0,2,2,4,3,0,0,0,0,0,2
Irene M Clark,,,,,0,0,2,6,4,3,4,6,5,1,5,2,5,2,1,1,2,3,1,1,1,0,3,4,0,0,2,1,0,0,0,0,0,2
Bryan Barbin,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Vikki Kristiansson,,,,,,,3,20,16,19,18,8,13,22,9,13,17,11,14,12,11,4,12,8,4,11,7,3,10,4,2,1,0,0,0,0,0,2
Stella Tsai,,,,,,,,0,25,14,21,18,11,12,19,15,17,5,5,10,14,11,9,5,10,5,11,6,1,2,2,2,0,0,0,0,0,2
Deborah Cianfrani,,,,,,,,,0,10,18,19,9,9,11,17,13,4,6,9,8,7,12,7,8,3,6,5,2,1,5,3,0,0,0,0,0,2
Deborah Canty,,,,,,,,,,1,12,12,14,14,11,4,9,13,11,6,13,9,5,6,0,10,10,5,6,4,2,2,0,0,0,0,0,2
Rania Major,,,,,,,,,,,0,17,10,11,8,11,13,8,5,12,8,9,10,0,5,5,8,7,1,3,2,2,0,0,0,0,0,2
Shanese Johnson,,,,,,,,,,,,0,10,3,12,12,4,7,8,5,8,13,3,5,10,2,8,10,3,3,7,3,0,0,0,0,0,2
Mark B Cohen,,,,,,,,,,,,,1,10,9,3,6,13,10,5,5,7,4,9,4,11,3,4,6,3,2,4,0,0,0,0,0,2
John Macoretta,,,,,,,,,,,,,,0,5,10,13,9,8,12,2,3,10,6,1,8,2,1,7,3,0,0,0,0,0,0,0,2
Lucretia C Clemons,,,,,,,,,,,,,,,0,5,7,4,4,4,9,10,0,5,7,2,9,7,1,4,2,2,0,0,0,0,0,2
Vincent Furlong,,,,,,,,,,,,,,,,0,8,2,4,10,2,5,11,6,9,1,0,2,3,0,5,0,0,0,0,0,0,2
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,0,5,3,10,7,1,10,1,2,5,6,3,0,2,1,1,0,0,0,0,0,2
Leon Goodman,,,,,,,,,,,,,,,,,,1,13,6,0,5,2,7,3,11,3,5,7,1,3,3,0,0,0,0,0,2
Zac Shaffer,,,,,,,,,,,,,,,,,,,0,5,4,2,1,9,4,8,5,4,9,2,4,3,0,0,0,0,0,2
Brian Mclaughlin,,,,,,,,,,,,,,,,,,,,0,1,3,9,1,1,2,2,3,0,1,1,1,0,0,0,0,0,2
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,0,6,2,1,2,3,10,3,1,4,0,2,0,0,0,0,0,2
Crystal B Powell,,,,,,,,,,,,,,,,,,,,,,0,1,4,7,3,3,6,2,3,2,2,0,0,0,0,0,2
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2
David Conroy,,,,,,,,,,,,,,,,,,,,,,,,0,6,5,1,0,8,1,4,1,0,0,0,0,0,2
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,3,3,2,4,1,0,0,0,0,0,2
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,7,0,1,1,0,0,0,0,0,2
Wendi Barish,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,3,1,1,0,0,0,0,0,2
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,2,2,0,0,0,0,0,2
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,0,0,0,0,2
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,0,0,0,2
Vincent Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,2
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,46,24,24,12,11,0,41,39,35,33,33,33,31,26,24,23,22,22,20,18,18,17,16,15,14,14,14,12,11,7,7,5,0,0,0,0,0,2
,Judge Of The Commonwealth Court - Democrat,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
,Ellen Ceisler,Timothy Barry,Joe Cosgrove,Irene M Clark,Todd Eagen,Bryan Barbin,Vikki Kristiansson,Deborah Canty,Leon Goodman,Mark B Cohen,Stella Tsai,John Macoretta,Lucretia C Clemons,Crystal B Powell,Deborah Cianfrani,Shanese Johnson,Jennifer Schultz,Danyl S Patterson,Vincent Furlong,Rania Major,Wendi Barish,Zac Shaffer,Lawrence J Bozzelli,Terri M Booker,David Conroy,Henry Mcgregor Sias,Brian Mclaughlin,Daniel R Sulman,Leonard Deutchman,Jon Marshall,Mark J Moore,Vincent Melchiorre,Bill Rice,Betsy Wahl,Christian Dicicco,Dawn M Tancredi,Matthew C Monroe,3
Ellen Ceisler,1,9,8,9,10,3,28,28,22,21,20,13,23,20,17,17,21,13,13,12,18,14,10,13,8,9,7,12,8,4,5,5,2,0,0,0,0,3
Timothy Barry,,2,9,0,0,0,15,7,5,8,16,11,0,4,12,5,7,3,10,9,5,0,10,0,2,9,9,5,3,0,1,2,1,0,0,0,0,3
Joe Cosgrove,,,0,0,0,1,13,9,6,7,9,13,6,5,10,7,5,5,8,7,5,3,9,5,2,8,6,1,2,2,5,1,0,0,0,0,0,3
Irene M Clark,,,,0,0,1,7,7,4,3,6,0,6,8,7,4,4,3,1,6,5,1,1,6,2,0,1,0,1,3,1,1,2,0,0,0,0,3
Todd Eagen,,,,,0,1,7,6,6,7,4,1,6,7,1,3,3,4,5,0,2,7,0,2,5,1,0,4,1,1,1,2,1,0,0,0,0,3
Bryan Barbin,,,,,,0,3,4,3,2,0,2,5,3,1,3,1,2,2,0,2,2,1,4,2,0,0,0,1,2,2,0,2,0,0,0,0,3
Vikki Kristiansson,,,,,,,0,24,20,19,22,23,15,14,18,12,12,12,14,14,13,15,13,8,14,12,10,7,9,3,2,3,1,0,0,0,0,3
Deborah Canty,,,,,,,,1,25,22,11,15,16,17,13,11,14,17,9,8,11,17,5,9,13,5,3,4,12,5,6,2,3,0,0,0,0,3
Leon Goodman,,,,,,,,,0,17,7,15,12,11,5,6,6,15,7,4,9,17,6,7,13,4,2,6,11,3,6,3,2,0,0,0,0,3
Mark B Cohen,,,,,,,,,,1,5,12,7,12,12,12,6,13,11,9,3,12,4,7,9,2,3,6,8,3,3,1,2,0,0,0,0,3
Stella Tsai,,,,,,,,,,,1,10,10,9,15,8,14,3,10,11,15,2,10,5,2,10,9,7,2,2,0,3,2,0,0,0,0,3
John Macoretta,,,,,,,,,,,,0,9,3,11,5,7,8,9,7,4,12,14,2,9,11,9,4,10,2,4,3,0,0,0,0,0,3
Lucretia C Clemons,,,,,,,,,,,,,0,11,8,9,11,7,7,3,11,9,4,11,5,5,0,4,4,3,6,1,2,0,0,0,0,3
Crystal B Powell,,,,,,,,,,,,,,0,10,13,7,13,9,5,8,5,1,12,6,2,2,4,1,4,5,3,3,0,0,0,0,3
Deborah Cianfrani,,,,,,,,,,,,,,,0,10,12,2,11,14,8,2,10,8,1,9,9,3,3,1,3,3,0,0,0,0,0,3
Shanese Johnson,,,,,,,,,,,,,,,,1,6,5,9,7,6,3,2,7,1,1,0,5,0,1,1,2,0,0,0,0,0,3
Jennifer Schultz,,,,,,,,,,,,,,,,,0,3,3,5,12,5,6,4,0,9,3,6,3,1,3,3,1,0,0,0,0,3
Danyl S Patterson,,,,,,,,,,,,,,,,,,0,6,3,3,11,1,5,11,1,1,3,7,3,2,1,2,0,0,0,0,3
Vincent Furlong,,,,,,,,,,,,,,,,,,,0,9,4,5,7,4,4,7,7,3,0,1,1,3,1,0,0,0,0,3
Rania Major,,,,,,,,,,,,,,,,,,,,2,5,1,9,5,1,7,7,3,3,2,0,0,1,0,0,0,0,3
Wendi Barish,,,,,,,,,,,,,,,,,,,,,0,2,4,7,1,5,3,7,3,2,2,2,2,0,0,0,0,3
Zac Shaffer,,,,,,,,,,,,,,,,,,,,,,0,3,2,11,3,1,2,8,0,2,1,0,0,0,0,0,3
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,,,,,0,1,1,10,10,3,4,0,2,2,0,0,0,0,0,3
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,2,1,4,5,1,2,0,0,0,0,3
David Conroy,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,8,1,1,1,1,0,0,0,0,3
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,3,1,1,3,1,0,0,0,0,0,3
Brian Mclaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,2,1,0,4,0,0,0,0,0,3
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,0,5,0,0,0,0,0,3
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,3
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,3,0,0,0,0,3
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,0,0,3
Vincent Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,50,24,22,12,11,6,47,41,32,32,31,29,27,26,26,23,22,21,21,20,20,20,17,17,16,16,14,14,14,8,8,7,4,0,0,0,0,3
,Judge Of The Commonwealth Court - Democrat,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,Ellen Ceisler,Todd Eagen,Timothy Barry,Joe Cosgrove,Irene M Clark,Bryan Barbin,Stella Tsai,Vikki Kristiansson,Lucretia C Clemons,Jennifer Schultz,Mark B Cohen,Daniel R Sulman,Deborah Canty,Wendi Barish,Zac Shaffer,Leon Goodman,Henry Mcgregor Sias,Shanese Johnson,Deborah Cianfrani,Rania Major,Crystal B Powell,Lawrence J Bozzelli,Brian Mclaughlin,Danyl S Patterson,Vincent Furlong,John Macoretta,Terri M Booker,Vincent Melchiorre,Mark J Moore,Leonard Deutchman,David Conroy,Jon Marshall,Bill Rice,Dawn M Tancredi,Betsy Wahl,Christian Dicicco,Matthew C Monroe,4
Ellen Ceisler,1,48,14,7,10,0,87,83,72,74,58,71,45,46,45,40,38,22,21,25,17,11,10,9,13,9,10,11,8,6,5,3,1,1,0,0,0,4
Todd Eagen,,0,3,2,1,0,44,44,39,34,40,35,9,35,33,11,7,10,9,7,9,2,3,5,6,2,6,4,3,3,6,1,1,1,0,0,0,4
Timothy Barry,,,0,5,1,0,20,14,5,8,19,11,10,5,7,10,8,11,13,15,4,8,11,5,6,6,6,4,1,3,1,2,1,0,0,0,0,4
Joe Cosgrove,,,,0,1,0,10,10,7,7,13,4,7,3,5,5,6,5,7,5,0,11,6,3,3,4,2,1,2,4,2,2,0,0,0,0,0,4
Irene M Clark,,,,,0,0,11,7,9,9,3,6,8,3,0,5,4,4,6,5,4,1,1,4,1,0,4,0,2,2,0,0,0,0,0,0,0,4
Bryan Barbin,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Stella Tsai,,,,,,,0,87,70,74,53,69,44,45,39,33,39,20,27,23,16,12,12,12,10,8,10,6,5,4,6,2,1,1,0,0,0,4
Vikki Kristiansson,,,,,,,,0,66,69,54,67,44,46,42,36,35,20,21,25,14,14,10,10,8,11,8,6,2,5,6,1,0,1,0,0,0,4
Lucretia C Clemons,,,,,,,,,1,63,44,56,30,42,37,23,27,17,15,8,13,4,2,9,4,4,8,7,5,4,4,3,0,0,0,0,0,4
Jennifer Schultz,,,,,,,,,,0,40,61,38,40,33,28,34,11,12,8,9,3,3,4,4,3,8,4,6,3,3,2,0,1,0,0,0,4
Mark B Cohen,,,,,,,,,,,0,39,18,39,40,18,12,16,16,20,11,13,11,10,8,10,9,4,4,8,5,2,1,1,0,0,0,4
Daniel R Sulman,,,,,,,,,,,,0,34,35,35,29,33,10,10,11,6,4,4,0,6,5,5,7,1,4,3,1,0,1,0,0,0,4
Deborah Canty,,,,,,,,,,,,,0,12,9,32,29,10,8,12,9,6,4,7,2,3,7,2,5,5,5,4,1,0,0,0,0,4
Wendi Barish,,,,,,,,,,,,,,0,34,8,8,10,13,8,9,3,0,6,4,2,4,5,1,3,2,2,0,1,0,0,0,4
Zac Shaffer,,,,,,,,,,,,,,,0,8,6,9,5,9,6,4,2,5,3,4,3,7,2,6,4,2,0,1,0,0,0,4
Leon Goodman,,,,,,,,,,,,,,,,0,25,12,6,11,7,7,4,6,6,6,3,3,3,6,5,3,1,0,0,0,0,4
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,0,5,10,11,0,9,7,2,7,6,2,4,3,1,0,3,1,0,0,0,0,4
