col_1,col_2,col_3,col_4,division
,Judge Of The Court Of Common Pleas - Republican,Judge Of The Commonwealth Court - Republican,,All
,Vincent Furlong,Christine Fizzano Cannon,Paul Lalley,All
Vincent Furlong,0,56,57,All
Christine Fizzano Cannon,,4,49,All
Paul Lalley,,,1,All
Total,67,63,61,All
,Judge Of The Commonwealth Court - Republican,,Judge Of The Court Of Common Pleas - Republican,1
,Christine Fizzano Cannon,Paul Lalley,Vincent Furlong,1
Christine Fizzano Cannon,0,1,2,1
Paul Lalley,,0,1,1
Vincent Furlong,,,0,1
Total,2,1,2,1
,Judge Of The Commonwealth Court - Republican,,Judge Of The Court Of Common Pleas - Republican,7
,Christine Fizzano Cannon,Paul Lalley,Vincent Furlong,7
Christine Fizzano Cannon,0,1,2,7
Paul Lalley,,0,1,7
Vincent Furlong,,,0,7
Total,2,1,2,7
,Judge Of The Commonwealth Court - Republican,,Judge Of The Court Of Common Pleas - Republican,9
,Paul Lalley,Christine Fizzano Cannon,Vincent Furlong,9
Paul Lalley,1,1,1,9
Christine Fizzano Cannon,,0,1,9
Vincent Furlong,,,0,9
Total,2,1,1,9
,Judge Of The Commonwealth Court - Republican,,Judge Of The Court Of Common Pleas - Republican,11
,Christine Fizzano Cannon,Paul Lalley,Vincent Furlong,11
Christine Fizzano Cannon,0,2,3,11
Paul Lalley,,0,2,11
Vincent Furlong,,,0,11
Total,3,2,3,11
,Judge Of The Commonwealth Court - Republican,,Judge Of The Court Of Common Pleas - Republican,13
,Christine Fizzano Cannon,Paul Lalley,Vincent Furlong,13
Christine Fizzano Cannon,0,0,1,13
Paul Lalley,,0,0,13
Vincent Furlong,,,0,13
Total,1,0,1,13
,Judge Of The Commonwealth Court - Republican,,Judge Of The Court Of Common Pleas - Republican,14
,Christine Fizzano Cannon,Paul Lalley,Vincent Furlong,14
Christine Fizzano Cannon,0,1,1,14
Paul Lalley,,0,1,14
Vincent Furlong,,,0,14
Total,1,1,1,14
,Judge Of The Commonwealth Court - Republican,,Judge Of The Court Of Common Pleas - Republican,15
,Christine Fizzano Cannon,Paul Lalley,Vincent Furlong,15
Christine Fizzano Cannon,0,1,1,15
Paul Lalley,,0,1,15
Vincent Furlong,,,0,15
Total,1,1,1,15
,Judge Of The Commonwealth Court - Republican,,Judge Of The Court Of Common Pleas - Republican,17
,Christine Fizzano Cannon,Paul Lalley,Vincent Furlong,17
Christine Fizzano Cannon,0,1,1,17
Paul Lalley,,0,1,17
Vincent Furlong,,,0,17
Total,1,1,1,17
,Judge Of The Commonwealth Court - Republican,,Judge Of The Court Of Common Pleas - Republican,18
,Christine Fizzano Cannon,Paul Lalley,Vincent Furlong,18
Christine Fizzano Cannon,0,0,1,18
Paul Lalley,,0,0,18
Vincent Furlong,,,0,18
Total,1,0,1,18
,Judge Of The Commonwealth Court - Republican,,Judge Of The Court Of Common Pleas - Republican,19
,Christine Fizzano Cannon,Paul Lalley,Vincent Furlong,19
Christine Fizzano Cannon,0,1,1,19
Paul Lalley,,0,1,19
Vincent Furlong,,,0,19
Total,1,1,1,19
,Judge Of The Commonwealth Court - Republican,,Judge Of The Court Of Common Pleas - Republican,20
,Paul Lalley,Christine Fizzano Cannon,Vincent Furlong,20
Paul Lalley,0,2,4,20
Christine Fizzano Cannon,,1,2,20
Vincent Furlong,,,0,20
Total,4,3,4,20
,Judge Of The Commonwealth Court - Republican,,Judge Of The Court Of Common Pleas - Republican,21
,Christine Fizzano Cannon,Paul Lalley,Vincent Furlong,21
Christine Fizzano Cannon,0,1,1,21
Paul Lalley,,0,1,21
Vincent Furlong,,,0,21
Total,1,1,1,21
,Judge Of The Commonwealth Court - Republican,,Judge Of The Court Of Common Pleas - Republican,24
,Paul Lalley,Christine Fizzano Cannon,Vincent Furlong,24
Paul Lalley,0,3,5,24
Christine Fizzano Cannon,,0,3,24
Vincent Furlong,,,0,24
Total,5,3,5,24
,Judge Of The Commonwealth Court - Republican,,Judge Of The Court Of Common Pleas - Republican,25
,Christine Fizzano Cannon,Paul Lalley,Vincent Furlong,25
Christine Fizzano Cannon,0,2,2,25
Paul Lalley,,0,2,25
Vincent Furlong,,,0,25
Total,2,2,2,25
,Judge Of The Court Of Common Pleas - Republican,Judge Of The Commonwealth Court - Republican,,26
,Vincent Furlong,Christine Fizzano Cannon,Paul Lalley,26
Vincent Furlong,0,2,2,26
Christine Fizzano Cannon,,0,1,26
Paul Lalley,,,0,26
Total,3,2,2,26
,Judge Of The Commonwealth Court - Republican,,Judge Of The Court Of Common Pleas - Republican,28
,Paul Lalley,Christine Fizzano Cannon,Vincent Furlong,28
Paul Lalley,0,3,4,28
Christine Fizzano Cannon,,0,2,28
Vincent Furlong,,,0,28
Total,5,3,4,28
,Judge Of The Commonwealth Court - Republican,,Judge Of The Court Of Common Pleas - Republican,35
,Christine Fizzano Cannon,Paul Lalley,Vincent Furlong,35
Christine Fizzano Cannon,0,1,1,35
Paul Lalley,,0,1,35
Vincent Furlong,,,0,35
Total,1,1,1,35
,Judge Of The Commonwealth Court - Republican,,Judge Of The Court Of Common Pleas - Republican,36
,Christine Fizzano Cannon,Paul Lalley,Vincent Furlong,36
Christine Fizzano Cannon,0,3,3,36
Paul Lalley,,0,3,36
Vincent Furlong,,,0,36
Total,3,3,3,36
,Judge Of The Commonwealth Court - Republican,,Judge Of The Court Of Common Pleas - Republican,37
,Paul Lalley,Christine Fizzano Cannon,Vincent Furlong,37
Paul Lalley,0,2,3,37
Christine Fizzano Cannon,,0,1,37
Vincent Furlong,,,0,37
Total,4,2,3,37
,Judge Of The Commonwealth Court - Republican,,Judge Of The Court Of Common Pleas - Republican,38
,Christine Fizzano Cannon,Paul Lalley,Vincent Furlong,38
Christine Fizzano Cannon,0,2,3,38
Paul Lalley,,0,2,38
Vincent Furlong,,,0,38
Total,3,2,3,38
,Judge Of The Commonwealth Court - Republican,,Judge Of The Court Of Common Pleas - Republican,40
,Paul Lalley,Christine Fizzano Cannon,Vincent Furlong,40
Paul Lalley,0,3,4,40
Christine Fizzano Cannon,,0,3,40
Vincent Furlong,,,0,40
Total,4,3,4,40
,Judge Of The Commonwealth Court - Republican,,Judge Of The Court Of Common Pleas - Republican,42
,Christine Fizzano Cannon,Paul Lalley,Vincent Furlong,42
Christine Fizzano Cannon,0,0,2,42
Paul Lalley,,0,0,42
Vincent Furlong,,,0,42
Total,2,0,2,42
,Judge Of The Commonwealth Court - Republican,,Judge Of The Court Of Common Pleas - Republican,43
,Christine Fizzano Cannon,Paul Lalley,Vincent Furlong,43
Christine Fizzano Cannon,0,0,1,43
Paul Lalley,,0,0,43
Vincent Furlong,,,0,43
Total,1,0,1,43
,Judge Of The Commonwealth Court - Republican,,Judge Of The Court Of Common Pleas - Republican,45
,Christine Fizzano Cannon,Paul Lalley,Vincent Furlong,45
Christine Fizzano Cannon,0,2,2,45
Paul Lalley,,0,2,45
Vincent Furlong,,,0,45
Total,2,2,2,45
,Judge Of The Commonwealth Court - Republican,,Judge Of The Court Of Common Pleas - Republican,46
,Christine Fizzano Cannon,Paul Lalley,Vincent Furlong,46
Christine Fizzano Cannon,2,4,4,46
Paul Lalley,,0,4,46
Vincent Furlong,,,0,46
Total,6,4,4,46
,Judge Of The Commonwealth Court - Republican,,Judge Of The Court Of Common Pleas - Republican,48
