col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,division
,Judge Of The Municipal Court - Democrat,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Marissa Brumbach,Matt Wolf,George Twardy,Jon Marshall,Sherman Toppin,Bill Rice,Betsy Wahl,Crystal B Powell,Christian Dicicco,Vikki Kristiansson,Stella Tsai,Lucretia C Clemons,Henry Mcgregor Sias,Zac Shaffer,Leon Goodman,Daniel R Sulman,Wendi Barish,Jennifer Schultz,Deborah Canty,Mark B Cohen,Deborah Cianfrani,John Macoretta,David Conroy,Lawrence J Bozzelli,Rania Major,Brian Mclaughlin,Vincent Furlong,Vincent Melchiorre,Shanese Johnson,Leonard Deutchman,Crystal B Powell,Terri M Booker,Mark J Moore,Jon Marshall,Danyl S Patterson,Bill Rice,Christian Dicicco,Dawn M Tancredi,Matthew C Monroe,Betsy Wahl,All
Marissa Brumbach,39,"1,835",476,291,200,57,1,1,0,"2,679","2,723","2,024","1,468","1,644","1,214","1,288","1,213","1,210","1,001",703,839,632,759,632,652,518,521,565,557,367,298,252,216,180,187,65,1,3,3,0,All
Matt Wolf,,24,165,86,50,29,2,0,0,"1,645","1,796","1,207","1,005","1,175",936,984,683,664,494,549,606,489,594,484,405,461,435,476,345,244,150,136,134,130,113,55,3,3,2,0,All
George Twardy,,,4,33,17,6,0,0,0,789,521,637,595,334,518,284,263,226,219,248,176,453,146,186,136,172,162,117,125,104,58,49,76,62,73,22,2,0,0,0,All
Jon Marshall,,,,2,29,14,0,0,0,265,277,196,123,110,161,155,223,227,219,98,118,117,116,171,96,131,139,45,75,106,49,49,88,76,21,25,0,0,0,0,All
Sherman Toppin,,,,,3,16,0,0,0,194,171,135,117,102,108,83,147,171,150,139,123,48,34,77,139,63,59,54,103,53,93,68,44,16,45,20,1,0,0,0,All
Bill Rice,,,,,,0,0,0,0,67,73,46,30,38,46,37,49,54,46,55,46,24,30,30,47,41,35,28,37,21,32,23,25,14,16,31,0,0,1,0,All
Betsy Wahl,,,,,,,0,0,0,2,2,2,1,2,1,1,1,1,0,1,0,1,0,1,0,1,1,2,0,1,1,0,0,0,0,1,0,0,0,0,All
Crystal B Powell,,,,,,,,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,All
Christian Dicicco,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Vikki Kristiansson,,,,,,,,,,43,"2,573","2,123","1,692","1,535","1,377","1,156","1,082","1,065",906,592,707,892,651,566,620,475,486,453,411,297,228,196,166,127,99,37,1,1,0,0,All
Stella Tsai,,,,,,,,,,,38,"1,927","1,461","1,574","1,088","1,254","1,098","1,093",890,583,826,621,702,585,606,477,498,544,530,294,260,207,193,141,166,52,3,1,1,0,All
Lucretia C Clemons,,,,,,,,,,,,2,"1,332","1,382","1,178",970,784,736,625,294,317,535,683,277,211,164,187,458,304,193,241,155,205,128,179,47,3,1,0,0,All
Henry Mcgregor Sias,,,,,,,,,,,,,19,954,"1,085",884,477,480,319,317,289,693,478,393,269,316,327,377,172,159,59,50,119,53,78,18,0,0,0,0,All
Zac Shaffer,,,,,,,,,,,,,,9,917,"1,015",511,476,314,412,247,265,613,224,134,192,169,515,181,166,75,47,110,93,144,38,1,2,1,0,All
Leon Goodman,,,,,,,,,,,,,,,5,830,479,424,348,407,182,577,562,282,157,221,243,387,118,231,79,67,150,110,46,46,1,0,1,0,All
Daniel R Sulman,,,,,,,,,,,,,,,,11,493,474,305,350,263,261,590,249,151,209,218,469,186,171,79,62,75,80,134,41,1,2,3,0,All
Wendi Barish,,,,,,,,,,,,,,,,,9,925,787,337,465,237,215,325,352,238,221,112,290,264,210,176,158,109,53,32,1,1,0,0,All
Jennifer Schultz,,,,,,,,,,,,,,,,,,6,803,381,486,226,182,278,412,232,199,89,314,250,244,203,175,122,49,43,2,2,1,0,All
Deborah Canty,,,,,,,,,,,,,,,,,,,3,264,423,187,204,282,369,207,206,67,300,225,225,175,139,115,55,36,4,3,1,0,All
Mark B Cohen,,,,,,,,,,,,,,,,,,,,22,335,222,90,237,305,257,240,118,205,156,102,97,40,47,78,51,1,1,2,0,All
Deborah Cianfrani,,,,,,,,,,,,,,,,,,,,,9,289,114,300,532,296,280,181,434,77,211,170,51,45,100,30,3,1,2,0,All
John Macoretta,,,,,,,,,,,,,,,,,,,,,,9,125,377,248,333,327,91,115,143,30,36,64,51,16,22,0,0,0,0,All
David Conroy,,,,,,,,,,,,,,,,,,,,,,,1,146,44,113,108,386,89,135,52,36,86,83,101,35,1,1,1,0,All
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,,,,,,11,291,349,335,72,127,215,35,34,75,76,28,19,0,0,0,0,All
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,1,245,259,67,337,90,168,130,29,26,37,30,1,1,1,0,All
Brian Mclaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,10,385,79,130,128,43,62,69,85,29,39,1,0,2,0,All
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,8,94,151,129,38,54,63,61,15,29,1,0,0,0,All
Vincent Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,138,54,47,35,28,28,89,25,0,1,0,0,All
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,33,175,120,35,27,116,27,2,2,1,0,All
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,23,29,74,67,19,20,0,1,0,0,All
Crystal B Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,145,48,25,67,30,3,1,1,0,All
