col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,division
,City Controller - Democrat,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Alan L Butkovitz,Rebecca Rhynhart,Bobbie T Curry,Stella Tsai,Lucretia C Clemons,Crystal B Powell,Zac Shaffer,Deborah Cianfrani,Shanese Johnson,David Conroy,Vikki Kristiansson,Vincent Furlong,Mark B Cohen,Rania Major,Daniel R Sulman,Brian Mclaughlin,Deborah Canty,Vincent Melchiorre,John Macoretta,Jennifer Schultz,Lawrence J Bozzelli,Leon Goodman,Henry Mcgregor Sias,Wendi Barish,Danyl S Patterson,Terri M Booker,Mark J Moore,Jon Marshall,Leonard Deutchman,Bill Rice,Betsy Wahl,Matthew C Monroe,Christian Dicicco,Dawn M Tancredi,All
Alan L Butkovitz,47,0,0,226,207,213,223,193,206,198,134,141,143,108,159,100,90,128,77,73,59,83,56,50,54,51,33,33,30,29,3,0,3,0,All
Rebecca Rhynhart,,38,0,210,150,130,111,188,154,87,167,128,114,149,81,120,111,63,102,95,103,66,96,79,40,43,39,26,34,23,1,2,0,0,All
Bobbie T Curry,,,0,5,2,3,4,3,2,0,3,2,2,3,2,1,4,5,0,6,0,3,0,4,1,0,1,1,1,0,0,2,0,2,All
Stella Tsai,,,,8,213,187,180,286,240,167,190,136,96,166,167,114,103,122,104,87,109,50,108,74,30,37,25,23,24,17,0,3,3,1,All
Lucretia C Clemons,,,,,4,344,324,172,185,313,100,67,70,71,146,42,90,121,31,79,31,62,33,60,42,44,40,22,15,21,2,0,1,0,All
Crystal B Powell,,,,,,1,302,166,189,304,86,70,83,81,131,48,92,105,23,73,14,67,25,50,54,59,33,27,16,22,3,0,3,1,All
Zac Shaffer,,,,,,,5,146,145,312,87,73,80,51,163,49,60,139,33,48,33,64,27,38,43,26,21,18,27,15,1,1,1,1,All
Deborah Cianfrani,,,,,,,,3,211,130,154,143,101,157,129,125,86,108,109,89,108,38,104,66,23,39,24,21,15,15,1,2,1,1,All
Shanese Johnson,,,,,,,,,1,124,114,92,100,129,133,69,90,97,63,70,50,60,57,52,40,55,27,21,20,23,1,1,3,0,All
David Conroy,,,,,,,,,,1,61,63,48,34,142,45,50,117,22,23,24,42,16,20,39,14,15,16,13,17,1,0,2,0,All
Vikki Kristiansson,,,,,,,,,,,6,142,99,153,74,107,93,46,117,79,105,62,104,65,31,24,21,21,26,11,0,2,1,0,All
Vincent Furlong,,,,,,,,,,,,4,101,125,57,119,68,42,115,57,97,52,102,34,37,22,20,21,22,12,1,2,0,1,All
Mark B Cohen,,,,,,,,,,,,,6,101,60,80,84,37,68,57,56,71,51,40,39,41,28,28,23,24,3,1,0,1,All
Rania Major,,,,,,,,,,,,,,4,47,122,72,30,105,71,103,60,91,53,35,36,19,19,16,19,2,3,1,0,All
Daniel R Sulman,,,,,,,,,,,,,,,2,33,47,124,31,47,31,47,26,39,17,15,15,20,24,14,0,2,2,1,All
Brian Mclaughlin,,,,,,,,,,,,,,,,1,40,32,101,38,95,40,88,28,20,19,23,20,15,15,2,2,0,1,All
Deborah Canty,,,,,,,,,,,,,,,,,6,28,27,90,25,50,21,77,36,40,23,20,26,20,2,3,0,1,All
Vincent Melchiorre,,,,,,,,,,,,,,,,,,0,20,33,29,32,15,26,18,7,10,9,18,13,1,1,1,2,All
John Macoretta,,,,,,,,,,,,,,,,,,,4,29,103,36,103,16,15,11,17,12,20,7,1,2,0,0,All
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,0,28,38,32,77,21,39,26,17,31,17,3,2,0,2,All
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,,,0,37,89,24,12,7,14,15,23,12,0,1,0,0,All
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,0,28,35,38,36,35,19,27,25,0,0,1,0,All
