col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,division
Deborah Canty,,,,,,0,4,13,11,5,5,8,3,6,5,4,3,2,4,5,4,2,4,2,0,1,1,0,0,0,0,1
John Macoretta,,,,,,,0,4,6,9,5,9,14,6,8,6,8,4,3,1,2,5,0,2,2,1,0,0,0,0,0,1
Lucretia C Clemons,,,,,,,,0,13,2,6,6,4,6,5,3,1,5,4,2,3,3,4,1,2,2,0,0,0,0,0,1
Wendi Barish,,,,,,,,,1,3,6,4,3,4,3,2,1,4,4,4,1,2,3,0,1,2,0,0,0,0,0,1
Vincent Furlong,,,,,,,,,,2,5,5,8,4,2,9,4,3,4,3,3,0,1,2,1,2,1,0,0,0,0,1
Shanese Johnson,,,,,,,,,,,1,2,4,3,1,3,4,4,1,2,3,0,2,4,0,0,0,0,0,0,0,1
Henry Mcgregor Sias,,,,,,,,,,,,1,8,3,6,6,3,4,2,2,2,2,1,1,0,1,0,0,0,0,0,1
Lawrence J Bozzelli,,,,,,,,,,,,,0,5,7,8,6,2,1,2,1,5,0,1,1,0,0,0,0,0,0,1
Leon Goodman,,,,,,,,,,,,,,0,6,3,6,1,1,3,5,4,1,2,1,2,1,0,0,0,0,1
Zac Shaffer,,,,,,,,,,,,,,,0,4,5,5,4,2,1,5,2,1,4,2,0,0,0,0,0,1
Brian Mclaughlin,,,,,,,,,,,,,,,,1,2,3,4,4,2,2,1,2,2,1,1,0,0,0,0,1
Mark B Cohen,,,,,,,,,,,,,,,,,1,2,0,3,1,3,1,3,0,1,0,0,0,0,0,1
Daniel R Sulman,,,,,,,,,,,,,,,,,,1,3,1,1,2,1,2,3,2,0,0,0,0,0,1
David Conroy,,,,,,,,,,,,,,,,,,,2,2,0,0,1,0,3,2,1,0,0,0,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,0,1,1,2,3,0,1,1,0,0,0,0,1
Mark J Moore,,,,,,,,,,,,,,,,,,,,,1,0,0,3,0,1,0,0,0,0,0,1
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1
Crystal B Powell,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,0,0,1
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
Vincent Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,0,0,1
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,33,30,25,25,24,23,22,21,20,19,18,17,17,15,15,14,13,12,12,8,8,7,6,5,5,4,1,0,0,0,0,1
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,Vikki Kristiansson,Stella Tsai,Deborah Cianfrani,Rania Major,Deborah Canty,Shanese Johnson,Vincent Furlong,Henry Mcgregor Sias,Jennifer Schultz,Mark B Cohen,Leon Goodman,Lucretia C Clemons,Wendi Barish,Zac Shaffer,Daniel R Sulman,Crystal B Powell,John Macoretta,Lawrence J Bozzelli,Brian Mclaughlin,Terri M Booker,Vincent Melchiorre,David Conroy,Danyl S Patterson,Mark J Moore,Bill Rice,Leonard Deutchman,Jon Marshall,Betsy Wahl,Christian Dicicco,Dawn M Tancredi,Matthew C Monroe,2
Vikki Kristiansson,0,18,15,13,13,13,11,12,11,6,7,13,12,9,7,9,7,8,7,4,3,4,4,1,0,2,0,0,0,0,0,2
Stella Tsai,,2,13,13,9,8,6,14,11,2,3,8,9,5,6,5,5,7,7,4,4,1,3,1,1,0,0,0,0,0,0,2
Deborah Cianfrani,,,1,14,12,11,8,9,10,6,6,7,7,4,4,5,7,8,7,4,4,2,2,0,1,1,0,0,0,0,0,2
Rania Major,,,,2,11,12,8,11,7,7,6,7,8,1,6,7,6,8,8,8,3,2,2,3,3,0,0,0,0,0,0,2
Deborah Canty,,,,,1,9,5,3,9,8,11,9,11,4,5,7,3,2,1,6,3,4,4,1,2,3,0,0,0,0,0,2
Shanese Johnson,,,,,,1,7,5,7,6,6,6,9,2,5,9,4,4,4,7,1,2,1,2,2,2,0,0,0,0,0,2
Vincent Furlong,,,,,,,5,8,3,7,6,2,2,3,1,2,8,8,8,0,3,5,2,2,2,2,1,0,0,0,0,2
Henry Mcgregor Sias,,,,,,,,0,5,3,3,7,4,7,6,2,5,7,8,2,3,1,1,1,1,0,0,0,0,0,0,2
Jennifer Schultz,,,,,,,,,0,3,4,8,10,3,4,5,1,2,4,4,7,1,1,2,1,1,1,0,0,0,0,2
Mark B Cohen,,,,,,,,,,2,8,2,2,3,3,4,3,6,5,2,1,3,4,4,2,2,1,0,0,0,0,2
Leon Goodman,,,,,,,,,,,0,5,4,5,3,6,4,2,2,3,4,4,3,3,3,3,0,0,0,0,0,2
Lucretia C Clemons,,,,,,,,,,,,1,9,5,6,6,1,2,1,5,3,3,2,1,1,1,0,0,0,0,0,2
Wendi Barish,,,,,,,,,,,,,0,4,5,5,2,3,0,5,2,2,0,2,1,3,0,0,0,0,0,2
Zac Shaffer,,,,,,,,,,,,,,2,6,4,1,3,2,0,1,3,3,0,0,1,0,0,0,0,0,2
Daniel R Sulman,,,,,,,,,,,,,,,0,2,3,2,2,2,2,1,4,2,0,2,0,0,0,0,0,2
Crystal B Powell,,,,,,,,,,,,,,,,0,0,1,1,7,1,3,3,1,2,0,0,0,0,0,0,2
John Macoretta,,,,,,,,,,,,,,,,,2,7,6,0,1,1,1,1,0,3,0,0,0,0,0,2
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,0,8,0,0,1,0,1,0,2,0,0,0,0,0,2
Brian Mclaughlin,,,,,,,,,,,,,,,,,,,0,1,3,1,1,2,1,0,1,0,0,0,0,2
Terri M Booker,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,2,0,0,0,0,0,0,2
Vincent Melchiorre,,,,,,,,,,,,,,,,,,,,,1,2,1,2,2,1,1,0,0,0,0,2
David Conroy,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,1,0,0,0,0,2
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,2
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0,0,0,0,2
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,2
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,30,28,25,25,24,23,23,20,18,18,17,17,17,15,14,13,13,13,12,9,9,7,6,5,4,4,1,0,0,0,0,2
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
,Vikki Kristiansson,Leon Goodman,Stella Tsai,Deborah Cianfrani,Shanese Johnson,Brian Mclaughlin,Lucretia C Clemons,Zac Shaffer,Henry Mcgregor Sias,John Macoretta,Mark B Cohen,Rania Major,Vincent Furlong,Deborah Canty,David Conroy,Lawrence J Bozzelli,Jennifer Schultz,Crystal B Powell,Danyl S Patterson,Terri M Booker,Daniel R Sulman,Vincent Melchiorre,Wendi Barish,Jon Marshall,Leonard Deutchman,Mark J Moore,Dawn M Tancredi,Betsy Wahl,Bill Rice,Christian Dicicco,Matthew C Monroe,3
Vikki Kristiansson,2,10,17,14,12,11,12,16,11,16,10,15,13,10,11,9,7,7,7,5,4,4,5,3,4,2,0,0,0,0,0,3
Leon Goodman,,2,5,7,6,3,11,11,6,6,10,2,5,10,11,3,4,10,4,6,5,4,3,2,3,3,0,0,0,0,0,3
Stella Tsai,,,3,13,10,9,5,7,10,11,6,12,11,6,2,10,7,2,1,3,7,1,4,3,1,2,0,0,0,0,0,3
Deborah Cianfrani,,,,3,11,11,6,6,10,11,5,12,10,5,2,8,4,6,1,4,2,1,2,1,1,2,0,0,0,0,0,3
Shanese Johnson,,,,,3,6,7,4,7,6,8,10,8,8,1,5,3,6,1,5,3,2,2,1,1,3,0,0,0,0,0,3
Brian Mclaughlin,,,,,,3,3,6,9,9,6,12,12,2,5,11,2,1,2,3,2,3,1,2,2,0,0,0,0,0,0,3
Lucretia C Clemons,,,,,,,2,11,5,2,5,6,3,4,9,1,5,9,5,4,2,4,4,1,3,1,0,0,0,0,0,3
Zac Shaffer,,,,,,,,0,4,4,8,8,4,7,11,3,5,9,7,3,2,5,2,2,3,2,1,0,0,0,0,3
Henry Mcgregor Sias,,,,,,,,,1,8,5,9,10,3,0,11,3,2,1,2,3,2,5,0,1,0,0,0,0,0,0,3
John Macoretta,,,,,,,,,,0,7,8,10,4,4,9,2,1,2,1,2,1,0,1,1,1,0,0,0,0,0,3
Mark B Cohen,,,,,,,,,,,1,6,8,6,6,5,1,5,5,2,3,1,0,1,2,0,0,0,0,0,0,3
Rania Major,,,,,,,,,,,,0,13,4,4,10,4,4,3,3,2,3,3,1,1,1,0,0,0,0,0,3
Vincent Furlong,,,,,,,,,,,,,0,5,5,10,3,2,2,1,2,1,2,1,2,0,0,0,0,0,0,3
Deborah Canty,,,,,,,,,,,,,,1,4,4,4,5,4,3,3,2,2,3,2,1,0,0,0,0,0,3
David Conroy,,,,,,,,,,,,,,,0,1,2,6,7,2,0,3,0,2,3,1,0,0,0,0,0,3
Lawrence J Bozzelli,,,,,,,,,,,,,,,,1,2,0,0,0,3,1,2,0,2,0,0,0,0,0,0,3
Jennifer Schultz,,,,,,,,,,,,,,,,,3,2,0,2,3,1,4,2,1,0,0,0,0,0,0,3
Crystal B Powell,,,,,,,,,,,,,,,,,,0,3,5,0,3,2,0,2,2,0,0,0,0,0,3
Danyl S Patterson,,,,,,,,,,,,,,,,,,,1,2,1,3,0,1,1,1,0,0,0,0,0,3
Terri M Booker,,,,,,,,,,,,,,,,,,,,2,3,2,3,1,0,1,0,0,0,0,0,3
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,0,1,2,2,1,1,0,0,0,0,0,3
Vincent Melchiorre,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,3
Wendi Barish,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,3
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,3
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,3
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,41,30,28,26,25,23,23,23,21,21,21,21,20,18,16,16,14,13,12,12,10,9,7,6,6,5,1,0,0,0,0,3
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,Vincent Furlong,Vikki Kristiansson,Deborah Cianfrani,Leon Goodman,Shanese Johnson,Rania Major,Lucretia C Clemons,Crystal B Powell,Deborah Canty,Mark B Cohen,Danyl S Patterson,Zac Shaffer,Stella Tsai,Terri M Booker,Brian Mclaughlin,David Conroy,Mark J Moore,Vincent Melchiorre,Jennifer Schultz,Wendi Barish,Daniel R Sulman,Lawrence J Bozzelli,Henry Mcgregor Sias,John Macoretta,Bill Rice,Leonard Deutchman,Jon Marshall,Matthew C Monroe,Betsy Wahl,Christian Dicicco,Dawn M Tancredi,4
Vincent Furlong,3,12,12,10,9,14,10,6,6,12,10,10,4,7,10,7,7,6,4,3,2,4,3,2,3,2,1,1,0,0,0,4
Vikki Kristiansson,,2,10,9,10,14,12,9,8,8,9,12,7,3,8,12,3,7,5,3,3,2,4,2,1,0,1,1,0,0,0,4
Deborah Cianfrani,,,0,13,13,12,10,14,9,9,5,6,6,8,6,5,5,3,7,6,2,2,3,2,1,1,1,1,0,0,0,4
Leon Goodman,,,,0,15,9,14,15,12,9,10,11,3,8,8,8,10,6,5,6,7,2,3,3,2,3,0,0,0,0,0,4
Shanese Johnson,,,,,0,13,12,16,12,12,7,6,6,7,5,3,9,3,7,6,5,3,2,3,1,1,1,1,0,0,0,4
Rania Major,,,,,,0,12,10,10,8,8,8,5,6,11,8,5,8,8,5,4,3,1,1,1,1,1,1,0,0,0,4
Lucretia C Clemons,,,,,,,0,12,7,4,12,13,2,5,8,12,6,11,1,4,3,2,2,1,1,0,2,0,0,0,0,4
Crystal B Powell,,,,,,,,0,10,7,6,6,6,6,5,5,8,4,7,7,4,1,1,0,1,0,0,1,0,0,0,4
Deborah Canty,,,,,,,,,1,8,7,4,5,7,6,2,4,5,6,4,5,2,2,3,1,2,0,1,0,0,0,4
Mark B Cohen,,,,,,,,,,1,5,3,5,5,4,2,7,3,4,2,4,3,4,4,0,2,2,1,0,0,0,4
Danyl S Patterson,,,,,,,,,,,1,9,2,4,5,10,3,10,2,3,3,0,1,2,0,1,0,1,0,0,0,4
Zac Shaffer,,,,,,,,,,,,0,2,1,7,12,1,8,2,2,4,1,1,0,1,2,1,0,0,0,0,4
Stella Tsai,,,,,,,,,,,,,3,1,2,1,2,2,4,3,5,3,3,2,1,1,0,2,0,0,0,4
Terri M Booker,,,,,,,,,,,,,,1,3,0,6,2,2,2,2,1,1,2,2,2,1,0,0,0,0,4
Brian Mclaughlin,,,,,,,,,,,,,,,0,5,5,6,3,2,2,2,3,1,1,0,1,0,0,0,0,4
David Conroy,,,,,,,,,,,,,,,,1,1,9,1,2,2,0,0,0,0,0,0,0,0,0,0,4
Mark J Moore,,,,,,,,,,,,,,,,,0,3,4,4,3,2,2,2,3,1,1,0,0,0,0,4
Vincent Melchiorre,,,,,,,,,,,,,,,,,,0,2,2,2,0,0,0,0,0,0,0,0,0,0,4
Jennifer Schultz,,,,,,,,,,,,,,,,,,,0,6,2,1,1,0,0,1,0,1,0,0,0,4
Wendi Barish,,,,,,,,,,,,,,,,,,,,1,3,1,1,0,1,1,0,1,0,0,0,4
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,0,1,2,2,1,2,0,0,0,0,0,4
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,,,,0,3,3,1,0,1,1,0,0,0,4
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,0,3,0,0,1,1,0,0,0,4
John Macoretta,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,4
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,4
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4
Total,30,27,26,26,26,25,24,22,20,20,19,19,16,16,15,15,14,14,12,11,10,7,6,5,3,3,2,2,0,0,0,4
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
,Vikki Kristiansson,Deborah Cianfrani,Shanese Johnson,Rania Major,Stella Tsai,Deborah Canty,Lawrence J Bozzelli,Jennifer Schultz,Crystal B Powell,Lucretia C Clemons,Mark B Cohen,John Macoretta,Vincent Furlong,Vincent Melchiorre,Zac Shaffer,Wendi Barish,Daniel R Sulman,Henry Mcgregor Sias,Leon Goodman,David Conroy,Brian Mclaughlin,Terri M Booker,Danyl S Patterson,Jon Marshall,Bill Rice,Leonard Deutchman,Betsy Wahl,Christian Dicicco,Dawn M Tancredi,Mark J Moore,Matthew C Monroe,5
Vikki Kristiansson,0,23,17,19,19,12,9,8,9,9,7,9,8,7,9,10,8,8,3,8,3,5,4,2,2,0,0,0,0,0,0,5
Deborah Cianfrani,,1,19,20,15,8,15,8,5,5,7,10,10,7,6,6,7,9,3,5,6,4,1,3,1,1,0,0,0,0,0,5
Shanese Johnson,,,4,17,10,6,11,5,5,5,5,7,8,5,3,3,7,6,1,6,4,2,2,1,1,0,0,0,0,0,0,5
Rania Major,,,,0,13,6,10,4,5,5,5,10,7,7,5,4,7,7,1,5,6,2,0,1,1,0,0,0,0,0,0,5
Stella Tsai,,,,,2,9,3,7,4,6,3,8,6,5,4,10,5,8,2,3,3,4,1,1,2,1,0,0,0,0,0,5
Deborah Canty,,,,,,2,2,9,6,6,5,1,4,2,4,9,4,2,4,3,0,5,3,1,2,1,0,0,0,0,0,5
Lawrence J Bozzelli,,,,,,,1,4,2,2,5,6,6,5,5,0,6,4,2,4,5,1,0,2,0,1,0,0,0,0,0,5
Jennifer Schultz,,,,,,,,0,6,8,6,1,4,5,5,8,5,3,5,1,0,4,1,1,1,2,0,0,0,0,0,5
Crystal B Powell,,,,,,,,,2,8,4,2,4,4,4,2,3,0,2,3,1,4,5,3,1,1,0,0,0,0,0,5
Lucretia C Clemons,,,,,,,,,,0,3,1,1,5,4,7,3,3,2,2,1,4,1,1,1,1,0,0,0,0,0,5
Mark B Cohen,,,,,,,,,,,1,6,7,2,5,1,1,5,6,2,3,1,3,1,0,0,0,0,0,0,0,5
John Macoretta,,,,,,,,,,,,1,8,3,2,1,2,7,2,2,5,0,1,0,0,0,0,0,0,0,0,5
Vincent Furlong,,,,,,,,,,,,,0,5,3,1,2,7,4,2,4,0,3,2,1,1,0,0,0,0,0,5
Vincent Melchiorre,,,,,,,,,,,,,,1,7,3,5,2,3,4,1,0,1,1,1,2,0,0,0,0,0,5
Zac Shaffer,,,,,,,,,,,,,,,1,3,6,2,5,5,1,0,2,2,0,1,0,0,0,0,0,5
Wendi Barish,,,,,,,,,,,,,,,,0,3,3,3,1,0,4,0,0,1,1,0,0,0,0,0,5
Daniel R Sulman,,,,,,,,,,,,,,,,,0,2,2,4,0,1,1,0,0,1,0,0,0,0,0,5
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,0,0,0,4,1,0,0,0,0,0,0,0,0,0,5
Leon Goodman,,,,,,,,,,,,,,,,,,,0,2,1,0,2,2,0,1,0,0,0,0,0,5
David Conroy,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,5
Brian Mclaughlin,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,5
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,5
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,5
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,5
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,5
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,5
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5
Total,31,30,27,23,22,18,18,16,15,15,15,14,14,14,13,12,11,11,11,10,8,6,5,4,2,2,0,0,0,0,0,5
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
,Deborah Canty,Deborah Cianfrani,Leon Goodman,Shanese Johnson,Mark B Cohen,Stella Tsai,Vincent Furlong,Lucretia C Clemons,Brian Mclaughlin,Crystal B Powell,Vikki Kristiansson,Jennifer Schultz,Daniel R Sulman,Rania Major,Terri M Booker,Wendi Barish,Henry Mcgregor Sias,John Macoretta,Vincent Melchiorre,Zac Shaffer,Leonard Deutchman,Jon Marshall,Mark J Moore,David Conroy,Bill Rice,Danyl S Patterson,Lawrence J Bozzelli,Betsy Wahl,Christian Dicicco,Dawn M Tancredi,Matthew C Monroe,6
Deborah Canty,0,8,9,9,6,6,7,8,2,7,7,9,9,5,7,8,3,2,7,6,5,3,4,2,2,3,0,0,0,0,0,6
